English Word	Emotion	Emotion-Intensity-Score	Myanmar-Burmese Word
devastating	anger	0.561	အပျက်အစီး
fits	anger	0.561	တော်ပါတယ်။
jeopardize	anger	0.561	အန္တရာယ်ဖြစ်စေသည်။
shatter	anger	0.561	ကွဲအက်
idiots	anger	0.561	လူမိုက်
hurt	anger	0.561	ထိခိုက်
thief	anger	0.561	သူခိုး
uncontrollable	anger	0.561	ထိန်းချုပ်မရသော
conflagration	anger	0.561	conflagration
betrayal	anger	0.561	သစ္စာဖောက်
banshee	anger	0.561	ဘန်ရှီ
subjugation	anger	0.559	subjugation
disturbed	anger	0.559	အနှောက်အယှက်
stomped	anger	0.557	နင်းမိ
grab	anger	0.557	ဖမ်း
grievance	anger	0.556	မကျေနပ်ချက်
ticked	anger	0.556	အမှန်ခြစ်
masochism	anger	0.556	masochism
defiance	anger	0.552	အံတု
blackmail	anger	0.550	blackmail
offensive	anger	0.549	ထိုးစစ်
decry	anger	0.548	decry
frustrates	anger	0.547	စိတ်ပျက်သည်။
violation	anger	0.547	ချိုးဖောက်မှု
confine	anger	0.547	အကျဉ်းချုံး
misery	anger	0.547	စိတ်ဆင်းရဲမှု
arghhhh	anger	0.547	အာဟဟ
disparity	anger	0.547	ကွာဟမှု
punishment	anger	0.547	ပြစ်ဒဏ်
rebel	anger	0.547	သူပုန်
preposterous	anger	0.547	ဆွေးမြေ့သော
disgraceful	anger	0.547	အရှက်ခွဲသော
ire	anger	0.547	အူကြောင်ကြောင်
deceive	anger	0.547	လှည့်စား
fustrated	anger	0.547	စိတ်ပျက်
sin	anger	0.547	အပြစ်
shrill	anger	0.547	ငိုသည်
darkside	anger	0.547	အမှောင်ခြမ်း
overbearing	anger	0.547	သည်းခံခြင်း။
firearms	anger	0.547	သေနတ်များ
stolen	anger	0.546	ခိုးတယ်။
hadenough	anger	0.546	လုံလောက်ပြီ
prejudice	anger	0.545	မလိုမုန်းထား
tackle	anger	0.545	ကိုင်တွယ်ဖြေရှင်း
resentful	anger	0.545	နာကြည်းသည်။
heated	anger	0.545	အပူ
callous	anger	0.545	ယုတ်မာသော
conspirator	anger	0.545	ပူးပေါင်းကြံစည်သူ
ruined	anger	0.545	ပျက်စီးသွားတယ်။
antagonist	anger	0.545	ရန်သူ
skirmish	anger	0.545	တိုက်ပွဲမှာ
menace	anger	0.545	အန္တရာယ်
annoyin	anger	0.545	စိတ်အနှောက်အယှက်
foul	anger	0.545	စော်
argument	anger	0.545	ဆင်ခြေ
humiliate	anger	0.545	အရှက်ရ
wanker	anger	0.545	wanker
adversary	anger	0.545	ရန်သူ
sting	anger	0.544	တုပ်
entangled	anger	0.544	မိထွေး
grumble	anger	0.544	ငြီးတွား
robbery	anger	0.544	လုယက်မှု
outcry	anger	0.544	အော်ဟစ်
resistance	anger	0.543	ခုခံမှု
irreconcilable	anger	0.543	ညှိနှိုင်းမရသော
obstructive	anger	0.542	အဟန့်အတား
dismay	anger	0.540	စိတ်ပျက်စရာ
mob	anger	0.538	လူအုပ်
juststop	anger	0.537	ရပ်လိုက်ပါ။
badness	anger	0.536	မကောင်းမှု
ridicule	anger	0.534	လှောင်ပြောင်
incendiary	anger	0.533	လောင်မီး
flares	anger	0.532	မီးတောက်များ
twofaced	anger	0.531	မျက်နှာနှစ်ခု
reckless	anger	0.531	မဆင်မခြင်
communism	anger	0.531	ကွန်မြူနစ်ဝါဒ
allegation	anger	0.531	စွပ်စွဲချက်
prejudicial	anger	0.531	တရားစီရင်ရေး
whip	anger	0.531	ကြာပွတ်
unbridled	anger	0.531	သန်မာသော
degeneracy	anger	0.531	ယိုယွင်းမှု
intruder	anger	0.531	ကျူးကျော်သူ
belittle	anger	0.531	နှိမ်တယ်။
confinement	anger	0.531	ချုပ်နှောင်ခြင်း
dispute	anger	0.531	အငြင်းပွား
exacerbation	anger	0.531	ပိုမိုဆိုးရွားသည်။
uprising	anger	0.531	အရေးတော်ပုံ
unjust	anger	0.530	မတရားသော
unjustifiable	anger	0.530	တရားမျှတမှုမရှိသော
perversion	anger	0.530	ဖောက်ပြန်ခြင်း
bigoted	anger	0.530	တစ်ယူသန်သော
fiesty	anger	0.530	ပြင်းပြင်းထန်ထန်
offender	anger	0.530	ပြစ်မှုကျူးလွန်သူ
dictatorial	anger	0.530	အာဏာရှင်
hassle	anger	0.530	လုပ်ရတဲ့
dissonance	anger	0.530	ကွဲလွဲမှု
tackled	anger	0.530	ကိုင်တွယ်ဖြေရှင်းခဲ့သည်။
renegade	anger	0.529	လူဆိုး
cantstandit	anger	0.529	သည်းမခံနိုင်
trespass	anger	0.529	ပြစ်မှားခြင်း။
hot	anger	0.529	ပူတယ်။
prison	anger	0.529	အကျဉ်းထောင်
suicide	anger	0.521	သေကြောင်းကြံ
annoy	anger	0.520	စိတ်ဆိုး
leavemealone	anger	0.517	ငါတစ်ယောက်တည်းနေပါရစေ
cretins	anger	0.516	cretins
depravity	anger	0.516	ဒုစရိုက်
idiotic	anger	0.516	အမိုက်စား
dishonest	anger	0.516	မရိုးသားသော
distrust	anger	0.516	မယုံကြည်မှု
broil	anger	0.516	အသားပြုတ်
grrr	anger	0.516	grrr
criticize	anger	0.516	ဝေဖန်ပါ။
inimical	anger	0.516	အတုမရှိ
tortious	anger	0.516	ညှဉ်းပန်းနှိပ်စက်သော
prisoner	anger	0.516	အကျဉ်းသား
treason	anger	0.516	နိုင်ငံတော်ပုန်ကန်မှု
divorce	anger	0.516	ကွာရှင်းခြင်း။
venting	anger	0.516	လေဝင်လေထွက်
duress	anger	0.516	နှိပ်စက်ခြင်း။
disrespectful	anger	0.516	မရိုမသေ
poaching	anger	0.515	မဲခိုးခြင်း။
scold	anger	0.515	ဆူပူကြိမ်းမောင်း
poachers	anger	0.515	မုဆိုးများ
pow	anger	0.515	စစ်သုံ့ပန်း
hangry	anger	0.515	ဗိုက်ဆာတယ်။
argumentation	anger	0.515	အငြင်းအခုံ
frustrating	anger	0.515	စိတ်ပျက်စရာ
unkind	anger	0.515	မကြင်နာပါ။
roar	anger	0.515	ဟောက်
coercion	anger	0.515	အကျပ်ကိုင်ခြင်း။
unforgiving	anger	0.515	ခွင့်မလွှတ်သော
grump	anger	0.515	စိတ်မဆိုး
bile	anger	0.515	သည်းခြေ
unleash	anger	0.515	လွှတ်လိုက်ပါ။
chaos	anger	0.515	ပရမ်းပတာ
victimized	anger	0.515	သားကောင်
jerks	anger	0.515	လူရှုပ်
tussle	anger	0.514	တိုက်ပွဲ
bane	anger	0.511	bane
accusation	anger	0.510	စွပ်စွဲချက်
enmity	anger	0.510	ရန်ငြိုးဖွဲ့ခြင်း။
repudiation	anger	0.510	ငြင်းဆိုခြင်း။
banish	anger	0.509	နှင်ထုတ်သည်။
disfigured	anger	0.508	ရုပ်ပျက်ဆင်းပျက်
storm	anger	0.507	မုန်တိုင်း
crazy	anger	0.500	အရူး
hammering	anger	0.500	တူ
defy	anger	0.500	ဖီလာ
antithesis	anger	0.500	ဆန့်ကျင်ဘက်
scoff	anger	0.500	မထီမဲ့မြင်ပြုခြင်း။
anguish	anger	0.500	နာကျင်ခြင်း။
confined	anger	0.500	ချုပ်နှောင်ထားသည်။
fear	anger	0.500	ကြောက်ရွံ့ခြင်း။
bout	anger	0.500	ပြိုင်ပွဲ
unruly	anger	0.500	ရမ်းကားသည်။
delusional	anger	0.500	ကယောင်ကတမ်း
obstruct	anger	0.500	အတားအဆီး
possessed	anger	0.500	ပိုင်သည်။
injustice	anger	0.500	မတရားမှု
fervor	anger	0.500	စိတ်အားထက်သန်မှု
spear	anger	0.500	လှံ
derision	anger	0.500	ကဲ့ရဲ့ခြင်း။
intractable	anger	0.500	ဆွဲဆောင်နိုင်သော
reject	anger	0.500	ငြင်းပယ်
dominate	anger	0.500	စိုးမိုး
ordeal	anger	0.500	စိတ်ဆင်းရဲ
banished	anger	0.500	ပြည်နှင်ဒဏ်ပေးခဲ့သည်။
rejects	anger	0.500	ငြင်းပယ်သည်။
shun	anger	0.500	ရှောင်ပါ။
brunt	anger	0.500	ရိုင်းတယ်။
derogation	anger	0.500	ဆုတ်ယုတ်မှု
frenzied	anger	0.500	ပျော်ပါးသည်။
animus	anger	0.500	သတ္တဝါ
suppression	anger	0.500	နှိမ်နှင်းခြင်း။
malpractice	anger	0.500	အကျင့်ပျက်မှု
brazen	anger	0.500	မျက်နှာပြောင်
foaming	anger	0.500	အမြှုပ်ထွက်ခြင်း။
disrupting	anger	0.500	နှောင့်ယှက်ခြင်း။
nobodycares	anger	0.500	ဘယ်သူမှ ဂရုမစိုက်ဘူး။
patronising	anger	0.500	ထောက်ပံ့ခြင်း။
getoveryourself	anger	0.495	သင်ကိုယ်တိုင်
toughness	anger	0.492	ခိုင်မာမှု
stupidpeople	anger	0.492	လူမိုက်များ
madness	anger	0.491	ရူးသွပ်မှု
sinful	anger	0.491	အပြစ်ရှိသော
avarice	anger	0.490	ဝိသမလောဘ
oppress	anger	0.490	ညှဉ်းဆဲခြင်း။
cutting	anger	0.485	ဖြတ်တောက်ခြင်း။
anathema	anger	0.485	ကျီးကန်း
annoyed	anger	0.485	စိတ်ဆိုးတယ်။
dissident	anger	0.485	အတိုက်အခံ
demand	anger	0.485	တောင်းဆိုမှု
usurp	anger	0.485	သိမ်းပိုက်
claw	anger	0.485	ခြေသည်း
alienate	anger	0.485	ကင်းကွာ
infraction	anger	0.485	ချိုးဖောက်မှု
avenger	anger	0.485	လက်စားချေ
revoke	anger	0.485	ပြန်ရုပ်သိမ်း
smuggler	anger	0.485	မှောင်ခိုသမား
abolish	anger	0.485	လုပ်မယ်။
fricking	anger	0.485	fricking
stayaway	anger	0.485	ဝေးဝေးနေပါ။
pervert	anger	0.485	မတရားသဖြင့်
disservice	anger	0.485	ဘေးဒုက္ခ
disobedient	anger	0.485	နာခံမှုမရှိ
incest	anger	0.485	incest
complaint	anger	0.485	တိုင်ကြားချက်
disapproved	anger	0.485	အတည်မပြု
inhuman	anger	0.485	လူမဆန်ဘူး။
mocking	anger	0.484	လှောင်ပြောင်ခြင်း။
penalty	anger	0.484	ပြစ်ဒဏ်
renounce	anger	0.484	စွန့်လွှတ်လိုက်ပါ။
restrain	anger	0.484	စောင့်စည်းပါ။
upheaval	anger	0.484	ကသောင်းကနင်း
deceit	anger	0.484	ပရိယာယ်
obnoxious	anger	0.484	စိတ်ညစ်စရာ
imprisoned	anger	0.484	ထောင်ကျတယ်။
strained	anger	0.484	တင်းမာ
blame	anger	0.484	အပြစ်တင်
oust	anger	0.484	နှင်ထုတ်သည်။
litigious	anger	0.484	တရား၀င်
rivalry	anger	0.484	ပြိုင်ဆိုင်မှု
sucker	anger	0.484	စုတ်သည်။
opposed	anger	0.484	ဆန့်ကျင်သည်။
thresh	anger	0.484	စပါးနယ်
disgrace	anger	0.484	အရှက်တကွဲ အကျိုးနည်း
suspicious	anger	0.484	သံသယဖြစ်ဖွယ်
turbulence	anger	0.483	လှိုင်းထန်ခြင်း။
pound	anger	0.481	ပေါင်
coldness	anger	0.477	အေးခြင်း
ungrateful	anger	0.472	ကျေးဇူးကန်းသော
stoopid	anger	0.471	ခါးသီးတယ်။
battalion	anger	0.471	တပ်ရင်း
feudalism	anger	0.470	ပဒေသရာဇ်စနစ်
hostage	anger	0.470	ဓားစာခံ
annoying	anger	0.470	စိတ်အနှောက်အယှက်
dispossessed	anger	0.470	သိမ်းယူခဲ့သည်။
subversion	anger	0.470	အဖျက်သမား
friction	anger	0.470	ပွတ်တိုက်မှု
jealous	anger	0.470	မနာလို
adversity	anger	0.470	ဒုက္ခ
infidel	anger	0.470	သစ္စာမဲ့
gall	anger	0.470	သည်းခြေ
accuser	anger	0.470	စွပ်စွဲသူ
ram	anger	0.470	ရမ်
armament	anger	0.470	လက်နက်တပ်ဆင်
thump	anger	0.469	thump
dislike	anger	0.469	မကြိုက်
steal	anger	0.469	ခိုးတယ်။
backoff	anger	0.469	backoff
stifled	anger	0.469	ချုပ်နှောင်ထားသည်။
incite	anger	0.469	သွေးထိုးတယ်။
distress	anger	0.469	ဆင်းရဲဒုက္ခဖြစ်။ ယု
angermanagement	anger	0.469	ဒေါသထွက်ခြင်း
selfish	anger	0.469	တစ်ကိုယ်ကောင်းဆန်
injury	anger	0.469	ဒဏ်ရာ
exile	anger	0.469	ပြည်ပြေး
insanity	anger	0.469	ရူးသွပ်ခြင်း။
offense	anger	0.469	ပြစ်မှု
objection	anger	0.469	ကန့်ကွက်သည်။
smother	anger	0.469	မွှန်း
disruption	anger	0.469	အနှောင့်အယှက်
intolerance	anger	0.469	သည်းမခံနိုင်ခြင်း။
disobey	anger	0.469	မနာခံ
selfishness	anger	0.469	တစ်ကိုယ်ကောင်းဆန်ခြင်း။
recidivism	anger	0.469	တစ်မူထူးခြားခြင်း
subversive	anger	0.469	အဖျက်သမား
huff	anger	0.469	huff
plunder	anger	0.469	လုယူခြင်း။
opposition	anger	0.469	အတိုက်အခံ
complain	anger	0.469	တိုင်ကြားပါ။
perpetrator	anger	0.469	ကျူးလွန်သူ
simmer	anger	0.469	ဆူအောင်တည်ပါ။
areyoukidding	anger	0.468	နောက်နေတာလား
mug	anger	0.467	မတ်ခွက်
agony	anger	0.465	ဝေဒနာကို
arrogant	anger	0.461	မောက်မာသော
sux	anger	0.456	sux
vent	anger	0.456	လေဝင်လေထွက်
elimination	anger	0.456	နှိမ်နှင်းရေး
picketing	anger	0.456	ကောက်ဆွခြင်း
haughty	anger	0.456	မာနထောင်လွှား
grated	anger	0.455	ခြစ်
flagrant	anger	0.455	ထင်ရှားသော
busted	anger	0.455	ဖြိုခွင်းခဲ့သည်။
