English Word	Emotion	Emotion-Intensity-Score	Lao Word
defiance	anger	0.552	ຕໍ່ຕ້ານ
blackmail	anger	0.550	blackmail
offensive	anger	0.549	ກະທໍາຜິດ
decry	anger	0.548	decry
frustrates	anger	0.547	ຜິດຫວັງ
violation	anger	0.547	ການລະເມີດ
confine	anger	0.547	ກັກຂັງ
misery	anger	0.547	ຄວາມທຸກ
arghhhh	anger	0.547	ອ້າວ
disparity	anger	0.547	ຄວາມ​ແຕກ​ຕ່າງ
punishment	anger	0.547	ການລົງໂທດ
rebel	anger	0.547	ກະບົດ
preposterous	anger	0.547	preposterous
disgraceful	anger	0.547	ໜ້າກຽດ
ire	anger	0.547	ອິອິ
deceive	anger	0.547	ຫຼອກລວງ
fustrated	anger	0.547	ຕົກໃຈ
sin	anger	0.547	ບາບ
shrill	anger	0.547	ຮ້ອງໄຫ້
darkside	anger	0.547	ດ້ານ​ມືດ
overbearing	anger	0.547	overbearing
firearms	anger	0.547	ອາວຸດປືນ
stolen	anger	0.546	ຖືກລັກ
hadenough	anger	0.546	ພໍແລ້ວ
prejudice	anger	0.545	ອະຄະຕິ
tackle	anger	0.545	ແກ້​ໄຂ
resentful	anger	0.545	ໃຈ​ຮ້າຍ
heated	anger	0.545	ຮ້ອນ
callous	anger	0.545	ໃຈຮ້າຍ
conspirator	anger	0.545	ຜູ້ສົມຮູ້ຮ່ວມຄິດ
ruined	anger	0.545	ເສຍຫາຍ
antagonist	anger	0.545	ສັດຕູ
skirmish	anger	0.545	ການປະທະກັນ
menace	anger	0.545	ຂົ່ມຂູ່
annoyin	anger	0.545	ລຳຄານ
foul	anger	0.545	ເຫມັນ
argument	anger	0.545	ການໂຕ້ຖຽງ
humiliate	anger	0.545	ອັບອາຍ
wanker	anger	0.545	wanker
adversary	anger	0.545	ສັດຕູ
sting	anger	0.544	sting
entangled	anger	0.544	entangled
grumble	anger	0.544	ຈົ່ມ
robbery	anger	0.544	ການລັກລອບ
outcry	anger	0.544	ຮ້ອງໄຫ້
resistance	anger	0.543	ການຕໍ່ຕ້ານ
irreconcilable	anger	0.543	irreconcilable
obstructive	anger	0.542	ຂັດຂວາງ
dismay	anger	0.540	ຕົກໃຈ
mob	anger	0.538	ຝູງ
juststop	anger	0.537	ພຽງແຕ່ຢຸດ
badness	anger	0.536	ຄວາມ​ຊົ່ວ​ຮ້າຍ
ridicule	anger	0.534	ເຍາະເຍີ້ຍ
incendiary	anger	0.533	ເຕົາໄຟ
flares	anger	0.532	ດອກໄຟ
twofaced	anger	0.531	ສອງໜ້າ
reckless	anger	0.531	ແບບຊະຊາຍ
communism	anger	0.531	ຄອມມິວນິດ
allegation	anger	0.531	ການກ່າວຫາ
prejudicial	anger	0.531	ອະຄະຕິ
whip	anger	0.531	whip
unbridled	anger	0.531	unbridled
degeneracy	anger	0.531	ການເສື່ອມສະພາບ
intruder	anger	0.531	ຜູ້ບຸກລຸກ
belittle	anger	0.531	ດູຖູກ
confinement	anger	0.531	ການກັກຂັງ
dispute	anger	0.531	ຂໍ້ຂັດແຍ່ງ
exacerbation	anger	0.531	exacerbation
uprising	anger	0.531	ການລຸກຮືຂຶ້ນ
unjust	anger	0.530	ບໍ່ຍຸດຕິທຳ
unjustifiable	anger	0.530	ບໍ່ສົມເຫດສົມຜົນ
perversion	anger	0.530	ບິດເບືອນ
bigoted	anger	0.530	ໃຫຍ່
fiesty	anger	0.530	ແຮງ
offender	anger	0.530	ຜູ້ກະທຳຜິດ
dictatorial	anger	0.530	ລະບອບຜະເດັດການ
hassle	anger	0.530	ຫຍຸ້ງຍາກ
dissonance	anger	0.530	ຄວາມແຕກແຍກ
tackled	anger	0.530	ແກ້​ໄຂ
renegade	anger	0.529	ປະຕິເສດ
cantstandit	anger	0.529	ທົນບໍ່ໄດ້
trespass	anger	0.529	ການລ່ວງລະເມີດ
hot	anger	0.529	ຮ້ອນ
prison	anger	0.529	ຄຸກ
suicide	anger	0.521	ຂ້າ​ຕົວ​ຕາຍ
annoy	anger	0.520	ລົບກວນ
leavemealone	anger	0.517	ໝາກເຜັດ
cretins	anger	0.516	cretins
depravity	anger	0.516	ຄວາມຊົ່ວຊ້າ
idiotic	anger	0.516	ໂງ່
dishonest	anger	0.516	ບໍ່ຊື່ສັດ
distrust	anger	0.516	ຄວາມບໍ່ໄວ້ວາງໃຈ
broil	anger	0.516	ຊີ້ນງົວ
grrr	anger	0.516	grrr
criticize	anger	0.516	ວິຈານ
inimical	anger	0.516	inimical
tortious	anger	0.516	ທໍລະມານ
prisoner	anger	0.516	ນັກໂທດ
treason	anger	0.516	ການ​ທໍລະຍົດ
divorce	anger	0.516	ການຢ່າຮ້າງ
venting	anger	0.516	ລະບາຍອາກາດ
duress	anger	0.516	ຂົ່ມເຫັງ
disrespectful	anger	0.516	ບໍ່ເຄົາລົບ
poaching	anger	0.515	ການລັກລອບລ່າ
scold	anger	0.515	ດ່າ
poachers	anger	0.515	ພວກລ່າສັດ
pow	anger	0.515	ປໍ
hangry	anger	0.515	ຫິວ
argumentation	anger	0.515	ການໂຕ້ຖຽງ
frustrating	anger	0.515	ເສົ້າໃຈ
unkind	anger	0.515	ບໍ່ມີເມດຕາ
roar	anger	0.515	ສຽງດັງ
coercion	anger	0.515	ການບີບບັງຄັບ
unforgiving	anger	0.515	ບໍ່​ໃຫ້​ອະ​ໄພ
grump	anger	0.515	ໃຈຮ້າຍ
bile	anger	0.515	ນໍ້າບີ
unleash	anger	0.515	ປົດປ່ອຍ
chaos	anger	0.515	ຄວາມວຸ່ນວາຍ
victimized	anger	0.515	ຖືກເຄາະຮ້າຍ
jerks	anger	0.515	ກະຕຸກ
tussle	anger	0.514	ຍຸບ
bane	anger	0.511	ຫ້າມ
accusation	anger	0.510	ການກ່າວຫາ
enmity	anger	0.510	ສັດຕູ
repudiation	anger	0.510	ການປະຕິເສດ
banish	anger	0.509	ຂັບໄລ່
disfigured	anger	0.508	ເສຍ​ຮູບ
storm	anger	0.507	ພາຍຸ
crazy	anger	0.500	ບ້າ
hammering	anger	0.500	ຄ້ອນຕີ
defy	anger	0.500	ຕ້ານ
antithesis	anger	0.500	ຕ້ານການຕໍ່ຕ້ານ
scoff	anger	0.500	ເຍາະເຍີ້ຍ
anguish	anger	0.500	ຄວາມ​ເຈັບ​ປວດ
confined	anger	0.500	ກັກຂັງ
fear	anger	0.500	ຄວາມຢ້ານກົວ
bout	anger	0.500	ການແຂ່ງຂັນ
unruly	anger	0.500	ຂີ້ຄ້ານ
delusional	anger	0.500	ຫຼອກລວງ
obstruct	anger	0.500	ກີດຂວາງ
possessed	anger	0.500	ຄອບຄອງ
injustice	anger	0.500	ຄວາມບໍ່ຍຸຕິທໍາ
fervor	anger	0.500	ແຮງ
spear	anger	0.500	ຫອກ
derision	anger	0.500	ເຍາະເຍີ້ຍ
intractable	anger	0.500	intractable
reject	anger	0.500	ປະຕິເສດ
dominate	anger	0.500	ຄອບຄອງ
ordeal	anger	0.500	ຄວາມຫຍຸ້ງຍາກ
banished	anger	0.500	banned
rejects	anger	0.500	ປະຕິເສດ
shun	anger	0.500	ຊັງ
brunt	anger	0.500	ຂີ້ຄ້ານ
derogation	anger	0.500	ການເສື່ອມເສີຍ
frenzied	anger	0.500	frenzied
animus	anger	0.500	ສັດ
suppression	anger	0.500	ການສະກັດກັ້ນ
malpractice	anger	0.500	ຄວາມບໍ່ປະຕິບັດ
brazen	anger	0.500	brazen
foaming	anger	0.500	ໂຟມ
disrupting	anger	0.500	ລົບກວນ
nobodycares	anger	0.500	ບໍ່​ມີ​ໃຜ​ສົນ​ໃຈ
patronising	anger	0.500	ການອຸປະຖໍາ
getoveryourself	anger	0.495	ເອົາ​ຕົວ​ເອງ
toughness	anger	0.492	ຄວາມທົນທານ
stupidpeople	anger	0.492	ຄົນໂງ່
madness	anger	0.491	ຄວາມ​ບ້າ
sinful	anger	0.491	ບາບ
avarice	anger	0.490	ຄວາມຜິດຫວັງ
oppress	anger	0.490	ຂົ່ມເຫັງ
cutting	anger	0.485	ຕັດ
anathema	anger	0.485	ອາການຄັນຄາຍ
annoyed	anger	0.485	ລຳຄານ
dissident	anger	0.485	ຜູ້ຄັດຄ້ານ
demand	anger	0.485	ຄວາມຕ້ອງການ
usurp	anger	0.485	ຍຶດຄອງ
claw	anger	0.485	ຮອຍທພບ
alienate	anger	0.485	ແປກປະຫຼາດ
infraction	anger	0.485	ການລະເມີດ
avenger	anger	0.485	ແກ້ແຄ້ນ
revoke	anger	0.485	ຖອນຄືນ
smuggler	anger	0.485	ຜູ້ລັກລອບ
abolish	anger	0.485	ຍົກເລີກ
fricking	anger	0.485	fricking
stayaway	anger	0.485	ຢູ່ຫ່າງໆ
pervert	anger	0.485	ບິດເບືອນ
disservice	anger	0.485	ການ​ບໍ​ລິ​ການ​
disobedient	anger	0.485	ບໍ່ເຊື່ອຟັງ
incest	anger	0.485	incest
complaint	anger	0.485	ຄຳຮ້ອງທຸກ
disapproved	anger	0.485	ບໍ່ອະນຸມັດ
inhuman	anger	0.485	ໄຮ້ມະນຸດ
mocking	anger	0.484	ເຍາະເຍີ້ຍ
penalty	anger	0.484	ການລົງໂທດ
renounce	anger	0.484	ປະ​ຖິ້ມ
restrain	anger	0.484	ຍັບຍັ້ງ
upheaval	anger	0.484	ຄວາມ​ວຸ້ນວາຍ
deceit	anger	0.484	ການຫຼອກລວງ
obnoxious	anger	0.484	ໜ້າກຽດຊັງ
imprisoned	anger	0.484	ຄຸກ
strained	anger	0.484	ເມື່ອຍ
blame	anger	0.484	ຕໍານິ
oust	anger	0.484	ຂັບໄລ່
litigious	anger	0.484	ດຳເນີນຄະດີ
rivalry	anger	0.484	ການແຂ່ງຂັນ
sucker	anger	0.484	ດູດ
opposed	anger	0.484	ຄັດຄ້ານ
thresh	anger	0.484	ຟາດ
disgrace	anger	0.484	ຄວາມອັບອາຍ
suspicious	anger	0.484	ສົງໃສ
turbulence	anger	0.483	ຄວາມວຸ້ນວາຍ
pound	anger	0.481	ປອນ
coldness	anger	0.477	ຄວາມເຢັນ
ungrateful	anger	0.472	ເນີ້ງ
stoopid	anger	0.471	ຂີ້ຄ້ານ
battalion	anger	0.471	ກອງພັນ
feudalism	anger	0.470	ລັດທິ feudalism
hostage	anger	0.470	ໂຕປະກັນ
annoying	anger	0.470	ລໍາຄານ
dispossessed	anger	0.470	ຂັບໄລ່
subversion	anger	0.470	ການໂຄ່ນລົ້ມ
friction	anger	0.470	ການ​ຂັດ​ແຍ້ງ
jealous	anger	0.470	ອິດ​ສາ
adversity	anger	0.470	ຄວາມທຸກທໍລະມານ
infidel	anger	0.470	infidel
gall	anger	0.470	ຕ່ອມຂົມ
accuser	anger	0.470	ຜູ້​ກ່າວ​ຫາ
ram	anger	0.470	ram
armament	anger	0.470	ອາວຸດຍຸດໂທປະກອນ
thump	anger	0.469	ໂປ້
dislike	anger	0.469	ບໍ່ມັກ
steal	anger	0.469	ລັກ
backoff	anger	0.469	backoff
stifled	anger	0.469	stifled
incite	anger	0.469	ກະຕຸ້ນ
distress	anger	0.469	ຄວາມ​ຫຍຸ້ງ​ຍາກ
angermanagement	anger	0.469	ການຈັດການຄວາມໂກດແຄ້ນ
selfish	anger	0.469	ເຫັນແກ່ຕົວ
injury	anger	0.469	ການບາດເຈັບ
exile	anger	0.469	ເນລະເທດ
insanity	anger	0.469	ບ້າ
offense	anger	0.469	ການກະທໍາຜິດ
objection	anger	0.469	ຄັດຄ້ານ
smother	anger	0.469	ຍິ້ມ
disruption	anger	0.469	ການຂັດຂວາງ
intolerance	anger	0.469	ຄວາມບໍ່ອົດທົນ
disobey	anger	0.469	ບໍ່ເຊື່ອຟັງ
selfishness	anger	0.469	ຄວາມເຫັນແກ່ຕົວ
recidivism	anger	0.469	ການເຮັດຊໍ້າ
subversive	anger	0.469	ໂຄ່ນລົ້ມ
huff	anger	0.469	huff
plunder	anger	0.469	ປຸ້ນຈີ້
opposition	anger	0.469	ຝ່າຍຄ້ານ
complain	anger	0.469	ຈົ່ມ
perpetrator	anger	0.469	ຜູ້ກະທຳຜິດ
simmer	anger	0.469	ຕົ້ມ
areyoukidding	anger	0.468	ເຈົ້າກຳລັງຫຼິ້ນຢູ່
mug	anger	0.467	ຈອກ
agony	anger	0.465	ຄວາມ​ເຈັບ​ປວດ
arrogant	anger	0.461	ຫຍິ່ງ
sux	anger	0.456	sux
vent	anger	0.456	ລະບາຍອາກາດ
elimination	anger	0.456	ການລົບລ້າງ
picketing	anger	0.456	ການເກັບ
haughty	anger	0.456	ຈອງຫອງ
grated	anger	0.455	ຮູ້ບຸນຄຸນ
flagrant	anger	0.455	ເດັ່ນ
busted	anger	0.455	ຖືກແຕກ
crabby	anger	0.455	ກະປູ
dying	anger	0.455	ຕາຍ
idiocy	anger	0.455	ໂງ່
impermeable	anger	0.455	ຊຶມບໍ່ໄດ້
stubbed	anger	0.455	stubbed
illegality	anger	0.455	ຜິດ​ກົດ​ຫມາຍ
veto	anger	0.455	ຍັບຍັ້ງ
constraint	anger	0.455	ຂໍ້ຈຳກັດ
mislead	anger	0.455	ເຂົ້າໃຈຜິດ
illicit	anger	0.455	ຜິດກົດໝາຍ
troublesome	anger	0.455	ບັນຫາ
clamor	anger	0.455	ສຽງດັງ
bayonet	anger	0.453	ທະວານ
suppress	anger	0.453	ສະກັດກັ້ນ
intense	anger	0.453	ສຸມ
displeased	anger	0.453	ບໍ່ພໍໃຈ
disapproving	anger	0.453	ບໍ່ອະນຸມັດ
hysterical	anger	0.453	hysterical
struggle	anger	0.453	ຕໍ່ສູ້
godless	anger	0.453	ບໍ່ມີພຣະເຈົ້າ
desist	anger	0.453	ປະຖິ້ມ
usurped	anger	0.453	ຍຶດຄອງ
despotism	anger	0.453	despotism
disagreeing	anger	0.453	ບໍ່ເຫັນດີ
bad	anger	0.453	ບໍ່ດີ
unlawful	anger	0.451	ຜິດກົດໝາຍ
wrongly	anger	0.448	ຜິດ
repellent	anger	0.442	ຢາຕ້ານເຊື້ອ
dishonor	anger	0.441	ກຽດສັກສີ
psychosis	anger	0.441	ໂລກຈິດ
wasted	anger	0.441	ເສຍ​ຫາຍ
wrongful	anger	0.441	ຜິດ
foe	anger	0.441	ສັດຕູ
aversion	anger	0.440	ຄວາມ​ບໍ່​ມັກ
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	ນິ້ວມື
ultimatum	anger	0.439	ສຸດທ້າຍ
schism	anger	0.439	ຄວາມແຕກແຍກ
upset	anger	0.439	ເສຍ​ໃຈ
effigy	anger	0.439	effigy
punitive	anger	0.439	ລົງໂທດ
worthless	anger	0.438	ບໍ່ມີຄ່າ
separatist	anger	0.438	ແບ່ງ​ແຍກ​ດິນ​ແດນ
ransom	anger	0.438	ຄ່າໄຖ່
deny	anger	0.438	ປະຕິເສດ
fugitive	anger	0.438	ຫຼົບໜີ
mucked	anger	0.438	ຂີ້ຕົມ
abandonment	anger	0.438	ການປະຖິ້ມ
irritation	anger	0.438	ການລະຄາຍເຄືອງ
deleterious	anger	0.438	ລົບ​ລ້າງ
stupidity	anger	0.438	ຄວາມໂງ່ຈ້າ
segregate	anger	0.437	ແຍກ
oblivion	anger	0.437	ລືມ
payback	anger	0.436	ຈ່າຍຄືນ
incongruous	anger	0.435	ບໍ່ກົງກັນ
eviction	anger	0.435	ການຂັບໄລ່
collusion	anger	0.432	ສົມຮູ້ຮ່ວມຄິດ
rob	anger	0.431	rob
ravenous	anger	0.429	ຮາວ
overrun	anger	0.429	ເກີນ
infidelity	anger	0.429	infidelity
harbinger	anger	0.426	harbinger
painful	anger	0.426	ເຈັບປວດ
getoverit	anger	0.426	ຖອນຕົວ
martial	anger	0.426	martial
rejection	anger	0.426	ການປະຕິເສດ
incredulous	anger	0.426	incredulous
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	ປ້ອງ​ກັນ
enforce	anger	0.424	ບັງຄັບ
commotion	anger	0.424	ຄວາມວຸ້ນວາຍ
censor	anger	0.424	ເຊັນເຊີ
gonorrhea	anger	0.424	ພະຍາດໜອງໃນ
fraudulent	anger	0.424	ສໍ້ໂກງ
unsympathetic	anger	0.424	ບໍ່​ເຫັນ​ອົກ​ເຫັນ​ໃຈ
fallacious	anger	0.424	ຂີ້ຕົວະ
greed	anger	0.424	ຄວາມໂລບ
defraud	anger	0.424	ສໍ້ໂກງ
banger	anger	0.424	banger
concealment	anger	0.424	ການປິດບັງ
fuss	anger	0.424	fuss
exasperation	anger	0.424	ຄວາມຄຽດແຄ້ນ
disobedience	anger	0.424	ການບໍ່ເຊື່ອຟັງ
powerful	anger	0.424	ມີອໍານາດ
discontent	anger	0.424	ຄວາມບໍ່ພໍໃຈ
indecency	anger	0.424	ຄວາມບໍ່ສຸພາບ
sedition	anger	0.422	ການ​ປະ​ທ້ວງ
deportation	anger	0.422	ການເນລະເທດ
cracked	anger	0.422	ມີຮອຍແຕກ
bang	anger	0.422	ສຽງດັງ
barb	anger	0.422	ເປືອກ
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasm
cur	anger	0.422	cur
misrepresented	anger	0.422	ບິດເບືອນ
annoyance	anger	0.422	ລຳຄານ
scar	anger	0.422	ຮອຍແປ້ວ
nettle	anger	0.422	nettle
banishment	anger	0.422	ການ​ປະ​ຖິ້ມ
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	ອະ​ໄພ​ຍະ​ໂທດ
penetration	anger	0.422	ການເຈາະ
blatant	anger	0.420	ຕຳນິ
force	anger	0.418	ບັງຄັບ
perverse	anger	0.415	ບິດເບືອນ
wring	anger	0.415	ບິດ
bastion	anger	0.413	ຖານທັບ
grim	anger	0.413	ຂີ້ຮ້າຍ
moody	anger	0.412	ອາລົມດີ
tiff	anger	0.412	tiff
nothappy	anger	0.412	ບໍ່​ມີ​ຄວາມ​ສຸກ
surly	anger	0.412	surly
sordid	anger	0.412	ໂສກເສົ້າ
hunting	anger	0.411	ການລ່າສັດ
indenture	anger	0.410	indenture
forfeit	anger	0.409	ສູນເສຍ
areyoukiddingme	anger	0.409	ເຈົ້າມັກຂ້ອຍ
reproach	anger	0.409	ຕຳນິ
sham	anger	0.409	ຂີ້ຕົວະ
awful	anger	0.409	ຂີ້ຮ້າຍ
compulsion	anger	0.409	ການບີບບັງຄັບ
implicate	anger	0.409	ກ່ຽວຂ້ອງ
contradict	anger	0.409	ຂັດກັນ
inept	anger	0.409	inept
supremacy	anger	0.409	ອຳນາດສູງສຸດ
sneak	anger	0.409	ຊັກ
disappoint	anger	0.409	ຜິດຫວັງ
blockade	anger	0.409	ຂັດຂວາງ
detainee	anger	0.409	ຜູ້ຖືກກັກຂັງ
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	ນອນ
rail	anger	0.406	ທາງລົດໄຟ
forsaken	anger	0.406	ຖິ້ມ
cacophony	anger	0.406	ສຽງແຄນ
antipathy	anger	0.406	ຄວາມຕ້ານທານ
wop	anger	0.406	ວປ
badger	anger	0.406	badger
tremor	anger	0.406	ສັ່ນ
inequality	anger	0.406	ຄວາມບໍ່ສະເໝີພາບ
delusion	anger	0.406	ຄວາມຫຼົງໄຫຼ
unthinkable	anger	0.406	ຄິດບໍ່ໄດ້
onerous	anger	0.406	ໜັກໜ່ວງ
wrongdoing	anger	0.406	ການກະທຳຜິດ
nuisance	anger	0.406	ສິ່ງລົບກວນ
scrapie	anger	0.406	ເຄື່ອງຂູດ
epidemic	anger	0.406	ໂຣກ​ແຜ່​ລະ​ບາດ
arguments	anger	0.404	ການໂຕ້ຖຽງ
affront	anger	0.403	ຕໍ່ໜ້າ
traumatic	anger	0.402	ບາດແຜ
sodding	anger	0.400	sodding
libel	anger	0.400	ໝິ່ນປະໝາດ
annoys	anger	0.400	ລຳຄານ
soslow	anger	0.398	ຊ້າ
watchout	anger	0.398	ລະ​ວັງ
frenetic	anger	0.397	ວຸ້ນວາຍ
remiss	anger	0.397	ປ່ອຍຕົວ
barge	anger	0.396	ເຮືອ
sue	anger	0.394	ຟ້ອງ
keyed	anger	0.394	ກະແຈ
actionable	anger	0.394	ສາມາດປະຕິບັດໄດ້
extinguish	anger	0.394	ດັບ
fraud	anger	0.394	ການສໍ້ໂກງ
untoward	anger	0.394	ຕໍ່ກັບ
illegal	anger	0.394	ຜິດກົດໝາຍ
nag	anger	0.394	ນາກ
boxing	anger	0.394	ມວຍ
confiscate	anger	0.394	ຍຶດ
howl	anger	0.394	ຮ້ອງໄຫ້
whatsthepoint	anger	0.394	ຈຸດໃດ
rabble	anger	0.394	rabble
unfriendly	anger	0.394	ບໍ່ເປັນມິດ
disrespect	anger	0.394	ຄວາມບໍ່ເຄົາລົບ
dangit	anger	0.394	ລະດັບ
brimstone	anger	0.392	brimstone
dissolution	anger	0.391	ການລະລາຍ
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ແຜ່ນດິນໄຫວ
argh	anger	0.391	ອາກ
pique	anger	0.391	ງົງ
recklessness	anger	0.391	ຄວາມ​ຊະ​ນິດ
disagree	anger	0.389	ບໍ່ເຫັນດີ
lawsuit	anger	0.386	ຟ້ອງ
disused	anger	0.382	disused
despair	anger	0.382	ໝົດຫວັງ
immorality	anger	0.382	ຜິດສິນລະທຳ
coerce	anger	0.379	ບີບບັງຄັບ
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	touchy
