English Word	Emotion	Emotion-Intensity-Score	Gujarati Word
storm	anger	0.507	તોફાન
crazy	anger	0.500	પાગલ
hammering	anger	0.500	હેમરિંગ
defy	anger	0.500	અવજ્ઞા
antithesis	anger	0.500	વિરોધી
scoff	anger	0.500	ઉપહાસ
anguish	anger	0.500	કઢાપો
confined	anger	0.500	સીમિત
fear	anger	0.500	ભય
bout	anger	0.500	મુકાબલો
unruly	anger	0.500	અનિયંત્રિત
delusional	anger	0.500	ભ્રામક
obstruct	anger	0.500	અવરોધ
possessed	anger	0.500	કબજો મેળવ્યો
injustice	anger	0.500	અન્યાય
fervor	anger	0.500	ઉત્સાહ
spear	anger	0.500	ભાલા
derision	anger	0.500	ઉપહાસ
intractable	anger	0.500	અવ્યવસ્થિત
reject	anger	0.500	અસ્વીકાર
dominate	anger	0.500	વર્ચસ્વ
ordeal	anger	0.500	અગ્નિપરીક્ષા
banished	anger	0.500	દેશનિકાલ
rejects	anger	0.500	નકારી કાઢે છે
shun	anger	0.500	દૂર કરવું
brunt	anger	0.500	માર
derogation	anger	0.500	અપમાન
frenzied	anger	0.500	ઉન્માદ
animus	anger	0.500	દુશ્મનાવટ
suppression	anger	0.500	દમન
malpractice	anger	0.500	ગેરરીતિ
brazen	anger	0.500	બેશરમ
foaming	anger	0.500	ફોમિંગ
disrupting	anger	0.500	ખલેલ પહોંચાડે છે
nobodycares	anger	0.500	કોઈ ને ચિંતા નથી, કોઈ ને પરવા નથી
patronising	anger	0.500	આશ્રયદાતા
getoveryourself	anger	0.495	તમારી જાતને મેળવો
toughness	anger	0.492	કઠોરતા
stupidpeople	anger	0.492	મુર્ખ માણસો
madness	anger	0.491	ગાંડપણ
sinful	anger	0.491	પાપી
avarice	anger	0.490	લોભ
oppress	anger	0.490	જુલમ
cutting	anger	0.485	કટીંગ
anathema	anger	0.485	અનાથેમા
annoyed	anger	0.485	નારાજ
dissident	anger	0.485	અસંતુષ્ટ
demand	anger	0.485	માંગ
usurp	anger	0.485	હડપ કરવી
claw	anger	0.485	પંજો
alienate	anger	0.485	વિમુખ કરવું
infraction	anger	0.485	ઉલ્લંઘન
avenger	anger	0.485	બદલો લેનાર
revoke	anger	0.485	રદ કરવું
smuggler	anger	0.485	દાણચોર
abolish	anger	0.485	નાબૂદ
fricking	anger	0.485	fricking
stayaway	anger	0.485	દૂર રહો
pervert	anger	0.485	વિકૃત
disservice	anger	0.485	સેવા
disobedient	anger	0.485	અવજ્ઞાકારી
incest	anger	0.485	વ્યભિચાર
complaint	anger	0.485	ફરિયાદ
disapproved	anger	0.485	નામંજૂર
inhuman	anger	0.485	અમાનવીય
mocking	anger	0.484	ઉપહાસ
penalty	anger	0.484	દંડ
renounce	anger	0.484	ત્યાગ
restrain	anger	0.484	નિયંત્રણમાં રાખવું
upheaval	anger	0.484	ઉથલપાથલ
deceit	anger	0.484	કપટ
obnoxious	anger	0.484	ખરાબ
imprisoned	anger	0.484	કેદ
strained	anger	0.484	વણસેલા
blame	anger	0.484	દોષ
oust	anger	0.484	હાંકી કાઢવું
litigious	anger	0.484	કાનૂની
rivalry	anger	0.484	દુશ્મનાવટ
sucker	anger	0.484	ચૂસનાર
opposed	anger	0.484	વિરોધ
thresh	anger	0.484	થ્રેશ
disgrace	anger	0.484	અપમાન
suspicious	anger	0.484	શંકાસ્પદ
turbulence	anger	0.483	અશાંતિ
pound	anger	0.481	પાઉન્ડ
coldness	anger	0.477	શીતળતા
ungrateful	anger	0.472	કૃતઘ્ન
stoopid	anger	0.471	મૂર્ખ
battalion	anger	0.471	બટાલિયન
feudalism	anger	0.470	સામંતવાદ
hostage	anger	0.470	બંધક
annoying	anger	0.470	હેરાન કરે છે
dispossessed	anger	0.470	નિકાલ
subversion	anger	0.470	તોડફોડ
friction	anger	0.470	ઘર્ષણ
jealous	anger	0.470	ઈર્ષ્યા
adversity	anger	0.470	પ્રતિકૂળતા
infidel	anger	0.470	નાસ્તિક
gall	anger	0.470	પિત્ત
accuser	anger	0.470	આક્ષેપ કરનાર
ram	anger	0.470	રામ
armament	anger	0.470	શસ્ત્ર
thump	anger	0.469	પ્રહાર
dislike	anger	0.469	નાપસંદ
steal	anger	0.469	ચોરી
backoff	anger	0.469	પાછા બંધ
stifled	anger	0.469	દબાયેલું
incite	anger	0.469	ઉશ્કેરવું
distress	anger	0.469	તકલીફ
angermanagement	anger	0.469	ગુસ્સો કાબૂ કરવો
selfish	anger	0.469	સ્વાર્થી
injury	anger	0.469	ઈજા
exile	anger	0.469	દેશનિકાલ
insanity	anger	0.469	ગાંડપણ
offense	anger	0.469	ગુનો
objection	anger	0.469	વાંધો
smother	anger	0.469	સ્મર
disruption	anger	0.469	વિક્ષેપ
intolerance	anger	0.469	અસહિષ્ણુતા
disobey	anger	0.469	અનાદર
selfishness	anger	0.469	સ્વાર્થ
recidivism	anger	0.469	પુનર્વિચાર
subversive	anger	0.469	વિધ્વંસક
huff	anger	0.469	હફ
plunder	anger	0.469	લૂંટ
opposition	anger	0.469	વિરોધ
complain	anger	0.469	ફરિયાદ
perpetrator	anger	0.469	ગુનેગાર
simmer	anger	0.469	ઉકાળો
areyoukidding	anger	0.468	શું તમે મજાક કરો છો
mug	anger	0.467	પ્યાલો
agony	anger	0.465	વેદના
arrogant	anger	0.461	ઘમંડી
sux	anger	0.456	sux
vent	anger	0.456	વેન્ટ
elimination	anger	0.456	નાબૂદી
picketing	anger	0.456	ધરણાં
haughty	anger	0.456	અભિમાની
grated	anger	0.455	લોખંડની જાળીવાળું
flagrant	anger	0.455	સ્પષ્ટ
busted	anger	0.455	પર્દાફાશ
crabby	anger	0.455	કરચલો
dying	anger	0.455	મૃત્યુ
idiocy	anger	0.455	મૂર્ખતા
impermeable	anger	0.455	અભેદ્ય
stubbed	anger	0.455	સ્ટબ્ડ
illegality	anger	0.455	ગેરકાયદેસરતા
veto	anger	0.455	વીટો
constraint	anger	0.455	અવરોધ
mislead	anger	0.455	ગેરમાર્ગે દોરવું
illicit	anger	0.455	ગેરકાયદે
troublesome	anger	0.455	મુશ્કેલીકારક
clamor	anger	0.455	કોલાહલ
bayonet	anger	0.453	બેયોનેટ
suppress	anger	0.453	દબાવો
intense	anger	0.453	તીવ્ર
displeased	anger	0.453	નારાજ
disapproving	anger	0.453	નામંજૂર
hysterical	anger	0.453	ઉન્માદ
struggle	anger	0.453	સંઘર્ષ
godless	anger	0.453	અધર્મ
desist	anger	0.453	રોકવું
usurped	anger	0.453	પડાવી લીધું
despotism	anger	0.453	તાનાશાહી
disagreeing	anger	0.453	અસંમત
bad	anger	0.453	ખરાબ
unlawful	anger	0.451	ગેરકાયદે
wrongly	anger	0.448	ખોટી રીતે
repellent	anger	0.442	જીવડાં
dishonor	anger	0.441	અપમાન
psychosis	anger	0.441	મનોવિકૃતિ
wasted	anger	0.441	બગાડ
wrongful	anger	0.441	ખોટું
foe	anger	0.441	શત્રુ
aversion	anger	0.440	અણગમો
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	નકલ્સ
ultimatum	anger	0.439	અલ્ટીમેટમ
schism	anger	0.439	મતભેદ
upset	anger	0.439	ઉદાસ
effigy	anger	0.439	પૂતળું
punitive	anger	0.439	શિક્ષાત્મક
worthless	anger	0.438	નકામું
separatist	anger	0.438	અલગતાવાદી
ransom	anger	0.438	ખંડણી
deny	anger	0.438	નામંજૂર
fugitive	anger	0.438	ભાગેડુ
mucked	anger	0.438	mucked
abandonment	anger	0.438	ત્યાગ
irritation	anger	0.438	બળતરા
deleterious	anger	0.438	હાનિકારક
stupidity	anger	0.438	મૂર્ખતા
segregate	anger	0.437	અલગ કરવું
oblivion	anger	0.437	વિસ્મૃતિ
payback	anger	0.436	વળતર
incongruous	anger	0.435	અસંગત
eviction	anger	0.435	નિકાલ
collusion	anger	0.432	મિલીભગત
rob	anger	0.431	લૂંટ
ravenous	anger	0.429	અતિશય
overrun	anger	0.429	ઓવરન
infidelity	anger	0.429	બેવફાઈ
harbinger	anger	0.426	હરબિંગર
painful	anger	0.426	પીડાદાયક
getoverit	anger	0.426	તે ઉપર વિચાર
martial	anger	0.426	માર્શલ
rejection	anger	0.426	અસ્વીકાર
incredulous	anger	0.426	અવિશ્વસનીય
stupidrain	anger	0.426	મૂર્ખ
defense	anger	0.425	સંરક્ષણ
enforce	anger	0.424	દબાણ
commotion	anger	0.424	હંગામો
censor	anger	0.424	સેન્સર
gonorrhea	anger	0.424	ગોનોરિયા
fraudulent	anger	0.424	કપટપૂર્ણ
unsympathetic	anger	0.424	અસંવેદનશીલ
fallacious	anger	0.424	ભ્રામક
greed	anger	0.424	લોભ
defraud	anger	0.424	છેતરપિંડી
banger	anger	0.424	બેન્જર
concealment	anger	0.424	છુપાવવું
fuss	anger	0.424	હલફલ
exasperation	anger	0.424	ઉદાસીનતા
disobedience	anger	0.424	આજ્ઞાભંગ
powerful	anger	0.424	શક્તિશાળી
discontent	anger	0.424	અસંતોષ
indecency	anger	0.424	અભદ્રતા
sedition	anger	0.422	રાજદ્રોહ
deportation	anger	0.422	દેશનિકાલ
cracked	anger	0.422	તિરાડ
bang	anger	0.422	બેંગ
barb	anger	0.422	બાર્બ
duel	anger	0.422	દ્વંદ્વયુદ્ધ
sarcasm	anger	0.422	કટાક્ષ
cur	anger	0.422	cur
misrepresented	anger	0.422	ખોટી રજૂઆત કરી
annoyance	anger	0.422	ચીડ
scar	anger	0.422	ડાઘ
nettle	anger	0.422	ખીજવવું
banishment	anger	0.422	દેશનિકાલ
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	પ્રાયશ્ચિત
penetration	anger	0.422	પ્રવેશ
blatant	anger	0.420	સ્પષ્ટ
force	anger	0.418	બળ
perverse	anger	0.415	વિકૃત
wring	anger	0.415	રિંગ
bastion	anger	0.413	ગઢ
grim	anger	0.413	ગંભીર
moody	anger	0.412	મૂડ
tiff	anger	0.412	ઝઘડો
nothappy	anger	0.412	નારાજ
surly	anger	0.412	તુચ્છ
sordid	anger	0.412	કંગાળ
hunting	anger	0.411	શિકાર
indenture	anger	0.410	કરાર
forfeit	anger	0.409	જપ્ત
areyoukiddingme	anger	0.409	શું તમે મારી સાથે મજાક કરી રહ્યા છો
reproach	anger	0.409	નિંદા
sham	anger	0.409	શેમ
awful	anger	0.409	ભયાનક
compulsion	anger	0.409	મજબૂરી
implicate	anger	0.409	સંડોવવું
contradict	anger	0.409	વિરોધાભાસ
inept	anger	0.409	અયોગ્ય
supremacy	anger	0.409	સર્વોપરિતા
sneak	anger	0.409	ઝલક
disappoint	anger	0.409	નિરાશ
blockade	anger	0.409	નાકાબંધી
detainee	anger	0.409	અટકાયતી
cantwin	anger	0.409	કેન્ટવીન
squelch	anger	0.409	સ્ક્વેલ્ચ
lying	anger	0.408	જૂઠું બોલવું
rail	anger	0.406	રેલ
forsaken	anger	0.406	છોડી દીધું
cacophony	anger	0.406	કોકોફોની
antipathy	anger	0.406	એન્ટિપેથી
wop	anger	0.406	wop
badger	anger	0.406	બેજર
tremor	anger	0.406	ધ્રુજારી
inequality	anger	0.406	અસમાનતા
delusion	anger	0.406	ભ્રમણા
unthinkable	anger	0.406	અકલ્પ્ય
onerous	anger	0.406	કઠોર
wrongdoing	anger	0.406	ખોટું કામ
nuisance	anger	0.406	ઉપદ્રવ
scrapie	anger	0.406	સ્ક્રેપી
epidemic	anger	0.406	મહામારી
arguments	anger	0.404	દલીલો
affront	anger	0.403	અપમાન
traumatic	anger	0.402	આઘાતજનક
sodding	anger	0.400	સોડિંગ
libel	anger	0.400	બદનક્ષી
annoys	anger	0.400	હેરાન કરે છે
soslow	anger	0.398	ઘણું ધીમું
watchout	anger	0.398	સાવધાન
frenetic	anger	0.397	ઉન્માદ
remiss	anger	0.397	યાદ
barge	anger	0.396	બાર્જ
sue	anger	0.394	દાવો માંડવો
keyed	anger	0.394	કીડ
actionable	anger	0.394	કાર્યક્ષમ
extinguish	anger	0.394	ઓલવવું
fraud	anger	0.394	છેતરપિંડી
untoward	anger	0.394	અપ્રિય
illegal	anger	0.394	ગેરકાયદે
nag	anger	0.394	નાગ
boxing	anger	0.394	બોક્સિંગ
confiscate	anger	0.394	જપ્ત કરવું
howl	anger	0.394	રડવું
whatsthepoint	anger	0.394	શું બિંદુ
rabble	anger	0.394	હડકવા
unfriendly	anger	0.394	મૈત્રીપૂર્ણ
disrespect	anger	0.394	અનાદર
dangit	anger	0.394	ડાંગિટ
brimstone	anger	0.392	ગંધક
dissolution	anger	0.391	વિસર્જન
rigged	anger	0.391	કઠોર
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ધરતીકંપ
argh	anger	0.391	અર્ગ
pique	anger	0.391	પીક
recklessness	anger	0.391	બેદરકારી
disagree	anger	0.389	અસંમત
lawsuit	anger	0.386	મુકદ્દમો
disused	anger	0.382	અયોગ્ય
despair	anger	0.382	નિરાશા
immorality	anger	0.382	અનૈતિકતા
coerce	anger	0.379	બળજબરી
firstworldprobs	anger	0.379	પ્રથમ વિશ્વપ્રોબ્સ
touchy	anger	0.379	સ્પર્શી
pokes	anger	0.379	પોક્સ
falsification	anger	0.379	જૂઠાણું
rifle	anger	0.379	રાઈફલ
sizzle	anger	0.379	સિઝલ
incurable	anger	0.379	અસાધ્ય
difficulty	anger	0.379	મુશ્કેલી
sore	anger	0.379	વ્રણ
picket	anger	0.378	ધરણાં
concussion	anger	0.377	ઉશ્કેરાટ
stuckup	anger	0.375	અટકી જવું
militia	anger	0.375	લશ્કર
rawr	anger	0.375	rawr
faulty	anger	0.375	ખામીયુક્ત
sly	anger	0.375	ચાલાક
disillusionment	anger	0.375	ભ્રમણા
petpeeve	anger	0.375	પેટપીવ
pitfall	anger	0.375	મુશ્કેલી
infantile	anger	0.375	શિશુ
pessimism	anger	0.375	નિરાશાવાદ
remand	anger	0.375	રિમાન્ડ
cannon	anger	0.375	તોપ
vindicate	anger	0.371	સાબિત કરવું
inhibit	anger	0.371	રોકવું
distressing	anger	0.371	દુઃખદાયક
nepotism	anger	0.371	ભત્રીજાવાદ
schizophrenia	anger	0.369	પાગલ
skewed	anger	0.368	અચાનક ફેરફાર
disreputable	anger	0.368	પ્રતિષ્ઠિત
forbidding	anger	0.368	પ્રતિબંધિત
conquest	anger	0.367	વિજય
bark	anger	0.365	છાલ
leukemia	anger	0.365	લ્યુકેમિયા
disapprove	anger	0.364	નામંજૂર
warrior	anger	0.364	યોદ્ધા
barks	anger	0.364	છાલ
retarded	anger	0.364	મંદ
unhappy	anger	0.364	નાખુશ
burke	anger	0.364	બર્ક
challenge	anger	0.364	પડકાર
belt	anger	0.364	બેલ્ટ
litigate	anger	0.359	મુકદ્દમા
paucity	anger	0.359	તંગી
opinionated	anger	0.359	અભિપ્રાયિત
disliked	anger	0.359	નાપસંદ
aftermath	anger	0.359	પરિણામ
restriction	anger	0.359	પ્રતિબંધ
cad	anger	0.359	cad
incompetence	anger	0.359	અસમર્થતા
loudness	anger	0.359	જોર
broken	anger	0.359	તૂટેલા
polemic	anger	0.359	વાદવિવાદ
sectarian	anger	0.359	સાંપ્રદાયિક
controversial	anger	0.359	વિવાદાસ્પદ
