English Word	Emotion	Emotion-Intensity-Score	Albanian Word
ram	anger	0.470	dash
armament	anger	0.470	armatim
thump	anger	0.469	goditje e fortë
dislike	anger	0.469	mospëlqimi
steal	anger	0.469	vjedhin
backoff	anger	0.469	zbrapsu
stifled	anger	0.469	i mbytur
incite	anger	0.469	nxisin
distress	anger	0.469	shqetësim
angermanagement	anger	0.469	menaxhimin e zemërimit
selfish	anger	0.469	egoiste
injury	anger	0.469	lëndimi
exile	anger	0.469	mërgimi
insanity	anger	0.469	çmenduri
offense	anger	0.469	vepër penale
objection	anger	0.469	kundërshtimi
smother	anger	0.469	mbyt
disruption	anger	0.469	përçarje
intolerance	anger	0.469	intolerancës
disobey	anger	0.469	mosbinde
selfishness	anger	0.469	egoizmi
recidivism	anger	0.469	recidivizmi
subversive	anger	0.469	subversive
huff	anger	0.469	huff
plunder	anger	0.469	plaçkitje
opposition	anger	0.469	opozita
complain	anger	0.469	ankohen
perpetrator	anger	0.469	kryesi
simmer	anger	0.469	ziej
areyoukidding	anger	0.468	po tallesh
mug	anger	0.467	turi
agony	anger	0.465	agoni
arrogant	anger	0.461	arrogante
sux	anger	0.456	suks
vent	anger	0.456	ndenja
elimination	anger	0.456	eliminimi
picketing	anger	0.456	picketing
haughty	anger	0.456	mendjemadh
grated	anger	0.455	të grira
flagrant	anger	0.455	flagrante
busted	anger	0.455	i shkatërruar
crabby	anger	0.455	gaforre
dying	anger	0.455	duke vdekur
idiocy	anger	0.455	idiotësia
impermeable	anger	0.455	i papërshkueshëm
stubbed	anger	0.455	cunguar
illegality	anger	0.455	paligjshmërisë
veto	anger	0.455	veton
constraint	anger	0.455	kufizim
mislead	anger	0.455	mashtrojnë
illicit	anger	0.455	të paligjshme
troublesome	anger	0.455	i mundimshëm
clamor	anger	0.455	zhurmë
bayonet	anger	0.453	bajonetë
suppress	anger	0.453	shtyp
intense	anger	0.453	intensive
displeased	anger	0.453	i pakënaqur
disapproving	anger	0.453	duke mos miratuar
hysterical	anger	0.453	histerike
struggle	anger	0.453	luftojnë
godless	anger	0.453	i pazot
desist	anger	0.453	heq dorë
usurped	anger	0.453	uzurpuar
despotism	anger	0.453	despotizmi
disagreeing	anger	0.453	duke mos pajtuar
bad	anger	0.453	keq
unlawful	anger	0.451	të paligjshme
wrongly	anger	0.448	gabimisht
repellent	anger	0.442	i neveritshëm
dishonor	anger	0.441	çnderim
psychosis	anger	0.441	psikozë
wasted	anger	0.441	tretur
wrongful	anger	0.441	i gabuar
foe	anger	0.441	armik
aversion	anger	0.440	neveri
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	nyjet e gishtave
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	përçarje
upset	anger	0.439	i mërzitur
effigy	anger	0.439	shëmbëlltyrë
punitive	anger	0.439	ndëshkuese
worthless	anger	0.438	pa vlerë
separatist	anger	0.438	separatiste
ransom	anger	0.438	shpërblesë
deny	anger	0.438	mohojnë
fugitive	anger	0.438	i arratisur
mucked	anger	0.438	i përbuzur
abandonment	anger	0.438	braktisje
irritation	anger	0.438	acarim
deleterious	anger	0.438	i dëmshëm
stupidity	anger	0.438	marrëzi
segregate	anger	0.437	veçoj
oblivion	anger	0.437	harrese
payback	anger	0.436	shpagim
incongruous	anger	0.435	i papërputhshëm
eviction	anger	0.435	dëbimi
collusion	anger	0.432	marrëveshje e fshehtë
rob	anger	0.431	vjedh
ravenous	anger	0.429	i pangopur
overrun	anger	0.429	tejkalim
infidelity	anger	0.429	pabesi
harbinger	anger	0.426	paralajmërues
painful	anger	0.426	e dhimbshme
getoverit	anger	0.426	tejkalim
martial	anger	0.426	luftarake
rejection	anger	0.426	refuzimi
incredulous	anger	0.426	mosbesues
stupidrain	anger	0.426	budallaqe
defense	anger	0.425	mbrojtjes
enforce	anger	0.424	zbatojnë
commotion	anger	0.424	rrëmujë
censor	anger	0.424	censor
gonorrhea	anger	0.424	gonorreja
fraudulent	anger	0.424	mashtruese
unsympathetic	anger	0.424	josimpatik
fallacious	anger	0.424	i gabuar
greed	anger	0.424	lakmia
defraud	anger	0.424	mashtrojnë
banger	anger	0.424	zhurmë
concealment	anger	0.424	fshehje
fuss	anger	0.424	bujë
exasperation	anger	0.424	acarim
disobedience	anger	0.424	mosbindje
powerful	anger	0.424	i fuqishëm
discontent	anger	0.424	pakënaqësi
indecency	anger	0.424	paturpësi
sedition	anger	0.422	kryengritje
deportation	anger	0.422	deportimi
cracked	anger	0.422	i plasaritur
bang	anger	0.422	zhurmë
barb	anger	0.422	gjemba
duel	anger	0.422	duel
sarcasm	anger	0.422	sarkazëm
cur	anger	0.422	kur
misrepresented	anger	0.422	keqinterpretuar
annoyance	anger	0.422	bezdi
scar	anger	0.422	mbresë
nettle	anger	0.422	hithra
banishment	anger	0.422	dëbim
snubbed	anger	0.422	i përbuzur
penitentiary	anger	0.422	burgje
penetration	anger	0.422	depërtimi
blatant	anger	0.420	flagrante
force	anger	0.418	forcë
perverse	anger	0.415	perverse
wring	anger	0.415	shtrydh
bastion	anger	0.413	bastion
grim	anger	0.413	e zymtë
moody	anger	0.412	me humor
tiff	anger	0.412	tiff
nothappy	anger	0.412	jo i lumtur
surly	anger	0.412	i turbullt
sordid	anger	0.412	i ndyrë
hunting	anger	0.411	gjuetia
indenture	anger	0.410	kontratë
forfeit	anger	0.409	humbasin
areyoukiddingme	anger	0.409	po tallesh me mua
reproach	anger	0.409	qortim
sham	anger	0.409	mashtrim
awful	anger	0.409	e tmerrshme
compulsion	anger	0.409	detyrim
implicate	anger	0.409	implikojnë
contradict	anger	0.409	kundërshtojnë
inept	anger	0.409	i paaftë
supremacy	anger	0.409	supremaci
sneak	anger	0.409	vjedhës
disappoint	anger	0.409	zhgënjej
blockade	anger	0.409	bllokadë
detainee	anger	0.409	i paraburgosur
cantwin	anger	0.409	kantwin
squelch	anger	0.409	shuarje
lying	anger	0.408	duke gënjyer
rail	anger	0.406	hekurudhor
forsaken	anger	0.406	i braktisur
cacophony	anger	0.406	kakofoninë
antipathy	anger	0.406	antipatia
wop	anger	0.406	wop
badger	anger	0.406	baldos
tremor	anger	0.406	dridhje
inequality	anger	0.406	pabarazia
delusion	anger	0.406	lajthitje
unthinkable	anger	0.406	e pamendueshme
onerous	anger	0.406	i mundimshëm
wrongdoing	anger	0.406	keqbërje
nuisance	anger	0.406	bezdi
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemi
arguments	anger	0.404	argumentet
affront	anger	0.403	fyerje
traumatic	anger	0.402	traumatike
sodding	anger	0.400	soditje
libel	anger	0.400	shpifje
annoys	anger	0.400	bezdis
soslow	anger	0.398	aq i ngadalshëm
watchout	anger	0.398	kujdes
frenetic	anger	0.397	frenetik
remiss	anger	0.397	heq dorë
barge	anger	0.396	maune
sue	anger	0.394	padisë
keyed	anger	0.394	i kyçur
actionable	anger	0.394	vepruese
extinguish	anger	0.394	shuaj
fraud	anger	0.394	mashtrim
untoward	anger	0.394	e pakëndshme
illegal	anger	0.394	ilegale
nag	anger	0.394	nag
boxing	anger	0.394	boksi
confiscate	anger	0.394	konfiskoj
howl	anger	0.394	ulërimë
whatsthepoint	anger	0.394	cila është pika
rabble	anger	0.394	rrëmujë
unfriendly	anger	0.394	jomiqësore
disrespect	anger	0.394	mosrespektimi
dangit	anger	0.394	dangit
brimstone	anger	0.392	squfur
dissolution	anger	0.391	shpërbërje
rigged	anger	0.391	i montuar
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	tërmet
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	pamaturia
disagree	anger	0.389	nuk bie dakort
lawsuit	anger	0.386	padi
disused	anger	0.382	i papërdorur
despair	anger	0.382	dëshpërim
immorality	anger	0.382	imoraliteti
coerce	anger	0.379	shtrëngimi
firstworldprobs	anger	0.379	problemet e botës së parë
touchy	anger	0.379	prekëse
pokes	anger	0.379	shpon
falsification	anger	0.379	falsifikim
rifle	anger	0.379	pushkë
sizzle	anger	0.379	cëcëritje
incurable	anger	0.379	e pashërueshme
difficulty	anger	0.379	vështirësi
sore	anger	0.379	i lënduar
picket	anger	0.378	kunj
concussion	anger	0.377	tronditje
stuckup	anger	0.375	kryelartë
militia	anger	0.375	milicia
rawr	anger	0.375	i papërpunuar
faulty	anger	0.375	me të meta
sly	anger	0.375	dinak
disillusionment	anger	0.375	zhgënjim
petpeeve	anger	0.375	manar bezdi
pitfall	anger	0.375	grackë
infantile	anger	0.375	infantile
pessimism	anger	0.375	pesimizmi
remand	anger	0.375	paraburgim
cannon	anger	0.375	top
vindicate	anger	0.371	shfajësoj
inhibit	anger	0.371	pengoj
distressing	anger	0.371	shqetësuese
nepotism	anger	0.371	nepotizmin
schizophrenia	anger	0.369	skizofreninë
skewed	anger	0.368	e anuar
disreputable	anger	0.368	i pavlerë
forbidding	anger	0.368	ndaluese
conquest	anger	0.367	pushtimin
bark	anger	0.365	leh
leukemia	anger	0.365	leucemia
disapprove	anger	0.364	mosmiratoj
warrior	anger	0.364	luftëtar
barks	anger	0.364	leh
retarded	anger	0.364	i vonuar
unhappy	anger	0.364	i pakënaqur
burke	anger	0.364	burke
challenge	anger	0.364	sfidë
belt	anger	0.364	rrip
litigate	anger	0.359	ngrejë çështje gjyqësore
paucity	anger	0.359	pakicë
opinionated	anger	0.359	me opinion
disliked	anger	0.359	i papëlqyer
aftermath	anger	0.359	pasojat
restriction	anger	0.359	kufizim
cad	anger	0.359	cad
incompetence	anger	0.359	paaftësia
loudness	anger	0.359	zëshmëria
broken	anger	0.359	i thyer
polemic	anger	0.359	polemike
sectarian	anger	0.359	sektar
controversial	anger	0.359	e diskutueshme
interrupting	anger	0.358	duke ndërprerë
fussy	anger	0.357	i bezdisshëm
wench	anger	0.353	shtroj
remove	anger	0.351	hiqni
brat	anger	0.351	brat
gruff	anger	0.351	i ashpër
misbehavior	anger	0.351	sjellje të keqe
scarcity	anger	0.350	mungesë
losing	anger	0.349	duke humbur
stigma	anger	0.348	stigma
deserted	anger	0.348	shkretë
timewasters	anger	0.348	harxhuesit e kohës
disagreement	anger	0.348	mosmarrëveshje
defect	anger	0.348	defekt
hardened	anger	0.348	i ngurtësuar
lie	anger	0.348	gënjeshtër
ulcer	anger	0.348	ulçera
retract	anger	0.348	tërheq
untrustworthy	anger	0.348	i pabesueshëm
pest	anger	0.348	dëmtues
disappointed	anger	0.348	i zhgënjyer
bias	anger	0.345	paragjykim
negation	anger	0.344	mohim
bothering	anger	0.344	shqetësuese
stripped	anger	0.344	i zhveshur
antisocial	anger	0.344	antisociale
pirate	anger	0.344	pirat
stingy	anger	0.344	dorështrënguar
shoddy	anger	0.344	i dobët
unreliable	anger	0.344	jo të besueshme
shaky	anger	0.344	i lëkundur
misleading	anger	0.344	mashtruese
unsettled	anger	0.344	i pavendosur
evade	anger	0.344	shmangen
anxiety	anger	0.344	ankthi
disclaim	anger	0.344	mohoj
deterioration	anger	0.344	përkeqësim
impotence	anger	0.344	impotencë
interminable	anger	0.343	i pafund
disease	anger	0.341	sëmundje
meddle	anger	0.341	ndërhyj
warp	anger	0.340	deformoj
averse	anger	0.338	urrejtje
infamous	anger	0.338	famëkeq
alcoholism	anger	0.338	alkoolizmi
row	anger	0.337	rresht
staticky	anger	0.336	statike
illegitimate	anger	0.333	jolegjitime
encumbrance	anger	0.333	barrë
witchcraft	anger	0.333	magjia
interrupt	anger	0.333	ndërpres
scorpion	anger	0.333	akrep
ill	anger	0.333	i sëmurë
sinner	anger	0.331	mëkatar
inconsiderate	anger	0.329	i pavëmendshëm
hulk	anger	0.329	kaba
prohibited	anger	0.328	e ndaluar
dashed	anger	0.328	i thyer
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	skualifikuar
spammers	anger	0.328	spammers
phony	anger	0.328	e rreme
tighten	anger	0.328	shtrëngoj
dislocated	anger	0.328	i dislokuar
scapegoat	anger	0.328	dhi turku
victim	anger	0.328	viktimë
opponent	anger	0.328	kundërshtar
hiss	anger	0.328	fërshëllimë
crusade	anger	0.328	kryqëzatë
grumpy	anger	0.328	ters
resisting	anger	0.328	duke rezistuar
inappropriate	anger	0.324	të papërshtatshme
haye	anger	0.324	sanë
loss	anger	0.324	humbje
trickery	anger	0.324	mashtrim
eschew	anger	0.324	shmangem
neglected	anger	0.324	i lënë pas dore
canker	anger	0.323	kancer
muff	anger	0.318	muff
crunch	anger	0.318	kërcitje
duplicity	anger	0.318	dyfishim
criticism	anger	0.318	kritika
queues	anger	0.318	radhët
shriek	anger	0.316	ulërimë
depreciate	anger	0.315	zhvlerësohen
dismissal	anger	0.312	shkarkimin nga puna
chaff	anger	0.312	byk
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	varfërisë
carelessness	anger	0.312	pakujdesi
deflate	anger	0.312	shfryj
dumps	anger	0.312	deponive
dupe	anger	0.312	mashtroj
mortality	anger	0.312	vdekshmërisë
revving	anger	0.309	rrotullues
disallowed	anger	0.308	i ndaluar
boisterous	anger	0.307	i zhurmshëm
thoughtless	anger	0.307	i pamenduar
burial	anger	0.304	varrimi
wince	anger	0.303	përkulem
theocratic	anger	0.303	teokratike
sullen	anger	0.303	i vrenjtur
involution	anger	0.300	involucioni
misuse	anger	0.297	keqpërdorim
taxed	anger	0.297	tatohen
senseless	anger	0.297	e pakuptimtë
talons	anger	0.297	kthetrat
stalemate	anger	0.297	ngërç
getyourown	anger	0.297	merre rrokulli
hoax	anger	0.297	mashtrim
depreciated	anger	0.297	të amortizuara
depressed	anger	0.297	në depresion
wasteful	anger	0.297	shpërdorues
paralysis	anger	0.295	paraliza
displaced	anger	0.294	të zhvendosur
limited	anger	0.292	kufizuar
disapointment	anger	0.290	zhgënjim
orc	anger	0.289	orc
ridiculous	anger	0.289	qesharake
homeless	anger	0.288	i pastrehë
spine	anger	0.288	shtylla kurrizore
teasing	anger	0.288	ngacmimi
presumptuous	anger	0.288	mendjemadh
react	anger	0.288	reagojnë
sharpen	anger	0.288	mprehin
barrier	anger	0.287	pengesë
hoot	anger	0.287	nxeh
twitchy	anger	0.287	kërcitëse
myopia	anger	0.283	miopi
flexin	anger	0.281	fleksin
lagging	anger	0.281	ngecje
contraband	anger	0.281	kontrabandë
incompatible	anger	0.281	të papajtueshme
shiver	anger	0.281	të dridhura
spam	anger	0.281	të bllokuara
agh	anger	0.281	agh
disconnects	anger	0.281	shkëputet
delinquent	anger	0.281	delikuente
restitution	anger	0.281	kthimit
foray	anger	0.279	sulm
troll	anger	0.279	troll
unfairness	anger	0.279	padrejtesi
buffering	anger	0.279	buffering
noncompliance	anger	0.279	mospërputhje
nether	anger	0.278	asnjeri
bogus	anger	0.273	fals
immaturity	anger	0.273	papjekuri
uncaring	anger	0.273	i pakujdesshëm
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feste
shock	anger	0.269	shoku
humbug	anger	0.266	i përulur
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	feminizmin
inoperative	anger	0.266	jofunksionale
bear	anger	0.266	ariu
inconvenient	anger	0.266	i papërshtatshëm
latent	anger	0.266	latente
defendant	anger	0.266	i pandehuri
nopoint	anger	0.266	asnjë pikë
rapping	anger	0.266	përpjetë
pry	anger	0.266	kërrusem
quandary	anger	0.266	telashe
interrupts	anger	0.265	ndërpret
fluctuation	anger	0.265	luhatje
exaggerate	anger	0.263	ekzagjeroj
lose	anger	0.261	humbasin
patter	anger	0.258	shaka
furnace	anger	0.258	furre
stone	anger	0.258	guri
tease	anger	0.258	ngacmoj
shoplifting	anger	0.258	vjedhje dyqanesh
soldier	anger	0.258	ushtar
incompetent	anger	0.257	të paaftë
indoctrination	anger	0.255	indoktrinimi
rocket	anger	0.250	raketë
skid	anger	0.250	rrëshqitje
noisy	anger	0.250	e zhurmshme
notoriety	anger	0.250	famë
cane	anger	0.250	kallam
unfollow	anger	0.250	unfollow
tripping	anger	0.250	kërcitje
attentionseeker	anger	0.250	kërkues i vëmendjes
mastery	anger	0.250	mjeshtëri
socialist	anger	0.250	socialiste
falsehood	anger	0.250	gënjeshtrës
complicate	anger	0.250	ndërlikojnë
lawyer	anger	0.250	avokat
untrue	anger	0.250	e pavërtetë
nonsense	anger	0.250	marrëzi
pouting	anger	0.250	mpirje
witch	anger	0.242	shtrigë
detract	anger	0.242	zbut
obstacle	anger	0.242	pengesë
halter	anger	0.242	kapistër
fenced	anger	0.242	i rrethuar
capslock	anger	0.242	kapuç
dontunderstand	anger	0.242	nuk kuptoj
vampire	anger	0.242	vampir
ringer	anger	0.242	zile
frowning	anger	0.239	vrenjtur
saber	anger	0.238	saber
hunger	anger	0.235	uria
shell	anger	0.234	guaskë
wokemeup	anger	0.234	zgjimi
recession	anger	0.234	recesioni
failing	anger	0.234	duke dështuar
dabbling	anger	0.234	përkëdhelje
politics	anger	0.234	politikë
lava	anger	0.234	llavë
rascal	anger	0.234	llastar
imtryingtosleep	anger	0.234	duke u përpjekur për të fjetur
tariff	anger	0.234	tarifore
undesirable	anger	0.231	të padëshirueshme
darkness	anger	0.227	errësirë
versus	anger	0.227	kundrejt
copycat	anger	0.227	kopjues
resign	anger	0.227	jep dorëheqjen
soaked	anger	0.226	i njomur
unfulfilled	anger	0.225	të paplotësuara
abandoned	anger	0.222	i braktisur
unattainable	anger	0.221	e paarritshme
owing	anger	0.221	borxh
bankruptcy	anger	0.221	falimentimi
misconception	anger	0.219	keqkuptim
tool	anger	0.219	mjet
warden	anger	0.219	gardian
compress	anger	0.219	ngjesh
mosquito	anger	0.219	mushkonja
whiny	anger	0.219	rënkuese
somethingigetalot	anger	0.219	diçkaigetalot
confusion	anger	0.219	konfuzion
unhelpful	anger	0.219	të padobishme
twitching	anger	0.219	dridhje
nosey	anger	0.213	hundëz
overpriced	anger	0.212	mbiçmuar
adder	anger	0.212	shtues
harry	anger	0.212	harri
shortage	anger	0.212	mungesa
melodrama	anger	0.212	melodramë
possession	anger	0.206	posedim
desert	anger	0.206	shkretëtirë
overplayed	anger	0.206	i mbiluajtur
unpaid	anger	0.203	të papaguara
powerless	anger	0.203	i pafuqishëm
sentence	anger	0.203	fjali
inefficient	anger	0.203	joefikase
arraignment	anger	0.203	gjyq
pout	anger	0.203	myk
unlucky	anger	0.203	i pafat
rook	anger	0.203	gurë
backbone	anger	0.203	shtyllë kurrizore
uninvited	anger	0.203	i paftuar
court	anger	0.199	gjykata
endless	anger	0.198	pafund
adverts	anger	0.197	reklamat
distracted	anger	0.197	i hutuar
delay	anger	0.197	vonesë
misstatement	anger	0.197	anomali
misunderstanding	anger	0.195	keqkuptim
inadmissible	anger	0.191	e papranueshme
excite	anger	0.191	eksitoj
lightning	anger	0.189	rrufeja
preclude	anger	0.188	përjashtojnë
mournful	anger	0.188	i zi
insecure	anger	0.188	i pasigurt
incase	anger	0.188	në rast se
mutter	anger	0.182	mërmëritje
pare	anger	0.182	para
rating	anger	0.182	vlerësim
claimant	anger	0.182	pretendues
insist	anger	0.182	këmbëngulin
mistress	anger	0.182	zonja
distracting	anger	0.182	shpërqendruese
opium	anger	0.180	opiumi
deserve	anger	0.176	meritojnë
willful	anger	0.176	me dashje
treat	anger	0.175	trajtoj
insists	anger	0.175	këmbëngul
excitation	anger	0.172	ngacmim
mighty	anger	0.172	i fuqishëm
liberate	anger	0.172	çliroj
indecisive	anger	0.172	i pavendosur
hormonal	anger	0.172	hormonale
peice	anger	0.172	peice
gibberish	anger	0.172	dërdëllisje
misplace	anger	0.172	vend i gabuar
fee	anger	0.172	tarifë
thanksalot	anger	0.172	faleminderit shume
fleece	anger	0.172	qeth
yelp	anger	0.168	bërtas
mule	anger	0.167	mushkë
unequal	anger	0.167	të pabarabartë
hamstring	anger	0.167	kërpudha
bargaining	anger	0.167	pazaret
insufficiency	anger	0.167	pamjaftueshmëria
insignificant	anger	0.167	i parëndësishëm
attentionseekers	anger	0.163	kërkuesit e vëmendjes
coop	anger	0.156	kafaz
rheumatism	anger	0.156	reumatizma
forearm	anger	0.156	parakrah
indifference	anger	0.156	indiferencë
underpaid	anger	0.152	i papaguar më pak
involvement	anger	0.152	përfshirjen
justthebeginning	anger	0.152	vetëm fillimi
disinformation	anger	0.152	dezinformimi
uncertain	anger	0.152	i pasigurt
bee	anger	0.152	bleta
attorney	anger	0.152	avokat
pretending	anger	0.152	duke pretenduar
campaigning	anger	0.151	duke bërë fushatë
hopelessness	anger	0.149	pashpresa
feeling	anger	0.147	ndjenje
legalized	anger	0.145	legalizuar
caution	anger	0.145	kujdes
sterling	anger	0.141	sprovuar
morals	anger	0.141	moralin
subsidy	anger	0.141	subvencionim
obliging	anger	0.141	obliguese
wimpy	anger	0.140	i mprehtë
bummer	anger	0.139	e keqe
saloon	anger	0.136	sallon
blemish	anger	0.136	njollë
misspell	anger	0.136	gabim drejtshkrimor
repay	anger	0.136	shlyej
surcharge	anger	0.136	shtesë
geez	anger	0.136	gez
birch	anger	0.135	thupër
noob	anger	0.133	trullan
honk	anger	0.133	tingëllon
orchestra	anger	0.132	orkestër
wireless	anger	0.125	wireless
competitive	anger	0.125	konkurrues
standstill	anger	0.125	ngecje
inattention	anger	0.121	pavëmendje
reversal	anger	0.121	përmbysja
lace	anger	0.118	dantella
elbow	anger	0.117	bërryl
instinctive	anger	0.112	instinktive
chant	anger	0.111	këndojnë
gnome	anger	0.109	gnome
lonely	anger	0.109	i vetmuar
tolerate	anger	0.106	tolerojë
management	anger	0.102	menaxhimit
advocacy	anger	0.100	avokatia
moral	anger	0.094	morale
roadworks	anger	0.091	punimet rrugore
honest	anger	0.087	i ndershëm
gent	anger	0.076	gent
forgetful	anger	0.076	harrestare
liquor	anger	0.075	pije alkoolike
money	anger	0.074	paratë
hood	anger	0.071	kapuç
curriculum	anger	0.063	kurrikula
words	anger	0.062	fjalët
