English Word	Emotion	Emotion-Intensity-Score	Armenian Word
usurp	anger	0.485	յուրացնել
claw	anger	0.485	ճանկ
alienate	anger	0.485	օտարել
infraction	anger	0.485	խախտում
avenger	anger	0.485	վրիժառու
revoke	anger	0.485	չեղյալ համարել
smuggler	anger	0.485	մաքսանենգ
abolish	anger	0.485	վերացնել
fricking	anger	0.485	fricking
stayaway	anger	0.485	հեռու մնա
pervert	anger	0.485	այլասերված
disservice	anger	0.485	արատավոր ծառայություն
disobedient	anger	0.485	անհնազանդ
incest	anger	0.485	ինցեստ
complaint	anger	0.485	բողոք
disapproved	anger	0.485	չհաստատված
inhuman	anger	0.485	անմարդկային
mocking	anger	0.484	ծաղրող
penalty	anger	0.484	տուգանք
renounce	anger	0.484	հրաժարվել
restrain	anger	0.484	զսպել
upheaval	anger	0.484	ցնցում
deceit	anger	0.484	խաբեություն
obnoxious	anger	0.484	զզվելի
imprisoned	anger	0.484	բանտարկված
strained	anger	0.484	լարված
blame	anger	0.484	մեղադրել
oust	anger	0.484	հեռացնել
litigious	anger	0.484	դատավարական
rivalry	anger	0.484	մրցակցություն
sucker	anger	0.484	ծծող
opposed	anger	0.484	հակադրվել է
thresh	anger	0.484	կալսել
disgrace	anger	0.484	խայտառակություն
suspicious	anger	0.484	կասկածելի
turbulence	anger	0.483	տուրբուլենտություն
pound	anger	0.481	ֆունտ
coldness	anger	0.477	սառնություն
ungrateful	anger	0.472	անշնորհակալ
stoopid	anger	0.471	ապուշ
battalion	anger	0.471	գումարտակ
feudalism	anger	0.470	ֆեոդալիզմ
hostage	anger	0.470	պատանդ
annoying	anger	0.470	նյարդայնացնող
dispossessed	anger	0.470	ունեզրկված
subversion	anger	0.470	դիվերսիոն
friction	anger	0.470	շփում
jealous	anger	0.470	խանդոտ
adversity	anger	0.470	դժբախտություն
infidel	anger	0.470	անհավատ
gall	anger	0.470	լեղի
accuser	anger	0.470	մեղադրող
ram	anger	0.470	խոյ
armament	anger	0.470	սպառազինություն
thump	anger	0.469	հարվածել
dislike	anger	0.469	չհավանել
steal	anger	0.469	գողանալ
backoff	anger	0.469	հեռու մնա
stifled	anger	0.469	խեղդված
incite	anger	0.469	դրդել
distress	anger	0.469	անհանգստություն
angermanagement	anger	0.469	զայրույթի կառավարում
selfish	anger	0.469	եսասեր
injury	anger	0.469	վնասվածք
exile	anger	0.469	աքսոր
insanity	anger	0.469	անմեղսունակություն
offense	anger	0.469	վիրավորանք
objection	anger	0.469	առարկություն
smother	anger	0.469	խեղդել
disruption	anger	0.469	խանգարում
intolerance	anger	0.469	անհանդուրժողականություն
disobey	anger	0.469	չենթարկվել
selfishness	anger	0.469	եսասիրություն
recidivism	anger	0.469	կրկնահանցագործություն
subversive	anger	0.469	դիվերսիոն
huff	anger	0.469	հուֆ
plunder	anger	0.469	թալանել
opposition	anger	0.469	ընդդիմություն
complain	anger	0.469	բողոքել
perpetrator	anger	0.469	հանցագործ
simmer	anger	0.469	եփ գալ
areyoukidding	anger	0.468	ձեռ ես առնում
mug	anger	0.467	գավաթ
agony	anger	0.465	տառապանք
arrogant	anger	0.461	ամբարտավան
sux	anger	0.456	սուքս
vent	anger	0.456	օդանցք
elimination	anger	0.456	վերացում
picketing	anger	0.456	պիկետավորում
haughty	anger	0.456	ամբարտավան
grated	anger	0.455	քերած
flagrant	anger	0.455	աղաղակող
busted	anger	0.455	քանդված
crabby	anger	0.455	խեցգետին
dying	anger	0.455	մեռնող
idiocy	anger	0.455	ապուշություն
impermeable	anger	0.455	անթափանց
stubbed	anger	0.455	կոճղված
illegality	anger	0.455	անօրինականություն
veto	anger	0.455	վետո
constraint	anger	0.455	սահմանափակում
mislead	anger	0.455	մոլորեցնել
illicit	anger	0.455	անօրինական
troublesome	anger	0.455	անհանգիստ
clamor	anger	0.455	աղմուկ
bayonet	anger	0.453	սվին
suppress	anger	0.453	ճնշել
intense	anger	0.453	ինտենսիվ
displeased	anger	0.453	դժգոհ
disapproving	anger	0.453	հավանություն չտալով
hysterical	anger	0.453	հիստերիկ
struggle	anger	0.453	պայքար
godless	anger	0.453	անաստված
desist	anger	0.453	հրաժարվել
usurped	anger	0.453	ուզուրպացված
despotism	anger	0.453	դեսպոտիզմ
disagreeing	anger	0.453	չհամաձայնելով
bad	anger	0.453	վատ
unlawful	anger	0.451	անօրինական
wrongly	anger	0.448	սխալ
repellent	anger	0.442	վանող
dishonor	anger	0.441	անարգանք
psychosis	anger	0.441	փսիխոզ
wasted	anger	0.441	իզուր
wrongful	anger	0.441	անիրավ
foe	anger	0.441	թշնամի
aversion	anger	0.440	հակակրանք
gahhh	anger	0.439	գահհհ
knuckles	anger	0.439	ծնկները
ultimatum	anger	0.439	վերջնագիր
schism	anger	0.439	հերձված
upset	anger	0.439	վրդովված
effigy	anger	0.439	պատկերազարդ
punitive	anger	0.439	պատժիչ
worthless	anger	0.438	անարժեք
separatist	anger	0.438	անջատողական
ransom	anger	0.438	փրկագին
deny	anger	0.438	հերքել
fugitive	anger	0.438	փախչող
mucked	anger	0.438	ծամածռված
abandonment	anger	0.438	լքվածություն
irritation	anger	0.438	գրգռվածություն
deleterious	anger	0.438	վնասակար
stupidity	anger	0.438	հիմարություն
segregate	anger	0.437	առանձնացնել
oblivion	anger	0.437	մոռացություն
payback	anger	0.436	հատուցում
incongruous	anger	0.435	անհամապատասխան
eviction	anger	0.435	վտարում
collusion	anger	0.432	դավադրություն
rob	anger	0.431	թալանել
ravenous	anger	0.429	գիշատիչ
overrun	anger	0.429	գերազանցել
infidelity	anger	0.429	անհավատարմություն
harbinger	anger	0.426	ավետաբեր
painful	anger	0.426	ցավոտ
getoverit	anger	0.426	գերակատարում
martial	anger	0.426	մարտական
rejection	anger	0.426	մերժում
incredulous	anger	0.426	անհավատալի
stupidrain	anger	0.426	հիմարություն
defense	anger	0.425	պաշտպանություն
enforce	anger	0.424	հարկադրել
commotion	anger	0.424	իրարանցում
censor	anger	0.424	գրաքննություն
gonorrhea	anger	0.424	գոնորիա
fraudulent	anger	0.424	խարդախ
unsympathetic	anger	0.424	ոչ համակրելի
fallacious	anger	0.424	կեղծ
greed	anger	0.424	ագահություն
defraud	anger	0.424	խաբեություն
banger	anger	0.424	բենգեր
concealment	anger	0.424	քողարկում
fuss	anger	0.424	իրարանցում
exasperation	anger	0.424	զայրույթ
disobedience	anger	0.424	անհնազանդություն
powerful	anger	0.424	հզոր
discontent	anger	0.424	դժգոհություն
indecency	anger	0.424	անպարկեշտություն
sedition	anger	0.422	ապստամբություն
deportation	anger	0.422	արտաքսում
cracked	anger	0.422	ճեղքված
bang	anger	0.422	պայթյուն
barb	anger	0.422	խայթոց
duel	anger	0.422	մենամարտ
sarcasm	anger	0.422	սարկազմ
cur	anger	0.422	վարվել
misrepresented	anger	0.422	խեղաթյուրված
annoyance	anger	0.422	անհանգստություն
scar	anger	0.422	սպի
nettle	anger	0.422	եղինջ
banishment	anger	0.422	վտարում
snubbed	anger	0.422	ծպտված
penitentiary	anger	0.422	քրեակատարողական հիմնարկ
penetration	anger	0.422	ներթափանցում
blatant	anger	0.420	բացահայտ
force	anger	0.418	ուժ
perverse	anger	0.415	այլասերված
wring	anger	0.415	ճզմել
bastion	anger	0.413	բաստիոն
grim	anger	0.413	մռայլ
moody	anger	0.412	տրամադրություն ունեցող
tiff	anger	0.412	տիֆ
nothappy	anger	0.412	դժգոհ
surly	anger	0.412	մռայլ
sordid	anger	0.412	պիղծ
hunting	anger	0.411	որսորդություն
indenture	anger	0.410	պայմանագիր
forfeit	anger	0.409	կորցնել
areyoukiddingme	anger	0.409	Դու ինձ ձեռ ես առնում
reproach	anger	0.409	նախատինք
sham	anger	0.409	կեղծիք
awful	anger	0.409	սարսափելի
compulsion	anger	0.409	պարտադրանք
implicate	anger	0.409	ներգրավել
contradict	anger	0.409	հակասել
inept	anger	0.409	անպիտան
supremacy	anger	0.409	գերակայություն
sneak	anger	0.409	գաղտագողի
disappoint	anger	0.409	հիասթափեցնել
blockade	anger	0.409	շրջափակում
detainee	anger	0.409	կալանավոր
cantwin	anger	0.409	կանթվին
squelch	anger	0.409	squelch
lying	anger	0.408	ստում
rail	anger	0.406	երկաթուղային
forsaken	anger	0.406	լքված
cacophony	anger	0.406	կակոֆոնիա
antipathy	anger	0.406	անտիպատիա
wop	anger	0.406	վոփ
badger	anger	0.406	փչակ
tremor	anger	0.406	ցնցում
inequality	anger	0.406	անհավասարություն
delusion	anger	0.406	մոլորություն
unthinkable	anger	0.406	աներեւակայելի
onerous	anger	0.406	ծանրաբեռնված
wrongdoing	anger	0.406	սխալ արարք
nuisance	anger	0.406	անհանգստություն
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	համաճարակ
arguments	anger	0.404	փաստարկներ
affront	anger	0.403	վիրավորանք
traumatic	anger	0.402	տրավմատիկ
sodding	anger	0.400	ցանքածածկ
libel	anger	0.400	զրպարտություն
annoys	anger	0.400	նյարդայնացնում է
soslow	anger	0.398	շատ դանդաղ
watchout	anger	0.398	զգուշություն
frenetic	anger	0.397	կատաղած
remiss	anger	0.397	բաց թողնել
barge	anger	0.396	նավակ
sue	anger	0.394	դատի տալ
keyed	anger	0.394	բանալիով
actionable	anger	0.394	գործող
extinguish	anger	0.394	մարել
fraud	anger	0.394	խարդախություն
untoward	anger	0.394	անբարենպաստ
illegal	anger	0.394	անօրինական
nag	anger	0.394	նագ
boxing	anger	0.394	բռնցքամարտ
confiscate	anger	0.394	բռնագրավել
howl	anger	0.394	ոռնալ
whatsthepoint	anger	0.394	ինչ կետ
rabble	anger	0.394	ավազակ
unfriendly	anger	0.394	անբարյացակամ
disrespect	anger	0.394	անհարգալից վերաբերմունք
dangit	anger	0.394	դանգիթ
brimstone	anger	0.392	ծծումբ
dissolution	anger	0.391	տարրալուծում
rigged	anger	0.391	կեղծված
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	երկրաշարժ
argh	anger	0.391	արղ
pique	anger	0.391	պիկե
recklessness	anger	0.391	անխոհեմություն
disagree	anger	0.389	չհամաձայնվել
lawsuit	anger	0.386	դատական հայց
disused	anger	0.382	չօգտագործված
despair	anger	0.382	հուսահատություն
immorality	anger	0.382	անբարոյականություն
coerce	anger	0.379	հարկադրանք
firstworldprobs	anger	0.379	առաջին աշխարհի խնդիրներ
touchy	anger	0.379	հուզիչ
pokes	anger	0.379	խոցում է
falsification	anger	0.379	կեղծում
rifle	anger	0.379	հրացան
sizzle	anger	0.379	խշշոց
incurable	anger	0.379	անբուժելի
difficulty	anger	0.379	դժվարություն
sore	anger	0.379	ցավոտ
picket	anger	0.378	պիկետ
concussion	anger	0.377	ցնցում
stuckup	anger	0.375	խրված
militia	anger	0.375	միլիցիա
rawr	anger	0.375	հում
faulty	anger	0.375	թերի
sly	anger	0.375	խորամանկ
disillusionment	anger	0.375	հիասթափություն
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	ծուղակ
infantile	anger	0.375	ինֆանտիլ
pessimism	anger	0.375	հոռետեսություն
remand	anger	0.375	կալանավորումը
cannon	anger	0.375	թնդանոթ
vindicate	anger	0.371	արդարացնել
inhibit	anger	0.371	արգելակել
distressing	anger	0.371	անհանգստացնող
nepotism	anger	0.371	նեպոտիզմ
schizophrenia	anger	0.369	շիզոֆրենիա
skewed	anger	0.368	շեղված
disreputable	anger	0.368	անպարկեշտ
forbidding	anger	0.368	արգելող
conquest	anger	0.367	նվաճում
bark	anger	0.365	հաչալ
leukemia	anger	0.365	լեյկոզ
disapprove	anger	0.364	չհավանել
warrior	anger	0.364	մարտիկ
barks	anger	0.364	հաչում է
retarded	anger	0.364	հետամնաց
unhappy	anger	0.364	դժբախտ
burke	anger	0.364	բուրկե
challenge	anger	0.364	մարտահրավեր
belt	anger	0.364	գոտի
litigate	anger	0.359	դատավարություն
paucity	anger	0.359	սակավություն
opinionated	anger	0.359	կարծիք ունեցող
disliked	anger	0.359	չսիրած
aftermath	anger	0.359	հետեւանքները
restriction	anger	0.359	սահմանափակում
cad	anger	0.359	կադ
incompetence	anger	0.359	անգործունակություն
loudness	anger	0.359	բարձրաձայնություն
broken	anger	0.359	կոտրված
polemic	anger	0.359	վիճաբանություն
sectarian	anger	0.359	աղանդավոր
controversial	anger	0.359	հակասական
interrupting	anger	0.358	ընդհատելով
fussy	anger	0.357	խուճուճ
wench	anger	0.353	կնճիռ
remove	anger	0.351	հեռացնել
brat	anger	0.351	բռատ
gruff	anger	0.351	կոպիտ
misbehavior	anger	0.351	վատ վարքագիծ
scarcity	anger	0.350	սակավություն
losing	anger	0.349	կորցնելով
stigma	anger	0.348	խարան
deserted	anger	0.348	ամայի
timewasters	anger	0.348	ժամանակ վատնողներ
disagreement	anger	0.348	անհամաձայնություն
defect	anger	0.348	արատ
hardened	anger	0.348	կարծրացած
lie	anger	0.348	ստել
ulcer	anger	0.348	խոց
retract	anger	0.348	հետ քաշել
untrustworthy	anger	0.348	անվստահելի
pest	anger	0.348	վնասատու
disappointed	anger	0.348	հիասթափված
bias	anger	0.345	կողմնակալություն
negation	anger	0.344	ժխտում
bothering	anger	0.344	անհանգստացնող
stripped	anger	0.344	մերկացել
antisocial	anger	0.344	հակասոցիալական
pirate	anger	0.344	ծովահեն
stingy	anger	0.344	ժլատ
shoddy	anger	0.344	անպիտան
unreliable	anger	0.344	անվստահելի
shaky	anger	0.344	երերուն
misleading	anger	0.344	մոլորեցնող
unsettled	anger	0.344	չկարգավորված
evade	anger	0.344	խուսափել
anxiety	anger	0.344	անհանգստություն
disclaim	anger	0.344	հերքել
deterioration	anger	0.344	վատթարացում
impotence	anger	0.344	իմպոտենցիա
interminable	anger	0.343	անվերջ
disease	anger	0.341	հիվանդություն
meddle	anger	0.341	միջամտել
warp	anger	0.340	աղավաղել
averse	anger	0.338	հակակրանք
