English Word	Emotion	Emotion-Intensity-Score	Amharic Word
defy	anger	0.500	መቃወም
antithesis	anger	0.500	ፀረ-ተቃርኖ
scoff	anger	0.500	ማሾፍ
anguish	anger	0.500	ጭንቀት
confined	anger	0.500	ተወስኗል
fear	anger	0.500	ፍርሃት
bout	anger	0.500	ድብደባ
unruly	anger	0.500	የማይታዘዝ
delusional	anger	0.500	አሳሳች
obstruct	anger	0.500	ማደናቀፍ
possessed	anger	0.500	የተያዘ
injustice	anger	0.500	ኢፍትሃዊነት
fervor	anger	0.500	ግለት
spear	anger	0.500	ጦር
derision	anger	0.500	መሳለቂያ
intractable	anger	0.500	የማይበገር
reject	anger	0.500	አለመቀበል
dominate	anger	0.500	የበላይነት
ordeal	anger	0.500	መከራ
banished	anger	0.500	ተባረረ
rejects	anger	0.500	ውድቅ ያደርጋል
shun	anger	0.500	መራቅ
brunt	anger	0.500	ጠንከር ያለ
derogation	anger	0.500	ማዋረድ
frenzied	anger	0.500	ተበሳጨ
animus	anger	0.500	animus
suppression	anger	0.500	ማፈን
malpractice	anger	0.500	ብልሹ አሰራር
brazen	anger	0.500	ድፍረት የተሞላበት
foaming	anger	0.500	አረፋ ማውጣት
disrupting	anger	0.500	የሚረብሽ
nobodycares	anger	0.500	ማንም አያስብም።
patronising	anger	0.500	ደጋፊነት
getoveryourself	anger	0.495	እራስህን አሸንፍ
toughness	anger	0.492	ጥንካሬ
stupidpeople	anger	0.492	ደደብ ሰዎች
madness	anger	0.491	እብደት
sinful	anger	0.491	ኃጢአተኛ
avarice	anger	0.490	ግትርነት
oppress	anger	0.490	መጨቆን
cutting	anger	0.485	መቁረጥ
anathema	anger	0.485	አናቴማ
annoyed	anger	0.485	ተበሳጨ
dissident	anger	0.485	ተቃዋሚ
demand	anger	0.485	ፍላጎት
usurp	anger	0.485	መጠቀሚያ
claw	anger	0.485	ጥፍር
alienate	anger	0.485	ማራቅ
infraction	anger	0.485	ጥሰት
avenger	anger	0.485	ተበቃይ
revoke	anger	0.485	መሻር
smuggler	anger	0.485	ኮንትሮባንዲስት
abolish	anger	0.485	ማጥፋት
fricking	anger	0.485	መበሳጨት
stayaway	anger	0.485	መቆየት
pervert	anger	0.485	ጠማማ
disservice	anger	0.485	መጓደል
disobedient	anger	0.485	የማይታዘዝ
incest	anger	0.485	የጾታ ግንኙነት
complaint	anger	0.485	ቅሬታ
disapproved	anger	0.485	ተቀባይነት አላገኘም።
inhuman	anger	0.485	ኢሰብአዊ
mocking	anger	0.484	ማላገጥ
penalty	anger	0.484	ቅጣት
renounce	anger	0.484	መካድ
restrain	anger	0.484	መገደብ
upheaval	anger	0.484	ብጥብጥ
deceit	anger	0.484	ማታለል
obnoxious	anger	0.484	አስጸያፊ
imprisoned	anger	0.484	ታስሯል።
strained	anger	0.484	ውጥረት
blame	anger	0.484	ተወቃሽ
oust	anger	0.484	ማባረር
litigious	anger	0.484	ተከራካሪ
rivalry	anger	0.484	ፉክክር
sucker	anger	0.484	የሚያጠባ
opposed	anger	0.484	ተቃወመ
thresh	anger	0.484	መውቃት
disgrace	anger	0.484	ውርደት
suspicious	anger	0.484	አጠራጣሪ
turbulence	anger	0.483	ብጥብጥ
pound	anger	0.481	ፓውንድ
coldness	anger	0.477	ቅዝቃዜ
ungrateful	anger	0.472	ምስጋና ቢስ
stoopid	anger	0.471	ደነዘዘ
battalion	anger	0.471	ሻለቃ
feudalism	anger	0.470	ፊውዳሊዝም
hostage	anger	0.470	ታጋች
annoying	anger	0.470	የሚያበሳጭ
dispossessed	anger	0.470	ንብረታቸው ተወግዷል
subversion	anger	0.470	ማፍረስ
friction	anger	0.470	ግጭት
jealous	anger	0.470	ቅናት
adversity	anger	0.470	መከራ
infidel	anger	0.470	የማያምን
gall	anger	0.470	ሀሞት
accuser	anger	0.470	ከሳሽ
ram	anger	0.470	ራንደም አክሰስ ሜሞሪ
armament	anger	0.470	ትጥቅ
thump	anger	0.469	ጡጫ
dislike	anger	0.469	አለመውደድ
steal	anger	0.469	መስረቅ
backoff	anger	0.469	ዞር በል
stifled	anger	0.469	የታፈነ
incite	anger	0.469	ማነሳሳት።
distress	anger	0.469	ጭንቀት
angermanagement	anger	0.469	ቁጣን መቆጣጠር
selfish	anger	0.469	ራስ ወዳድ
injury	anger	0.469	ጉዳት
exile	anger	0.469	ስደት
insanity	anger	0.469	እብደት
offense	anger	0.469	በደል
objection	anger	0.469	ተቃውሞ
smother	anger	0.469	ማጨስ
disruption	anger	0.469	መቋረጥ
intolerance	anger	0.469	አለመቻቻል
disobey	anger	0.469	አለመታዘዝ
selfishness	anger	0.469	ራስ ወዳድነት
recidivism	anger	0.469	ሪሲዲቪዝም
subversive	anger	0.469	ማፍረስ
huff	anger	0.469	ሁፍ
plunder	anger	0.469	ዘረፋ
opposition	anger	0.469	ተቃውሞ
complain	anger	0.469	ማጉረምረም
perpetrator	anger	0.469	ወንጀለኛ
simmer	anger	0.469	ማቅለል
areyoukidding	anger	0.468	እየቀለድክ ነው
mug	anger	0.467	ስኒ
agony	anger	0.465	ስቃይ
arrogant	anger	0.461	እብሪተኛ
sux	anger	0.456	sux
vent	anger	0.456	ማስተንፈሻ
elimination	anger	0.456	ማስወገድ
picketing	anger	0.456	መልቀም
haughty	anger	0.456	ትዕቢተኛ
grated	anger	0.455	የተፈጨ
flagrant	anger	0.455	ፍላጻ
busted	anger	0.455	ሰበሰበ
crabby	anger	0.455	ሸርተቴ
dying	anger	0.455	መሞት
idiocy	anger	0.455	ጅልነት
impermeable	anger	0.455	የማይበገር
stubbed	anger	0.455	ግትር
illegality	anger	0.455	ሕገ-ወጥነት
veto	anger	0.455	ቬቶ
constraint	anger	0.455	መገደብ
mislead	anger	0.455	ማሳሳት
illicit	anger	0.455	ሕገወጥ
troublesome	anger	0.455	የሚያስቸግር
clamor	anger	0.455	ጩኸት
bayonet	anger	0.453	ባዮኔት
suppress	anger	0.453	ማፈን
intense	anger	0.453	ኃይለኛ
displeased	anger	0.453	አልተደሰተም
disapproving	anger	0.453	አለመስማማት
hysterical	anger	0.453	ጅብ
struggle	anger	0.453	ትግል
godless	anger	0.453	አምላክ የለሽ
desist	anger	0.453	ማቆም
usurped	anger	0.453	ተያዘ
despotism	anger	0.453	ተስፋ መቁረጥ
disagreeing	anger	0.453	አለመስማማት
bad	anger	0.453	መጥፎ
unlawful	anger	0.451	ሕገወጥ
wrongly	anger	0.448	በስህተት
repellent	anger	0.442	የሚያጠፋ
dishonor	anger	0.441	ውርደት
psychosis	anger	0.441	ሳይኮሲስ
wasted	anger	0.441	የሚባክን
wrongful	anger	0.441	የተሳሳተ
foe	anger	0.441	ጠላት
aversion	anger	0.440	ጥላቻ
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	ጉልበቶች
ultimatum	anger	0.439	ኡልቲማተም
schism	anger	0.439	መከፋፈል
upset	anger	0.439	መናደድ
effigy	anger	0.439	ምስል
punitive	anger	0.439	የሚቀጣ
worthless	anger	0.438	ዋጋ የሌለው
separatist	anger	0.438	ተገንጣይ
ransom	anger	0.438	ቤዛ
deny	anger	0.438	መካድ
fugitive	anger	0.438	የሸሸ
mucked	anger	0.438	የታሸገ
abandonment	anger	0.438	መተው
irritation	anger	0.438	መበሳጨት
deleterious	anger	0.438	አጥፊ
stupidity	anger	0.438	ደደብነት
segregate	anger	0.437	መለያየት
oblivion	anger	0.437	መርሳት
payback	anger	0.436	መመለስ
incongruous	anger	0.435	የማይመሳሰል
eviction	anger	0.435	ማስወጣት
collusion	anger	0.432	መስማማት
rob	anger	0.431	መዝረፍ
ravenous	anger	0.429	ነጣቂ
overrun	anger	0.429	ከመጠን በላይ መጨናነቅ
infidelity	anger	0.429	ክህደት
harbinger	anger	0.426	ሃሳቢ
painful	anger	0.426	የሚያሠቃይ
getoverit	anger	0.426	በቃ ተወው
martial	anger	0.426	ማርሻል
rejection	anger	0.426	አለመቀበል
incredulous	anger	0.426	የማይታመን
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	መከላከያ
enforce	anger	0.424	ማስፈጸም
commotion	anger	0.424	ግርግር
censor	anger	0.424	ሳንሱር
gonorrhea	anger	0.424	ጨብጥ
fraudulent	anger	0.424	ማጭበርበር
unsympathetic	anger	0.424	የማይራራ
fallacious	anger	0.424	አሳሳች
greed	anger	0.424	ስግብግብነት
defraud	anger	0.424	ማጭበርበር
banger	anger	0.424	ባንገር
concealment	anger	0.424	መደበቅ
fuss	anger	0.424	ግርግር
exasperation	anger	0.424	ብስጭት
disobedience	anger	0.424	አለመታዘዝ
powerful	anger	0.424	ኃይለኛ
discontent	anger	0.424	አለመርካት።
indecency	anger	0.424	ብልግና
sedition	anger	0.422	አመጽ
deportation	anger	0.422	መባረር
cracked	anger	0.422	የተሰነጠቀ
bang	anger	0.422	ባንግ
barb	anger	0.422	ባርብ
duel	anger	0.422	ዱል
sarcasm	anger	0.422	ስላቅ
cur	anger	0.422	ከር
misrepresented	anger	0.422	በተሳሳተ መንገድ ተገልጸዋል
annoyance	anger	0.422	ብስጭት
scar	anger	0.422	ጠባሳ
nettle	anger	0.422	nettle
banishment	anger	0.422	ማባረር
snubbed	anger	0.422	ተንኮታኩቷል
penitentiary	anger	0.422	ማረሚያ ቤት
penetration	anger	0.422	ዘልቆ መግባት
blatant	anger	0.420	ግልጽ
force	anger	0.418	አስገድድ
perverse	anger	0.415	ጠማማ
wring	anger	0.415	መጎሳቆል
bastion	anger	0.413	ባስቴሽን
grim	anger	0.413	አሳዛኝ
moody	anger	0.412	ሙድ
tiff	anger	0.412	ቲፍ
nothappy	anger	0.412	ደስተኛ አይደለም
surly	anger	0.412	ሱሪ
sordid	anger	0.412	ሶሪድ
hunting	anger	0.411	አደን
indenture	anger	0.410	ኢንደንቸር
forfeit	anger	0.409	ማጣት
areyoukiddingme	anger	0.409	እየቀለድክ ነው
reproach	anger	0.409	ነቀፋ
sham	anger	0.409	አስመሳይ
awful	anger	0.409	አስፈሪ
compulsion	anger	0.409	ማስገደድ
implicate	anger	0.409	አንድምታ
contradict	anger	0.409	የሚቃረን
inept	anger	0.409	ያልተስተካከለ
supremacy	anger	0.409	የበላይነት
sneak	anger	0.409	ሹልክ
disappoint	anger	0.409	ተስፋ አስቆራጭ
blockade	anger	0.409	እገዳ
detainee	anger	0.409	እስረኛ
cantwin	anger	0.409	ካንትዊን
squelch	anger	0.409	ጩኸት
lying	anger	0.408	መዋሸት
rail	anger	0.406	የባቡር ሐዲድ
forsaken	anger	0.406	የተተወ
cacophony	anger	0.406	ካኮፎኒ
antipathy	anger	0.406	ፀረ-ተውሂድ
wop	anger	0.406	ዋፕ
badger	anger	0.406	ባጅ
tremor	anger	0.406	መንቀጥቀጥ
inequality	anger	0.406	አለመመጣጠን
delusion	anger	0.406	ማታለል
unthinkable	anger	0.406	የማይታሰብ
onerous	anger	0.406	ከባድ
wrongdoing	anger	0.406	በደል
nuisance	anger	0.406	ረብሻ
scrapie	anger	0.406	መቧጠጥ
epidemic	anger	0.406	ተላላፊ በሽታ
arguments	anger	0.404	ክርክሮች
affront	anger	0.403	ማጥቃት
traumatic	anger	0.402	አሰቃቂ
sodding	anger	0.400	sodding
libel	anger	0.400	ስም ማጥፋት
annoys	anger	0.400	ያናድዳል
soslow	anger	0.398	በጣም ቀርፋፋ
watchout	anger	0.398	ተመልከት
frenetic	anger	0.397	ፈረንሳዊ
remiss	anger	0.397	ይቅር ማለት
barge	anger	0.396	ጀልባ
sue	anger	0.394	መክሰስ
keyed	anger	0.394	ቁልፍ የተደረገ
actionable	anger	0.394	ሊተገበር የሚችል
extinguish	anger	0.394	ማጥፋት
fraud	anger	0.394	ማጭበርበር
untoward	anger	0.394	ወደ ፊት
illegal	anger	0.394	ሕገወጥ
nag	anger	0.394	ናግ
boxing	anger	0.394	ቦክስ
confiscate	anger	0.394	መውረስ
howl	anger	0.394	አልቅሱ
whatsthepoint	anger	0.394	ምንድን ነው
rabble	anger	0.394	ራብል
unfriendly	anger	0.394	ወዳጃዊ ያልሆነ
disrespect	anger	0.394	አለማክበር
dangit	anger	0.394	dangiit
brimstone	anger	0.392	ድኝ
dissolution	anger	0.391	መሟሟት
rigged	anger	0.391	የተጭበረበረ
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	የመሬት መንቀጥቀጥ
argh	anger	0.391	አርግህ
pique	anger	0.391	pique
recklessness	anger	0.391	ግዴለሽነት
disagree	anger	0.389	አልስማማም
lawsuit	anger	0.386	ክስ
disused	anger	0.382	ጥቅም ላይ የዋለ
despair	anger	0.382	ተስፋ መቁረጥ
immorality	anger	0.382	ብልግና
coerce	anger	0.379	ማስገደድ
firstworldprobs	anger	0.379	የመጀመሪያ ዓለም ፕሮብስ
touchy	anger	0.379	የሚነካ
pokes	anger	0.379	ፖክስ
falsification	anger	0.379	ማጭበርበር
rifle	anger	0.379	ጠመንጃ
sizzle	anger	0.379	ሲዝል
incurable	anger	0.379	የማይድን
difficulty	anger	0.379	ችግር
sore	anger	0.379	የታመመ
picket	anger	0.378	ፒክኬት
concussion	anger	0.377	መንቀጥቀጥ
stuckup	anger	0.375	መደርደር
militia	anger	0.375	ሚሊሻ
rawr	anger	0.375	ጥሬ
faulty	anger	0.375	የተሳሳተ
sly	anger	0.375	ተንኮለኛ
disillusionment	anger	0.375	ተስፋ መቁረጥ
petpeeve	anger	0.375	ፔትፔቭ
pitfall	anger	0.375	ጉድጓድ
infantile	anger	0.375	ጨቅላ
pessimism	anger	0.375	አፍራሽ አመለካከት
remand	anger	0.375	ጠየቀ
cannon	anger	0.375	መድፍ
vindicate	anger	0.371	ማጣራት
inhibit	anger	0.371	መከልከል
distressing	anger	0.371	የሚያስጨንቅ
nepotism	anger	0.371	ወገንተኝነት
schizophrenia	anger	0.369	ስኪዞፈሪንያ
skewed	anger	0.368	የተዛባ
disreputable	anger	0.368	የማይታመን
forbidding	anger	0.368	የሚከለክል
conquest	anger	0.367	ድል ማድረግ
bark	anger	0.365	ቅርፊት
leukemia	anger	0.365	ሉኪሚያ
disapprove	anger	0.364	አልቀበልም።
warrior	anger	0.364	ተዋጊ
barks	anger	0.364	ቅርፊቶች
retarded	anger	0.364	የዘገየ
unhappy	anger	0.364	ደስተኛ ያልሆነ
burke	anger	0.364	ቡርክ
challenge	anger	0.364	ፈታኝ
belt	anger	0.364	ቀበቶ
litigate	anger	0.359	ሙግት
paucity	anger	0.359	ጥጋብ
opinionated	anger	0.359	አስተያየተ
disliked	anger	0.359	አልተወደደም
aftermath	anger	0.359	በኋላ
restriction	anger	0.359	ገደብ
cad	anger	0.359	ካድ
incompetence	anger	0.359	አለመቻል
loudness	anger	0.359	ጩኸት
broken	anger	0.359	የተሰበረ
polemic	anger	0.359	ፖለሚክ
sectarian	anger	0.359	ኑፋቄ
controversial	anger	0.359	አወዛጋቢ
interrupting	anger	0.358	ማቋረጥ
fussy	anger	0.357	ጫጫታ
wench	anger	0.353	ዊንች
remove	anger	0.351	አስወግድ
brat	anger	0.351	ብራቴ
gruff	anger	0.351	ግርግር
misbehavior	anger	0.351	እኩይ ምግባር
scarcity	anger	0.350	እጥረት
losing	anger	0.349	ማጣት
stigma	anger	0.348	መገለል
deserted	anger	0.348	ምድረበዳ
timewasters	anger	0.348	ጊዜ አጥፊዎች
disagreement	anger	0.348	አለመግባባት
defect	anger	0.348	ጉድለት
hardened	anger	0.348	ደነደነ
lie	anger	0.348	ውሸት
ulcer	anger	0.348	ቁስለት
retract	anger	0.348	ማፈግፈግ
untrustworthy	anger	0.348	የማይታመን
pest	anger	0.348	ተባይ
disappointed	anger	0.348	ተስፋ ቆርጧል
bias	anger	0.345	አድልዎ
negation	anger	0.344	አለመቀበል
bothering	anger	0.344	የሚያስጨንቅ
stripped	anger	0.344	የተራቆተ
antisocial	anger	0.344	ፀረ-ማህበራዊ
pirate	anger	0.344	የባህር ወንበዴ
stingy	anger	0.344	ስስታም
shoddy	anger	0.344	አሳፋሪ
unreliable	anger	0.344	የማይታመን
shaky	anger	0.344	የሚንቀጠቀጥ
misleading	anger	0.344	አሳሳች
unsettled	anger	0.344	ያልተረጋጋ
evade	anger	0.344	መሸሽ
anxiety	anger	0.344	ጭንቀት
disclaim	anger	0.344	አለመቀበል
deterioration	anger	0.344	መበላሸት
impotence	anger	0.344	አቅም ማጣት
interminable	anger	0.343	የማይቋረጥ
disease	anger	0.341	በሽታ
meddle	anger	0.341	ጣልቃ መግባት
warp	anger	0.340	መወዛወዝ
averse	anger	0.338	መቃወም
infamous	anger	0.338	የማይታወቅ
alcoholism	anger	0.338	የአልኮል ሱሰኝነት
row	anger	0.337	ረድፍ
staticky	anger	0.336	የማይንቀሳቀስ
illegitimate	anger	0.333	ሕገወጥ
encumbrance	anger	0.333	ማገድ
witchcraft	anger	0.333	ጥንቆላ
interrupt	anger	0.333	ማቋረጥ
scorpion	anger	0.333	ጊንጥ
ill	anger	0.333	የታመመ
sinner	anger	0.331	ኃጢአተኛ
inconsiderate	anger	0.329	ግምት ውስጥ የማይገባ
hulk	anger	0.329	ሆልክ
prohibited	anger	0.328	የተከለከለ
dashed	anger	0.328	ተበላሽቷል
brrr	anger	0.328	ብሬር
fib	anger	0.328	ፋይብ
disqualified	anger	0.328	ተቀባይነት አላገኘም።
spammers	anger	0.328	አይፈለጌ መልእክት ሰሪዎች
phony	anger	0.328	አስመሳይ
tighten	anger	0.328	ማጥበቅ
dislocated	anger	0.328	ተፈናቅሏል
scapegoat	anger	0.328	ስካፔት
victim	anger	0.328	ተጎጂ
opponent	anger	0.328	ተቃዋሚ
hiss	anger	0.328	ያፏጫል።
crusade	anger	0.328	የመስቀል ጦርነት
grumpy	anger	0.328	ተንኮለኛ
resisting	anger	0.328	መቃወም
inappropriate	anger	0.324	ተገቢ ያልሆነ
haye	anger	0.324	ሃዬ
loss	anger	0.324	ኪሳራ
trickery	anger	0.324	ተንኮል
eschew	anger	0.324	መሸሽ
neglected	anger	0.324	ችላ ተብሏል
canker	anger	0.323	ካንከር
muff	anger	0.318	ማፍ
crunch	anger	0.318	መንቀጥቀጥ
duplicity	anger	0.318	ብዜት
criticism	anger	0.318	ትችት
queues	anger	0.318	ወረፋዎች
shriek	anger	0.316	ጩኸት
depreciate	anger	0.315	ዋጋ መቀነስ
dismissal	anger	0.312	መባረር
chaff	anger	0.312	ገለባ
dramaqueen	anger	0.312	ድራማዊ
poverty	anger	0.312	ድህነት
carelessness	anger	0.312	ግድየለሽነት
deflate	anger	0.312	መፍታት
dumps	anger	0.312	ቆሻሻዎች
dupe	anger	0.312	ደደብ
mortality	anger	0.312	ሟችነት
revving	anger	0.309	መነቃቃት
disallowed	anger	0.308	አይፈቀድም
boisterous	anger	0.307	ጉጉ
thoughtless	anger	0.307	አሳቢነት የጎደለው
burial	anger	0.304	ቀብር
wince	anger	0.303	ማሸነፍ
theocratic	anger	0.303	ቲኦክራሲያዊ
sullen	anger	0.303	ሰነፍ
involution	anger	0.300	ኢንቮሉሽን
misuse	anger	0.297	አላግባብ መጠቀም
taxed	anger	0.297	ግብር ተከፍሏል።
senseless	anger	0.297	ትርጉም የለሽ
talons	anger	0.297	ጥፍርዎች
stalemate	anger	0.297	ያልተቋረጠ
getyourown	anger	0.297	አንተን አግኝ
hoax	anger	0.297	የፈጠራ ወሬ
depreciated	anger	0.297	ዋጋ ቀንሷል
depressed	anger	0.297	የመንፈስ ጭንቀት
wasteful	anger	0.297	አባካኝ
paralysis	anger	0.295	ሽባነት
displaced	anger	0.294	የተፈናቀሉ
limited	anger	0.292	የተወሰነ
disapointment	anger	0.290	ተስፋ መቁረጥ
orc	anger	0.289	ኦርክ
ridiculous	anger	0.289	አስቂኝ
homeless	anger	0.288	ቤት አልባ
spine	anger	0.288	አከርካሪ
teasing	anger	0.288	ማሾፍ
presumptuous	anger	0.288	እብሪተኛ
react	anger	0.288	ምላሽ መስጠት
sharpen	anger	0.288	ስለት
barrier	anger	0.287	እንቅፋት
hoot	anger	0.287	ሆት
twitchy	anger	0.287	ጠመዝማዛ
myopia	anger	0.283	ማዮፒያ
flexin	anger	0.281	flexin
lagging	anger	0.281	የዘገየ
contraband	anger	0.281	ኮንትሮባንድ
incompatible	anger	0.281	የማይጣጣም
shiver	anger	0.281	መንቀጥቀጥ
spam	anger	0.281	አይፈለጌ መልእክት
agh	anger	0.281	አግ
disconnects	anger	0.281	ግንኙነቶችን ያቋርጣል
delinquent	anger	0.281	ወንጀለኛ
restitution	anger	0.281	መመለስ
foray	anger	0.279	ፎይ
troll	anger	0.279	መንኮራኩር
unfairness	anger	0.279	ኢፍትሃዊነት
buffering	anger	0.279	ማቆያ
noncompliance	anger	0.279	አለማክበር
nether	anger	0.278	አይደለም
bogus	anger	0.273	የውሸት
immaturity	anger	0.273	አለመብሰል
uncaring	anger	0.273	ግድየለሽ
bugaboo	anger	0.273	ቡባቡ
feisty	anger	0.269	feisty
shock	anger	0.269	ድንጋጤ
humbug	anger	0.266	ሃምቡግ
notamorningperson	anger	0.266	የማታውቀው ሰው
feminism	anger	0.266	ሴትነት
inoperative	anger	0.266	የማይሰራ
bear	anger	0.266	ድብ
inconvenient	anger	0.266	የማይመች
latent	anger	0.266	ድብቅ
defendant	anger	0.266	ተከሳሽ
nopoint	anger	0.266	ምንም ነጥብ
rapping	anger	0.266	መደፈር
pry	anger	0.266	pry
quandary	anger	0.266	ግርግር
interrupts	anger	0.265	ያቋርጣል
fluctuation	anger	0.265	መለዋወጥ
