English Word	Emotion	Emotion-Intensity-Score	Bengali Word
bile	anger	0.515	পিত্ত
unleash	anger	0.515	মুক্ত করা
chaos	anger	0.515	বিশৃঙ্খলা
victimized	anger	0.515	শিকার
jerks	anger	0.515	jerks
tussle	anger	0.514	ঝগড়া
bane	anger	0.511	ক্ষতি
accusation	anger	0.510	অভিযোগ
enmity	anger	0.510	শত্রুতা
repudiation	anger	0.510	প্রত্যাখ্যান
banish	anger	0.509	নির্বাসিত করা
disfigured	anger	0.508	বিকৃত
storm	anger	0.507	ঝড়
crazy	anger	0.500	পাগল
hammering	anger	0.500	হাতুড়ি
defy	anger	0.500	অস্বীকার করা
antithesis	anger	0.500	বিরোধী
scoff	anger	0.500	উপহাস
anguish	anger	0.500	যন্ত্রণা
confined	anger	0.500	আবদ্ধ
fear	anger	0.500	ভয়
bout	anger	0.500	লড়াই
unruly	anger	0.500	অনিয়মিত
delusional	anger	0.500	বিভ্রান্তিকর
obstruct	anger	0.500	বাধা
possessed	anger	0.500	আবিষ্ট
injustice	anger	0.500	অবিচার
fervor	anger	0.500	উত্সাহ
spear	anger	0.500	বর্শা
derision	anger	0.500	উপহাস
intractable	anger	0.500	অসাধ্য
reject	anger	0.500	প্রত্যাখ্যান
dominate	anger	0.500	আয়ত্ত করা
ordeal	anger	0.500	অগ্নিপরীক্ষা
banished	anger	0.500	নির্বাসিত
rejects	anger	0.500	প্রত্যাখ্যান করে
shun	anger	0.500	পরিত্যাগ করা
brunt	anger	0.500	আঘাত
derogation	anger	0.500	অবমাননা
frenzied	anger	0.500	উন্মাদ
animus	anger	0.500	অ্যানিমাস
suppression	anger	0.500	দমন
malpractice	anger	0.500	অসৎ আচরণ
brazen	anger	0.500	নির্লজ্জ
foaming	anger	0.500	ফেনা
disrupting	anger	0.500	ব্যাহত
nobodycares	anger	0.500	কেউ গ্রাহ্য করে না
patronising	anger	0.500	পৃষ্ঠপোষকতা
getoveryourself	anger	0.495	নিজেকে উদ্ধার
toughness	anger	0.492	দৃঢ়তা
stupidpeople	anger	0.492	বোকা লোক
madness	anger	0.491	পাগলামি
sinful	anger	0.491	পাপী
avarice	anger	0.490	লোভ
oppress	anger	0.490	নিপীড়ন
cutting	anger	0.485	কাটা
anathema	anger	0.485	অ্যানাথেমা
annoyed	anger	0.485	বিরক্ত
dissident	anger	0.485	ভিন্নমত
demand	anger	0.485	চাহিদা
usurp	anger	0.485	দখল
claw	anger	0.485	নখর
alienate	anger	0.485	বিচ্ছিন্ন করা
infraction	anger	0.485	লঙ্ঘন
avenger	anger	0.485	প্রতিশোধ গ্রহণকারী
revoke	anger	0.485	প্রত্যাহার
smuggler	anger	0.485	পাচারকারী
abolish	anger	0.485	বাতিল করা
fricking	anger	0.485	fricking
stayaway	anger	0.485	দূরে থাকা
pervert	anger	0.485	বিকৃত
disservice	anger	0.485	disservice
disobedient	anger	0.485	অবাধ্য
incest	anger	0.485	অজাচার
complaint	anger	0.485	অভিযোগ
disapproved	anger	0.485	অননুমোদিত
inhuman	anger	0.485	অমানবিক
mocking	anger	0.484	উপহাস
penalty	anger	0.484	শাস্তি
renounce	anger	0.484	পরিত্যাগ করা
restrain	anger	0.484	সংযত করা
upheaval	anger	0.484	উত্থান
deceit	anger	0.484	প্রতারণা
obnoxious	anger	0.484	আপত্তিকর
imprisoned	anger	0.484	বন্দী
strained	anger	0.484	strained
blame	anger	0.484	দোষ
oust	anger	0.484	বহিষ্কার
litigious	anger	0.484	বিচারপ্রার্থী
rivalry	anger	0.484	প্রতিদ্বন্দ্বিতা
sucker	anger	0.484	চোষা
opposed	anger	0.484	বিরোধী
thresh	anger	0.484	মাড়াই
disgrace	anger	0.484	অসম্মান
suspicious	anger	0.484	সন্দেহজনক
turbulence	anger	0.483	হাঙ্গামা
pound	anger	0.481	পাউন্ড
coldness	anger	0.477	শীতলতা
ungrateful	anger	0.472	অকৃতজ্ঞ
stoopid	anger	0.471	বোকা
battalion	anger	0.471	ব্যাটালিয়ন
feudalism	anger	0.470	সামন্তবাদ
hostage	anger	0.470	জিম্মি
annoying	anger	0.470	বিরক্তিকর
dispossessed	anger	0.470	অপসারিত
subversion	anger	0.470	বিপর্যয়
friction	anger	0.470	ঘর্ষণ
jealous	anger	0.470	ঈর্ষান্বিত
adversity	anger	0.470	প্রতিকূলতা
infidel	anger	0.470	অবিশ্বাসী
gall	anger	0.470	পিত্ত
accuser	anger	0.470	অভিযুক্ত
ram	anger	0.470	র্যাম
armament	anger	0.470	অস্ত্র
thump	anger	0.469	ধাক্কা
dislike	anger	0.469	অপছন্দ
steal	anger	0.469	চুরি
backoff	anger	0.469	ব্যাকঅফ
stifled	anger	0.469	দমবন্ধ করা
incite	anger	0.469	উত্তেজিত করা
distress	anger	0.469	কষ্ট
angermanagement	anger	0.469	রাগ ব্যবস্থাপনা
selfish	anger	0.469	স্বার্থপর
injury	anger	0.469	আঘাত
exile	anger	0.469	নির্বাসিত
insanity	anger	0.469	পাগলামি
offense	anger	0.469	অপরাধ
objection	anger	0.469	আপত্তি
smother	anger	0.469	দগ্ধ
disruption	anger	0.469	ভাঙ্গন
intolerance	anger	0.469	অসহিষ্ণুতা
disobey	anger	0.469	অবাধ্য
selfishness	anger	0.469	স্বার্থপরতা
recidivism	anger	0.469	পুনর্বিবেচনা
subversive	anger	0.469	বিধ্বংসী
huff	anger	0.469	হাফ
plunder	anger	0.469	লুণ্ঠন
opposition	anger	0.469	বিরোধী দল
complain	anger	0.469	অভিযোগ
perpetrator	anger	0.469	অপরাধী
simmer	anger	0.469	সিদ্ধ করা
areyoukidding	anger	0.468	তুমি কি মজা করছ
mug	anger	0.467	মগ
agony	anger	0.465	যন্ত্রণা
arrogant	anger	0.461	অহংকারী
sux	anger	0.456	sux
vent	anger	0.456	প্রকাশ
elimination	anger	0.456	নির্মূল
picketing	anger	0.456	পিকেটিং
haughty	anger	0.456	উদ্ধত
grated	anger	0.455	grated
flagrant	anger	0.455	উজ্জ্বল
busted	anger	0.455	আবৃত
crabby	anger	0.455	কাঁকড়া
dying	anger	0.455	মরণ
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	অভেদ্য
stubbed	anger	0.455	stubbed
illegality	anger	0.455	অবৈধতা
veto	anger	0.455	ভেটো
constraint	anger	0.455	বাধা
mislead	anger	0.455	বিভ্রান্ত করা
illicit	anger	0.455	অবৈধ
troublesome	anger	0.455	কষ্টকর
clamor	anger	0.455	কোলাহল
bayonet	anger	0.453	রাইফেলের অগ্রভাগের ফলা
suppress	anger	0.453	দমন করা
intense	anger	0.453	তীব্র
displeased	anger	0.453	অসন্তুষ্ট
disapproving	anger	0.453	অস্বীকৃতি
hysterical	anger	0.453	হিস্টেরিয়াল
struggle	anger	0.453	সংগ্রাম
godless	anger	0.453	ঈশ্বরহীন
desist	anger	0.453	নিবৃত্ত করা
usurped	anger	0.453	দখল করা
despotism	anger	0.453	স্বৈরাচার
disagreeing	anger	0.453	দ্বিমত
bad	anger	0.453	খারাপ
unlawful	anger	0.451	বেআইনি
wrongly	anger	0.448	ভুলভাবে
repellent	anger	0.442	প্রতিরোধক
dishonor	anger	0.441	অসম্মান
psychosis	anger	0.441	সাইকোসিস
wasted	anger	0.441	নষ্ট
wrongful	anger	0.441	অন্যায়
foe	anger	0.441	শত্রু
aversion	anger	0.440	বিদ্বেষ
gahhh	anger	0.439	গাহহহ
knuckles	anger	0.439	নাকল
ultimatum	anger	0.439	আল্টিমেটাম
schism	anger	0.439	বিভেদ
upset	anger	0.439	মর্মাহত
effigy	anger	0.439	মূর্তি
punitive	anger	0.439	শাস্তিমূলক
worthless	anger	0.438	মূল্যহীন
separatist	anger	0.438	বিচ্ছিন্নতাবাদী
ransom	anger	0.438	মুক্তিপণ
deny	anger	0.438	অস্বীকার
fugitive	anger	0.438	পলাতক
mucked	anger	0.438	mucked
abandonment	anger	0.438	পরিত্যাগ
irritation	anger	0.438	জ্বালা
deleterious	anger	0.438	ক্ষতিকর
stupidity	anger	0.438	মূর্খতা
segregate	anger	0.437	আলাদা করা
oblivion	anger	0.437	বিস্মৃতি
payback	anger	0.436	পরিশোধ
incongruous	anger	0.435	অসঙ্গত
eviction	anger	0.435	উচ্ছেদ
collusion	anger	0.432	যোগসাজশ
rob	anger	0.431	ডাকাতি
ravenous	anger	0.429	হিংস্র
overrun	anger	0.429	overrun
infidelity	anger	0.429	অবিশ্বাস
harbinger	anger	0.426	আশ্রয়দাতা
painful	anger	0.426	বেদনাদায়ক
getoverit	anger	0.426	getoverit
martial	anger	0.426	মার্শাল
rejection	anger	0.426	প্রত্যাখ্যান
incredulous	anger	0.426	অবিশ্বাস্য
stupidrain	anger	0.426	স্টুপিড্রেন
defense	anger	0.425	প্রতিরক্ষা
enforce	anger	0.424	প্রয়োগ করা
commotion	anger	0.424	হৈচৈ
censor	anger	0.424	সেন্সর
gonorrhea	anger	0.424	গনোরিয়া
fraudulent	anger	0.424	প্রতারণামূলক
unsympathetic	anger	0.424	সহানুভূতিহীন
fallacious	anger	0.424	মিথ্যা
greed	anger	0.424	লোভ
defraud	anger	0.424	প্রতারণা
banger	anger	0.424	ব্যাঙ্গার
concealment	anger	0.424	আড়াল
fuss	anger	0.424	গোলমাল
exasperation	anger	0.424	উত্তেজনা
disobedience	anger	0.424	অবাধ্যতা
powerful	anger	0.424	ক্ষমতাশালী
discontent	anger	0.424	অসন্তুষ্টি
indecency	anger	0.424	অশালীনতা
sedition	anger	0.422	রাষ্ট্রদ্রোহ
deportation	anger	0.422	নির্বাসন
cracked	anger	0.422	ফাটল
bang	anger	0.422	ঠুং শব্দ
barb	anger	0.422	কাঁটা
duel	anger	0.422	দ্বন্দ্ব
sarcasm	anger	0.422	কটাক্ষ
cur	anger	0.422	cur
misrepresented	anger	0.422	ভুলভাবে উপস্থাপন করা হয়েছে
annoyance	anger	0.422	বিরক্তি
scar	anger	0.422	দাগ
nettle	anger	0.422	নেটল
banishment	anger	0.422	নির্বাসন
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	pententiary
penetration	anger	0.422	অনুপ্রবেশ
blatant	anger	0.420	নির্লজ্জ
force	anger	0.418	বল
perverse	anger	0.415	বিকৃত
wring	anger	0.415	wring
bastion	anger	0.413	বুরুজ
grim	anger	0.413	গম্ভীর
moody	anger	0.412	মেজাজ
tiff	anger	0.412	টিফ
nothappy	anger	0.412	অসুখী
surly	anger	0.412	অশ্লীল
sordid	anger	0.412	খারাপ
hunting	anger	0.411	শিকার
indenture	anger	0.410	চুক্তি
forfeit	anger	0.409	বাজেয়াপ্ত করা
areyoukiddingme	anger	0.409	আপনি কি আমার সাথে মজা করছেন
reproach	anger	0.409	নিন্দা
sham	anger	0.409	শাম
awful	anger	0.409	ভয়াবহ, আতঙ্কজনক
compulsion	anger	0.409	বাধ্যতা
implicate	anger	0.409	জড়িত করা
contradict	anger	0.409	বিরোধিতা
inept	anger	0.409	অযোগ্য
supremacy	anger	0.409	আধিপত্য
sneak	anger	0.409	ছিঁচকে চোর
disappoint	anger	0.409	হতাশ
blockade	anger	0.409	অবরোধ
detainee	anger	0.409	বন্দী
cantwin	anger	0.409	ক্যান্টউইন
squelch	anger	0.409	squelch
lying	anger	0.408	মিথ্যা
rail	anger	0.406	রেল
forsaken	anger	0.406	পরিত্যাগ করা
cacophony	anger	0.406	ক্যাকোফোনি
antipathy	anger	0.406	বিদ্বেষ
wop	anger	0.406	wop
badger	anger	0.406	ব্যাজার
tremor	anger	0.406	কম্পন
inequality	anger	0.406	অসমতা
delusion	anger	0.406	বিভ্রম
unthinkable	anger	0.406	অচিন্তনীয়
onerous	anger	0.406	কষ্টকর
wrongdoing	anger	0.406	অন্যায়
nuisance	anger	0.406	উপদ্রব
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	মহামারী
arguments	anger	0.404	যুক্তি
affront	anger	0.403	অপমান
traumatic	anger	0.402	আঘাতমূলক
sodding	anger	0.400	sodding
libel	anger	0.400	মানহানি
annoys	anger	0.400	বিরক্ত করে
soslow	anger	0.398	খুবই ধীর
watchout	anger	0.398	সতর্ক থেকো
frenetic	anger	0.397	উন্মাদ
remiss	anger	0.397	রিমিস
barge	anger	0.396	বার্জ
sue	anger	0.394	মামলা
keyed	anger	0.394	চাবিযুক্ত
actionable	anger	0.394	কর্মযোগ্য
extinguish	anger	0.394	নিভিয়ে ফেলা
fraud	anger	0.394	জালিয়াতি
untoward	anger	0.394	অপ্রত্যাশিত
illegal	anger	0.394	অবৈধ
nag	anger	0.394	নাগ
boxing	anger	0.394	বক্সিং
confiscate	anger	0.394	বাজেয়াপ্ত করা
howl	anger	0.394	গর্জন
whatsthepoint	anger	0.394	আলোচ্য বিষয়টি কি
rabble	anger	0.394	হট্টগোল
unfriendly	anger	0.394	বন্ধুত্বহীন
disrespect	anger	0.394	অসম্মান
dangit	anger	0.394	ধূর
brimstone	anger	0.392	গন্ধক
dissolution	anger	0.391	দ্রবীভূতকরণ
rigged	anger	0.391	কারচুপি
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	ভূমিকম্প
argh	anger	0.391	আরগ
pique	anger	0.391	পিক
recklessness	anger	0.391	বেপরোয়া
disagree	anger	0.389	অসম্মত
lawsuit	anger	0.386	মামলা
disused	anger	0.382	অব্যবহৃত
despair	anger	0.382	হতাশা
immorality	anger	0.382	অনৈতিকতা
coerce	anger	0.379	জবরদস্তি
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	স্পর্শকাতরতা
pokes	anger	0.379	খোঁচা
falsification	anger	0.379	মিথ্যা
rifle	anger	0.379	রাইফেল
sizzle	anger	0.379	সিজল
incurable	anger	0.379	নিরাময়যোগ্য
difficulty	anger	0.379	অসুবিধা
sore	anger	0.379	কালশিটে
picket	anger	0.378	পিকেট
concussion	anger	0.377	আঘাত
stuckup	anger	0.375	আটকানো
militia	anger	0.375	মিলিশিয়া
rawr	anger	0.375	rawr
faulty	anger	0.375	ত্রুটিপূর্ণ
sly	anger	0.375	ধূর্ত
disillusionment	anger	0.375	মোহভঙ্গ
