English Word	Emotion	Emotion-Intensity-Score	Nepali Word
usurp	anger	0.485	कब्जा
claw	anger	0.485	पंजा
alienate	anger	0.485	अलग गर्नु
infraction	anger	0.485	उल्लंघन
avenger	anger	0.485	बदला लिने
revoke	anger	0.485	रद्द गर्नुहोस्
smuggler	anger	0.485	तस्कर
abolish	anger	0.485	समाप्त गर्न्
fricking	anger	0.485	फ्रिकिङ
stayaway	anger	0.485	टाढा रहनुहोस्
pervert	anger	0.485	विकृत
disservice	anger	0.485	विकृति
disobedient	anger	0.485	अवज्ञाकारी
incest	anger	0.485	अनाचार
complaint	anger	0.485	गुनासो
disapproved	anger	0.485	अस्वीकृत
inhuman	anger	0.485	अमानवीय
mocking	anger	0.484	ठट्टा गर्दै
penalty	anger	0.484	जरिवाना
renounce	anger	0.484	त्याग
restrain	anger	0.484	रोक्नुहोस्
upheaval	anger	0.484	उथलपुथल
deceit	anger	0.484	छल
obnoxious	anger	0.484	घृणित
imprisoned	anger	0.484	कैद गरियो
strained	anger	0.484	तनावग्रस्त
blame	anger	0.484	दोष
oust	anger	0.484	निष्कासन
litigious	anger	0.484	विवादास्पद
rivalry	anger	0.484	प्रतिद्वन्द्वी
sucker	anger	0.484	चूसने
opposed	anger	0.484	विरोध
thresh	anger	0.484	थ्रेस
disgrace	anger	0.484	अपमान
suspicious	anger	0.484	शंकास्पद
turbulence	anger	0.483	अशान्ति
pound	anger	0.481	पाउन्ड
coldness	anger	0.477	चिसोपन
ungrateful	anger	0.472	कृतघ्न
stoopid	anger	0.471	मूर्ख
battalion	anger	0.471	बटालियन
feudalism	anger	0.470	सामन्तवाद
hostage	anger	0.470	बन्धक
annoying	anger	0.470	कष्टप्रद
dispossessed	anger	0.470	बेदखल गरियो
subversion	anger	0.470	विद्रोह
friction	anger	0.470	घर्षण
jealous	anger	0.470	ईर्ष्यालु
adversity	anger	0.470	प्रतिकूलता
infidel	anger	0.470	अविश्वासी
gall	anger	0.470	पित्त
accuser	anger	0.470	आरोप लगाउने
ram	anger	0.470	राम
armament	anger	0.470	हतियार
thump	anger	0.469	प्रहार
dislike	anger	0.469	मन नपर्ने
steal	anger	0.469	चोरी
backoff	anger	0.469	ब्याकअफ
stifled	anger	0.469	दबाइयो
incite	anger	0.469	उक्साउनु
distress	anger	0.469	कष्ट
angermanagement	anger	0.469	रिस व्यवस्थापन
selfish	anger	0.469	स्वार्थी
injury	anger	0.469	चोट
exile	anger	0.469	निर्वासन
insanity	anger	0.469	पागलपन
offense	anger	0.469	अपराध
objection	anger	0.469	आपत्ति
smother	anger	0.469	निदाउनु
disruption	anger	0.469	अवरोध
intolerance	anger	0.469	असहिष्णुता
disobey	anger	0.469	अनाज्ञाकारी
selfishness	anger	0.469	स्वार्थ
recidivism	anger	0.469	recidivism
subversive	anger	0.469	विध्वंसक
huff	anger	0.469	हफ
plunder	anger	0.469	लुट
opposition	anger	0.469	विरोध
complain	anger	0.469	गुनासो
perpetrator	anger	0.469	अपराधी
simmer	anger	0.469	उकालो
areyoukidding	anger	0.468	के तपाईँ ठट्टा गर्दै हुनुहुन्छ
mug	anger	0.467	मग
agony	anger	0.465	पीडा
arrogant	anger	0.461	अहंकारी
sux	anger	0.456	sux
vent	anger	0.456	भेन्ट
elimination	anger	0.456	उन्मूलन
picketing	anger	0.456	पिकेटिङ
haughty	anger	0.456	अभिमानी
grated	anger	0.455	ग्रेटेड
flagrant	anger	0.455	स्पष्ट
busted	anger	0.455	पर्दाफास
crabby	anger	0.455	क्र्याबी
dying	anger	0.455	मर्ने
idiocy	anger	0.455	मूर्खता
impermeable	anger	0.455	अभेद्य
stubbed	anger	0.455	ठोकिएको
illegality	anger	0.455	अवैधता
veto	anger	0.455	भिटो
constraint	anger	0.455	बाधा
mislead	anger	0.455	भ्रामक
illicit	anger	0.455	अवैध
troublesome	anger	0.455	अप्ठ्यारो
clamor	anger	0.455	कोलाहल
bayonet	anger	0.453	संगीन
suppress	anger	0.453	दबाउन
intense	anger	0.453	तीव्र
displeased	anger	0.453	असन्तुष्ट
disapproving	anger	0.453	अस्वीकार गर्दै
hysterical	anger	0.453	उन्मादपूर्ण
struggle	anger	0.453	संघर्ष
godless	anger	0.453	देवहीन
desist	anger	0.453	बन्द गर्नु
usurped	anger	0.453	कब्जा गरेको
despotism	anger	0.453	निरंकुशता
disagreeing	anger	0.453	असहमत
bad	anger	0.453	नराम्रो
unlawful	anger	0.451	गैरकानूनी
wrongly	anger	0.448	गलत तरिकाले
repellent	anger	0.442	विकर्षक
dishonor	anger	0.441	अपमान
psychosis	anger	0.441	मनोविकृति
wasted	anger	0.441	बर्बाद
wrongful	anger	0.441	गलत
foe	anger	0.441	शत्रु
aversion	anger	0.440	घृणा
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	घुँडाहरू
ultimatum	anger	0.439	अल्टिमेटम
schism	anger	0.439	विभाजन
upset	anger	0.439	उदास
effigy	anger	0.439	पुतला
punitive	anger	0.439	दण्डात्मक
worthless	anger	0.438	बेकार
separatist	anger	0.438	अलगाववादी
ransom	anger	0.438	फिरौती
deny	anger	0.438	अस्वीकार
fugitive	anger	0.438	फरार
mucked	anger	0.438	ठगिएको
abandonment	anger	0.438	परित्याग
irritation	anger	0.438	जलन
deleterious	anger	0.438	हानिकारक
stupidity	anger	0.438	मूर्खता
segregate	anger	0.437	अलग गर्नु
oblivion	anger	0.437	विस्मरण
payback	anger	0.436	फिर्ता
incongruous	anger	0.435	असंगत
eviction	anger	0.435	निष्कासन
collusion	anger	0.432	मिलीभगत
rob	anger	0.431	लुट
ravenous	anger	0.429	हिंसक
overrun	anger	0.429	ओभररन
infidelity	anger	0.429	बेवफाई
harbinger	anger	0.426	हार्बिंगर
painful	anger	0.426	पीडादायी
getoverit	anger	0.426	getoverit
martial	anger	0.426	मार्शल
rejection	anger	0.426	अस्वीकार
incredulous	anger	0.426	अविश्वसनीय
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	रक्षा
enforce	anger	0.424	लागू गर्ने
commotion	anger	0.424	हंगामा
censor	anger	0.424	सेन्सर
gonorrhea	anger	0.424	गोनोरिया
fraudulent	anger	0.424	धोखाधडी
unsympathetic	anger	0.424	सहानुभूतिहीन
fallacious	anger	0.424	भ्रमपूर्ण
greed	anger	0.424	लोभ
defraud	anger	0.424	ठगी
banger	anger	0.424	ब्याङ्गर
concealment	anger	0.424	लुकाउने
fuss	anger	0.424	हल्ला
exasperation	anger	0.424	आक्रोश
disobedience	anger	0.424	अवज्ञा
powerful	anger	0.424	शक्तिशाली
discontent	anger	0.424	असन्तुष्टि
indecency	anger	0.424	अभद्रता
sedition	anger	0.422	राजद्रोह
deportation	anger	0.422	निर्वासन
cracked	anger	0.422	फुटेको
bang	anger	0.422	धमाका
barb	anger	0.422	बार्ब
duel	anger	0.422	द्वन्द्व
sarcasm	anger	0.422	व्यंग्य
cur	anger	0.422	cur
misrepresented	anger	0.422	गलत प्रस्तुत गरियो
annoyance	anger	0.422	रिस
scar	anger	0.422	दाग
nettle	anger	0.422	नेटल
banishment	anger	0.422	निर्वासन
snubbed	anger	0.422	थुनियो
penitentiary	anger	0.422	प्रायश्चित
penetration	anger	0.422	प्रवेश
blatant	anger	0.420	निर्लज्ज
force	anger	0.418	बल
perverse	anger	0.415	विकृत
wring	anger	0.415	wring
bastion	anger	0.413	बुर्ज
grim	anger	0.413	गम्भीर
moody	anger	0.412	मुड
tiff	anger	0.412	झगडा
nothappy	anger	0.412	दुखी
surly	anger	0.412	सुर्खेत
sordid	anger	0.412	घिनलाग्दो
hunting	anger	0.411	शिकार
indenture	anger	0.410	सम्झौता
forfeit	anger	0.409	खारेज
areyoukiddingme	anger	0.409	तिमी म सँग जिस्केको
reproach	anger	0.409	निन्दा
sham	anger	0.409	sham
awful	anger	0.409	डरलाग्दो
compulsion	anger	0.409	बाध्यता
implicate	anger	0.409	संलग्न
contradict	anger	0.409	विरोधाभास
inept	anger	0.409	अयोग्य
supremacy	anger	0.409	सर्वोच्चता
sneak	anger	0.409	लुकेर
disappoint	anger	0.409	निराश
blockade	anger	0.409	नाकाबन्दी
detainee	anger	0.409	बन्दी
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	झूट बोल्दै
rail	anger	0.406	रेल
forsaken	anger	0.406	त्यागिएको
cacophony	anger	0.406	cacophony
antipathy	anger	0.406	विरोधी भावना
wop	anger	0.406	wop
badger	anger	0.406	बेजर
tremor	anger	0.406	कम्पन
inequality	anger	0.406	असमानता
delusion	anger	0.406	भ्रम
unthinkable	anger	0.406	अकल्पनीय
onerous	anger	0.406	कठिन
wrongdoing	anger	0.406	गलत काम
nuisance	anger	0.406	उपद्रव
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	महामारी
arguments	anger	0.404	तर्कहरू
affront	anger	0.403	अपमान
traumatic	anger	0.402	दर्दनाक
sodding	anger	0.400	sodding
libel	anger	0.400	मानहानि
annoys	anger	0.400	कष्ट दिन्छ
soslow	anger	0.398	soslow
watchout	anger	0.398	दायाँ बायाँ हेर्नुहोस्
frenetic	anger	0.397	उन्मादपूर्ण
remiss	anger	0.397	रिमिस
barge	anger	0.396	बार्ज
sue	anger	0.394	मुकदमा
keyed	anger	0.394	कुञ्जी राखिएको
actionable	anger	0.394	कारबाही योग्य
extinguish	anger	0.394	निभाउने
fraud	anger	0.394	धोखाधडी
untoward	anger	0.394	अप्ठ्यारो
illegal	anger	0.394	अवैध
nag	anger	0.394	नग
boxing	anger	0.394	बक्सिङ
confiscate	anger	0.394	जफत गर्ने
howl	anger	0.394	चिच्याउनु
whatsthepoint	anger	0.394	के बिन्दु
rabble	anger	0.394	भीड
unfriendly	anger	0.394	अमित्र
disrespect	anger	0.394	अनादर
dangit	anger	0.394	dangit
brimstone	anger	0.392	गन्धक
dissolution	anger	0.391	विघटन
rigged	anger	0.391	धाँधली गरिएको
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	भूकम्प
argh	anger	0.391	अर्घ
pique	anger	0.391	पिक
recklessness	anger	0.391	लापरवाही
disagree	anger	0.389	असहमत
lawsuit	anger	0.386	मुद्दा
disused	anger	0.382	अप्रयुक्त
despair	anger	0.382	निराशा
immorality	anger	0.382	अनैतिकता
coerce	anger	0.379	जबरजस्ती
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	मन छुने
pokes	anger	0.379	पोक्स
falsification	anger	0.379	मिथ्याकरण
rifle	anger	0.379	राइफल
sizzle	anger	0.379	सिजल
incurable	anger	0.379	निको नहुने
difficulty	anger	0.379	कठिनाई
sore	anger	0.379	घाउ
picket	anger	0.378	पिकेट
concussion	anger	0.377	आघात
stuckup	anger	0.375	अड्किएको
militia	anger	0.375	मिलिशिया
rawr	anger	0.375	कच्चा
faulty	anger	0.375	दोषपूर्ण
sly	anger	0.375	धूर्त
disillusionment	anger	0.375	भ्रम
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	खाडल
infantile	anger	0.375	शिशु
pessimism	anger	0.375	निराशावाद
remand	anger	0.375	रिमान्ड
cannon	anger	0.375	तोप
vindicate	anger	0.371	प्रमाणित गर्नु
inhibit	anger	0.371	रोक्छ
distressing	anger	0.371	कष्टप्रद
nepotism	anger	0.371	नातावाद
schizophrenia	anger	0.369	सिजोफ्रेनिया
skewed	anger	0.368	तिरछा
disreputable	anger	0.368	बदनाम
forbidding	anger	0.368	निषेध गर्दै
conquest	anger	0.367	विजय
bark	anger	0.365	बार्क
leukemia	anger	0.365	ल्युकेमिया
disapprove	anger	0.364	अस्वीकार गर्ने
