English Word	Emotion	Emotion-Intensity-Score	Pashto Word
jealous	anger	0.470	حسد
adversity	anger	0.470	مصیبت
infidel	anger	0.470	کافر
gall	anger	0.470	ګال
accuser	anger	0.470	تورن
ram	anger	0.470	رام
armament	anger	0.470	وسلې
thump	anger	0.469	ټوپ
dislike	anger	0.469	ناخوښه
steal	anger	0.469	غلا کول
backoff	anger	0.469	شاته
stifled	anger	0.469	ټک شوی
incite	anger	0.469	هڅول
distress	anger	0.469	کړاو
angermanagement	anger	0.469	د غوسې اداره کول
selfish	anger	0.469	خود غرضه
injury	anger	0.469	ټپ
exile	anger	0.469	جلاوطنی
insanity	anger	0.469	لیونتوب
offense	anger	0.469	جرم
objection	anger	0.469	اعتراض
smother	anger	0.469	خندا
disruption	anger	0.469	ګډوډي
intolerance	anger	0.469	عدم برداشت
disobey	anger	0.469	نافرماني
selfishness	anger	0.469	خود غرضي
recidivism	anger	0.469	recidivism
subversive	anger	0.469	تخریبي
huff	anger	0.469	هف
plunder	anger	0.469	لوټ
opposition	anger	0.469	مخالفت
complain	anger	0.469	شکایت
perpetrator	anger	0.469	مرتکب
simmer	anger	0.469	جوش کول
areyoukidding	anger	0.468	ایا ته ټوکې کوې
mug	anger	0.467	مګ
agony	anger	0.465	درد
arrogant	anger	0.461	مغرور
sux	anger	0.456	sux
vent	anger	0.456	وینځل
elimination	anger	0.456	له منځه وړل
picketing	anger	0.456	راټولول
haughty	anger	0.456	غرور
grated	anger	0.455	grated
flagrant	anger	0.455	روښانه
busted	anger	0.455	ټوټه ټوټه
crabby	anger	0.455	خټکی
dying	anger	0.455	مړینه
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	د نه منلو وړ
stubbed	anger	0.455	ډډ شوی
illegality	anger	0.455	غیرقانوني
veto	anger	0.455	ویټو
constraint	anger	0.455	محدودیت
mislead	anger	0.455	ګمراه کول
illicit	anger	0.455	ناقانونه
troublesome	anger	0.455	ستونزمن
clamor	anger	0.455	چیغې
bayonet	anger	0.453	بایونټ
suppress	anger	0.453	فشارول
intense	anger	0.453	شدید
displeased	anger	0.453	ناراضه
disapproving	anger	0.453	نه منل
hysterical	anger	0.453	هیسټریکل
struggle	anger	0.453	مبارزه
godless	anger	0.453	بې خدایه
desist	anger	0.453	ډډه کول
usurped	anger	0.453	غصب شوی
despotism	anger	0.453	استبداد
disagreeing	anger	0.453	اختلاف
bad	anger	0.453	بد
unlawful	anger	0.451	غیرقانوني
wrongly	anger	0.448	په غلطه توګه
repellent	anger	0.442	وژونکي
dishonor	anger	0.441	بې عزتي
psychosis	anger	0.441	رواني ناروغي
wasted	anger	0.441	ضایع شوی
wrongful	anger	0.441	غلط
foe	anger	0.441	دښمن
aversion	anger	0.440	کرکه
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	ګوتې
ultimatum	anger	0.439	الټیمیټم
schism	anger	0.439	اختلاف
upset	anger	0.439	خپه
effigy	anger	0.439	مجسمه
punitive	anger	0.439	مجازات
worthless	anger	0.438	بې ارزښته
separatist	anger	0.438	بېلتون غوښتونکی
ransom	anger	0.438	تاوان
deny	anger	0.438	انکار
fugitive	anger	0.438	تښتیدلی
mucked	anger	0.438	مسخ شوی
abandonment	anger	0.438	پریښودل
irritation	anger	0.438	خارښ
deleterious	anger	0.438	مضر
stupidity	anger	0.438	حماقت
segregate	anger	0.437	جلا کول
oblivion	anger	0.437	هېرول
payback	anger	0.436	بیرته ورکول
incongruous	anger	0.435	متضاد
eviction	anger	0.435	شړل
collusion	anger	0.432	ملګرتيا
rob	anger	0.431	لوټ
ravenous	anger	0.429	وحشي
overrun	anger	0.429	زیات شوی
infidelity	anger	0.429	کفر
harbinger	anger	0.426	هاربینر
painful	anger	0.426	دردناک
getoverit	anger	0.426	getoverit
martial	anger	0.426	مارشل
rejection	anger	0.426	ردول
incredulous	anger	0.426	بې باوره
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	دفاع
enforce	anger	0.424	پلي کول
commotion	anger	0.424	ګډوډي
censor	anger	0.424	سانسور
gonorrhea	anger	0.424	سوزاک
fraudulent	anger	0.424	درغلي
unsympathetic	anger	0.424	بې رحمه
fallacious	anger	0.424	دروغجن
greed	anger	0.424	حرص
defraud	anger	0.424	خیانت
banger	anger	0.424	بنجر
concealment	anger	0.424	پټول
fuss	anger	0.424	ګډوډي
exasperation	anger	0.424	خپګان
disobedience	anger	0.424	نافرماني
powerful	anger	0.424	ځواکمن
discontent	anger	0.424	ناخوښي
indecency	anger	0.424	بې حیايي
sedition	anger	0.422	فتنې
deportation	anger	0.422	اخراج
cracked	anger	0.422	ټوټه ټوټه
bang	anger	0.422	بنګ
barb	anger	0.422	بارب
duel	anger	0.422	دوه اړخیزه
sarcasm	anger	0.422	طنز
cur	anger	0.422	cur
misrepresented	anger	0.422	غلط تشریح شوی
annoyance	anger	0.422	خپګان
scar	anger	0.422	داغ
nettle	anger	0.422	نټل
banishment	anger	0.422	اخراج
snubbed	anger	0.422	ځړول
penitentiary	anger	0.422	توبه کونکی
penetration	anger	0.422	ننوتل
blatant	anger	0.420	ښکاره
force	anger	0.418	ځواک
perverse	anger	0.415	بې لارې
wring	anger	0.415	زنګ
bastion	anger	0.413	مرکز
grim	anger	0.413	سخت
moody	anger	0.412	مزاج
tiff	anger	0.412	tiff
nothappy	anger	0.412	ناخوښه
surly	anger	0.412	سرلي
sordid	anger	0.412	خندا
hunting	anger	0.411	ښکار
indenture	anger	0.410	سند
forfeit	anger	0.409	ضبط
areyoukiddingme	anger	0.409	تاسو زما سره ټوکې کوی
reproach	anger	0.409	ملامتول
sham	anger	0.409	شرم
awful	anger	0.409	ډارونکی
compulsion	anger	0.409	مجبوریت
implicate	anger	0.409	ښکیلول
contradict	anger	0.409	تضاد
inept	anger	0.409	ناکاره
supremacy	anger	0.409	برتري
sneak	anger	0.409	چپک
disappoint	anger	0.409	مایوسه کول
blockade	anger	0.409	بندیز
detainee	anger	0.409	توقیفی
cantwin	anger	0.409	cantwin
squelch	anger	0.409	سپکول
lying	anger	0.408	دروغ ویل
rail	anger	0.406	ریل
forsaken	anger	0.406	پریښودل
cacophony	anger	0.406	کوکوفوني
antipathy	anger	0.406	ضدیت
wop	anger	0.406	wop
badger	anger	0.406	بدر
tremor	anger	0.406	ټکان
inequality	anger	0.406	نابرابري
delusion	anger	0.406	فریب
unthinkable	anger	0.406	د تصور وړ
onerous	anger	0.406	سخت
wrongdoing	anger	0.406	غلط کار
nuisance	anger	0.406	خپګان
scrapie	anger	0.406	سکریپی
epidemic	anger	0.406	وبا
arguments	anger	0.404	دلیلونه
affront	anger	0.403	سپکاوی
traumatic	anger	0.402	دردناک
sodding	anger	0.400	سوډنګ
libel	anger	0.400	سپکاوی
annoys	anger	0.400	ځوروي
soslow	anger	0.398	ورو
watchout	anger	0.398	پام کوه
frenetic	anger	0.397	جنون
remiss	anger	0.397	یاد
barge	anger	0.396	بارج
sue	anger	0.394	مقدمه
keyed	anger	0.394	کلی شوی
actionable	anger	0.394	د عمل وړ
extinguish	anger	0.394	اور غورځول
fraud	anger	0.394	درغلۍ
untoward	anger	0.394	بې پروا
illegal	anger	0.394	غیرقانوني
nag	anger	0.394	ناګ
boxing	anger	0.394	سوک وهنه
confiscate	anger	0.394	ضبط کول
howl	anger	0.394	چیغې وهل
whatsthepoint	anger	0.394	څه ټکی
rabble	anger	0.394	غرق
unfriendly	anger	0.394	غیر دوستانه
disrespect	anger	0.394	بې احترامي
dangit	anger	0.394	دقیق
brimstone	anger	0.392	ګندک
dissolution	anger	0.391	تحلیل
rigged	anger	0.391	درغلي
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	زلزله
argh	anger	0.391	ارګ
pique	anger	0.391	pique
recklessness	anger	0.391	بې احتیاطي
disagree	anger	0.389	اختلاف
lawsuit	anger	0.386	مقدمه
disused	anger	0.382	بې کاره
despair	anger	0.382	نا امیدي
immorality	anger	0.382	بد اخلاقی
coerce	anger	0.379	جبر
firstworldprobs	anger	0.379	د نړۍ لومړنۍ ستونزې
touchy	anger	0.379	لمسونکی
pokes	anger	0.379	ټکان
falsification	anger	0.379	جعل کول
rifle	anger	0.379	ټوپک
sizzle	anger	0.379	څپېړه
incurable	anger	0.379	لاعلاج
difficulty	anger	0.379	مشکل
sore	anger	0.379	زخم
picket	anger	0.378	پکټ
concussion	anger	0.377	زنګ وهل
stuckup	anger	0.375	نښتل
militia	anger	0.375	ملېشه
rawr	anger	0.375	خام
faulty	anger	0.375	ناقص
sly	anger	0.375	چالاک
disillusionment	anger	0.375	مایوسي
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	زیان
infantile	anger	0.375	ماشوم
pessimism	anger	0.375	نا امیدي
remand	anger	0.375	توقیف
cannon	anger	0.375	توپ
vindicate	anger	0.371	ثابتول
inhibit	anger	0.371	منع کول
distressing	anger	0.371	دردونکی
nepotism	anger	0.371	خپلوي
schizophrenia	anger	0.369	شیزوفرینیا
skewed	anger	0.368	څنډل
disreputable	anger	0.368	بې اعتباره
forbidding	anger	0.368	منع کول
conquest	anger	0.367	فتح
bark	anger	0.365	پوټکی
leukemia	anger	0.365	لیوکیمیا
disapprove	anger	0.364	ردول
warrior	anger	0.364	جنګیالی
barks	anger	0.364	ږیره
retarded	anger	0.364	ځنډیدلی
unhappy	anger	0.364	ناخوښه
burke	anger	0.364	بورک
challenge	anger	0.364	ننګونه
belt	anger	0.364	کمربند
litigate	anger	0.359	مقدمه کول
paucity	anger	0.359	کموالی
opinionated	anger	0.359	نظر
disliked	anger	0.359	ناخوښه
aftermath	anger	0.359	وروسته
restriction	anger	0.359	محدودیت
cad	anger	0.359	cad
incompetence	anger	0.359	بې کفایتي
loudness	anger	0.359	لوړ غږ
broken	anger	0.359	مات شوی
polemic	anger	0.359	سیاسي
sectarian	anger	0.359	فرقه
controversial	anger	0.359	متنازعه
interrupting	anger	0.358	مداخله
fussy	anger	0.357	ګډوډ
wench	anger	0.353	وینچ
remove	anger	0.351	لرې کول
brat	anger	0.351	ورور
gruff	anger	0.351	کرکه
misbehavior	anger	0.351	ناوړه چلند
scarcity	anger	0.350	کمښت
losing	anger	0.349	له لاسه ورکول
stigma	anger	0.348	داغ
deserted	anger	0.348	صحرا
timewasters	anger	0.348	وخت ضایع کوونکي
disagreement	anger	0.348	اختلاف
defect	anger	0.348	عیب
hardened	anger	0.348	سخت
lie	anger	0.348	دروغ
ulcer	anger	0.348	زخم
retract	anger	0.348	بیرته اخیستل
untrustworthy	anger	0.348	بې اعتباره
pest	anger	0.348	آفت
disappointed	anger	0.348	مایوسه
bias	anger	0.345	تعصب
negation	anger	0.344	انکار
bothering	anger	0.344	ځورونکی
stripped	anger	0.344	لوټ شوی
antisocial	anger	0.344	ټولنیز ضد
pirate	anger	0.344	سمندري قزاق
stingy	anger	0.344	بخل
shoddy	anger	0.344	ناقص
unreliable	anger	0.344	بې اعتباره
shaky	anger	0.344	ګډوډ
misleading	anger	0.344	ګمراه کوونکی
unsettled	anger	0.344	بې ثباته
evade	anger	0.344	تیښته
anxiety	anger	0.344	اضطراب
disclaim	anger	0.344	رد کول
deterioration	anger	0.344	خرابېدل
impotence	anger	0.344	کمزوري
interminable	anger	0.343	نه ختمیدونکی
disease	anger	0.341	ناروغي
meddle	anger	0.341	مداخله
warp	anger	0.340	ورپ
averse	anger	0.338	مخالف
infamous	anger	0.338	بدنام
alcoholism	anger	0.338	الکوليزم
row	anger	0.337	قطار
staticky	anger	0.336	جامد
illegitimate	anger	0.333	ناقانونه
encumbrance	anger	0.333	بار
witchcraft	anger	0.333	جادوګري
interrupt	anger	0.333	مداخله
scorpion	anger	0.333	لړم
ill	anger	0.333	ناروغ
sinner	anger	0.331	ګناهګار
inconsiderate	anger	0.329	بې غوري
hulk	anger	0.329	هولک
prohibited	anger	0.328	منع شوی
dashed	anger	0.328	ډش
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	نا اهله
spammers	anger	0.328	سپیمر
phony	anger	0.328	جعلي
tighten	anger	0.328	ټینګول
dislocated	anger	0.328	بې ځایه شوی
scapegoat	anger	0.328	د قربانۍ بکره
victim	anger	0.328	قرباني
opponent	anger	0.328	مخالف
hiss	anger	0.328	موسکا
crusade	anger	0.328	صلیبی جګړه
grumpy	anger	0.328	خپه
resisting	anger	0.328	مقاومت کوي
inappropriate	anger	0.324	نامناسب
haye	anger	0.324	های
loss	anger	0.324	تاوان
trickery	anger	0.324	چل
eschew	anger	0.324	پریښودل
neglected	anger	0.324	غفلت شوی
canker	anger	0.323	سرطان
muff	anger	0.318	مف
crunch	anger	0.318	کرنچ
duplicity	anger	0.318	دوه ګونی
criticism	anger	0.318	انتقاد
queues	anger	0.318	کتارونه
shriek	anger	0.316	چیغې
depreciate	anger	0.315	ارزښت ورکول
dismissal	anger	0.312	ګوښه کول
chaff	anger	0.312	چف
dramaqueen	anger	0.312	ډرامه کوین
poverty	anger	0.312	غربت
carelessness	anger	0.312	بې پروايي
deflate	anger	0.312	سپکول
dumps	anger	0.312	ډمپونه
dupe	anger	0.312	غلا
mortality	anger	0.312	مړینه
revving	anger	0.309	راژوندي کول
disallowed	anger	0.308	منع شوی
boisterous	anger	0.307	غرور
thoughtless	anger	0.307	بې فکره
burial	anger	0.304	دفن
wince	anger	0.303	wince
theocratic	anger	0.303	دیوکراټیک
sullen	anger	0.303	خپه
involution	anger	0.300	داخلول
misuse	anger	0.297	ناوړه ګټه اخیستنه
taxed	anger	0.297	مالیه ورکړل شوې
senseless	anger	0.297	بې حسه
talons	anger	0.297	تلون
stalemate	anger	0.297	خنډ
getyourown	anger	0.297	خپل ځان ترلاسه کړئ
hoax	anger	0.297	چلکی
depreciated	anger	0.297	ارزښت کم شوی
depressed	anger	0.297	خپګان
wasteful	anger	0.297	ضایع کوونکی
paralysis	anger	0.295	فلج
displaced	anger	0.294	بې ځایه شوي
limited	anger	0.292	محدود
disapointment	anger	0.290	مایوسي
orc	anger	0.289	orc
ridiculous	anger	0.289	مسخره
homeless	anger	0.288	بې کوره
spine	anger	0.288	نخاع
teasing	anger	0.288	ځورول
presumptuous	anger	0.288	مغرور
react	anger	0.288	غبرګون
sharpen	anger	0.288	تیزول
barrier	anger	0.287	خنډ
hoot	anger	0.287	وهل
twitchy	anger	0.287	ټوخی
myopia	anger	0.283	myopia
flexin	anger	0.281	فلیکسین
lagging	anger	0.281	وروسته پاتې کیدل
contraband	anger	0.281	ممنوعه
incompatible	anger	0.281	نامناسب
shiver	anger	0.281	لړزېدل
spam	anger	0.281	سپیم
agh	anger	0.281	اغ
disconnects	anger	0.281	نښلوي
delinquent	anger	0.281	مجرم
restitution	anger	0.281	جبران
foray	anger	0.279	ځغاسته
troll	anger	0.279	troll
unfairness	anger	0.279	بې انصافي
buffering	anger	0.279	بفرینګ
noncompliance	anger	0.279	نه اطاعت
nether	anger	0.278	نه
bogus	anger	0.273	جعلي
immaturity	anger	0.273	ناپاکتوب
uncaring	anger	0.273	بې پروا
bugaboo	anger	0.273	بګابو
feisty	anger	0.269	خندا وړ
shock	anger	0.269	ټکان
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	ناڅاپه سړی
feminism	anger	0.266	فیمینیزم
inoperative	anger	0.266	غیر فعال
bear	anger	0.266	bear
inconvenient	anger	0.266	نا آرامه
latent	anger	0.266	پټ
defendant	anger	0.266	تورن
nopoint	anger	0.266	هیڅ نښه
rapping	anger	0.266	rapping
pry	anger	0.266	پری
quandary	anger	0.266	شخړه
interrupts	anger	0.265	مداخله کوي
fluctuation	anger	0.265	بدلون
exaggerate	anger	0.263	مبالغه کول
lose	anger	0.261	له لاسه ورکول
patter	anger	0.258	پیټر
furnace	anger	0.258	کوره
stone	anger	0.258	ډبره
tease	anger	0.258	ځورول
shoplifting	anger	0.258	هټۍ پورته کول
soldier	anger	0.258	عسکر
incompetent	anger	0.257	نا اهله
indoctrination	anger	0.255	indicrination
rocket	anger	0.250	راکټ
skid	anger	0.250	سکډ
noisy	anger	0.250	شور
notoriety	anger	0.250	شهرت
cane	anger	0.250	کنده
unfollow	anger	0.250	غیر تعقیب
tripping	anger	0.250	تیریدل
attentionseeker	anger	0.250	پام کوونکی
mastery	anger	0.250	مهارت
socialist	anger	0.250	سوسیالیست
falsehood	anger	0.250	دروغ
complicate	anger	0.250	پېچلی
lawyer	anger	0.250	سلاكار
untrue	anger	0.250	دروغ
nonsense	anger	0.250	بې مانا
pouting	anger	0.250	وهل
witch	anger	0.242	جادوګر
detract	anger	0.242	کمول
obstacle	anger	0.242	خنډ
halter	anger	0.242	درول
fenced	anger	0.242	کټ
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	نه پوهېږم
vampire	anger	0.242	ویمپائر
ringer	anger	0.242	زنګ وهونکی
frowning	anger	0.239	خندا کول
saber	anger	0.238	صابر
hunger	anger	0.235	لوږه
shell	anger	0.234	خولۍ
wokemeup	anger	0.234	له خوبه پاڅېدل
recession	anger	0.234	کسات
failing	anger	0.234	ناکامي
dabbling	anger	0.234	ډوبول
politics	anger	0.234	سیاست
lava	anger	0.234	لاوا
rascal	anger	0.234	بدمعاش
imtryingtosleep	anger	0.234	د ویده کیدو هڅه
tariff	anger	0.234	تعرفه
undesirable	anger	0.231	ناغوښتل
darkness	anger	0.227	تیاره
versus	anger	0.227	په مقابل کې
copycat	anger	0.227	نقل
resign	anger	0.227	استعفا
soaked	anger	0.226	لنده
unfulfilled	anger	0.225	نه پوره شوی
abandoned	anger	0.222	پریښودل
unattainable	anger	0.221	د نه رسیدو وړ
owing	anger	0.221	واجب الادا
bankruptcy	anger	0.221	افلاس
misconception	anger	0.219	غلط فهم
tool	anger	0.219	وسیله
warden	anger	0.219	ساتونکی
compress	anger	0.219	کمپرس
mosquito	anger	0.219	مچه
whiny	anger	0.219	ژړل
somethingigetalot	anger	0.219	څه شی
confusion	anger	0.219	ګډوډي
unhelpful	anger	0.219	بې ګټې
twitching	anger	0.219	ټوخی کول
nosey	anger	0.213	پوزه
overpriced	anger	0.212	ډیر قیمت
adder	anger	0.212	اضافه کونکی
harry	anger	0.212	هیري
shortage	anger	0.212	کمبود
melodrama	anger	0.212	میلوډراما
possession	anger	0.206	ملکیت
desert	anger	0.206	صحرا
overplayed	anger	0.206	ډیر لوبیدلی
unpaid	anger	0.203	بې معاش
powerless	anger	0.203	بې ځواکه
sentence	anger	0.203	جمله
inefficient	anger	0.203	بې کفایته
arraignment	anger	0.203	محاکمه
pout	anger	0.203	پوټ
unlucky	anger	0.203	بدبخته
rook	anger	0.203	خړ
backbone	anger	0.203	ملا
uninvited	anger	0.203	بې بلنه
court	anger	0.199	محکمه
endless	anger	0.198	نه ختمیدونکی
adverts	anger	0.197	اعلانونه
