English Word	Emotion	Emotion-Intensity-Score	Kurdish-Kurmanji Word
insanity	anger	0.469	rûhnexweşî
offense	anger	0.469	pelixandin
objection	anger	0.469	liberrabûnî
smother	anger	0.469	vetisîn
disruption	anger	0.469	rawesta
intolerance	anger	0.469	bêtoleransê
disobey	anger	0.469	gûhnedan
selfishness	anger	0.469	xweperestî
recidivism	anger	0.469	dubarekirin
subversive	anger	0.469	bindest
huff	anger	0.469	huff
plunder	anger	0.469	talankirin
opposition	anger	0.469	liberrabû
complain	anger	0.469	gilîkirin
perpetrator	anger	0.469	sûcdar
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	tu dikî
mug	anger	0.467	mug
agony	anger	0.465	êş
arrogant	anger	0.461	pozbilind
sux	anger	0.456	sux
vent	anger	0.456	qûllik
elimination	anger	0.456	tasfiyekirin
picketing	anger	0.456	picketing
haughty	anger	0.456	pozbilind
grated	anger	0.455	grated
flagrant	anger	0.455	flagrant
busted	anger	0.455	hilweşandin
crabby	anger	0.455	crabby
dying	anger	0.455	dimirin
idiocy	anger	0.455	idiocy
impermeable	anger	0.455	bêserûber
stubbed	anger	0.455	stû kirin
illegality	anger	0.455	neqanûnî
veto	anger	0.455	bersiva dijrabûn
constraint	anger	0.455	astengkirin
mislead	anger	0.455	xapandin
illicit	anger	0.455	neqanûnî
troublesome	anger	0.455	tengahî
clamor	anger	0.455	clamor
bayonet	anger	0.453	xencer
suppress	anger	0.453	bindestkirin
intense	anger	0.453	liserhev
displeased	anger	0.453	nerazî bûn
disapproving	anger	0.453	nepejirandin
hysterical	anger	0.453	hîsterîk
struggle	anger	0.453	şerr
godless	anger	0.453	bê xweda
desist	anger	0.453	dev jê berde
usurped	anger	0.453	desteser kirin
despotism	anger	0.453	despotîzm
disagreeing	anger	0.453	lihevnekirin
bad	anger	0.453	xerab
unlawful	anger	0.451	dijqanûn
wrongly	anger	0.448	bi xeletî
repellent	anger	0.442	paşveavêt
dishonor	anger	0.441	bêrûmetî
psychosis	anger	0.441	psîkoz
wasted	anger	0.441	winda kirin
wrongful	anger	0.441	neheq
foe	anger	0.441	dijmin
aversion	anger	0.440	dilnexwazî
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	knuckles
ultimatum	anger	0.439	ultîmatom
schism	anger	0.439	schism
upset	anger	0.439	hêrsandin
effigy	anger	0.439	effigy
punitive	anger	0.439	cezakirin
worthless	anger	0.438	bêqîmet
separatist	anger	0.438	cudaxwaz
ransom	anger	0.438	azadkirrîn
deny	anger	0.438	înkarkirin
fugitive	anger	0.438	penaber
mucked	anger	0.438	mucked
abandonment	anger	0.438	terikandin
irritation	anger	0.438	qehirandin
deleterious	anger	0.438	zirardar
stupidity	anger	0.438	balûletî
segregate	anger	0.437	jihevkirin
oblivion	anger	0.437	jibîrkirin
payback	anger	0.436	payback
incongruous	anger	0.435	nelihev
eviction	anger	0.435	qewitandinî
collusion	anger	0.432	lihevkirin
rob	anger	0.431	şêlandin
ravenous	anger	0.429	hovane
overrun	anger	0.429	jê derbasbûn
infidelity	anger	0.429	nebawer
harbinger	anger	0.426	harbinger
painful	anger	0.426	êşda
getoverit	anger	0.426	getoverit
martial	anger	0.426	şerî
rejection	anger	0.426	refz
incredulous	anger	0.426	incredulous
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	parastinî
enforce	anger	0.424	dan qebûlkirin
commotion	anger	0.424	diltengî
censor	anger	0.424	sansorvan
gonorrhea	anger	0.424	gonorrhea
fraudulent	anger	0.424	sextekar
unsympathetic	anger	0.424	nesempatîk
fallacious	anger	0.424	xelet
greed	anger	0.424	çavtengî
defraud	anger	0.424	xapandin
banger	anger	0.424	banger
concealment	anger	0.424	veşartin
fuss	anger	0.424	fuss
exasperation	anger	0.424	acizbûn
disobedience	anger	0.424	asêtî
powerful	anger	0.424	erke
discontent	anger	0.424	nerazîbûn
indecency	anger	0.424	bêedebî
sedition	anger	0.422	sedition
deportation	anger	0.422	jicîkirinî
cracked	anger	0.422	şikestî
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	sarcasm
cur	anger	0.422	cur
misrepresented	anger	0.422	şaş kirin
annoyance	anger	0.422	hêrs
scar	anger	0.422	birîn
nettle	anger	0.422	nettle
banishment	anger	0.422	qedexekirin
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	penitentiary
penetration	anger	0.422	penetration
blatant	anger	0.420	blatant
force	anger	0.418	cebir
perverse	anger	0.415	perverse
wring	anger	0.415	wring
bastion	anger	0.413	bastion
grim	anger	0.413	hêrsane
moody	anger	0.412	moody
tiff	anger	0.412	tiff
nothappy	anger	0.412	ne kêfxweş
surly	anger	0.412	surly
sordid	anger	0.412	sordid
hunting	anger	0.411	nêçîrê
indenture	anger	0.410	indenture
forfeit	anger	0.409	winda kirin
areyoukiddingme	anger	0.409	heneka dikin
reproach	anger	0.409	şermezar kirin
sham	anger	0.409	sham
awful	anger	0.409	xofane
compulsion	anger	0.409	mecbûrî
implicate	anger	0.409	têkel kirin
contradict	anger	0.409	naqokîn
inept	anger	0.409	inept
supremacy	anger	0.409	serketinî
sneak	anger	0.409	bixwarvekişîn
disappoint	anger	0.409	şaşhiştin
blockade	anger	0.409	pêşgirtinî
detainee	anger	0.409	girtî
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	derewîn
rail	anger	0.406	hesinê tirêne
forsaken	anger	0.406	terikandin
cacophony	anger	0.406	kakofonî
antipathy	anger	0.406	antîpatî
wop	anger	0.406	wop
badger	anger	0.406	badger
tremor	anger	0.406	lerizîn
inequality	anger	0.406	newekhevî
delusion	anger	0.406	delusion
unthinkable	anger	0.406	hişnayê
onerous	anger	0.406	giran
wrongdoing	anger	0.406	xelet kirin
nuisance	anger	0.406	qeher
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epîdemîk
arguments	anger	0.404	argumentên
affront	anger	0.403	affront
traumatic	anger	0.402	trawmatîk
sodding	anger	0.400	sodding
libel	anger	0.400	fesadî
annoys	anger	0.400	aciz dike
soslow	anger	0.398	soslow
watchout	anger	0.398	şîyar bin
frenetic	anger	0.397	frenetic
remiss	anger	0.397	remiss
barge	anger	0.396	barbilindker
sue	anger	0.394	dozkirin
keyed	anger	0.394	kilît kirin
actionable	anger	0.394	çalakkirin
extinguish	anger	0.394	vemirînin
fraud	anger	0.394	qelpezanî
untoward	anger	0.394	untoward
illegal	anger	0.394	neqanûnî
nag	anger	0.394	nag
boxing	anger	0.394	boks
confiscate	anger	0.394	jidestgirtin
howl	anger	0.394	zûrîn
whatsthepoint	anger	0.394	çi xal
rabble	anger	0.394	rabble
unfriendly	anger	0.394	nedost
disrespect	anger	0.394	bêhurmetî
dangit	anger	0.394	dangit
brimstone	anger	0.392	kewçêr
dissolution	anger	0.391	hilweşandin
rigged	anger	0.391	rigged
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	erdhejî
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	bêbawerî
disagree	anger	0.389	lihevderneketin
lawsuit	anger	0.386	doz
disused	anger	0.382	bê bikaranîn
despair	anger	0.382	şaşmanî
immorality	anger	0.382	bêexlaqî
coerce	anger	0.379	cebirkirin
firstworldprobs	anger	0.379	yekem cîhana prob
touchy	anger	0.379	touchy
pokes	anger	0.379	pokes
falsification	anger	0.379	sextekarî
rifle	anger	0.379	tiving
sizzle	anger	0.379	sizzle
incurable	anger	0.379	saxnabe
difficulty	anger	0.379	astengî
sore	anger	0.379	birîn
picket	anger	0.378	picket
concussion	anger	0.377	mejîleqî
stuckup	anger	0.375	asê kirin
militia	anger	0.375	milîs
rawr	anger	0.375	rawr
faulty	anger	0.375	xeletî
sly	anger	0.375	qetya
disillusionment	anger	0.375	bêhêvîbûn
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	pitfall
infantile	anger	0.375	infantile
pessimism	anger	0.375	pessimîzm
remand	anger	0.375	ragirtin
cannon	anger	0.375	top
vindicate	anger	0.371	bingehkirin
inhibit	anger	0.371	asteng kirin
distressing	anger	0.371	xemgîn
nepotism	anger	0.371	nepotîzm
schizophrenia	anger	0.369	şîzofreniya
skewed	anger	0.368	xêz kirin
disreputable	anger	0.368	bêrûmet
forbidding	anger	0.368	qedexekirin
conquest	anger	0.367	dagirî
bark	anger	0.365	ewtînî
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	dilnerazîbûn
warrior	anger	0.364	şervan
barks	anger	0.364	bar dike
retarded	anger	0.364	paşketî
unhappy	anger	0.364	nebextîyar
burke	anger	0.364	burke
challenge	anger	0.364	meydanxwazî
belt	anger	0.364	qayiş
litigate	anger	0.359	dozkirin
paucity	anger	0.359	kêmasî
opinionated	anger	0.359	raman kirin
disliked	anger	0.359	neecibandin
aftermath	anger	0.359	paşê
restriction	anger	0.359	tengkirinî
cad	anger	0.359	cad
incompetence	anger	0.359	bêkêmasî
loudness	anger	0.359	bilindbûn
broken	anger	0.359	şikestî
polemic	anger	0.359	polemîk
sectarian	anger	0.359	mezhebî
controversial	anger	0.359	nakokî
interrupting	anger	0.358	qutkirin
fussy	anger	0.357	fussy
wench	anger	0.353	wenc
remove	anger	0.351	dûrxistin
brat	anger	0.351	brat
gruff	anger	0.351	gruff
misbehavior	anger	0.351	nebaş kirin
scarcity	anger	0.350	kêmasî
losing	anger	0.349	windakirin
stigma	anger	0.348	stigma
deserted	anger	0.348	çolê
timewasters	anger	0.348	timewasters
disagreement	anger	0.348	nerrîngûherrîç nerrînferqî
defect	anger	0.348	zirar
hardened	anger	0.348	hişk kirin
lie	anger	0.348	derew
ulcer	anger	0.348	werm
retract	anger	0.348	şûndekişandin
untrustworthy	anger	0.348	bêbawerî
pest	anger	0.348	bela
disappointed	anger	0.348	bêhêvî kirin
bias	anger	0.345	bias
negation	anger	0.344	înkarkirin
bothering	anger	0.344	aciz kirin
stripped	anger	0.344	tazî kirin
antisocial	anger	0.344	antîsosyal
pirate	anger	0.344	şêlevan
stingy	anger	0.344	stûr
shoddy	anger	0.344	şikestî
unreliable	anger	0.344	bêbawer
shaky	anger	0.344	shaky
misleading	anger	0.344	şaşrêkir
unsettled	anger	0.344	bêserûber
evade	anger	0.344	jêzîvirrîn
anxiety	anger	0.344	meraq
disclaim	anger	0.344	redkirin
deterioration	anger	0.344	xirabûna
impotence	anger	0.344	bêqûdretî
interminable	anger	0.343	bêdawî
disease	anger	0.341	nexweşî
meddle	anger	0.341	tevlihev kirin
warp	anger	0.340	warp
averse	anger	0.338	averse
infamous	anger	0.338	binav û deng
alcoholism	anger	0.338	alkolgirî
row	anger	0.337	dor
staticky	anger	0.336	staticky
illegitimate	anger	0.333	bêbavane
encumbrance	anger	0.333	encumbrance
witchcraft	anger	0.333	cadûtî
interrupt	anger	0.333	devjêberdan
scorpion	anger	0.333	dûpişk
ill	anger	0.333	nexweş
sinner	anger	0.331	gûnehkar
inconsiderate	anger	0.329	bêbal
hulk	anger	0.329	hulk
prohibited	anger	0.328	qedexe kirin
dashed	anger	0.328	şikestî
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	betal kirin
spammers	anger	0.328	spammers
phony	anger	0.328	sexte
tighten	anger	0.328	vekişandin
dislocated	anger	0.328	ji cih bûne
scapegoat	anger	0.328	bizinê qirkirinê
victim	anger	0.328	qûrban
opponent	anger	0.328	dijmin
hiss	anger	0.328	zîzdan
crusade	anger	0.328	meşa xaçî
grumpy	anger	0.328	mirmirrok
resisting	anger	0.328	berxwedan
inappropriate	anger	0.324	neguncaw
haye	anger	0.324	haye
loss	anger	0.324	winda
trickery	anger	0.324	xapandin
eschew	anger	0.324	dûrketin
neglected	anger	0.324	îhmal kirin
canker	anger	0.323	canker
muff	anger	0.318	muff
crunch	anger	0.318	crunch
duplicity	anger	0.318	dubendî
criticism	anger	0.318	rexne
queues	anger	0.318	dorên
shriek	anger	0.316	shriek
depreciate	anger	0.315	bêqîmet kirin
dismissal	anger	0.312	berdanî
chaff	anger	0.312	caff
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	bêmalî
carelessness	anger	0.312	jiseravêtinî
deflate	anger	0.312	deflate
dumps	anger	0.312	avêtin
dupe	anger	0.312	dupe
mortality	anger	0.312	mirinê
revving	anger	0.309	revving
disallowed	anger	0.308	nepejirandin
boisterous	anger	0.307	boisterous
thoughtless	anger	0.307	bêheş
burial	anger	0.304	binerdkirinî
wince	anger	0.303	wince
theocratic	anger	0.303	teokratîk
sullen	anger	0.303	lal
involution	anger	0.300	involution
misuse	anger	0.297	bedkaranîn
taxed	anger	0.297	bac kirin
senseless	anger	0.297	bêhîs
talons	anger	0.297	talons
stalemate	anger	0.297	sekinî
getyourown	anger	0.297	getyourown
hoax	anger	0.297	hoax
depreciated	anger	0.297	bêqîmet kirin
depressed	anger	0.297	depresyon
wasteful	anger	0.297	xûrdewar
paralysis	anger	0.295	felcî
displaced	anger	0.294	koç kirin
limited	anger	0.292	sînorkirî
disapointment	anger	0.290	bêhêvîbûn
orc	anger	0.289	orc
ridiculous	anger	0.289	pêkenî
homeless	anger	0.288	bêmal
spine	anger	0.288	movik
teasing	anger	0.288	teşhîr kirin
presumptuous	anger	0.288	pozbilind
react	anger	0.288	bersivkirin
sharpen	anger	0.288	tûjkirin
barrier	anger	0.287	bend
hoot	anger	0.287	hoot
twitchy	anger	0.287	twitchy
myopia	anger	0.283	myopia
flexin	anger	0.281	flexin
lagging	anger	0.281	lagging
contraband	anger	0.281	malê reş
incompatible	anger	0.281	lihevnehat
shiver	anger	0.281	cirifîn
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	veqetîne
delinquent	anger	0.281	sûcdar
restitution	anger	0.281	vegerandin
foray	anger	0.279	foray
troll	anger	0.279	troll
unfairness	anger	0.279	neheqî
buffering	anger	0.279	tamponkirin
noncompliance	anger	0.279	nelihevkirin
nether	anger	0.278	nether
bogus	anger	0.273	sexte
immaturity	anger	0.273	xavîtî
uncaring	anger	0.273	bê xem
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	feisty
shock	anger	0.269	hûrmik
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	femînîzmê
inoperative	anger	0.266	nexebitî
bear	anger	0.266	hirç
inconvenient	anger	0.266	neerzan
latent	anger	0.266	latent
defendant	anger	0.266	gilîdar
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rapping
pry	anger	0.266	pry
quandary	anger	0.266	quandary
interrupts	anger	0.265	dibire
fluctuation	anger	0.265	hejînî
exaggerate	anger	0.263	niqirandin
lose	anger	0.261	windakirin
patter	anger	0.258	patter
furnace	anger	0.258	tenûra sinaî
stone	anger	0.258	kevir
tease	anger	0.258	tewzpêkirin
shoplifting	anger	0.258	dikana dikanan
soldier	anger	0.258	leşker
incompetent	anger	0.257	bêkêr
indoctrination	anger	0.255	indoktrînasyon
rocket	anger	0.250	rakêt
skid	anger	0.250	skid
noisy	anger	0.250	dengbilind
notoriety	anger	0.250	notoriety
cane	anger	0.250	lûle
unfollow	anger	0.250	neşopînin
tripping	anger	0.250	tripping
attentionseeker	anger	0.250	baldarker
mastery	anger	0.250	hostatî
socialist	anger	0.250	sosyalîst
falsehood	anger	0.250	derewîn
complicate	anger	0.250	astengkirin
lawyer	anger	0.250	parêzkar
untrue	anger	0.250	nerast
nonsense	anger	0.250	vala
pouting	anger	0.250	pouting
witch	anger	0.242	cadû
detract	anger	0.242	detract
obstacle	anger	0.242	manî
halter	anger	0.242	halter
fenced	anger	0.242	dorpêçkirin
capslock	anger	0.242	capslock
dontunderstand	anger	0.242	fêm nakin
vampire	anger	0.242	vampire
ringer	anger	0.242	ringer
frowning	anger	0.239	rûkenî
saber	anger	0.238	saber
hunger	anger	0.235	birçîtî
shell	anger	0.234	legan
wokemeup	anger	0.234	şiyarbûn
recession	anger	0.234	karxerabî
failing	anger	0.234	têkçûn
dabbling	anger	0.234	dabbling
politics	anger	0.234	sîyaset
lava	anger	0.234	lawa
rascal	anger	0.234	rascal
imtryingtosleep	anger	0.234	di xew de neçû
tariff	anger	0.234	nasdanî
undesirable	anger	0.231	nexwestî
darkness	anger	0.227	tarîtî
versus	anger	0.227	beramber
copycat	anger	0.227	copycat
resign	anger	0.227	xwe bişûndekişandin
soaked	anger	0.226	şil kirin
unfulfilled	anger	0.225	pêknehatî
abandoned	anger	0.222	terikandin
unattainable	anger	0.221	negihîştî
owing	anger	0.221	deyndar
bankruptcy	anger	0.221	îflas
misconception	anger	0.219	têgihîştina şaş
tool	anger	0.219	hacet
warden	anger	0.219	bervan
compress	anger	0.219	tîrkirin
mosquito	anger	0.219	pêşû
whiny	anger	0.219	whiny
somethingigetalot	anger	0.219	tiştekigetalot
confusion	anger	0.219	tevlihev
unhelpful	anger	0.219	bêalîkar
twitching	anger	0.219	twitching
nosey	anger	0.213	bimiraq
overpriced	anger	0.212	zêde biha
adder	anger	0.212	adder
harry	anger	0.212	harry
shortage	anger	0.212	kêmasî
melodrama	anger	0.212	melodrama
possession	anger	0.206	hebûnî
desert	anger	0.206	çol
overplayed	anger	0.206	zêde lîstin
unpaid	anger	0.203	bêpere
powerless	anger	0.203	bêerk
sentence	anger	0.203	biryar
inefficient	anger	0.203	bêkêr
arraignment	anger	0.203	arraignment
pout	anger	0.203	pout
unlucky	anger	0.203	nebextîyar
rook	anger	0.203	rook
backbone	anger	0.203	wersel
uninvited	anger	0.203	nexwendî
court	anger	0.199	dadgeh
endless	anger	0.198	bêdawî
adverts	anger	0.197	reklaman dike
distracted	anger	0.197	bal kişand
delay	anger	0.197	derengxistin
misstatement	anger	0.197	xeletî
misunderstanding	anger	0.195	şaştêhihîştî
inadmissible	anger	0.191	nayê qebûlkirin
excite	anger	0.191	acizbûn
lightning	anger	0.189	brûsk
preclude	anger	0.188	asteng kirin
mournful	anger	0.188	xemgîn
insecure	anger	0.188	xwenebawer
incase	anger	0.188	eger
mutter	anger	0.182	mutter
pare	anger	0.182	pare
rating	anger	0.182	rating
claimant	anger	0.182	daxwazkir
insist	anger	0.182	liserekinîn
mistress	anger	0.182	mîr
distracting	anger	0.182	bal kişand
opium	anger	0.180	afyon
deserve	anger	0.176	qezenckirin
willful	anger	0.176	serhişk
treat	anger	0.175	dermankirin
insists	anger	0.175	israr dike
excitation	anger	0.172	heyecan
mighty	anger	0.172	erkî
liberate	anger	0.172	rizgarkirin
indecisive	anger	0.172	bêbiryar
hormonal	anger	0.172	hormonal
peice	anger	0.172	peice
gibberish	anger	0.172	gibberish
misplace	anger	0.172	şermezarketin
fee	anger	0.172	xerc
thanksalot	anger	0.172	gelek spas
fleece	anger	0.172	fleece
yelp	anger	0.168	yelp
mule	anger	0.167	ker
unequal	anger	0.167	newekhev
hamstring	anger	0.167	hemstring
bargaining	anger	0.167	bazarkirin
insufficiency	anger	0.167	kêmasî
insignificant	anger	0.167	bêqîmet
attentionseekers	anger	0.163	baldaran
coop	anger	0.156	coop
rheumatism	anger	0.156	romatîzma
forearm	anger	0.156	binçeng
indifference	anger	0.156	xemsariyê
underpaid	anger	0.152	kêm pere dan
involvement	anger	0.152	linavketinî
justthebeginning	anger	0.152	tenê destpêk
disinformation	anger	0.152	dezenformasyon
uncertain	anger	0.152	bêgûman
bee	anger	0.152	mêşa hûngiv
attorney	anger	0.152	parêzvan
pretending	anger	0.152	îdia kirin
campaigning	anger	0.151	kampanya kirin
hopelessness	anger	0.149	bêhêvîbûn
feeling	anger	0.147	his
legalized	anger	0.145	qanûnî kirin
caution	anger	0.145	baldaynî
sterling	anger	0.141	sterlîn
morals	anger	0.141	exlaqî
subsidy	anger	0.141	alî
obliging	anger	0.141	mecbûr kirin
wimpy	anger	0.140	wimpy
bummer	anger	0.139	bummer
saloon	anger	0.136	salon
blemish	anger	0.136	kêmasî
misspell	anger	0.136	şaşnivîsîn
repay	anger	0.136	dirav şûndedayin
surcharge	anger	0.136	pêdan
geez	anger	0.136	geez
birch	anger	0.135	birch
noob	anger	0.133	noob
honk	anger	0.133	honk
orchestra	anger	0.132	koma muzîkê
wireless	anger	0.125	bêtêl
competitive	anger	0.125	qabilî şertgirtinê
standstill	anger	0.125	rawestandin
inattention	anger	0.121	bêhişkirin
reversal	anger	0.121	tersî
lace	anger	0.118	ser
elbow	anger	0.117	enîşk
instinctive	anger	0.112	hîssî
chant	anger	0.111	sing
gnome	anger	0.109	gnome
lonely	anger	0.109	tenê
tolerate	anger	0.106	bêhnfirgirtin
management	anger	0.102	serekî
advocacy	anger	0.100	parêzvanî
moral	anger	0.094	rûhî
roadworks	anger	0.091	karên rê
honest	anger	0.087	dilpaqij
gent	anger	0.076	gent
forgetful	anger	0.076	bîrker
liquor	anger	0.075	alkolî
money	anger	0.074	dirav
hood	anger	0.071	kûmik
curriculum	anger	0.063	mufredata
words	anger	0.062	peyvên
smell	anger	0.061	bîn
playful	anger	0.061	lîstikî
opera	anger	0.061	opîra
elf	anger	0.061	elf
nurture	anger	0.059	mezinkirin
trumpet	anger	0.059	trompêt
counsellor	anger	0.059	pêşnîyarvan
asleeep	anger	0.059	di xew de
birthplace	anger	0.051	cihê jidayikbûnê
ribbon	anger	0.047	bant
youth	anger	0.045	ciwanan
vote	anger	0.045	deng
cash	anger	0.039	perê pêşîn
wannasleep	anger	0.031	wannasleep
waffle	anger	0.030	waffle
dame	anger	0.030	dame
buffet	anger	0.029	bufeya
celebrity	anger	0.026	celebrity
sisterhood	anger	0.015	xwişkbûn
autocorrect	anger	0.015	autocorrect
musical	anger	0.011	mûsîqî
tree	anger	0.000	dar
anticipation	anticipation	0.859	payinî
excited	anticipation	0.859	aciz
excitement	anticipation	0.820	qehirîn
anticipate	anticipation	0.820	payin
eagerness	anticipation	0.812	dilxwazî
exciting	anticipation	0.797	heyecanda
expectant	anticipation	0.789	hêvîdar
thrilling	anticipation	0.781	heyecan
hope	anticipation	0.773	hêvî
