English Word	Emotion	Emotion-Intensity-Score	Sinhala Word
renegade	anger	0.529	කැරලිකාර
cantstandit	anger	0.529	දරාගත නොහැක
trespass	anger	0.529	අනවසරයෙන් ඇතුළුවීම
hot	anger	0.529	උණුසුම්
prison	anger	0.529	බන්ධනාගාර
suicide	anger	0.521	සියදිවි නසා ගැනීම
annoy	anger	0.520	කරදර කරනවා
leavemealone	anger	0.517	මට තනිවම ඉන්න දෙන්න
cretins	anger	0.516	ක්රේටින්ස්
depravity	anger	0.516	දුෂ්චරිතය
idiotic	anger	0.516	මුග්ධ
dishonest	anger	0.516	වංක
distrust	anger	0.516	අවිශ්වාසය
broil	anger	0.516	බ්රොයිල්
grrr	anger	0.516	grrr
criticize	anger	0.516	විවේචනය කරනවා
inimical	anger	0.516	සතුරු
tortious	anger	0.516	කටුක
prisoner	anger	0.516	සිරකරුවා
treason	anger	0.516	දේශද්රෝහීත්වය
divorce	anger	0.516	දික්කසාදය
venting	anger	0.516	වාතාශ්රය
duress	anger	0.516	බල කිරීම
disrespectful	anger	0.516	අගෞරවනීය
poaching	anger	0.515	දඩයම් කිරීම
scold	anger	0.515	බනිනවා
poachers	anger	0.515	දඩයම්කරුවන්
pow	anger	0.515	පව්
hangry	anger	0.515	බඩගිනියි
argumentation	anger	0.515	තර්ක කිරීම
frustrating	anger	0.515	කලකිරෙනවා
unkind	anger	0.515	අකාරුණික
roar	anger	0.515	කෑගසනවා
coercion	anger	0.515	බල කිරීම
unforgiving	anger	0.515	සමාව නොදෙන
grump	anger	0.515	ගැරහීම
bile	anger	0.515	පිත
unleash	anger	0.515	මුදාහරිනවා
chaos	anger	0.515	අවුල්
victimized	anger	0.515	වින්දිතයි
jerks	anger	0.515	jerks
tussle	anger	0.514	දබරය
bane	anger	0.511	තහනම්
accusation	anger	0.510	චෝදනාව
enmity	anger	0.510	සතුරුකම
repudiation	anger	0.510	ප්රතික්ෂේප කිරීම
banish	anger	0.509	පිටුවහල් කරන්න
disfigured	anger	0.508	විරූපී
storm	anger	0.507	කුණාටුව
crazy	anger	0.500	පිස්සු
hammering	anger	0.500	මිටි පහර
defy	anger	0.500	ප්‍රතික්ෂේප කරනවා
antithesis	anger	0.500	ප්රතිවිරෝධය
scoff	anger	0.500	සමච්චල් කරනවා
anguish	anger	0.500	වේදනාව
confined	anger	0.500	සීමා කර ඇත
fear	anger	0.500	බිය
bout	anger	0.500	සටන
unruly	anger	0.500	නොහික්මුණු
delusional	anger	0.500	මුළාවකි
obstruct	anger	0.500	බාධා කරනවා
possessed	anger	0.500	හිමිකරගෙන ඇත
injustice	anger	0.500	අයුක්තිය
fervor	anger	0.500	උද්යෝගය
spear	anger	0.500	හෙල්ලය
derision	anger	0.500	උපහාසය
intractable	anger	0.500	අසීමිත
reject	anger	0.500	ප්රතික්ෂේප කරනවා
dominate	anger	0.500	ආධිපත්යය දරයි
ordeal	anger	0.500	පීඩාව
banished	anger	0.500	පිටුවහල් කළා
rejects	anger	0.500	ප්රතික්ෂේප කරයි
shun	anger	0.500	වැළකී සිටින්න
brunt	anger	0.500	දැඩි
derogation	anger	0.500	අවමානයට ලක් කිරීම
frenzied	anger	0.500	වියරුවෙන්
animus	anger	0.500	සජීවී
suppression	anger	0.500	මර්දනය
malpractice	anger	0.500	අක්රමිකතා
brazen	anger	0.500	නිර්ලජ්ජිත
foaming	anger	0.500	පෙණ දමයි
disrupting	anger	0.500	බාධා කරනවා
nobodycares	anger	0.500	කිසිවෙකු ගණන් ගන්නේ නැත
patronising	anger	0.500	අනුග්රහය දක්වයි
getoveryourself	anger	0.495	ඔබම ලබාගන්න
toughness	anger	0.492	දැඩි බව
stupidpeople	anger	0.492	මෝඩ මිනිස්සු
madness	anger	0.491	පිස්සුව
sinful	anger	0.491	පව්කාර
avarice	anger	0.490	ලෝභකම
oppress	anger	0.490	පීඩාවට පත් කරනවා
cutting	anger	0.485	කැපීම
anathema	anger	0.485	අනාත්මය
annoyed	anger	0.485	කෝපයට පත් විය
dissident	anger	0.485	විසංවාදී
demand	anger	0.485	ඉල්ලුම
usurp	anger	0.485	පැහැර ගැනීම
claw	anger	0.485	නියපොතුව
alienate	anger	0.485	විරසක කරනවා
infraction	anger	0.485	උල්ලංඝනය
avenger	anger	0.485	පළිගන්නවා
revoke	anger	0.485	අවලංගු කරන්න
smuggler	anger	0.485	ජාවාරම්කාරයා
abolish	anger	0.485	ඉවත් කරනවා
fricking	anger	0.485	fricking
stayaway	anger	0.485	ඈත් වෙලා ඉන්න
pervert	anger	0.485	විකෘති
disservice	anger	0.485	අයුතුකම
disobedient	anger	0.485	අකීකරු
incest	anger	0.485	අනියම් සබඳතා
complaint	anger	0.485	පැමිණිල්ලක්
disapproved	anger	0.485	අනුමත නොකරන ලදී
inhuman	anger	0.485	අමානුෂිකයි
mocking	anger	0.484	සමච්චල් කරනවා
penalty	anger	0.484	දඬුවම්
renounce	anger	0.484	අත්හරිනවා
restrain	anger	0.484	සීමා කරන්න
upheaval	anger	0.484	කැලඹීම
deceit	anger	0.484	වංචාව
obnoxious	anger	0.484	පිළිකුල් සහගතය
imprisoned	anger	0.484	සිරගත කළා
strained	anger	0.484	වික්රියා
blame	anger	0.484	දොස්
oust	anger	0.484	නෙරපා හරිනවා
litigious	anger	0.484	නඩුකාර
rivalry	anger	0.484	එදිරිවාදිකම්
sucker	anger	0.484	උරා බොන
opposed	anger	0.484	විරුද්ධ වුණා
thresh	anger	0.484	කමත
disgrace	anger	0.484	නින්දාව
suspicious	anger	0.484	සැක සහිතයි
turbulence	anger	0.483	කැළඹීම
pound	anger	0.481	පවුම්
coldness	anger	0.477	සීතල බව
ungrateful	anger	0.472	අකෘතඥ ය
stoopid	anger	0.471	මෝඩ
battalion	anger	0.471	බලඇණිය
feudalism	anger	0.470	වැඩවසම්වාදය
hostage	anger	0.470	ප්රාණ ඇපකරු
annoying	anger	0.470	කරදරකාරී
dispossessed	anger	0.470	නෙරපා හරින ලදී
subversion	anger	0.470	යටපත් කිරීම
friction	anger	0.470	ඝර්ෂණය
jealous	anger	0.470	ඊර්ෂ්යාව
adversity	anger	0.470	විපත්ති
infidel	anger	0.470	අවිශ්වාසවන්ත
gall	anger	0.470	පිත්තාශය
accuser	anger	0.470	චෝදනා කරන්නා
ram	anger	0.470	RAM
armament	anger	0.470	ආයුධ
thump	anger	0.469	thump
dislike	anger	0.469	අකමැතියි
steal	anger	0.469	සොරකම් කරනවා
backoff	anger	0.469	අහකට වෙන්න
stifled	anger	0.469	හිරවෙලා
incite	anger	0.469	උසිගන්වන්න
distress	anger	0.469	පීඩාව
angermanagement	anger	0.469	කෝපය කළමනාකරණය
selfish	anger	0.469	ආත්මාර්ථකාමී
injury	anger	0.469	තුවාලය
exile	anger	0.469	පිටුවහල් කිරීම
insanity	anger	0.469	උමතුව
offense	anger	0.469	වරදක්
objection	anger	0.469	විරෝධය
smother	anger	0.469	smother
disruption	anger	0.469	කඩාකප්පල් කිරීම
intolerance	anger	0.469	නොඉවසීම
disobey	anger	0.469	අකීකරු වෙනවා
selfishness	anger	0.469	ආත්මාර්ථකාමිත්වය
recidivism	anger	0.469	පුනරාවර්තනය
subversive	anger	0.469	කඩාකප්පල්කාරී
huff	anger	0.469	හෆ්
plunder	anger	0.469	කොල්ලකෑම
opposition	anger	0.469	විපක්ෂ
complain	anger	0.469	පැමිණිලි
perpetrator	anger	0.469	අපරාධකාරයා
simmer	anger	0.469	simmer
areyoukidding	anger	0.468	ඔයා විහිළු කරනවාද
mug	anger	0.467	මග්
agony	anger	0.465	වේදනාව
arrogant	anger	0.461	අහංකාරයි
sux	anger	0.456	sux
vent	anger	0.456	වාතාශ්රය
elimination	anger	0.456	තුරන් කිරීම
picketing	anger	0.456	පිකට් කරනවා
haughty	anger	0.456	උඩඟු
grated	anger	0.455	ගාන ලද
flagrant	anger	0.455	පැහැපත්
busted	anger	0.455	කඩා වැටුණා
crabby	anger	0.455	කකුළුවන්
dying	anger	0.455	මිය යනවා
idiocy	anger	0.455	මෝඩකම
impermeable	anger	0.455	අපිරිසිදු
stubbed	anger	0.455	stubbed
illegality	anger	0.455	නීති විරෝධී බව
veto	anger	0.455	නිෂේධ බලය
constraint	anger	0.455	සීමා කිරීම
mislead	anger	0.455	නොමඟ යවනවා
illicit	anger	0.455	නීති විරෝධී
troublesome	anger	0.455	කරදරකාරී
clamor	anger	0.455	ඝෝෂාව
bayonet	anger	0.453	බයිනෙත්තු
suppress	anger	0.453	යටපත් කරනවා
intense	anger	0.453	දැඩි
displeased	anger	0.453	අසතුටුයි
disapproving	anger	0.453	අනුමත නොකරන
hysterical	anger	0.453	හිස්ටරිකයි
struggle	anger	0.453	අරගලය
godless	anger	0.453	දේවත්වයෙන් තොර
desist	anger	0.453	නවත්වන්න
usurped	anger	0.453	පැහැර ගත්තා
despotism	anger	0.453	ඒකාධිපතිවාදය
disagreeing	anger	0.453	එකඟ නොවීම
bad	anger	0.453	නරක
unlawful	anger	0.451	නීති විරෝධී
wrongly	anger	0.448	වැරදි ලෙස
repellent	anger	0.442	විකර්ෂක
dishonor	anger	0.441	අගෞරවය
psychosis	anger	0.441	මනෝවිකාර
wasted	anger	0.441	නාස්ති කළා
wrongful	anger	0.441	වැරදියි
foe	anger	0.441	සතුරා
aversion	anger	0.440	පිළිකුල
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	නකල්ස්
ultimatum	anger	0.439	අවසාන නිවේදනය
schism	anger	0.439	භේදය
upset	anger	0.439	කලබලය
effigy	anger	0.439	ප්රතිමාව
punitive	anger	0.439	දණ්ඩනීය
worthless	anger	0.438	වටිනාකමක් නැති
separatist	anger	0.438	බෙදුම්වාදී
ransom	anger	0.438	කප්පම්
deny	anger	0.438	ප්‍රතික්ෂේප කරනවා
fugitive	anger	0.438	පලාගිය
mucked	anger	0.438	මඩ ගැහුවා
abandonment	anger	0.438	අත්හැරීම
irritation	anger	0.438	කෝපයක්
deleterious	anger	0.438	විනාශකාරී
stupidity	anger	0.438	මෝඩකම
segregate	anger	0.437	වෙන් කරන්න
oblivion	anger	0.437	අමතක වීම
payback	anger	0.436	ආපසු ගෙවීම
incongruous	anger	0.435	නොගැලපෙන
eviction	anger	0.435	නෙරපා හැරීම
collusion	anger	0.432	කුමන්ත්රණය
rob	anger	0.431	කොල්ලකනවා
ravenous	anger	0.429	කපුටන්
overrun	anger	0.429	ඉක්මවා යයි
infidelity	anger	0.429	අවිශ්වාසය
harbinger	anger	0.426	පෙරනිමිති
painful	anger	0.426	වේදනාකාරී
getoverit	anger	0.426	ලබා ගැනීම
martial	anger	0.426	යුධ
rejection	anger	0.426	ප්රතික්ෂේප කිරීම
incredulous	anger	0.426	ඇදහිය නොහැකි ය
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	ආරක්ෂක
enforce	anger	0.424	බලාත්මක කරන්න
commotion	anger	0.424	කලබලය
censor	anger	0.424	වාරණය
gonorrhea	anger	0.424	ගොනෝරියා
fraudulent	anger	0.424	වංචනික
unsympathetic	anger	0.424	අනුකම්පා විරහිත
fallacious	anger	0.424	ව්යාජ
greed	anger	0.424	තණ්හාව
defraud	anger	0.424	වංචා කරනවා
banger	anger	0.424	බැන්ගර්
concealment	anger	0.424	සැඟවීම
fuss	anger	0.424	කලබල
exasperation	anger	0.424	උද්දීපනය
disobedience	anger	0.424	අකීකරුකම
powerful	anger	0.424	බලවත්
discontent	anger	0.424	අතෘප්තිය
indecency	anger	0.424	අශිෂ්ටත්වය
sedition	anger	0.422	දේශද්රෝහීත්වය
deportation	anger	0.422	පිටුවහල් කිරීම
cracked	anger	0.422	ඉරිතලා
bang	anger	0.422	බං
barb	anger	0.422	බාර්බ්
duel	anger	0.422	ද්වන්ද සටන
sarcasm	anger	0.422	උපහාසය
cur	anger	0.422	cur
misrepresented	anger	0.422	වැරදි ලෙස නිරූපණය කර ඇත
annoyance	anger	0.422	කරදරය
scar	anger	0.422	කැළලක්
nettle	anger	0.422	nettle
banishment	anger	0.422	පිටුවහල් කිරීම
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	සිරගෙදර
penetration	anger	0.422	විනිවිද යාම
blatant	anger	0.420	නිර්ලජ්ජිත
force	anger	0.418	බලය
perverse	anger	0.415	විකෘති
wring	anger	0.415	wring
bastion	anger	0.413	බලකොටුව
grim	anger	0.413	දරුණු
moody	anger	0.412	චිත්තවේගීය
tiff	anger	0.412	tiff
nothappy	anger	0.412	සතුටු නෑ
surly	anger	0.412	surly
sordid	anger	0.412	නරකයි
hunting	anger	0.411	දඞයම
indenture	anger	0.410	ගිවිසුම්ගත
forfeit	anger	0.409	අහිමි
areyoukiddingme	anger	0.409	ඔයා මට විහිළු කරනව ද
reproach	anger	0.409	නින්දා කිරීම
sham	anger	0.409	ව්යාජය
awful	anger	0.409	භයානකයි
