English Word	Emotion	Emotion-Intensity-Score	Persian Word
upheaval	anger	0.484	آشوب
deceit	anger	0.484	فریب
obnoxious	anger	0.484	ناراحت کننده - شدیدا ناخوشایند
imprisoned	anger	0.484	زندانی شده است
strained	anger	0.484	تحت فشار قرار گرفته است
blame	anger	0.484	سرزنش کردن
oust	anger	0.484	اخراج کردن
litigious	anger	0.484	دعوی
rivalry	anger	0.484	رقابت
sucker	anger	0.484	مکنده
opposed	anger	0.484	مخالف
thresh	anger	0.484	کوبیدن
disgrace	anger	0.484	رسوایی
suspicious	anger	0.484	مشکوک
turbulence	anger	0.483	تلاطم
pound	anger	0.481	پوند
coldness	anger	0.477	سردی
ungrateful	anger	0.472	ناسپاس
stoopid	anger	0.471	خمیده
battalion	anger	0.471	گردان
feudalism	anger	0.470	فئودالیسم
hostage	anger	0.470	گروگان
annoying	anger	0.470	مزاحم
dispossessed	anger	0.470	خلع ید شده
subversion	anger	0.470	براندازی
friction	anger	0.470	اصطکاک
jealous	anger	0.470	حسود
adversity	anger	0.470	ناملایمات
infidel	anger	0.470	کافر
gall	anger	0.470	صفرا
accuser	anger	0.470	متهم کننده
ram	anger	0.470	رم
armament	anger	0.470	تسلیحات
thump	anger	0.469	ضربه زدن
dislike	anger	0.469	دوست نداشتن
steal	anger	0.469	کش رفتن
backoff	anger	0.469	بکش کنار
stifled	anger	0.469	خفه شده
incite	anger	0.469	تحریک کردن
distress	anger	0.469	پریشانی
angermanagement	anger	0.469	مدیریت خشم
selfish	anger	0.469	خود خواه
injury	anger	0.469	صدمه
exile	anger	0.469	تبعید
insanity	anger	0.469	جنون
offense	anger	0.469	توهین
objection	anger	0.469	اعتراض
smother	anger	0.469	خفه کردن
disruption	anger	0.469	قطع
intolerance	anger	0.469	عدم تحمل
disobey	anger	0.469	نافرمانی
selfishness	anger	0.469	خودخواهی
recidivism	anger	0.469	تکرار جرم
subversive	anger	0.469	برانداز
huff	anger	0.469	هوف
plunder	anger	0.469	غارت کردن
opposition	anger	0.469	مخالفت
complain	anger	0.469	شكايت كردن
perpetrator	anger	0.469	مرتکب
simmer	anger	0.469	جوشیدن
areyoukidding	anger	0.468	شوخی می کنی
mug	anger	0.467	لیوان
agony	anger	0.465	عذاب
arrogant	anger	0.461	مغرور
sux	anger	0.456	سوکس
vent	anger	0.456	تهویه
elimination	anger	0.456	حذف
picketing	anger	0.456	اعتصاب
haughty	anger	0.456	مغرور
grated	anger	0.455	رنده شده
flagrant	anger	0.455	آشکار
busted	anger	0.455	منهدم شد
crabby	anger	0.455	خرچنگ
dying	anger	0.455	در حال مرگ
idiocy	anger	0.455	حماقت
impermeable	anger	0.455	غیر قابل نفوذ
stubbed	anger	0.455	خمیده
illegality	anger	0.455	غیر قانونی بودن
veto	anger	0.455	وتو
constraint	anger	0.455	محدودیت
mislead	anger	0.455	گمراه کردن
illicit	anger	0.455	قاچاق
troublesome	anger	0.455	دردسر ساز
clamor	anger	0.455	سر و صدا
bayonet	anger	0.453	سرنیزه
suppress	anger	0.453	سرکوب کردن
intense	anger	0.453	شدید، قوی
displeased	anger	0.453	ناراضی
disapproving	anger	0.453	عدم تایید
hysterical	anger	0.453	هیستریک
struggle	anger	0.453	تقلا
godless	anger	0.453	بی خدا
desist	anger	0.453	دست کشیدن
usurped	anger	0.453	غصب کرد
despotism	anger	0.453	استبداد
disagreeing	anger	0.453	مخالفت کردن
bad	anger	0.453	بد
unlawful	anger	0.451	غیر قانونی
wrongly	anger	0.448	به اشتباه
repellent	anger	0.442	دافع
dishonor	anger	0.441	بی حرمتی
psychosis	anger	0.441	روان پریشی
wasted	anger	0.441	هدر رفته
wrongful	anger	0.441	نادرست
foe	anger	0.441	دشمن
aversion	anger	0.440	بیزاری
gahhh	anger	0.439	گاهه
knuckles	anger	0.439	بند انگشت
ultimatum	anger	0.439	اولتیماتوم
schism	anger	0.439	شقاق
upset	anger	0.439	ناراحت
effigy	anger	0.439	تجسم
punitive	anger	0.439	تنبیهی
worthless	anger	0.438	بی ارزش
separatist	anger	0.438	جدایی طلب
ransom	anger	0.438	فدیه
deny	anger	0.438	انکار
fugitive	anger	0.438	فراری
mucked	anger	0.438	گنده شده
abandonment	anger	0.438	رها شدن
irritation	anger	0.438	تحریک
deleterious	anger	0.438	زیان آور
stupidity	anger	0.438	حماقت
segregate	anger	0.437	جدا کردن
oblivion	anger	0.437	فراموشی
payback	anger	0.436	بازپرداخت
incongruous	anger	0.435	ناهمخوان
eviction	anger	0.435	اخراج
collusion	anger	0.432	تبانی
rob	anger	0.431	غارت
ravenous	anger	0.429	بسیار گرسنه
overrun	anger	0.429	بیش از حد
infidelity	anger	0.429	خیانت
harbinger	anger	0.426	منادی
painful	anger	0.426	دردناک
getoverit	anger	0.426	بیش از حد
martial	anger	0.426	رزمی
rejection	anger	0.426	طرد شدن
incredulous	anger	0.426	بی اعتقاد
stupidrain	anger	0.426	احمقانه
defense	anger	0.425	دفاع
enforce	anger	0.424	اجرا کنند
commotion	anger	0.424	هیاهو
censor	anger	0.424	سانسور
gonorrhea	anger	0.424	سوزاک
fraudulent	anger	0.424	جعلی
unsympathetic	anger	0.424	بی همدردی
fallacious	anger	0.424	سفسطه امیز
greed	anger	0.424	طمع
defraud	anger	0.424	فريب دادن
banger	anger	0.424	بانگ
concealment	anger	0.424	پنهان کاری
fuss	anger	0.424	سر و صدا
exasperation	anger	0.424	عصبانیت
disobedience	anger	0.424	نافرمانی
powerful	anger	0.424	قدرتمند
discontent	anger	0.424	نارضایتی
indecency	anger	0.424	بی حیایی
sedition	anger	0.422	فتنه
deportation	anger	0.422	تبعید
cracked	anger	0.422	ترک خورده
bang	anger	0.422	انفجار
barb	anger	0.422	خار
duel	anger	0.422	دوئل
sarcasm	anger	0.422	طعنه
cur	anger	0.422	درمان
misrepresented	anger	0.422	اشتباه ارائه شده است
annoyance	anger	0.422	مزاحمت
scar	anger	0.422	جای زخم
nettle	anger	0.422	گزنه
banishment	anger	0.422	تبعید
snubbed	anger	0.422	طرد شد
penitentiary	anger	0.422	ندامتگاه
penetration	anger	0.422	نفوذ
blatant	anger	0.420	آشکار
force	anger	0.418	زور
perverse	anger	0.415	منحرف
wring	anger	0.415	فشار دادن
bastion	anger	0.413	سنگر
grim	anger	0.413	تلخ
moody	anger	0.412	بد خلق
tiff	anger	0.412	تیف
nothappy	anger	0.412	ناراضی
surly	anger	0.412	ترسناک
sordid	anger	0.412	دون؛ پست
hunting	anger	0.411	شکار
indenture	anger	0.410	قرارداد
forfeit	anger	0.409	از دست دادن
areyoukiddingme	anger	0.409	دارم میخوای
reproach	anger	0.409	سرزنش
sham	anger	0.409	شام
awful	anger	0.409	خیلی بد و ناخوشایند
compulsion	anger	0.409	اجبار
implicate	anger	0.409	دخیل کردن
contradict	anger	0.409	تناقض دارند
inept	anger	0.409	بی منطق
supremacy	anger	0.409	برتری
sneak	anger	0.409	یواشکی
disappoint	anger	0.409	ناامید کردن
blockade	anger	0.409	محاصره
detainee	anger	0.409	بازداشتی
cantwin	anger	0.409	کانتوین
squelch	anger	0.409	خفه کردن
lying	anger	0.408	دروغ گویی
rail	anger	0.406	ریل
forsaken	anger	0.406	رها شده
cacophony	anger	0.406	کاکافونی
antipathy	anger	0.406	انزجار
wop	anger	0.406	وای
badger	anger	0.406	گورکن
tremor	anger	0.406	لرزش
inequality	anger	0.406	نابرابری
delusion	anger	0.406	توهم
unthinkable	anger	0.406	غیر قابل تصور
onerous	anger	0.406	طاقت فرسا
wrongdoing	anger	0.406	انجام اشتباه
nuisance	anger	0.406	مزاحمت
scrapie	anger	0.406	اسکرپی
epidemic	anger	0.406	بیماری همه گیر
arguments	anger	0.404	استدلال ها
affront	anger	0.403	توهین
traumatic	anger	0.402	پس از سانحه
sodding	anger	0.400	سودا کردن
libel	anger	0.400	افترا
annoys	anger	0.400	آزار می دهد
soslow	anger	0.398	خیلی آهسته
watchout	anger	0.398	مواظب باش
frenetic	anger	0.397	دیوانه
remiss	anger	0.397	از قلم انداختن
barge	anger	0.396	بارج
sue	anger	0.394	شکایت کند
keyed	anger	0.394	کلید زده
actionable	anger	0.394	قابل اجرا
extinguish	anger	0.394	خاموش کردن
fraud	anger	0.394	تقلب
untoward	anger	0.394	نامناسب
illegal	anger	0.394	غیر مجاز
nag	anger	0.394	نق زدن
boxing	anger	0.394	مشت زنی
confiscate	anger	0.394	مصادره کند
howl	anger	0.394	زوزه کشیدن
whatsthepoint	anger	0.394	چه نقطه ای
rabble	anger	0.394	غوغا
unfriendly	anger	0.394	غیر دوستانه
disrespect	anger	0.394	بی احترامی
dangit	anger	0.394	دنگیت
brimstone	anger	0.392	گوگرد
dissolution	anger	0.391	انحلال
rigged	anger	0.391	تقلب شده
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	زمين لرزه
argh	anger	0.391	ارگ
pique	anger	0.391	انزجار
recklessness	anger	0.391	بی پروایی
disagree	anger	0.389	مخالف بودن
lawsuit	anger	0.386	طرح دعوی در دادگاه
disused	anger	0.382	بلا استفاده
despair	anger	0.382	ناامیدی
immorality	anger	0.382	بی اخلاقی
coerce	anger	0.379	اجبار
firstworldprobs	anger	0.379	مشکلات جهان اول
touchy	anger	0.379	دل نازک
pokes	anger	0.379	بهم زدن
falsification	anger	0.379	تحریف
rifle	anger	0.379	تفنگ
sizzle	anger	0.379	صدای هیس کردن
incurable	anger	0.379	غیر قابل درمان
difficulty	anger	0.379	دشواری
sore	anger	0.379	دردناک
picket	anger	0.378	قیچی
concussion	anger	0.377	ضربه مغزی
stuckup	anger	0.375	گیر کرده
militia	anger	0.375	شبه نظامی
rawr	anger	0.375	خام
faulty	anger	0.375	معیوب
sly	anger	0.375	حیله گر
disillusionment	anger	0.375	سرخوردگی
petpeeve	anger	0.375	مایه رنجش
pitfall	anger	0.375	تله
infantile	anger	0.375	نوزادی
pessimism	anger	0.375	بدبینی
remand	anger	0.375	بازداشت
cannon	anger	0.375	توپ
vindicate	anger	0.371	توجیه کردن
inhibit	anger	0.371	مهار کند
distressing	anger	0.371	ناراحت کننده
nepotism	anger	0.371	خویشاوندی
schizophrenia	anger	0.369	روان‌گسیختگی
skewed	anger	0.368	کج شده
disreputable	anger	0.368	بی اعتبار
forbidding	anger	0.368	منع
conquest	anger	0.367	فتح
bark	anger	0.365	پارس سگ
leukemia	anger	0.365	سرطان خون
disapprove	anger	0.364	رد کردن
warrior	anger	0.364	جنگجو
barks	anger	0.364	پارس می کند
retarded	anger	0.364	عقب افتاده
unhappy	anger	0.364	ناراضی
burke	anger	0.364	بورک
challenge	anger	0.364	چالش
belt	anger	0.364	کمربند
litigate	anger	0.359	دادخواهی
paucity	anger	0.359	کمبود
opinionated	anger	0.359	صاحب نظر
disliked	anger	0.359	دوست نداشتن
aftermath	anger	0.359	عواقب
restriction	anger	0.359	محدودیت
cad	anger	0.359	cad
incompetence	anger	0.359	بی کفایتی
loudness	anger	0.359	بلندی صدا
broken	anger	0.359	شکسته شده
polemic	anger	0.359	بحث و جدل
sectarian	anger	0.359	فرقه ای
controversial	anger	0.359	بحث برانگیز
interrupting	anger	0.358	قطع کردن
fussy	anger	0.357	ایراد گیر
wench	anger	0.353	چاقو
remove	anger	0.351	برداشتن
brat	anger	0.351	دلهره
gruff	anger	0.351	خشن
misbehavior	anger	0.351	بد رفتاری
scarcity	anger	0.350	کمبود
losing	anger	0.349	از دست دادن
stigma	anger	0.348	ننگ
deserted	anger	0.348	متروک
timewasters	anger	0.348	وقت تلف کن ها
disagreement	anger	0.348	اختلاف نظر
defect	anger	0.348	کاستی
hardened	anger	0.348	سخت شده
lie	anger	0.348	دروغ
ulcer	anger	0.348	زخم
retract	anger	0.348	پس گرفتن
untrustworthy	anger	0.348	غیر قابل اعتماد
pest	anger	0.348	آفت
disappointed	anger	0.348	ناامید شده
bias	anger	0.345	جانبداری
negation	anger	0.344	نفی
bothering	anger	0.344	مزاحم
stripped	anger	0.344	برهنه شده
antisocial	anger	0.344	ضد اجتماعی
pirate	anger	0.344	دزد دریایی
stingy	anger	0.344	خسیس
shoddy	anger	0.344	بی کیفیت
unreliable	anger	0.344	غیر قابل اعتماد
shaky	anger	0.344	لرزان
misleading	anger	0.344	گمراه کننده
unsettled	anger	0.344	بی قرار
evade	anger	0.344	طفره رفتن
anxiety	anger	0.344	اضطراب
disclaim	anger	0.344	سلب مسئولیت
deterioration	anger	0.344	زوال
impotence	anger	0.344	ناتوانی جنسی
interminable	anger	0.343	پایان ناپذیر
disease	anger	0.341	مرض
meddle	anger	0.341	دخالت کردن
warp	anger	0.340	پیچ و تاب
averse	anger	0.338	بیزاری
infamous	anger	0.338	بدنام
alcoholism	anger	0.338	اعتیاد به الکل
row	anger	0.337	ردیف
staticky	anger	0.336	ثابت
illegitimate	anger	0.333	نامشروع
encumbrance	anger	0.333	بار
witchcraft	anger	0.333	جادوگری
interrupt	anger	0.333	قطع کردن
scorpion	anger	0.333	عقرب
ill	anger	0.333	بیمار
sinner	anger	0.331	گناهکار
inconsiderate	anger	0.329	بی ملاحظه
hulk	anger	0.329	هالک
prohibited	anger	0.328	ممنوع است
dashed	anger	0.328	نقطه چین
brrr	anger	0.328	brrr
fib	anger	0.328	فیب
disqualified	anger	0.328	رد صلاحیت شد
spammers	anger	0.328	هرزنامه ها
phony	anger	0.328	ساختگی
tighten	anger	0.328	سفت کردن
dislocated	anger	0.328	دررفتگی
scapegoat	anger	0.328	بزغاله
victim	anger	0.328	قربانی
opponent	anger	0.328	حریف
hiss	anger	0.328	هیس
crusade	anger	0.328	جنگ صلیبی
grumpy	anger	0.328	بد خلق
resisting	anger	0.328	مقاومت کردن
inappropriate	anger	0.324	نامناسب
haye	anger	0.324	یونجه
loss	anger	0.324	ضرر - زیان
trickery	anger	0.324	حیله گری
eschew	anger	0.324	اجتناب
neglected	anger	0.324	غفلت
canker	anger	0.323	شانکر
muff	anger	0.318	خفه کردن
crunch	anger	0.318	کروچیدن
duplicity	anger	0.318	دوگانگی
criticism	anger	0.318	انتقاد
queues	anger	0.318	صف ها
shriek	anger	0.316	گریه کن
depreciate	anger	0.315	مستهلک شود
dismissal	anger	0.312	اخراج
chaff	anger	0.312	کاه. پوسته
dramaqueen	anger	0.312	نمایشنامه
poverty	anger	0.312	فقر
carelessness	anger	0.312	سهل انگاری - بی دقتی
deflate	anger	0.312	باد کردن
dumps	anger	0.312	زباله ها
dupe	anger	0.312	فریب دادن
mortality	anger	0.312	مرگ و میر
revving	anger	0.309	چرخاندن
disallowed	anger	0.308	غیر مجاز
boisterous	anger	0.307	پر شور
thoughtless	anger	0.307	بی فکر
burial	anger	0.304	خاکسپاری
wince	anger	0.303	چنگ زدن
theocratic	anger	0.303	تئوکراتیک
sullen	anger	0.303	عبوس
involution	anger	0.300	دگرگونی
misuse	anger	0.297	سوء استفاده
taxed	anger	0.297	مشمول مالیات
senseless	anger	0.297	بدون احساس
talons	anger	0.297	چنگال ها
stalemate	anger	0.297	بن بست
getyourown	anger	0.297	مال خودتان را بگیرید
hoax	anger	0.297	حقه
depreciated	anger	0.297	مستهلک شد
depressed	anger	0.297	افسرده
wasteful	anger	0.297	بی فایده
paralysis	anger	0.295	فلج شدن
displaced	anger	0.294	آواره
limited	anger	0.292	محدود
disapointment	anger	0.290	ناامیدی
orc	anger	0.289	اورک
ridiculous	anger	0.289	مسخره - مضحک
homeless	anger	0.288	بی خانمان
spine	anger	0.288	ستون فقرات
teasing	anger	0.288	اذیت کردن
presumptuous	anger	0.288	متکبر
react	anger	0.288	واکنش نشان دهند
sharpen	anger	0.288	تیز کردن
barrier	anger	0.287	مانع
hoot	anger	0.287	داغ کردن
twitchy	anger	0.287	منقبض
myopia	anger	0.283	نزدیک بینی
flexin	anger	0.281	فلکسین
lagging	anger	0.281	عقب ماندن
contraband	anger	0.281	قاچاق
incompatible	anger	0.281	ناسازگار
shiver	anger	0.281	لرزیدن
spam	anger	0.281	هرزنامه ها
agh	anger	0.281	آخ
disconnects	anger	0.281	قطع می کند
delinquent	anger	0.281	متخلف
restitution	anger	0.281	استرداد
foray	anger	0.279	حمله
troll	anger	0.279	ترول
unfairness	anger	0.279	بی انصافی
buffering	anger	0.279	بافر کردن
noncompliance	anger	0.279	عدم انطباق
nether	anger	0.278	زیر
bogus	anger	0.273	ساختگی
immaturity	anger	0.273	نابالغی
uncaring	anger	0.273	بی توجه
bugaboo	anger	0.273	بوگابو
feisty	anger	0.269	پر جنب و جوش
shock	anger	0.269	شوکه شدن
humbug	anger	0.266	فروتن
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	فمینیسم
inoperative	anger	0.266	غیر فعال
bear	anger	0.266	خرس
inconvenient	anger	0.266	نامناسب
latent	anger	0.266	نهفته
defendant	anger	0.266	مدافع
nopoint	anger	0.266	بدون نقطه
rapping	anger	0.266	رپ کردن
pry	anger	0.266	کنجکاوی
quandary	anger	0.266	معضل
