English Word	Emotion	Emotion-Intensity-Score	Hebrew Word
roar	anger	0.515	שְׁאָגָה
coercion	anger	0.515	כְּפִיָה
unforgiving	anger	0.515	לא סלחן
grump	anger	0.515	עצבני
bile	anger	0.515	מָרָה
unleash	anger	0.515	לשחרר
chaos	anger	0.515	אי סדר
victimized	anger	0.515	קורבן
jerks	anger	0.515	טמבל
tussle	anger	0.514	לְהִתְקוֹטֵט
bane	anger	0.511	bane
accusation	anger	0.510	הַאֲשָׁמָה
enmity	anger	0.510	אֵיבָה
repudiation	anger	0.510	דחייה
banish	anger	0.509	לְגַרֵשׁ
disfigured	anger	0.508	מעוות
storm	anger	0.507	סערה
crazy	anger	0.500	מְטוּרָף
hammering	anger	0.500	פטיש
defy	anger	0.500	לְהַתְרִיס
antithesis	anger	0.500	אַנְטִיתֵזָה
scoff	anger	0.500	לְלַגלֵג
anguish	anger	0.500	צַעַר
confined	anger	0.500	מוּגבָּל
fear	anger	0.500	פַּחַד
bout	anger	0.500	הֶתקֵף
unruly	anger	0.500	פָּרוּעַ
delusional	anger	0.500	הוזה
obstruct	anger	0.500	לחסום
possessed	anger	0.500	דיבוק
injustice	anger	0.500	אי צדק
fervor	anger	0.500	לַהַט
spear	anger	0.500	חנית
derision	anger	0.500	לַעַג
intractable	anger	0.500	סוֹרֵר
reject	anger	0.500	לִדחוֹת
dominate	anger	0.500	לִשְׁלוֹט
ordeal	anger	0.500	מִבְחָן
banished	anger	0.500	גורש
rejects	anger	0.500	דוחה
shun	anger	0.500	לְהִתְרַחֵק
brunt	anger	0.500	נֵטֶל
derogation	anger	0.500	חריגה
frenzied	anger	0.500	מִשׁתוֹלֵל
animus	anger	0.500	עוֹיְנוּת
suppression	anger	0.500	הַדחָקָה
malpractice	anger	0.500	הַזנָחָה פּוֹשַׁעַת
brazen	anger	0.500	חצופה
foaming	anger	0.500	הַקצָפָה
disrupting	anger	0.500	משבש
nobodycares	anger	0.500	לאף אחד לא אכפת
patronising	anger	0.500	פטרונית
getoveryourself	anger	0.495	להתגבר על עצמך
toughness	anger	0.492	קשיחות
stupidpeople	anger	0.492	אנשים טפשים
madness	anger	0.491	שִׁגָעוֹן
sinful	anger	0.491	חוֹטֵא
avarice	anger	0.490	חַמדָנוּת
oppress	anger	0.490	לְדַכֵּא
cutting	anger	0.485	גְזִירָה
anathema	anger	0.485	חֵרֶם
annoyed	anger	0.485	מְרוּגָז
dissident	anger	0.485	פּוֹרֵשׁ
demand	anger	0.485	דרש
usurp	anger	0.485	לַחמוֹס
claw	anger	0.485	טוֹפֶר
alienate	anger	0.485	לְהַרְחִיק
infraction	anger	0.485	הפרה
avenger	anger	0.485	נוֹקֵם
revoke	anger	0.485	לְבַטֵל
smuggler	anger	0.485	מַברִיחַ
abolish	anger	0.485	לְבַטֵל
fricking	anger	0.485	חיכוך
stayaway	anger	0.485	שמור מרחק
pervert	anger	0.485	סוטה
disservice	anger	0.485	שֵׁרוּת דוֹב
disobedient	anger	0.485	סָרְבָנִי
incest	anger	0.485	גילוי עריות
complaint	anger	0.485	תְלוּנָה
disapproved	anger	0.485	לא אושרה
inhuman	anger	0.485	לֹא אֶנוֹשִׁי
mocking	anger	0.484	לַעֲגָנִי
penalty	anger	0.484	עוֹנֶשׁ
renounce	anger	0.484	לְהִתְכַּחֵשׁ
restrain	anger	0.484	לְרַסֵן
upheaval	anger	0.484	מַהְפָּך
deceit	anger	0.484	תַרמִית
obnoxious	anger	0.484	מְגוּנֶה
imprisoned	anger	0.484	כָּלוּא
strained	anger	0.484	מָתוּחַ
blame	anger	0.484	אשמה
oust	anger	0.484	לְגַרֵשׁ
litigious	anger	0.484	מתדיינים
rivalry	anger	0.484	יְרִיבוּת
sucker	anger	0.484	פֶּתִי
opposed	anger	0.484	בניגוד
thresh	anger	0.484	לָדוּשׁ
disgrace	anger	0.484	חרפה
suspicious	anger	0.484	חָשׁוּד
turbulence	anger	0.483	מְעַרבּוֹלֶת
pound	anger	0.481	לִירָה
coldness	anger	0.477	קְרִירוּת
ungrateful	anger	0.472	כְּפוּי טוֹבָה
stoopid	anger	0.471	קפוא
battalion	anger	0.471	גְדוּד
feudalism	anger	0.470	פֵאוֹדָלִיוּת
hostage	anger	0.470	בת ערובה
annoying	anger	0.470	מְעַצבֵּן
dispossessed	anger	0.470	נושל
subversion	anger	0.470	חַתרָנוּת
friction	anger	0.470	חיכוך
jealous	anger	0.470	קַנָאִי
adversity	anger	0.470	מְצוּקָה
infidel	anger	0.470	כּוֹפֵר
gall	anger	0.470	חוּצפָּה
accuser	anger	0.470	מַאֲשִׁים
ram	anger	0.470	RAM
armament	anger	0.470	הְתחַמְשׁוּת
thump	anger	0.469	חֲבָטָה
dislike	anger	0.469	לִשְׂנוֹא
steal	anger	0.469	לִגנוֹב
backoff	anger	0.469	התרחק
stifled	anger	0.469	חָנוּק
incite	anger	0.469	לְהַסִית
distress	anger	0.469	מְצוּקָה
angermanagement	anger	0.469	ניהול כעסים
selfish	anger	0.469	אָנוֹכִי
injury	anger	0.469	פציעה
exile	anger	0.469	גלות
insanity	anger	0.469	אי שפיות
offense	anger	0.469	עבירה
objection	anger	0.469	הִתנַגְדוּת
smother	anger	0.469	לְהַחנִיק
disruption	anger	0.469	הפרעה
intolerance	anger	0.469	חוסר סובלנות
disobey	anger	0.469	לְהַמרוֹת
selfishness	anger	0.469	אָנוֹכִיוּת
recidivism	anger	0.469	הִשָׁנוּת
subversive	anger	0.469	חַתרָנִי
huff	anger	0.469	רוֹגֶז
plunder	anger	0.469	בְּזִיזָה
opposition	anger	0.469	הִתנַגְדוּת
complain	anger	0.469	לְהִתְלוֹנֵן
perpetrator	anger	0.469	עבריין
simmer	anger	0.469	רְתִיחָה
areyoukidding	anger	0.468	אתה צוחק
mug	anger	0.467	ספל
agony	anger	0.465	יסורים
arrogant	anger	0.461	יָהִיר
sux	anger	0.456	sux
vent	anger	0.456	לפרוק
elimination	anger	0.456	חיסול
picketing	anger	0.456	עִגוּן
haughty	anger	0.456	יָהִיר
grated	anger	0.455	מְגוּרָד
flagrant	anger	0.455	מַחְפִּיר
busted	anger	0.455	נשבר
crabby	anger	0.455	מטורלל
dying	anger	0.455	גְסִיסָה
idiocy	anger	0.455	טִמטוּם הַמוֹחַ
impermeable	anger	0.455	בִּלתִי חָדִיר
stubbed	anger	0.455	סתומה
illegality	anger	0.455	אִי חוּקִיוּת
veto	anger	0.455	וֵטוֹ
constraint	anger	0.455	אילוץ
mislead	anger	0.455	להוליך שולל
illicit	anger	0.455	לֹא חוּקִי
troublesome	anger	0.455	בעייתי
clamor	anger	0.455	צְעָקָה
bayonet	anger	0.453	כִּידוֹן
suppress	anger	0.453	לדכא
intense	anger	0.453	אִינטֶנסִיבִי
displeased	anger	0.453	לא מרוצה
disapproving	anger	0.453	מסתייג
hysterical	anger	0.453	הִיסטֵרִי
struggle	anger	0.453	מַאֲבָק
godless	anger	0.453	כּוֹפֵר
desist	anger	0.453	לַחְדוֹל
usurped	anger	0.453	גזלו
despotism	anger	0.453	עָרִיצוּת
disagreeing	anger	0.453	לא מסכים
bad	anger	0.453	רַע
unlawful	anger	0.451	לֹא חוּקִי
wrongly	anger	0.448	בטעות
repellent	anger	0.442	דוֹחֶה
dishonor	anger	0.441	חֶרפָּה
psychosis	anger	0.441	פְּסִיכוֹזָה
wasted	anger	0.441	מבוזבז
wrongful	anger	0.441	לֹא צוֹדֵק
foe	anger	0.441	אוֹיֵב
aversion	anger	0.440	סְלִידָה
gahhh	anger	0.439	גאההה
knuckles	anger	0.439	פרקי אצבעות
ultimatum	anger	0.439	אוּלְטִימָטוּם
schism	anger	0.439	קֶרַע
upset	anger	0.439	עצבני
effigy	anger	0.439	דְמוּת
punitive	anger	0.439	מַעֲנִישׁ
worthless	anger	0.438	חסר ערך
separatist	anger	0.438	בַּדְלָנִי
ransom	anger	0.438	כּוֹפֶר
deny	anger	0.438	לְהַכּחִישׁ
fugitive	anger	0.438	נִמלָט
mucked	anger	0.438	מלוכלך
abandonment	anger	0.438	נְטִישָׁה
irritation	anger	0.438	הַקפָּדָה
deleterious	anger	0.438	מזיק
stupidity	anger	0.438	טִפּשׁוּת
segregate	anger	0.437	לְבוּדֵד
oblivion	anger	0.437	שִׁכחָה
payback	anger	0.436	החזר כספי
incongruous	anger	0.435	לֹא מַתְאִים
eviction	anger	0.435	פינוי
collusion	anger	0.432	קְנוּנִיָה
rob	anger	0.431	לִשְׁדוֹד
ravenous	anger	0.429	מוּרעָב
overrun	anger	0.429	מוצף
infidelity	anger	0.429	אי נאֱמנות
harbinger	anger	0.426	מְבַשֵׂר
painful	anger	0.426	כּוֹאֵב
getoverit	anger	0.426	תתגבר על זה
martial	anger	0.426	צְבָאִי
rejection	anger	0.426	דְחִיָה
incredulous	anger	0.426	סַפקָנִי
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	הֲגָנָה
enforce	anger	0.424	לֶאֱכוֹף
commotion	anger	0.424	רַחַשׁ
censor	anger	0.424	צֶנזוֹר
gonorrhea	anger	0.424	זִיבָה
fraudulent	anger	0.424	רַמַאִי
unsympathetic	anger	0.424	לא סימפטי
fallacious	anger	0.424	מוּטעֶה
greed	anger	0.424	חמדנות
defraud	anger	0.424	לְהוֹנוֹת
banger	anger	0.424	באנגר
concealment	anger	0.424	הַסתָרָה
fuss	anger	0.424	מהומה
exasperation	anger	0.424	רוֹגֶז
disobedience	anger	0.424	אי ציות
powerful	anger	0.424	חָזָק
discontent	anger	0.424	אִי שְׂבִיעוּת רָצוֹן
indecency	anger	0.424	מגונה
sedition	anger	0.422	הֲסָתָה
deportation	anger	0.422	גֵרוּשׁ
cracked	anger	0.422	סדוק
bang	anger	0.422	לִדפּוֹק
barb	anger	0.422	עוֹקֶץ
duel	anger	0.422	דוּ קְרָב
sarcasm	anger	0.422	סרקזם
cur	anger	0.422	cur
misrepresented	anger	0.422	מצג שווא
annoyance	anger	0.422	מוֹרַת רוֹחַ
scar	anger	0.422	צַלֶקֶת
nettle	anger	0.422	סִרְפָּד
banishment	anger	0.422	הַגלָיָה
snubbed	anger	0.422	נדחק
penitentiary	anger	0.422	כֵּלֵא
penetration	anger	0.422	חֲדִירָה
blatant	anger	0.420	גַס
force	anger	0.418	כּוֹחַ
perverse	anger	0.415	סוֹטֶה
wring	anger	0.415	לִסְחוֹט
bastion	anger	0.413	מִבצָר
grim	anger	0.413	זוֹעֵף
moody	anger	0.412	מְצוּבּרָח
tiff	anger	0.412	רִיב
nothappy	anger	0.412	לא מאושר
surly	anger	0.412	זָעוּף
sordid	anger	0.412	מוּשׁחָת
hunting	anger	0.411	ציד
indenture	anger	0.410	חתימה
forfeit	anger	0.409	לְחַלֵט
areyoukiddingme	anger	0.409	אתה צוחק עלי
reproach	anger	0.409	תוֹכֵחָה
sham	anger	0.409	בְּלוֹף
awful	anger	0.409	נורא
compulsion	anger	0.409	כּוֹרַח
implicate	anger	0.409	לְסַבֵּך
contradict	anger	0.409	לִסְתוֹר
inept	anger	0.409	שׁטוּתִי
supremacy	anger	0.409	עֶליוֹנוּת
sneak	anger	0.409	לְהִתְגַנֵב
disappoint	anger	0.409	לְאַכזֵב
blockade	anger	0.409	הֶסגֵר
detainee	anger	0.409	עָצִיר
cantwin	anger	0.409	cantwin
squelch	anger	0.409	לְהַשְׁתִיק
lying	anger	0.408	שֶׁקֶר
rail	anger	0.406	רכבת
forsaken	anger	0.406	עָזוּב
cacophony	anger	0.406	קָקוֹפוֹניָה
antipathy	anger	0.406	סְלִידָה
wop	anger	0.406	וואו
badger	anger	0.406	גִירִית
tremor	anger	0.406	רַעַד
inequality	anger	0.406	אי שיוויון
delusion	anger	0.406	אשליה
unthinkable	anger	0.406	בלתי מתקבל על הדעת
onerous	anger	0.406	מַכבִּיד
wrongdoing	anger	0.406	עוולה
nuisance	anger	0.406	מטרד
scrapie	anger	0.406	סקרופי
epidemic	anger	0.406	מגפה
arguments	anger	0.404	טיעונים
affront	anger	0.403	עֶלבּוֹן
traumatic	anger	0.402	טְרַאוּמָטִי
sodding	anger	0.400	ספוג
libel	anger	0.400	עֲלִילָה
annoys	anger	0.400	מעצבן
soslow	anger	0.398	כל כך לאט
watchout	anger	0.398	היזהר
frenetic	anger	0.397	יוֹצֵא מִכֵּלָיו
remiss	anger	0.397	רַשְׁלָנִי
barge	anger	0.396	דוֹבְרָה
sue	anger	0.394	לתבוע
keyed	anger	0.394	מפתח
actionable	anger	0.394	ניתן לפעולה
extinguish	anger	0.394	לְכַבּוֹת
fraud	anger	0.394	הונאה
untoward	anger	0.394	סוֹרֵר
illegal	anger	0.394	בִּלתִי חוּקִי
nag	anger	0.394	לְנַדְנֵד
boxing	anger	0.394	אִגרוּף
confiscate	anger	0.394	לְהַחרִים
howl	anger	0.394	יְלָלָה
whatsthepoint	anger	0.394	מה הטעם
rabble	anger	0.394	אֲסַפסוּף
unfriendly	anger	0.394	לֹא יְדִידוּתִי
disrespect	anger	0.394	זִלזוּל
dangit	anger	0.394	לעזאזל
brimstone	anger	0.392	גופרית
dissolution	anger	0.391	התפרקות
rigged	anger	0.391	מְבוּיָם
grrrrr	anger	0.391	גרררר
earthquake	anger	0.391	רעידת אדמה
argh	anger	0.391	ארג'
pique	anger	0.391	טִינָה
recklessness	anger	0.391	פזיזות
disagree	anger	0.389	לא מסכים
lawsuit	anger	0.386	תביעה משפטית
disused	anger	0.382	לא בשימוש
despair	anger	0.382	יאוש
immorality	anger	0.382	אִי מוּסָרִיוּת
coerce	anger	0.379	לִכפּוֹת
firstworldprobs	anger	0.379	ניסיון ראשון בעולם
touchy	anger	0.379	רָגִישׁ
pokes	anger	0.379	תוקע
falsification	anger	0.379	זִיוּף
rifle	anger	0.379	רובה
sizzle	anger	0.379	לִרְחוֹשׁ
incurable	anger	0.379	חָשׁוּך מַרפֵּא
difficulty	anger	0.379	קושי
sore	anger	0.379	דַלֶקֶת
picket	anger	0.378	כלונסאות
concussion	anger	0.377	זַעֲזוּעַ
stuckup	anger	0.375	תקוע
militia	anger	0.375	מִילִיצִיָה
rawr	anger	0.375	rawr
faulty	anger	0.375	פָּגוּם
sly	anger	0.375	ערמומי
disillusionment	anger	0.375	הִתפַּכְּחוּת
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	מִכשׁוֹל
infantile	anger	0.375	יַלדוּתִי
pessimism	anger	0.375	פֶּסִימִיוּת
remand	anger	0.375	הַאֲרָכַת מַעְצָר
cannon	anger	0.375	תוֹתָח
vindicate	anger	0.371	לְהַצְדִיק
inhibit	anger	0.371	לעכב
distressing	anger	0.371	מְצַעֵר
nepotism	anger	0.371	פּרוֹטֶקצִיָה
schizophrenia	anger	0.369	סכִיזוֹפרֶנִיָה
skewed	anger	0.368	מוטה
disreputable	anger	0.368	לֹא מְכוּבָּד
forbidding	anger	0.368	מַפְחִיד
conquest	anger	0.367	כיבוש
bark	anger	0.365	לִנְבּוּחַ
leukemia	anger	0.365	לוקמיה
disapprove	anger	0.364	לא לאשר
warrior	anger	0.364	לוֹחֶם
barks	anger	0.364	נובח
retarded	anger	0.364	מְפַגֵר
unhappy	anger	0.364	אוּמלָל
burke	anger	0.364	בורק
challenge	anger	0.364	אתגר
belt	anger	0.364	חֲגוֹרָה
litigate	anger	0.359	להתדיין
paucity	anger	0.359	מַחְסוֹר
opinionated	anger	0.359	דוֹגמָטִי
disliked	anger	0.359	לא אהב
aftermath	anger	0.359	תוצאות
restriction	anger	0.359	הַגבָּלָה
cad	anger	0.359	cad
incompetence	anger	0.359	חוֹסֶר כִּשָׁרוֹן
loudness	anger	0.359	קוֹלָנִיוּת
broken	anger	0.359	שָׁבוּר
polemic	anger	0.359	פּוֹלמוֹסִי
sectarian	anger	0.359	כַּת
controversial	anger	0.359	שנוי במחלוקת
interrupting	anger	0.358	מפריע
fussy	anger	0.357	מַקפִּיד בִּקְטָנוֹת
wench	anger	0.353	בַּחוּרָה
remove	anger	0.351	לְהַסִיר
brat	anger	0.351	פִּרחָח
gruff	anger	0.351	צָרוּד
misbehavior	anger	0.351	הִתְנַהֲגוּת פְּסוּלָה
scarcity	anger	0.350	מַחְסוֹר
losing	anger	0.349	לאבד
stigma	anger	0.348	סטִיגמָה
deserted	anger	0.348	נָטוּשׁ
timewasters	anger	0.348	מבזבזי זמן
disagreement	anger	0.348	מחלוקת
defect	anger	0.348	פְּגָם
hardened	anger	0.348	מוּקשֶׁה
lie	anger	0.348	שקר
ulcer	anger	0.348	כִּיב
retract	anger	0.348	לָסֶגֶת
untrustworthy	anger	0.348	לא מהימן
pest	anger	0.348	טַרדָן
disappointed	anger	0.348	מְאוּכזָב
bias	anger	0.345	הֲטָיָה
negation	anger	0.344	שְׁלִילָה
bothering	anger	0.344	מטריד
stripped	anger	0.344	חָשׂוּף
antisocial	anger	0.344	אַנְטִי חֵבְרָתִי
pirate	anger	0.344	שׁוֹדֵד יָם
stingy	anger	0.344	קַמצָן
shoddy	anger	0.344	זוֹל
unreliable	anger	0.344	לֹא מְהֵימָן
shaky	anger	0.344	רָעוּעַ
misleading	anger	0.344	מַטעֶה
unsettled	anger	0.344	לֹא יַצִיב
evade	anger	0.344	לְהִתְחַמֵק
anxiety	anger	0.344	חֲרָדָה
disclaim	anger	0.344	התנערות
deterioration	anger	0.344	הְתדַרדְרוּת
impotence	anger	0.344	עֲקָרוּת
interminable	anger	0.343	נִמשָׁך לְלֹא סוֹף
disease	anger	0.341	מַחֲלָה
meddle	anger	0.341	לְהִתְעַרֵב
warp	anger	0.340	לְעַקֵם
averse	anger	0.338	מִתנַגֵד
infamous	anger	0.338	מְתוֹעָב
alcoholism	anger	0.338	כָּהֳלִיוּת
row	anger	0.337	שׁוּרָה
staticky	anger	0.336	סטטי
illegitimate	anger	0.333	לֹא חוּקִי
encumbrance	anger	0.333	מַעֲמָסָה
witchcraft	anger	0.333	כישוף
interrupt	anger	0.333	פסיקת
scorpion	anger	0.333	עַקרָב
ill	anger	0.333	חולה
sinner	anger	0.331	חוֹטֵא
inconsiderate	anger	0.329	לֹא מִתְחַשֵׁב
hulk	anger	0.329	ענק
prohibited	anger	0.328	אָסוּר
dashed	anger	0.328	מקווקו
brrr	anger	0.328	brrr
fib	anger	0.328	שֶׁקֶר
disqualified	anger	0.328	פָּסוּל
spammers	anger	0.328	שולחי דואר זבל
phony	anger	0.328	מְזוּיָף
tighten	anger	0.328	לְהַדֵק
dislocated	anger	0.328	נקע
scapegoat	anger	0.328	שָׂעִיר לַעֲזָאזֵל
victim	anger	0.328	קורבן
opponent	anger	0.328	יָרִיב
hiss	anger	0.328	לִלְחוֹשׁ
crusade	anger	0.328	מַסָע צְלָב
grumpy	anger	0.328	מְמוּרמָר
resisting	anger	0.328	מתנגדים
inappropriate	anger	0.324	לא ראוי
haye	anger	0.324	היי
loss	anger	0.324	הֶפסֵד
trickery	anger	0.324	רַמָאוּת
eschew	anger	0.324	לְהִמָנַע
neglected	anger	0.324	מוזנח
canker	anger	0.323	כִּיב
muff	anger	0.318	יְדוֹנִית
crunch	anger	0.318	לִכסוֹס
duplicity	anger	0.318	צְבִיעוּת
criticism	anger	0.318	ביקורת
queues	anger	0.318	תורים
shriek	anger	0.316	לִצְרוֹחַ
depreciate	anger	0.315	לָרֶדֶת בְּעֵרכּוֹ
dismissal	anger	0.312	הֲדָחָה
chaff	anger	0.312	מוֹץ
dramaqueen	anger	0.312	מלכת דרמה
poverty	anger	0.312	עוני
carelessness	anger	0.312	חוסר זהירות
deflate	anger	0.312	לְהוֹצִיא אֲוִיר
dumps	anger	0.312	מזבלות
dupe	anger	0.312	פֶּתִי
mortality	anger	0.312	תמותה
revving	anger	0.309	מסתובב
disallowed	anger	0.308	אסור
boisterous	anger	0.307	שׁוֹבָב
thoughtless	anger	0.307	חֲסַר מַחֲשָׁבָה
burial	anger	0.304	קְבוּרָה
wince	anger	0.303	להתכווץ
theocratic	anger	0.303	תיאוקרטי
sullen	anger	0.303	קוֹדֵר
involution	anger	0.300	לִפּוּף
misuse	anger	0.297	שימוש לרעה
taxed	anger	0.297	ממוסה
senseless	anger	0.297	חֲסַר טַעַם
talons	anger	0.297	טפרים
stalemate	anger	0.297	מָבוֹי סָתוּם
getyourown	anger	0.297	get yourown
hoax	anger	0.297	מתיחה
depreciated	anger	0.297	מופחת
depressed	anger	0.297	מְדוּכָּא
wasteful	anger	0.297	בַּזבְּזָנִי
paralysis	anger	0.295	שיתוק
displaced	anger	0.294	עָקוּר
limited	anger	0.292	מוגבל
disapointment	anger	0.290	אכזבה
orc	anger	0.289	אורק
ridiculous	anger	0.289	מְגוּחָך
homeless	anger	0.288	חֲסַר בַּיִת
spine	anger	0.288	עַמוּד הַשִׁדרָה
teasing	anger	0.288	מתגרה
presumptuous	anger	0.288	יָהִיר
react	anger	0.288	לְהָגִיב
