English Word	Emotion	Emotion-Intensity-Score	German Word
armament	anger	0.470	Rüstung
thump	anger	0.469	Schlag
dislike	anger	0.469	nicht gefallen
steal	anger	0.469	stehlen
backoff	anger	0.469	zurückziehen
stifled	anger	0.469	erstickt
incite	anger	0.469	aufstacheln
distress	anger	0.469	Not
angermanagement	anger	0.469	Aggressionsbewältigung
selfish	anger	0.469	egoistisch
injury	anger	0.469	Verletzung
exile	anger	0.469	Exil
insanity	anger	0.469	Wahnsinn
offense	anger	0.469	Delikt
objection	anger	0.469	Einspruch
smother	anger	0.469	ersticken
disruption	anger	0.469	Störung
intolerance	anger	0.469	Intoleranz
disobey	anger	0.469	ungehorsam
selfishness	anger	0.469	Selbstsucht
recidivism	anger	0.469	Rückfälligkeit
subversive	anger	0.469	subversiv
huff	anger	0.469	schnauf
plunder	anger	0.469	Plunder
opposition	anger	0.469	Opposition
complain	anger	0.469	beschweren
perpetrator	anger	0.469	Täter
simmer	anger	0.469	kochen
areyoukidding	anger	0.468	Machst du Witze
mug	anger	0.467	Becher
agony	anger	0.465	Agonie
arrogant	anger	0.461	arrogant
sux	anger	0.456	zusätzl
vent	anger	0.456	entlüften
elimination	anger	0.456	Beseitigung
picketing	anger	0.456	Streikposten
haughty	anger	0.456	hochmütig
grated	anger	0.455	gerieben
flagrant	anger	0.455	flagrant
busted	anger	0.455	erwischt
crabby	anger	0.455	mürrisch
dying	anger	0.455	Absterben
idiocy	anger	0.455	Idiotie
impermeable	anger	0.455	undurchlässig
stubbed	anger	0.455	gestutzt
illegality	anger	0.455	Rechtswidrigkeit
veto	anger	0.455	Einspruch
constraint	anger	0.455	Zwang
mislead	anger	0.455	irreführen
illicit	anger	0.455	unerlaubt
troublesome	anger	0.455	lästig
clamor	anger	0.455	Geschrei
bayonet	anger	0.453	Bajonett
suppress	anger	0.453	unterdrücken
intense	anger	0.453	heftig
displeased	anger	0.453	unzufrieden
disapproving	anger	0.453	ablehnend
hysterical	anger	0.453	hysterisch
struggle	anger	0.453	Kampf
godless	anger	0.453	gottlos
desist	anger	0.453	unterlassen
usurped	anger	0.453	usurpiert
despotism	anger	0.453	Despotismus
disagreeing	anger	0.453	nicht einverstanden
bad	anger	0.453	Schlecht
unlawful	anger	0.451	rechtswidrig
wrongly	anger	0.448	zu Unrecht
repellent	anger	0.442	abweisend
dishonor	anger	0.441	entehren
psychosis	anger	0.441	Psychose
wasted	anger	0.441	verschwendet
wrongful	anger	0.441	unrecht
foe	anger	0.441	Feind
aversion	anger	0.440	Abneigung
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	Knöchel
ultimatum	anger	0.439	Ultimatum
schism	anger	0.439	Schisma
upset	anger	0.439	verärgern
effigy	anger	0.439	Bildnis
punitive	anger	0.439	strafend
worthless	anger	0.438	wertlos
separatist	anger	0.438	Separatist
ransom	anger	0.438	Geisel
deny	anger	0.438	leugnen
fugitive	anger	0.438	Flüchtling
mucked	anger	0.438	vermummt
abandonment	anger	0.438	Aufgabe
irritation	anger	0.438	Reizung
deleterious	anger	0.438	schädlich
stupidity	anger	0.438	Dummheit
segregate	anger	0.437	trennen
oblivion	anger	0.437	Vergessenheit
payback	anger	0.436	Rückzahlung
incongruous	anger	0.435	unpassend
eviction	anger	0.435	Vertreibung
collusion	anger	0.432	Absprache
rob	anger	0.431	rauben
ravenous	anger	0.429	ausgehungert
overrun	anger	0.429	überlaufen
infidelity	anger	0.429	Untreue
harbinger	anger	0.426	Vorbote
painful	anger	0.426	schmerzlich
getoverit	anger	0.426	Komm darüber hinweg
martial	anger	0.426	martialisch
rejection	anger	0.426	Ablehnung
incredulous	anger	0.426	ungläubig
stupidrain	anger	0.426	dummer Regen
defense	anger	0.425	Verteidigung
enforce	anger	0.424	erzwingen
commotion	anger	0.424	Aufregung
censor	anger	0.424	zensieren
gonorrhea	anger	0.424	Tripper
fraudulent	anger	0.424	betrügerisch
unsympathetic	anger	0.424	unsympathisch
fallacious	anger	0.424	trügerisch
greed	anger	0.424	Gier
defraud	anger	0.424	betrügen
banger	anger	0.424	Knaller
concealment	anger	0.424	Verschleierung
fuss	anger	0.424	Aufregung
exasperation	anger	0.424	Verzweiflung
disobedience	anger	0.424	Ungehorsam
powerful	anger	0.424	mächtig
discontent	anger	0.424	Unzufriedenheit
indecency	anger	0.424	Unanständigkeit
sedition	anger	0.422	Aufruhr
deportation	anger	0.422	Abschiebung
cracked	anger	0.422	geknackt
bang	anger	0.422	Knall
barb	anger	0.422	Widerhaken
duel	anger	0.422	Duell
sarcasm	anger	0.422	Sarkasmus
cur	anger	0.422	akt
misrepresented	anger	0.422	falsch dargestellt
annoyance	anger	0.422	Ärger
scar	anger	0.422	Narbe
nettle	anger	0.422	Nessel
banishment	anger	0.422	Verbannung
snubbed	anger	0.422	brüskiert
penitentiary	anger	0.422	Zuchthaus
penetration	anger	0.422	Penetration
blatant	anger	0.420	eklatant
force	anger	0.418	Macht
perverse	anger	0.415	pervers
wring	anger	0.415	wringen
bastion	anger	0.413	Bastion
grim	anger	0.413	grimmig
moody	anger	0.412	launisch
tiff	anger	0.412	tiff
nothappy	anger	0.412	nicht glücklich
surly	anger	0.412	mürrisch
sordid	anger	0.412	schmutzig
hunting	anger	0.411	Jagd
indenture	anger	0.410	Vertrag
forfeit	anger	0.409	verlieren
areyoukiddingme	anger	0.409	Willst du mich verarschen
reproach	anger	0.409	Vorwurf
sham	anger	0.409	Schein
awful	anger	0.409	furchtbar
compulsion	anger	0.409	Zwang
implicate	anger	0.409	implizieren
contradict	anger	0.409	widersprechen
inept	anger	0.409	ungeschickt
supremacy	anger	0.409	Vorherrschaft
sneak	anger	0.409	schleichen
disappoint	anger	0.409	enttäuschen
blockade	anger	0.409	Blockade
detainee	anger	0.409	Häftling
cantwin	anger	0.409	Cantwin
squelch	anger	0.409	Rauschen
lying	anger	0.408	lügnerisch
rail	anger	0.406	Schiene
forsaken	anger	0.406	verlassene
cacophony	anger	0.406	Kakophonie
antipathy	anger	0.406	Antipathie
wop	anger	0.406	Wow
badger	anger	0.406	Dachs
tremor	anger	0.406	Tremor
inequality	anger	0.406	Ungleichheit
delusion	anger	0.406	Täuschung
unthinkable	anger	0.406	undenkbar
onerous	anger	0.406	belastend
wrongdoing	anger	0.406	Fehlverhalten
nuisance	anger	0.406	Belästigung
scrapie	anger	0.406	Scrapie
epidemic	anger	0.406	Epidemie
arguments	anger	0.404	Argumente
affront	anger	0.403	Beleidigung
traumatic	anger	0.402	traumatisch
sodding	anger	0.400	scheisse
libel	anger	0.400	Verleumdung
annoys	anger	0.400	nervt
soslow	anger	0.398	so langsam
watchout	anger	0.398	Achtung
frenetic	anger	0.397	frenetisch
remiss	anger	0.397	nachlässig
barge	anger	0.396	Lastkahn
sue	anger	0.394	verklagen
keyed	anger	0.394	Schlüssel
actionable	anger	0.394	umsetzbar
extinguish	anger	0.394	löschen
fraud	anger	0.394	der Betrug
untoward	anger	0.394	ungünstig
illegal	anger	0.394	illegal
nag	anger	0.394	Gaul
boxing	anger	0.394	Boxen
confiscate	anger	0.394	beschlagnahmen
howl	anger	0.394	heulen
whatsthepoint	anger	0.394	Was ist der Punkt
rabble	anger	0.394	Pöbel
unfriendly	anger	0.394	unfreundlich
disrespect	anger	0.394	Respektlosigkeit
dangit	anger	0.394	verdammt
brimstone	anger	0.392	Schwefel
dissolution	anger	0.391	Auflösung
rigged	anger	0.391	manipulierten
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	Erdbeben
argh	anger	0.391	argh
pique	anger	0.391	pikieren
recklessness	anger	0.391	Leichtsinn
disagree	anger	0.389	nicht zustimmen
lawsuit	anger	0.386	Klage
disused	anger	0.382	stillgelegt
despair	anger	0.382	verzweifeln
immorality	anger	0.382	Unmoral
coerce	anger	0.379	zwingen
firstworldprobs	anger	0.379	ErsteWeltprobs
touchy	anger	0.379	empfindlich
pokes	anger	0.379	stupst
falsification	anger	0.379	Fälschung
rifle	anger	0.379	Gewehr
sizzle	anger	0.379	brutzeln
incurable	anger	0.379	unheilbar
difficulty	anger	0.379	Schwierigkeit
sore	anger	0.379	wund
picket	anger	0.378	Streikposten
concussion	anger	0.377	Gehirnerschütterung
stuckup	anger	0.375	hochnäsig
militia	anger	0.375	Miliz
rawr	anger	0.375	roh
faulty	anger	0.375	Defekt
sly	anger	0.375	listig
disillusionment	anger	0.375	Ernüchterung
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	Falle
infantile	anger	0.375	infantil
pessimism	anger	0.375	Pessimismus
remand	anger	0.375	Untersuchungshaft
cannon	anger	0.375	Kanone
vindicate	anger	0.371	rechtfertigen
inhibit	anger	0.371	hemmen
distressing	anger	0.371	beunruhigend
nepotism	anger	0.371	Vetternwirtschaft
schizophrenia	anger	0.369	Schizophrenie
skewed	anger	0.368	schief
disreputable	anger	0.368	anrüchig
forbidding	anger	0.368	verbieten
conquest	anger	0.367	Eroberung
bark	anger	0.365	bellen
leukemia	anger	0.365	Leukämie
disapprove	anger	0.364	missbilligen
warrior	anger	0.364	Krieger
barks	anger	0.364	bellt
retarded	anger	0.364	Verzögert
unhappy	anger	0.364	unzufrieden
burke	anger	0.364	Burke
challenge	anger	0.364	Herausforderung
belt	anger	0.364	Gürtel
litigate	anger	0.359	prozessieren
paucity	anger	0.359	Mangel
opinionated	anger	0.359	rechthaberisch
disliked	anger	0.359	nicht gefallen
aftermath	anger	0.359	Nachwirkungen
restriction	anger	0.359	Beschränkung
cad	anger	0.359	Kad
incompetence	anger	0.359	Inkompetenz
loudness	anger	0.359	Lautstärke
broken	anger	0.359	gebrochen
polemic	anger	0.359	Polemik
sectarian	anger	0.359	sektiererisch
controversial	anger	0.359	umstritten
interrupting	anger	0.358	unterbrechen
fussy	anger	0.357	pingelig
wench	anger	0.353	Weibsbild
remove	anger	0.351	Löschen
brat	anger	0.351	Gör
gruff	anger	0.351	schroff
misbehavior	anger	0.351	Fehlverhalten
scarcity	anger	0.350	Knappheit
losing	anger	0.349	verlieren
stigma	anger	0.348	Stigma
deserted	anger	0.348	verlassen
timewasters	anger	0.348	Zeitverschwender
disagreement	anger	0.348	Uneinigkeit
defect	anger	0.348	Defekt
hardened	anger	0.348	gehärtet
lie	anger	0.348	Lüge
ulcer	anger	0.348	Geschwür
retract	anger	0.348	einfahren
untrustworthy	anger	0.348	unseriös
pest	anger	0.348	Pest
disappointed	anger	0.348	enttäuscht
bias	anger	0.345	Voreingenommenheit
negation	anger	0.344	Negation
bothering	anger	0.344	stören
stripped	anger	0.344	abgezogen
antisocial	anger	0.344	asozial
pirate	anger	0.344	Pirat
stingy	anger	0.344	geizig
shoddy	anger	0.344	Shoddy
unreliable	anger	0.344	unzuverlässig
shaky	anger	0.344	wackelig
misleading	anger	0.344	irreführend
unsettled	anger	0.344	verunsichert
evade	anger	0.344	ausweichen
anxiety	anger	0.344	Angst
disclaim	anger	0.344	ablehnen
deterioration	anger	0.344	Verschlechterung
impotence	anger	0.344	Impotenz
interminable	anger	0.343	endlos
disease	anger	0.341	Erkrankung
meddle	anger	0.341	sich einmischen
warp	anger	0.340	Kette
averse	anger	0.338	abgeneigt
infamous	anger	0.338	berüchtigt
alcoholism	anger	0.338	Alkoholismus
row	anger	0.337	die Zeile
staticky	anger	0.336	statisch
illegitimate	anger	0.333	illegitim
encumbrance	anger	0.333	Belastung
witchcraft	anger	0.333	Hexerei
interrupt	anger	0.333	unterbrechen
scorpion	anger	0.333	Skorpion
ill	anger	0.333	krank
sinner	anger	0.331	Sünder
inconsiderate	anger	0.329	rücksichtslos
hulk	anger	0.329	Hulk
prohibited	anger	0.328	verboten
dashed	anger	0.328	gestrichelt
brrr	anger	0.328	brrr
fib	anger	0.328	Flunkerei
disqualified	anger	0.328	disqualifiziert
spammers	anger	0.328	Spammer
phony	anger	0.328	falsch
tighten	anger	0.328	spannen
dislocated	anger	0.328	ausgerenkt
scapegoat	anger	0.328	Sündenbock
victim	anger	0.328	Opfer
opponent	anger	0.328	Gegner
hiss	anger	0.328	zischen
crusade	anger	0.328	Kreuzzug
grumpy	anger	0.328	mürrisch
resisting	anger	0.328	widerstehen
inappropriate	anger	0.324	unangemessen
haye	anger	0.324	Heu
loss	anger	0.324	Verlust
trickery	anger	0.324	Trickserei
eschew	anger	0.324	vermeiden
neglected	anger	0.324	vernachlässigt
canker	anger	0.323	Krebs
muff	anger	0.318	Muff
crunch	anger	0.318	Knirschen
duplicity	anger	0.318	Duplizität
criticism	anger	0.318	Kritik
queues	anger	0.318	Warteschlangen
shriek	anger	0.316	Schrei
depreciate	anger	0.315	abschreiben
dismissal	anger	0.312	Entlassung
chaff	anger	0.312	Spreu
dramaqueen	anger	0.312	Dramakönigin
poverty	anger	0.312	Armut
carelessness	anger	0.312	Nachlässigkeit
deflate	anger	0.312	entlüften
dumps	anger	0.312	Deponien
dupe	anger	0.312	betrügen
mortality	anger	0.312	Sterblichkeit
revving	anger	0.309	aufdrehen
disallowed	anger	0.308	verboten
boisterous	anger	0.307	ausgelassen
thoughtless	anger	0.307	gedankenlos
burial	anger	0.304	Beerdigung
wince	anger	0.303	zusammenzucken
theocratic	anger	0.303	theokratisch
sullen	anger	0.303	mürrisch
involution	anger	0.300	Involution
misuse	anger	0.297	Missbrauch
taxed	anger	0.297	besteuert
senseless	anger	0.297	sinnlos
talons	anger	0.297	Krallen
stalemate	anger	0.297	Patt
getyourown	anger	0.297	Hol dir dein eigenes
hoax	anger	0.297	Falschmeldung
depreciated	anger	0.297	abgeschrieben
depressed	anger	0.297	deprimiert
wasteful	anger	0.297	verschwenderisch
paralysis	anger	0.295	Lähmung
displaced	anger	0.294	versetzt
limited	anger	0.292	begrenzt
disapointment	anger	0.290	Enttäuschung
orc	anger	0.289	Ork
ridiculous	anger	0.289	lächerlich
homeless	anger	0.288	obdachlos
spine	anger	0.288	Wirbelsäule
teasing	anger	0.288	neckisch
presumptuous	anger	0.288	anmaßend
react	anger	0.288	reagieren
sharpen	anger	0.288	schärfen
barrier	anger	0.287	Barriere
hoot	anger	0.287	johlen
twitchy	anger	0.287	unruhig
myopia	anger	0.283	Kurzsichtigkeit
flexin	anger	0.281	flexin
lagging	anger	0.281	zurückbleibend
contraband	anger	0.281	Schmuggelware
incompatible	anger	0.281	unvereinbar
shiver	anger	0.281	Schauer
spam	anger	0.281	Spam
agh	anger	0.281	aha
disconnects	anger	0.281	trennt
delinquent	anger	0.281	Delinquent
restitution	anger	0.281	Restitution
foray	anger	0.279	Beutezug
troll	anger	0.279	Troll
unfairness	anger	0.279	Ungerechtigkeit
buffering	anger	0.279	Pufferung
noncompliance	anger	0.279	Nichteinhaltung
nether	anger	0.278	unter
bogus	anger	0.273	falsch
immaturity	anger	0.273	Unreife
uncaring	anger	0.273	gleichgültig
bugaboo	anger	0.273	Schreckgespenst
feisty	anger	0.269	temperamentvoll
shock	anger	0.269	Schock
humbug	anger	0.266	Humbug
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	Feminismus
inoperative	anger	0.266	unwirksam
bear	anger	0.266	Bär
inconvenient	anger	0.266	ungünstig
latent	anger	0.266	latent
defendant	anger	0.266	Beklagte
nopoint	anger	0.266	nix
rapping	anger	0.266	rappen
pry	anger	0.266	neugierig sein
quandary	anger	0.266	Dilemma
interrupts	anger	0.265	unterbricht
fluctuation	anger	0.265	Fluktuation
exaggerate	anger	0.263	übertreiben
lose	anger	0.261	verlieren
patter	anger	0.258	prasseln
furnace	anger	0.258	Ofen
stone	anger	0.258	Stein
tease	anger	0.258	necken
shoplifting	anger	0.258	Ladendiebstahl
soldier	anger	0.258	Soldat
incompetent	anger	0.257	inkompetent
indoctrination	anger	0.255	Indoktrination
rocket	anger	0.250	Rakete
skid	anger	0.250	Schleudern
noisy	anger	0.250	laut
notoriety	anger	0.250	Bekanntheit
cane	anger	0.250	Stock
unfollow	anger	0.250	entfolgen
tripping	anger	0.250	stolpern
attentionseeker	anger	0.250	Aufmerksamkeitssuchender
mastery	anger	0.250	Meisterschaft
socialist	anger	0.250	Sozialist
falsehood	anger	0.250	Lüge
complicate	anger	0.250	komplizieren
lawyer	anger	0.250	Anwalt
untrue	anger	0.250	unwahr
nonsense	anger	0.250	Unsinn
pouting	anger	0.250	schmollend
witch	anger	0.242	Hexe
detract	anger	0.242	ablenken
obstacle	anger	0.242	Hindernis
halter	anger	0.242	Halfter
fenced	anger	0.242	eingezäunt
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	nicht verstehen
vampire	anger	0.242	Vampir
ringer	anger	0.242	Klingelton
frowning	anger	0.239	stirnrunzelnd
saber	anger	0.238	Säbel
hunger	anger	0.235	Hunger
shell	anger	0.234	Hülse
wokemeup	anger	0.234	weckte mich auf
recession	anger	0.234	Rezession
failing	anger	0.234	Versagen
dabbling	anger	0.234	Dilettantismus
politics	anger	0.234	Politik
lava	anger	0.234	Lava
rascal	anger	0.234	Schlingel
imtryingtosleep	anger	0.234	Ich versuche zu schlafen
tariff	anger	0.234	Tarif
undesirable	anger	0.231	unerwünscht
darkness	anger	0.227	Dunkelheit
versus	anger	0.227	gegen
copycat	anger	0.227	Nachahmer
resign	anger	0.227	zurücktreten
soaked	anger	0.226	eingeweicht
unfulfilled	anger	0.225	unerfüllt
abandoned	anger	0.222	verlassen
unattainable	anger	0.221	unerreichbar
owing	anger	0.221	geschuldet
bankruptcy	anger	0.221	Konkurs
misconception	anger	0.219	Missverständnis
tool	anger	0.219	Werkzeug
warden	anger	0.219	Aufseher
compress	anger	0.219	Kompresse
mosquito	anger	0.219	Moskito
whiny	anger	0.219	weinerlich
somethingigetalot	anger	0.219	etwas viel
confusion	anger	0.219	Verwirrtheit
unhelpful	anger	0.219	nicht hilfreich
twitching	anger	0.219	Zucken
nosey	anger	0.213	neugierig
overpriced	anger	0.212	überteuert
adder	anger	0.212	Addierer
harry	anger	0.212	Harry
shortage	anger	0.212	Mangel
melodrama	anger	0.212	Melodrama
possession	anger	0.206	Besitz
desert	anger	0.206	Wüste
overplayed	anger	0.206	überspielt
unpaid	anger	0.203	unbezahlt
powerless	anger	0.203	machtlos
sentence	anger	0.203	Satz
inefficient	anger	0.203	ineffizient
arraignment	anger	0.203	Anklage
pout	anger	0.203	Schmollmund
unlucky	anger	0.203	unglücklich
rook	anger	0.203	Turm
backbone	anger	0.203	Rückgrat
uninvited	anger	0.203	ohne Einladung
court	anger	0.199	Gericht
endless	anger	0.198	endlos
adverts	anger	0.197	Anzeigen
distracted	anger	0.197	abgelenkt
delay	anger	0.197	Verzögerung
misstatement	anger	0.197	Falschaussage
misunderstanding	anger	0.195	Missverständnis
inadmissible	anger	0.191	unzulässig
excite	anger	0.191	begeistern
lightning	anger	0.189	Blitz
preclude	anger	0.188	ausschließen
mournful	anger	0.188	traurig
insecure	anger	0.188	unsicher
incase	anger	0.188	im Falle
mutter	anger	0.182	murmeln
pare	anger	0.182	parieren
rating	anger	0.182	Bewertung
claimant	anger	0.182	Antragsteller
insist	anger	0.182	pochen
mistress	anger	0.182	Herrin
distracting	anger	0.182	ablenkend
opium	anger	0.180	Opium
deserve	anger	0.176	verdienen
willful	anger	0.176	eigensinnig
treat	anger	0.175	behandeln
insists	anger	0.175	besteht darauf
excitation	anger	0.172	Erregung
mighty	anger	0.172	mächtig
liberate	anger	0.172	befreien
indecisive	anger	0.172	unentschlossen
hormonal	anger	0.172	hormonell
peice	anger	0.172	Stück
gibberish	anger	0.172	Kauderwelsch
misplace	anger	0.172	verlegen
fee	anger	0.172	Gebühr
thanksalot	anger	0.172	Vielen Dank
fleece	anger	0.172	Vlies
yelp	anger	0.168	jaulen
mule	anger	0.167	Maultier
unequal	anger	0.167	ungleich
hamstring	anger	0.167	lähmen
bargaining	anger	0.167	verhandeln
insufficiency	anger	0.167	Insuffizienz
insignificant	anger	0.167	unbedeutend
attentionseekers	anger	0.163	Aufmerksamkeitssuchende
coop	anger	0.156	Koop
rheumatism	anger	0.156	Rheuma
forearm	anger	0.156	Unterarm
indifference	anger	0.156	Gleichgültigkeit
underpaid	anger	0.152	unterbezahlt
involvement	anger	0.152	Beteiligung
justthebeginning	anger	0.152	nur der Anfang
disinformation	anger	0.152	Desinformation
uncertain	anger	0.152	unsicher
bee	anger	0.152	Biene
attorney	anger	0.152	Rechtsanwalt
pretending	anger	0.152	vortäuschend
campaigning	anger	0.151	Wahlkampf
hopelessness	anger	0.149	Hoffnungslosigkeit
feeling	anger	0.147	Gefühl
legalized	anger	0.145	legalisiert
caution	anger	0.145	Vorsicht
sterling	anger	0.141	Sterling
morals	anger	0.141	Moral
subsidy	anger	0.141	Subvention
obliging	anger	0.141	gefällig
wimpy	anger	0.140	feige
bummer	anger	0.139	Mist
saloon	anger	0.136	Saloon
blemish	anger	0.136	Makel
misspell	anger	0.136	falsch schreiben
repay	anger	0.136	zurückzahlen
surcharge	anger	0.136	Zuschlag
geez	anger	0.136	Meine Güte
birch	anger	0.135	Birke
noob	anger	0.133	Anfänger
honk	anger	0.133	hupen
orchestra	anger	0.132	Orchester
wireless	anger	0.125	kabellos
competitive	anger	0.125	wettbewerbsfähig
standstill	anger	0.125	still stehen
inattention	anger	0.121	Unaufmerksamkeit
reversal	anger	0.121	Umkehrung
lace	anger	0.118	Spitze
elbow	anger	0.117	Ellbogen
instinctive	anger	0.112	instinktiv
chant	anger	0.111	Gesang
gnome	anger	0.109	Gnom
lonely	anger	0.109	einsam
tolerate	anger	0.106	tolerieren
management	anger	0.102	Management
advocacy	anger	0.100	Interessenvertretung
moral	anger	0.094	Moral-
roadworks	anger	0.091	Straßenarbeiten
honest	anger	0.087	ehrlich
gent	anger	0.076	Mann
forgetful	anger	0.076	vergesslich
