English Word	Emotion	Emotion-Intensity-Score	Turkish Word
dislike	anger	0.469	Beğenmemek
steal	anger	0.469	hırsızlık yapmak
backoff	anger	0.469	geri bas
stifled	anger	0.469	boğulmuş
incite	anger	0.469	tetiklemek
distress	anger	0.469	sıkıntı
angermanagement	anger	0.469	öfke kontrolü
selfish	anger	0.469	bencil
injury	anger	0.469	incinme
exile	anger	0.469	sürgün
insanity	anger	0.469	delilik
offense	anger	0.469	suç
objection	anger	0.469	itiraz
smother	anger	0.469	boğmak
disruption	anger	0.469	bozulma
intolerance	anger	0.469	hoşgörüsüzlük
disobey	anger	0.469	itaatsizlik etmek
selfishness	anger	0.469	bencillik
recidivism	anger	0.469	mükerrerlik
subversive	anger	0.469	yıkıcı
huff	anger	0.469	hırıltı
plunder	anger	0.469	yağma
opposition	anger	0.469	muhalefet
complain	anger	0.469	şikayet
perpetrator	anger	0.469	fail
simmer	anger	0.469	kaynatma
areyoukidding	anger	0.468	Dalga mı geçiyorsun
mug	anger	0.467	saldırıp soymak
agony	anger	0.465	ızdırap
arrogant	anger	0.461	kibirli
sux	anger	0.456	sux
vent	anger	0.456	havalandırma
elimination	anger	0.456	eliminasyon
picketing	anger	0.456	gözcülük
haughty	anger	0.456	kibirli
grated	anger	0.455	rendelenmiş
flagrant	anger	0.455	bariz
busted	anger	0.455	paçayı ele vermek
crabby	anger	0.455	huysuz
dying	anger	0.455	ölme
idiocy	anger	0.455	aptallık
impermeable	anger	0.455	geçirimsiz
stubbed	anger	0.455	inatçı
illegality	anger	0.455	yasadışılık
veto	anger	0.455	veto
constraint	anger	0.455	kısıtlama
mislead	anger	0.455	yanıltmak
illicit	anger	0.455	yasadışı
troublesome	anger	0.455	zahmetli
clamor	anger	0.455	yaygara
bayonet	anger	0.453	süngü
suppress	anger	0.453	bastırmak
intense	anger	0.453	yoğun
displeased	anger	0.453	hoşnutsuz
disapproving	anger	0.453	onaylamayan
hysterical	anger	0.453	histerik
struggle	anger	0.453	mücadele etmek
godless	anger	0.453	tanrısız
desist	anger	0.453	vazgeçmek
usurped	anger	0.453	gasp edilmiş
despotism	anger	0.453	despotizm
disagreeing	anger	0.453	aynı fikirde olmayan
bad	anger	0.453	kötü
unlawful	anger	0.451	yasa dışı
wrongly	anger	0.448	yanlış
repellent	anger	0.442	itici
dishonor	anger	0.441	onursuzluk
psychosis	anger	0.441	psikoz
wasted	anger	0.441	heba olmuş
wrongful	anger	0.441	haksız
foe	anger	0.441	düşman
aversion	anger	0.440	isteksizlik
gahhh	anger	0.439	ahhh
knuckles	anger	0.439	parmak eklemleri
ultimatum	anger	0.439	ültimatom
schism	anger	0.439	ayrılık
upset	anger	0.439	üzgün
effigy	anger	0.439	büst
punitive	anger	0.439	cezalandırıcı
worthless	anger	0.438	değersiz
separatist	anger	0.438	ayrılıkçı
ransom	anger	0.438	fidye
deny	anger	0.438	reddetmek
fugitive	anger	0.438	firari
mucked	anger	0.438	ezilmiş
abandonment	anger	0.438	terk etme
irritation	anger	0.438	tahriş
deleterious	anger	0.438	zararlı
stupidity	anger	0.438	aptallık
segregate	anger	0.437	ayrım yapmak
oblivion	anger	0.437	farkında olmama durumu
payback	anger	0.436	geri ödeme
incongruous	anger	0.435	uyumsuz
eviction	anger	0.435	tahliye
collusion	anger	0.432	gizli anlaşma
rob	anger	0.431	soymak
ravenous	anger	0.429	aç
overrun	anger	0.429	aşmak
infidelity	anger	0.429	sadakatsizlik
harbinger	anger	0.426	habercisi
painful	anger	0.426	acı verici
getoverit	anger	0.426	AŞ bunu
martial	anger	0.426	dövüş
rejection	anger	0.426	reddetme
incredulous	anger	0.426	inanılmaz
stupidrain	anger	0.426	aptal yağmur
defense	anger	0.425	savunma
enforce	anger	0.424	zorlamak
commotion	anger	0.424	kargaşa
censor	anger	0.424	sansür
gonorrhea	anger	0.424	bel soğukluğu
fraudulent	anger	0.424	dolandırıcı
unsympathetic	anger	0.424	anlayışsız
fallacious	anger	0.424	yanıltıcı
greed	anger	0.424	açgözlülük
defraud	anger	0.424	dolandırmak
banger	anger	0.424	vurucu
concealment	anger	0.424	gizleme
fuss	anger	0.424	yaygara
exasperation	anger	0.424	öfke
disobedience	anger	0.424	itaatsizlik
powerful	anger	0.424	güçlü
discontent	anger	0.424	hoşnutsuzluk
indecency	anger	0.424	ahlaksızlık
sedition	anger	0.422	ayaklanma
deportation	anger	0.422	sınır dışı etme
cracked	anger	0.422	çatlamış
bang	anger	0.422	patlama
barb	anger	0.422	diken
duel	anger	0.422	düello
sarcasm	anger	0.422	iğneleyici söz
cur	anger	0.422	kür
misrepresented	anger	0.422	yanlış temsil
annoyance	anger	0.422	sıkıntı
scar	anger	0.422	yara izi
nettle	anger	0.422	ısırgan otu
banishment	anger	0.422	sürgün
snubbed	anger	0.422	küçümseyen
penitentiary	anger	0.422	cezaevi
penetration	anger	0.422	penetrasyon
blatant	anger	0.420	bariz
force	anger	0.418	Kuvvet
perverse	anger	0.415	sapık
wring	anger	0.415	sıkmak
bastion	anger	0.413	kale
grim	anger	0.413	acımasız
moody	anger	0.412	kaprisli
tiff	anger	0.412	tiff
nothappy	anger	0.412	mutlu değil
surly	anger	0.412	somurtkan
sordid	anger	0.412	iğrenç
hunting	anger	0.411	avlanma
indenture	anger	0.410	sözleşme
forfeit	anger	0.409	kaybetmek
areyoukiddingme	anger	0.409	Benimle dalga mı geçiyorsun
reproach	anger	0.409	sitem
sham	anger	0.409	sahte
awful	anger	0.409	berbat
compulsion	anger	0.409	mecburiyet
implicate	anger	0.409	ima etmek
contradict	anger	0.409	çelişmek
inept	anger	0.409	beceriksiz
supremacy	anger	0.409	üstünlük
sneak	anger	0.409	gizlice
disappoint	anger	0.409	hayal kırıklığına uğratmak
blockade	anger	0.409	abluka
detainee	anger	0.409	tutuklu
cantwin	anger	0.409	cantwin
squelch	anger	0.409	susturmak
lying	anger	0.408	uzanmak
rail	anger	0.406	Demiryolu
forsaken	anger	0.406	terk edilmiş
cacophony	anger	0.406	kakofoni
antipathy	anger	0.406	antipati
wop	anger	0.406	vay be
badger	anger	0.406	porsuk
tremor	anger	0.406	titreme
inequality	anger	0.406	eşitsizlik
delusion	anger	0.406	yanılsama
unthinkable	anger	0.406	düşünülemez
onerous	anger	0.406	zahmetli
wrongdoing	anger	0.406	yanlış yapmak
nuisance	anger	0.406	sıkıntı
scrapie	anger	0.406	karalama
epidemic	anger	0.406	epidemi
arguments	anger	0.404	argümanlar
affront	anger	0.403	hakaret
traumatic	anger	0.402	travmatik
sodding	anger	0.400	çimlenme
libel	anger	0.400	iftira
annoys	anger	0.400	rahatsız
soslow	anger	0.398	çok yavaş
watchout	anger	0.398	dikkat et
frenetic	anger	0.397	çılgın
remiss	anger	0.397	özlemek
barge	anger	0.396	mavna
sue	anger	0.394	Dava açmak
keyed	anger	0.394	anahtarlı
actionable	anger	0.394	harekete geçirilebilir
extinguish	anger	0.394	söndürmek
fraud	anger	0.394	sahtekar
untoward	anger	0.394	hoş olmayan
illegal	anger	0.394	yasadışı
nag	anger	0.394	dırdır etmek
boxing	anger	0.394	boks
confiscate	anger	0.394	el koymak
howl	anger	0.394	uluma
whatsthepoint	anger	0.394	amaç ne
rabble	anger	0.394	ayaktakımı
unfriendly	anger	0.394	düşmanca
disrespect	anger	0.394	saygısızlık
dangit	anger	0.394	dangit
brimstone	anger	0.392	kükürt
dissolution	anger	0.391	çözülme
rigged	anger	0.391	hileli
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	deprem
argh	anger	0.391	argh
pique	anger	0.391	pike
recklessness	anger	0.391	pervasızlık
disagree	anger	0.389	aynı fikirde olmamak
lawsuit	anger	0.386	dava
disused	anger	0.382	kullanılmayan
despair	anger	0.382	çaresizlik
immorality	anger	0.382	ahlaksızlık
coerce	anger	0.379	zorlamak
firstworldprobs	anger	0.379	birinci dünya probları
touchy	anger	0.379	dokunaklı
pokes	anger	0.379	dürtme
falsification	anger	0.379	tahrif
rifle	anger	0.379	tüfek
sizzle	anger	0.379	cızırtı
incurable	anger	0.379	tedavi edilemez
difficulty	anger	0.379	zorluk
sore	anger	0.379	yara
picket	anger	0.378	kazık
concussion	anger	0.377	sarsıntı
stuckup	anger	0.375	sıkışmış
militia	anger	0.375	milis
rawr	anger	0.375	hamr
faulty	anger	0.375	hatalı
sly	anger	0.375	kurnaz
disillusionment	anger	0.375	hayal kırıklığı
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	tuzak
infantile	anger	0.375	çocuksu
pessimism	anger	0.375	karamsarlık
remand	anger	0.375	tutuklamak
cannon	anger	0.375	top
vindicate	anger	0.371	haklı çıkarmak
inhibit	anger	0.371	engellemek
distressing	anger	0.371	üzücü
nepotism	anger	0.371	nepotizm
schizophrenia	anger	0.369	şizofreni
skewed	anger	0.368	çarpitilmis
disreputable	anger	0.368	itibarsız
forbidding	anger	0.368	yasaklayan
conquest	anger	0.367	fetih
bark	anger	0.365	bağırmak
leukemia	anger	0.365	lösemi
disapprove	anger	0.364	onaylamamak
warrior	anger	0.364	savaşçı
barks	anger	0.364	soyulmuş kabuk
retarded	anger	0.364	geri zekalı
unhappy	anger	0.364	mutsuz
burke	anger	0.364	burke
challenge	anger	0.364	meydan okumak
belt	anger	0.364	kemer
litigate	anger	0.359	dava açmak
paucity	anger	0.359	kıtlık
opinionated	anger	0.359	görüşlü
disliked	anger	0.359	hoşlanmadı
aftermath	anger	0.359	sonrası
restriction	anger	0.359	kısıtlama
cad	anger	0.359	cad
incompetence	anger	0.359	beceriksizlik
loudness	anger	0.359	ses yüksekliği
broken	anger	0.359	bozuldu
polemic	anger	0.359	polemik
sectarian	anger	0.359	mezhepçi
controversial	anger	0.359	çekişmeli
interrupting	anger	0.358	kesintiye uğratmak
fussy	anger	0.357	telaşlı
wench	anger	0.353	fahişe
remove	anger	0.351	kaldırmak
brat	anger	0.351	velet
gruff	anger	0.351	huysuz
misbehavior	anger	0.351	yanlış davranış
scarcity	anger	0.350	kıtlık
losing	anger	0.349	kaybetmek
stigma	anger	0.348	damga
deserted	anger	0.348	ıssız
timewasters	anger	0.348	zaman öldürücüler
disagreement	anger	0.348	anlaşmazlık
defect	anger	0.348	kusur
hardened	anger	0.348	sertleştirilmiş
lie	anger	0.348	Yalan
ulcer	anger	0.348	ülser
retract	anger	0.348	geri çekmek
untrustworthy	anger	0.348	güvenilmez
pest	anger	0.348	haşere
disappointed	anger	0.348	hayal kırıklığına uğramış
bias	anger	0.345	ön yargı
negation	anger	0.344	olumsuzlama
bothering	anger	0.344	rahatsız
stripped	anger	0.344	soyulmuş
antisocial	anger	0.344	antisosyal
pirate	anger	0.344	korsan
stingy	anger	0.344	pinti
shoddy	anger	0.344	kalitesiz
unreliable	anger	0.344	güvenilmez
shaky	anger	0.344	titrek
misleading	anger	0.344	yanıltıcı
unsettled	anger	0.344	huzursuz
evade	anger	0.344	kaçınmak
anxiety	anger	0.344	endişe
disclaim	anger	0.344	feragat etmek
deterioration	anger	0.344	bozulma
impotence	anger	0.344	iktidarsızlık
interminable	anger	0.343	bitmez tükenmez
disease	anger	0.341	hastalık
meddle	anger	0.341	karışmak
warp	anger	0.340	çarpıtma
averse	anger	0.338	hoşlanmamak
infamous	anger	0.338	rezil
alcoholism	anger	0.338	alkolizm
row	anger	0.337	sıra
staticky	anger	0.336	statik
illegitimate	anger	0.333	gayri meşru
encumbrance	anger	0.333	yükümlülük
witchcraft	anger	0.333	cadılık
interrupt	anger	0.333	yarıda kesmek
scorpion	anger	0.333	akrep
ill	anger	0.333	hasta
sinner	anger	0.331	günahkar
inconsiderate	anger	0.329	düşüncesiz
hulk	anger	0.329	Hulk
prohibited	anger	0.328	yasak
dashed	anger	0.328	kesikli
brrr	anger	0.328	brrr
fib	anger	0.328	lif
disqualified	anger	0.328	diskalifiye
spammers	anger	0.328	spam gönderenler
phony	anger	0.328	sahte
tighten	anger	0.328	sıkılaştırmak
dislocated	anger	0.328	yerinden çıkmış
scapegoat	anger	0.328	günah keçisi
victim	anger	0.328	kurban
opponent	anger	0.328	rakip
hiss	anger	0.328	tıslama
crusade	anger	0.328	haçlı seferi
grumpy	anger	0.328	huysuz
resisting	anger	0.328	direnmek
inappropriate	anger	0.324	uygunsuz
haye	anger	0.324	saman
loss	anger	0.324	kayıp
trickery	anger	0.324	hile
eschew	anger	0.324	kaçınmak
neglected	anger	0.324	bakımsız
canker	anger	0.323	kanser
muff	anger	0.318	muff
crunch	anger	0.318	çatırtı
duplicity	anger	0.318	ikiyüzlülük
criticism	anger	0.318	eleştiri
queues	anger	0.318	kuyruklar
shriek	anger	0.316	çığlık
depreciate	anger	0.315	değer kaybetmek
dismissal	anger	0.312	işten çıkarma
chaff	anger	0.312	saman
dramaqueen	anger	0.312	drama kraliçesi
poverty	anger	0.312	yoksulluk
carelessness	anger	0.312	dikkatsizlik
deflate	anger	0.312	söndürmek
dumps	anger	0.312	çöplükler
dupe	anger	0.312	kandırmak
mortality	anger	0.312	ölüm oranı
revving	anger	0.309	devirli
disallowed	anger	0.308	izin verilmeyen
boisterous	anger	0.307	gürültülü
thoughtless	anger	0.307	düşüncesiz
burial	anger	0.304	cenaze
wince	anger	0.303	çekinme
theocratic	anger	0.303	teokratik
sullen	anger	0.303	suratsız
involution	anger	0.300	involüsyon
misuse	anger	0.297	yanlış kullanım
taxed	anger	0.297	vergilendirilmiş
senseless	anger	0.297	anlamsız
talons	anger	0.297	pençeler
stalemate	anger	0.297	çıkmaz
getyourown	anger	0.297	kendine gel
hoax	anger	0.297	şaka
depreciated	anger	0.297	amortismana tabi tutulmuş
depressed	anger	0.297	bunalımlı
wasteful	anger	0.297	savurgan
paralysis	anger	0.295	felç
displaced	anger	0.294	yerinden edilmiş
limited	anger	0.292	sınırlı
disapointment	anger	0.290	hayal kırıklığı
orc	anger	0.289	ork
ridiculous	anger	0.289	gülünç
homeless	anger	0.288	evsiz
spine	anger	0.288	omurga
teasing	anger	0.288	alay
presumptuous	anger	0.288	küstah
react	anger	0.288	tepki
sharpen	anger	0.288	keskinleştirmek
barrier	anger	0.287	bariyer
hoot	anger	0.287	yuh
twitchy	anger	0.287	seğiren
myopia	anger	0.283	miyopi
flexin	anger	0.281	flexin
lagging	anger	0.281	gecikme
contraband	anger	0.281	kaçak
incompatible	anger	0.281	uyumsuz
shiver	anger	0.281	titreme
spam	anger	0.281	istenmeyen e-posta
agh	anger	0.281	ah
disconnects	anger	0.281	bağlantıyı keser
delinquent	anger	0.281	suçlu
restitution	anger	0.281	iade
foray	anger	0.279	basmak
troll	anger	0.279	trol
unfairness	anger	0.279	adaletsizlik
buffering	anger	0.279	arabelleğe alma
noncompliance	anger	0.279	uyumsuzluk
nether	anger	0.278	alt
bogus	anger	0.273	sahte
immaturity	anger	0.273	olgunlaşmamışlık
uncaring	anger	0.273	umursamaz
bugaboo	anger	0.273	böcek
feisty	anger	0.269	alıngan
shock	anger	0.269	şok
humbug	anger	0.266	riyakârlık
notamorningperson	anger	0.266	sabah insanı değil
feminism	anger	0.266	feminizm
inoperative	anger	0.266	çalışmayan
bear	anger	0.266	ayı
inconvenient	anger	0.266	uygunsuz
latent	anger	0.266	gizli
defendant	anger	0.266	sanık
nopoint	anger	0.266	anlamı yok
rapping	anger	0.266	rap yapmak
pry	anger	0.266	gözetlemek
quandary	anger	0.266	ikilem
interrupts	anger	0.265	kesintiler
fluctuation	anger	0.265	dalgalanma
exaggerate	anger	0.263	abartmak
lose	anger	0.261	kaybetmek
patter	anger	0.258	pıtırtı
furnace	anger	0.258	fırın
stone	anger	0.258	taş
tease	anger	0.258	alay etmek
shoplifting	anger	0.258	hırsızlık
soldier	anger	0.258	asker
incompetent	anger	0.257	beceriksiz
indoctrination	anger	0.255	telkin
rocket	anger	0.250	roket
skid	anger	0.250	kızak
noisy	anger	0.250	gürültülü
notoriety	anger	0.250	ün
cane	anger	0.250	baston
unfollow	anger	0.250	takibi bırak
tripping	anger	0.250	açma
attentionseeker	anger	0.250	dikkat arayan
mastery	anger	0.250	ustalık
socialist	anger	0.250	sosyalist
falsehood	anger	0.250	yalan
complicate	anger	0.250	karmaşık
lawyer	anger	0.250	avukat
untrue	anger	0.250	doğru olmayan
nonsense	anger	0.250	saçmalık
pouting	anger	0.250	somurtarak
witch	anger	0.242	cadı
detract	anger	0.242	küçümsemek
obstacle	anger	0.242	engel
halter	anger	0.242	yular
fenced	anger	0.242	çitle çevrili
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	anlamamak
vampire	anger	0.242	vampir
ringer	anger	0.242	zil sesi
frowning	anger	0.239	çatık
saber	anger	0.238	kılıç
hunger	anger	0.235	açlık
shell	anger	0.234	kabuk
wokemeup	anger	0.234	beni uyandır
recession	anger	0.234	durgunluk
failing	anger	0.234	başarısız
dabbling	anger	0.234	cüretkar
politics	anger	0.234	siyaset
lava	anger	0.234	lav
rascal	anger	0.234	rezil
imtryingtosleep	anger	0.234	Ben uyumaya çalışıyorum
tariff	anger	0.234	tarife
undesirable	anger	0.231	istenmeyen
darkness	anger	0.227	karanlık
versus	anger	0.227	karşı
copycat	anger	0.227	taklitçi
resign	anger	0.227	çekilmek
soaked	anger	0.226	batırılmış
unfulfilled	anger	0.225	yerine getirilmemiş
abandoned	anger	0.222	terk edilmiş
unattainable	anger	0.221	ulaşılamaz
owing	anger	0.221	borçlu
bankruptcy	anger	0.221	iflas
misconception	anger	0.219	yanlış kanı
tool	anger	0.219	alet
warden	anger	0.219	gardiyan
compress	anger	0.219	kompres
mosquito	anger	0.219	sivrisinek
whiny	anger	0.219	mızmız
somethingigetalot	anger	0.219	bir şey çok
confusion	anger	0.219	bilinç bulanıklığı, konfüzyon
unhelpful	anger	0.219	yararsız
twitching	anger	0.219	seğirme
nosey	anger	0.213	meraklı
overpriced	anger	0.212	yüksek fiyatlı
adder	anger	0.212	toplayıcı
harry	anger	0.212	harry
shortage	anger	0.212	kıtlık
melodrama	anger	0.212	melodram
possession	anger	0.206	mülk
desert	anger	0.206	çöl
overplayed	anger	0.206	fazla oynanmış
unpaid	anger	0.203	ödenmemiş
powerless	anger	0.203	güçsüz
sentence	anger	0.203	cümle
inefficient	anger	0.203	yetersiz
arraignment	anger	0.203	duruşma
pout	anger	0.203	surat asmak
unlucky	anger	0.203	şanssız
rook	anger	0.203	kale
backbone	anger	0.203	omurga
uninvited	anger	0.203	davetsiz
court	anger	0.199	mahkeme
endless	anger	0.198	sonsuz
adverts	anger	0.197	reklamlar
distracted	anger	0.197	dikkati dağılmış
delay	anger	0.197	gecikme
misstatement	anger	0.197	yanlış beyan
misunderstanding	anger	0.195	yanlış anlama
inadmissible	anger	0.191	kabul edilemez
excite	anger	0.191	heyecanlandırmak
lightning	anger	0.189	Şimşek
preclude	anger	0.188	engellemek
mournful	anger	0.188	kederli
insecure	anger	0.188	güvensiz
incase	anger	0.188	durumunda
mutter	anger	0.182	mırıldanmak
pare	anger	0.182	pare
rating	anger	0.182	değerlendirme
claimant	anger	0.182	davacı
insist	anger	0.182	ısrar etmek
mistress	anger	0.182	metresi
distracting	anger	0.182	dikkat dağıtıcı
opium	anger	0.180	afyon
deserve	anger	0.176	hak etmek
willful	anger	0.176	istekli
treat	anger	0.175	davranmak
insists	anger	0.175	ısrar ediyor
excitation	anger	0.172	heyecan
mighty	anger	0.172	güçlü
liberate	anger	0.172	özgürleştirmek
indecisive	anger	0.172	kararsız
hormonal	anger	0.172	hormonlu
peice	anger	0.172	parça
gibberish	anger	0.172	anlamsız
misplace	anger	0.172	yanlış yer
fee	anger	0.172	ücret
thanksalot	anger	0.172	çok teşekkürler
fleece	anger	0.172	yün
yelp	anger	0.168	havlama
mule	anger	0.167	katır
unequal	anger	0.167	eşit olmayan
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	pazarlık
insufficiency	anger	0.167	yetersizlik
insignificant	anger	0.167	önemsiz
attentionseekers	anger	0.163	ilgi arayanlar
coop	anger	0.156	kümes
rheumatism	anger	0.156	romatizma
forearm	anger	0.156	kolun ön kısmı
indifference	anger	0.156	kayıtsızlık
underpaid	anger	0.152	düşük ücretli
involvement	anger	0.152	katılım
justthebeginning	anger	0.152	sadece başlangıç
disinformation	anger	0.152	dezenformasyon
uncertain	anger	0.152	belirsiz
bee	anger	0.152	bal arısı
attorney	anger	0.152	avukat
pretending	anger	0.152	rol yapmak
campaigning	anger	0.151	kampanya
hopelessness	anger	0.149	umutsuzluk
feeling	anger	0.147	his
legalized	anger	0.145	yasallaştırılmış
caution	anger	0.145	Dikkat
sterling	anger	0.141	sterlin
morals	anger	0.141	ahlak
subsidy	anger	0.141	sübvansiyon
obliging	anger	0.141	mecbur
wimpy	anger	0.140	pısırık
bummer	anger	0.139	serseri
saloon	anger	0.136	salon
blemish	anger	0.136	leke
misspell	anger	0.136	yanlış yazım
repay	anger	0.136	geri ödemek
surcharge	anger	0.136	ek ücret
geez	anger	0.136	tanrım
birch	anger	0.135	huş ağacı
noob	anger	0.133	ezik
honk	anger	0.133	korna çalmak
orchestra	anger	0.132	orkestra
wireless	anger	0.125	kablosuz
competitive	anger	0.125	rekabetçi
standstill	anger	0.125	durma
inattention	anger	0.121	dikkatsizlik
reversal	anger	0.121	tersine çevirme
lace	anger	0.118	dantel
elbow	anger	0.117	dirsek
instinctive	anger	0.112	içgüdüsel
chant	anger	0.111	ilahi
gnome	anger	0.109	cüce
lonely	anger	0.109	yalnız
tolerate	anger	0.106	tahammül etmek
management	anger	0.102	yönetmek
advocacy	anger	0.100	savunuculuk
