English Word	Emotion	Emotion-Intensity-Score	Malayalam Word
violation	anger	0.547	ലംഘനം
confine	anger	0.547	പരിമിതപ്പെടുത്തുക
misery	anger	0.547	ദുരിതം
arghhhh	anger	0.547	arghhhh
disparity	anger	0.547	അസമത്വം
punishment	anger	0.547	ശിക്ഷ
rebel	anger	0.547	വിമത
preposterous	anger	0.547	അസംബന്ധം
disgraceful	anger	0.547	അപമാനകരമായ
ire	anger	0.547	ദേഷ്യം
deceive	anger	0.547	വഞ്ചിക്കുക
fustrated	anger	0.547	നിരാശപ്പെടുത്തി
sin	anger	0.547	പാപം
shrill	anger	0.547	പരിഭ്രമം
darkside	anger	0.547	ഇരുണ്ട വശം
overbearing	anger	0.547	അമിതഭാരം
firearms	anger	0.547	തോക്കുകൾ
stolen	anger	0.546	മോഷ്ടിച്ചു
hadenough	anger	0.546	മതിയായി
prejudice	anger	0.545	മുൻവിധി
tackle	anger	0.545	നേരിടുക
resentful	anger	0.545	നീരസമുള്ള
heated	anger	0.545	ചൂടാക്കി
callous	anger	0.545	നിഷ്കളങ്കമായ
conspirator	anger	0.545	ഗൂഢാലോചനക്കാരൻ
ruined	anger	0.545	നശിച്ചു
antagonist	anger	0.545	എതിരാളി
skirmish	anger	0.545	ഏറ്റുമുട്ടൽ
menace	anger	0.545	ഭീഷണി
annoyin	anger	0.545	ശല്യപ്പെടുത്തുന്നു
foul	anger	0.545	തെറ്റ്
argument	anger	0.545	വാദം
humiliate	anger	0.545	അപമാനിക്കുക
wanker	anger	0.545	വാങ്കർ
adversary	anger	0.545	എതിരാളി
sting	anger	0.544	കുത്തുക
entangled	anger	0.544	കുടുങ്ങി
grumble	anger	0.544	പിറുപിറുക്കുക
robbery	anger	0.544	കവർച്ച
outcry	anger	0.544	നിലവിളി
resistance	anger	0.543	പ്രതിരോധം
irreconcilable	anger	0.543	പൊരുത്തപ്പെടുത്താനാവാത്ത
obstructive	anger	0.542	തടസ്സപ്പെടുത്തുന്ന
dismay	anger	0.540	പരിഭ്രമം
mob	anger	0.538	ജനക്കൂട്ടം
juststop	anger	0.537	വെറുതെ നിർത്തുക
badness	anger	0.536	മോശം
ridicule	anger	0.534	പരിഹാസം
incendiary	anger	0.533	ജ്വലിക്കുന്ന
flares	anger	0.532	ജ്വാലകൾ
twofaced	anger	0.531	ഇരുമുഖമുള്ള
reckless	anger	0.531	അശ്രദ്ധ
communism	anger	0.531	കമ്മ്യൂണിസം
allegation	anger	0.531	ആരോപണം
prejudicial	anger	0.531	മുൻവിധിയുള്ള
whip	anger	0.531	ചാട്ടവാറടി
unbridled	anger	0.531	അനിയന്ത്രിതമായ
degeneracy	anger	0.531	അപചയം
intruder	anger	0.531	നുഴഞ്ഞുകയറ്റക്കാരൻ
belittle	anger	0.531	നികൃഷ്ടമായ
confinement	anger	0.531	തടവ്
dispute	anger	0.531	തർക്കം
exacerbation	anger	0.531	രൂക്ഷമാക്കൽ
uprising	anger	0.531	പ്രക്ഷോഭം
unjust	anger	0.530	അന്യായമായ
unjustifiable	anger	0.530	ന്യായീകരിക്കാനാവാത്ത
perversion	anger	0.530	വികൃതി
bigoted	anger	0.530	മതഭ്രാന്തൻ
fiesty	anger	0.530	ഉഗ്രമായ
offender	anger	0.530	കുറ്റവാളി
dictatorial	anger	0.530	ഏകാധിപത്യം
hassle	anger	0.530	മുഷിയാതെ
dissonance	anger	0.530	വൈരുദ്ധ്യം
tackled	anger	0.530	കൈകാര്യം ചെയ്തു
renegade	anger	0.529	വിമതൻ
cantstandit	anger	0.529	നിലനിൽക്കാൻ കഴിയില്ല
trespass	anger	0.529	അതിക്രമം
hot	anger	0.529	ചൂടുള്ള
prison	anger	0.529	ജയിൽ
suicide	anger	0.521	ആത്മഹത്യ
annoy	anger	0.520	ശല്യപ്പെടുത്തുക
leavemealone	anger	0.517	എന്നെ ഒറ്റക്കിരിക്കാൻ അനുവദിക്കൂ
cretins	anger	0.516	ക്രെറ്റിൻസ്
depravity	anger	0.516	അപചയം
idiotic	anger	0.516	വിഡ്ഢി
dishonest	anger	0.516	സത്യസന്ധതയില്ലാത്ത
distrust	anger	0.516	അവിശ്വാസം
broil	anger	0.516	ബ്രോയിൽ
grrr	anger	0.516	grrr
criticize	anger	0.516	വിമർശിക്കുക
inimical	anger	0.516	ശത്രുതയുള്ള
tortious	anger	0.516	ക്രൂരമായ
prisoner	anger	0.516	തടവുകാരൻ
treason	anger	0.516	രാജ്യദ്രോഹം
divorce	anger	0.516	വിവാഹമോചനം
venting	anger	0.516	വായുസഞ്ചാരം
duress	anger	0.516	നിർബന്ധിക്കുക
disrespectful	anger	0.516	അനാദരവ്
poaching	anger	0.515	വേട്ടയാടൽ
scold	anger	0.515	ശകാരിക്കുക
poachers	anger	0.515	വേട്ടക്കാർ
pow	anger	0.515	പൗവ്
hangry	anger	0.515	വിശക്കുന്നു
argumentation	anger	0.515	വാദം
frustrating	anger	0.515	മടുപ്പുളവാക്കുന്നു
unkind	anger	0.515	നിര്ദ്ദയമായ
roar	anger	0.515	ഗർജ്ജിക്കുക
coercion	anger	0.515	നിർബന്ധം
unforgiving	anger	0.515	പൊറുക്കാത്തവൻ
grump	anger	0.515	മുറുമുറുപ്പ്
bile	anger	0.515	പിത്തരസം
unleash	anger	0.515	അഴിച്ചുവിടുക
chaos	anger	0.515	കുഴപ്പം
victimized	anger	0.515	ഇരയാക്കിയത്
jerks	anger	0.515	ഞെട്ടലുകൾ
tussle	anger	0.514	പിണക്കം
bane	anger	0.511	വിലക്ക്
accusation	anger	0.510	ആരോപണം
enmity	anger	0.510	ശത്രുത
repudiation	anger	0.510	നിരാകരണം
banish	anger	0.509	നാടുകടത്തുക
disfigured	anger	0.508	രൂപഭേദം വരുത്തി
storm	anger	0.507	കൊടുങ്കാറ്റ്
crazy	anger	0.500	ഭ്രാന്തൻ
hammering	anger	0.500	ചുറ്റിക
defy	anger	0.500	ധിക്കരിക്കുക
antithesis	anger	0.500	വിരുദ്ധത
scoff	anger	0.500	പരിഹസിക്കുക
anguish	anger	0.500	വേദന
confined	anger	0.500	ഒതുക്കി
fear	anger	0.500	ഭയം
bout	anger	0.500	ബൗട്ട്
unruly	anger	0.500	അനിയന്ത്രിതമായ
delusional	anger	0.500	ഭ്രമാത്മകമായ
obstruct	anger	0.500	തടസ്സപ്പെടുത്തുക
possessed	anger	0.500	കൈവശമാക്കി
injustice	anger	0.500	അനീതി
fervor	anger	0.500	തീക്ഷ്ണത
spear	anger	0.500	കുന്തം
derision	anger	0.500	പരിഹാസം
intractable	anger	0.500	അവ്യക്തമായ
reject	anger	0.500	നിരസിക്കുക
dominate	anger	0.500	ആധിപത്യം സ്ഥാപിക്കുക
ordeal	anger	0.500	അഗ്നിപരീക്ഷ
banished	anger	0.500	നാടുകടത്തപ്പെട്ടു
rejects	anger	0.500	നിരസിക്കുന്നു
shun	anger	0.500	ഒഴിവാക്കുക
brunt	anger	0.500	ബ്രണ്ട്
derogation	anger	0.500	അവഹേളനം
frenzied	anger	0.500	ഉന്മാദമായി
animus	anger	0.500	ജീവാത്മാവ്
suppression	anger	0.500	അടിച്ചമർത്തൽ
malpractice	anger	0.500	ദുരാചാരം
brazen	anger	0.500	താമ്രജാലം
foaming	anger	0.500	നുരയുന്നു
disrupting	anger	0.500	തടസ്സപ്പെടുത്തുന്നു
nobodycares	anger	0.500	ആരും ശ്രദ്ധിക്കുന്നില്ല
patronising	anger	0.500	രക്ഷാധികാരി
getoveryourself	anger	0.495	സ്വയം നേടുക
toughness	anger	0.492	കാഠിന്യം
stupidpeople	anger	0.492	വിഡ്ഢികൾ
madness	anger	0.491	ഭ്രാന്ത്
sinful	anger	0.491	പാപിയായ
avarice	anger	0.490	അത്യാഗ്രഹം
oppress	anger	0.490	അടിച്ചമർത്തുക
cutting	anger	0.485	മുറിക്കൽ
anathema	anger	0.485	അനാഥത്വം
annoyed	anger	0.485	അലോസരപ്പെടുത്തി
dissident	anger	0.485	വിമതൻ
demand	anger	0.485	ആവശ്യം
usurp	anger	0.485	തട്ടിയെടുക്കുക
claw	anger	0.485	നഖം
alienate	anger	0.485	അന്യമാക്കുക
infraction	anger	0.485	ലംഘനം
avenger	anger	0.485	പ്രതികാരം ചെയ്യുന്നവൻ
revoke	anger	0.485	റദ്ദാക്കുക
smuggler	anger	0.485	കള്ളക്കടത്തുകാരൻ
abolish	anger	0.485	ഇല്ലാതാക്കുക
fricking	anger	0.485	fricking
stayaway	anger	0.485	മാറി നിൽക്കുക
pervert	anger	0.485	വികൃതമായ
disservice	anger	0.485	ദ്രോഹം
disobedient	anger	0.485	അനുസരണക്കേട്
incest	anger	0.485	അഗമ്യഗമനം
complaint	anger	0.485	പരാതി
disapproved	anger	0.485	അംഗീകരിക്കുന്നില്ല
inhuman	anger	0.485	മനുഷ്യത്വരഹിതമായ
mocking	anger	0.484	പരിഹസിക്കുക
penalty	anger	0.484	പിഴ
renounce	anger	0.484	ത്യജിക്കുക
restrain	anger	0.484	നിയന്ത്രിക്കുക
upheaval	anger	0.484	പ്രക്ഷോഭം
deceit	anger	0.484	വഞ്ചന
obnoxious	anger	0.484	മ്ലേച്ഛമായ
imprisoned	anger	0.484	തടവിലാക്കി
strained	anger	0.484	ആയാസപ്പെട്ടു
blame	anger	0.484	കുറ്റപ്പെടുത്തുക
oust	anger	0.484	പുറത്താക്കുക
litigious	anger	0.484	വ്യവഹാരം
rivalry	anger	0.484	മത്സരം
sucker	anger	0.484	മുലകുടിക്കുന്നവൻ
opposed	anger	0.484	എതിർത്ത
thresh	anger	0.484	മെതിക്കുക
disgrace	anger	0.484	അപമാനം
suspicious	anger	0.484	സംശയാസ്പദമായ
turbulence	anger	0.483	പ്രക്ഷുബ്ധത
pound	anger	0.481	പൗണ്ട്
coldness	anger	0.477	തണുപ്പ്
ungrateful	anger	0.472	നന്ദികെട്ടവൻ
stoopid	anger	0.471	കുത്തനെയുള്ള
battalion	anger	0.471	ബറ്റാലിയൻ
feudalism	anger	0.470	ഫ്യൂഡലിസം
hostage	anger	0.470	ബന്ദി
annoying	anger	0.470	ശല്യപ്പെടുത്തുന്ന
dispossessed	anger	0.470	കുടിയിറക്കപ്പെട്ടു
subversion	anger	0.470	അട്ടിമറി
friction	anger	0.470	ഘർഷണം
jealous	anger	0.470	അസൂയയുള്ള
adversity	anger	0.470	പ്രതികൂലാവസ്ഥ
infidel	anger	0.470	അവിശ്വാസി
gall	anger	0.470	പിത്താശയം
accuser	anger	0.470	കുറ്റാരോപിതൻ
ram	anger	0.470	RAM
armament	anger	0.470	ആയുധം
thump	anger	0.469	തമ്പ്
dislike	anger	0.469	ഇഷ്ടപ്പെടാത്തത്
steal	anger	0.469	മോഷ്ടിക്കുക
backoff	anger	0.469	പിൻവാങ്ങൽ
stifled	anger	0.469	ശ്വാസം മുട്ടിച്ചു
incite	anger	0.469	പ്രേരിപ്പിക്കുക
distress	anger	0.469	ദുരിതം
angermanagement	anger	0.469	ദേഷ്യം മാനേജ്മെന്റ്
selfish	anger	0.469	സ്വാർത്ഥ
injury	anger	0.469	പരിക്ക്
exile	anger	0.469	പ്രവാസം
insanity	anger	0.469	ഭ്രാന്ത്
offense	anger	0.469	കുറ്റമായാണ്
objection	anger	0.469	എതിർപ്പ്
smother	anger	0.469	ശ്വാസം മുട്ടിക്കുക
disruption	anger	0.469	തടസ്സം
intolerance	anger	0.469	അസഹിഷ്ണുത
disobey	anger	0.469	അനുസരണക്കേട്
selfishness	anger	0.469	സ്വാർത്ഥത
recidivism	anger	0.469	ആവർത്തനവാദം
subversive	anger	0.469	അട്ടിമറിക്കുന്ന
huff	anger	0.469	ഹഫ്
plunder	anger	0.469	കൊള്ളയടിക്കുക
opposition	anger	0.469	പ്രതിപക്ഷം
complain	anger	0.469	പരാതിപ്പെടുക
perpetrator	anger	0.469	കുറ്റവാളി
simmer	anger	0.469	മാരിനേറ്റ് ചെയ്യുക
areyoukidding	anger	0.468	നീ തമാശ പറയുകയാണോ
mug	anger	0.467	മഗ്ഗ്
agony	anger	0.465	യാതന
arrogant	anger	0.461	അഹങ്കാരി
sux	anger	0.456	സുക്സ്
vent	anger	0.456	വായുസഞ്ചാരം
elimination	anger	0.456	ഉന്മൂലനം
picketing	anger	0.456	പിക്കറ്റിംഗ്
haughty	anger	0.456	അഹങ്കാരി
grated	anger	0.455	വറ്റല്
flagrant	anger	0.455	കൊടിയ
busted	anger	0.455	തകർത്തു
crabby	anger	0.455	ഞണ്ട്
dying	anger	0.455	മരിക്കുന്നു
idiocy	anger	0.455	വിഡ്ഢിത്തം
impermeable	anger	0.455	കടക്കാത്ത
stubbed	anger	0.455	കുത്തേറ്റത്
illegality	anger	0.455	നിയമവിരുദ്ധത
veto	anger	0.455	വീറ്റോ
constraint	anger	0.455	പരിമിതി
mislead	anger	0.455	തെറ്റിദ്ധരിപ്പിക്കുക
illicit	anger	0.455	നിയമവിരുദ്ധമായ
troublesome	anger	0.455	പ്രയാസം
clamor	anger	0.455	മുറവിളി
bayonet	anger	0.453	ബയണറ്റ്
suppress	anger	0.453	അടിച്ചമർത്തുക
intense	anger	0.453	തീവ്രമായ
displeased	anger	0.453	അതൃപ്തി
disapproving	anger	0.453	അംഗീകരിക്കുന്നില്ല
hysterical	anger	0.453	ഉന്മാദമായ
struggle	anger	0.453	സമരം
godless	anger	0.453	ദൈവമില്ലാത്ത
desist	anger	0.453	ഉപേക്ഷിക്കുക
usurped	anger	0.453	തട്ടിയെടുത്തു
despotism	anger	0.453	സ്വേച്ഛാധിപത്യം
disagreeing	anger	0.453	വിയോജിക്കുന്നു
bad	anger	0.453	മോശം
unlawful	anger	0.451	നിയമവിരുദ്ധമായ
wrongly	anger	0.448	തെറ്റായി
repellent	anger	0.442	അകറ്റുന്ന
dishonor	anger	0.441	മാനക്കേട്
psychosis	anger	0.441	സൈക്കോസിസ്
wasted	anger	0.441	പാഴായി
wrongful	anger	0.441	തെറ്റായ
foe	anger	0.441	ശത്രു
aversion	anger	0.440	വെറുപ്പ്
gahhh	anger	0.439	ഗാഹ്
knuckles	anger	0.439	മുട്ടുകൾ
ultimatum	anger	0.439	അന്ത്യശാസനം
schism	anger	0.439	ഭിന്നത
upset	anger	0.439	അപ്സെറ്റ്
effigy	anger	0.439	പ്രതിമ
punitive	anger	0.439	ശിക്ഷാർഹമായ
worthless	anger	0.438	വിലയില്ലാത്ത
separatist	anger	0.438	വിഘടനവാദി
