English Word	Emotion	Emotion-Intensity-Score	Kyrgyz Word
pound	anger	0.481	фунт
coldness	anger	0.477	сууктук
ungrateful	anger	0.472	ыраазы эмес
stoopid	anger	0.471	эңкейиш
battalion	anger	0.471	батальон
feudalism	anger	0.470	феодализм
hostage	anger	0.470	барымта
annoying	anger	0.470	тажатма
dispossessed	anger	0.470	ээликтен ажыратылган
subversion	anger	0.470	диверсия
friction	anger	0.470	сүрүлүү
jealous	anger	0.470	көрө албастык
adversity	anger	0.470	кыйынчылык
infidel	anger	0.470	каапыр
gall	anger	0.470	өт
accuser	anger	0.470	айыптоочу
ram	anger	0.470	RAM
armament	anger	0.470	куралдануу
thump	anger	0.469	сокку
dislike	anger	0.469	жактырбоо
steal	anger	0.469	уурдоо
backoff	anger	0.469	артка кайтуу
stifled	anger	0.469	муунткан
incite	anger	0.469	шыктандыруу
distress	anger	0.469	кыйынчылык
angermanagement	anger	0.469	ачууну башкаруу
selfish	anger	0.469	өзүмчүл
injury	anger	0.469	жаракат
exile	anger	0.469	сүргүн
insanity	anger	0.469	жиндилик
offense	anger	0.469	кылмыш
objection	anger	0.469	каршы чыгуу
smother	anger	0.469	муунтуу
disruption	anger	0.469	бузулуу
intolerance	anger	0.469	чыдамсыздык
disobey	anger	0.469	баш ийбөө
selfishness	anger	0.469	өзүмчүлдүк
recidivism	anger	0.469	рецидив
subversive	anger	0.469	диверсиялык
huff	anger	0.469	huff
plunder	anger	0.469	тоноо
opposition	anger	0.469	оппозиция
complain	anger	0.469	арыздануу
perpetrator	anger	0.469	кылмышкер
simmer	anger	0.469	кайнатуу
areyoukidding	anger	0.468	тамашалап жатасыңбы
mug	anger	0.467	кружка
agony	anger	0.465	азап
arrogant	anger	0.461	текебер
sux	anger	0.456	с
vent	anger	0.456	желдетүү
elimination	anger	0.456	жоюу
picketing	anger	0.456	пикет
haughty	anger	0.456	текебер
grated	anger	0.455	майдаланган
flagrant	anger	0.455	ачык
busted	anger	0.455	талкаланды
crabby	anger	0.455	краббы
dying	anger	0.455	өлүп жатат
idiocy	anger	0.455	акмакчылык
impermeable	anger	0.455	өткөрбөйт
stubbed	anger	0.455	кагылган
illegality	anger	0.455	мыйзамсыздык
veto	anger	0.455	вето
constraint	anger	0.455	чектөө
mislead	anger	0.455	адаштыруу
illicit	anger	0.455	мыйзамсыз
troublesome	anger	0.455	түйшүктүү
clamor	anger	0.455	ызы-чуу
bayonet	anger	0.453	штык
suppress	anger	0.453	басуу
intense	anger	0.453	интенсивдүү
displeased	anger	0.453	нааразы
disapproving	anger	0.453	жактырбоо
hysterical	anger	0.453	истерикалык
struggle	anger	0.453	күрөш
godless	anger	0.453	кудайсыз
desist	anger	0.453	токтотуу
usurped	anger	0.453	узурпацияланган
despotism	anger	0.453	деспотизм
disagreeing	anger	0.453	макул эмес
bad	anger	0.453	жаман
unlawful	anger	0.451	мыйзамсыз
wrongly	anger	0.448	туура эмес
repellent	anger	0.442	репеллент
dishonor	anger	0.441	абийирсиздик
psychosis	anger	0.441	психоз
wasted	anger	0.441	текке кетти
wrongful	anger	0.441	туура эмес
foe	anger	0.441	душман
aversion	anger	0.440	жийиркенүү
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	муундар
ultimatum	anger	0.439	ультиматум
schism	anger	0.439	бөлүнүү
upset	anger	0.439	капа
effigy	anger	0.439	элестүү
punitive	anger	0.439	жазалоочу
worthless	anger	0.438	арзыбаган
separatist	anger	0.438	сепаратист
ransom	anger	0.438	кун
deny	anger	0.438	четке кагуу
fugitive	anger	0.438	качкын
mucked	anger	0.438	булганган
abandonment	anger	0.438	таштоо
irritation	anger	0.438	кыжырдануу
deleterious	anger	0.438	зыяндуу
stupidity	anger	0.438	келесоолук
segregate	anger	0.437	бөлүү
oblivion	anger	0.437	унутуу
payback	anger	0.436	кайтарымдуулук
incongruous	anger	0.435	туура келбеген
eviction	anger	0.435	чыгаруу
collusion	anger	0.432	макулдашуу
rob	anger	0.431	тоноо
ravenous	anger	0.429	ачка
overrun	anger	0.429	ашып кетүү
infidelity	anger	0.429	ишенимсиздик
harbinger	anger	0.426	кабарчы
painful	anger	0.426	оорутуу
getoverit	anger	0.426	getoverit
martial	anger	0.426	согуштук
rejection	anger	0.426	четке кагуу
incredulous	anger	0.426	ишенбестик
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	коргоо
enforce	anger	0.424	ишке ашыруу
commotion	anger	0.424	ызы-чуу
censor	anger	0.424	цензор
gonorrhea	anger	0.424	гонорея
fraudulent	anger	0.424	алдамчы
unsympathetic	anger	0.424	боорукер эмес
fallacious	anger	0.424	жалган
greed	anger	0.424	ач көздүк
defraud	anger	0.424	алдоо
banger	anger	0.424	бангер
concealment	anger	0.424	жашыруу
fuss	anger	0.424	ызы-чуу
exasperation	anger	0.424	кыжырдануу
disobedience	anger	0.424	баш ийбөө
powerful	anger	0.424	күчтүү
discontent	anger	0.424	нааразычылык
indecency	anger	0.424	адепсиздик
sedition	anger	0.422	козголоң
deportation	anger	0.422	депортация
cracked	anger	0.422	сынган
bang	anger	0.422	жарылуу
barb	anger	0.422	тикенек
duel	anger	0.422	дуэл
sarcasm	anger	0.422	сарказм
cur	anger	0.422	cur
misrepresented	anger	0.422	бурмаланган
annoyance	anger	0.422	кыжырдануу
scar	anger	0.422	тырык
nettle	anger	0.422	чалкан
banishment	anger	0.422	сүргүн
snubbed	anger	0.422	капаланды
penitentiary	anger	0.422	пенитенциардык
penetration	anger	0.422	кириш
blatant	anger	0.420	ачыктан-ачык
force	anger	0.418	күч
perverse	anger	0.415	бузуку
wring	anger	0.415	сыгуу
bastion	anger	0.413	бастион
grim	anger	0.413	кайгылуу
moody	anger	0.412	маанайы жок
tiff	anger	0.412	тифф
nothappy	anger	0.412	бактылуу эмес
surly	anger	0.412	капалуу
sordid	anger	0.412	жаман
hunting	anger	0.411	аңчылык
indenture	anger	0.410	келишим
forfeit	anger	0.409	жоготуу
areyoukiddingme	anger	0.409	тамашалап жатасыңбы
reproach	anger	0.409	жемелөө
sham	anger	0.409	жасалма
awful	anger	0.409	коркунучтуу
compulsion	anger	0.409	мажбурлоо
implicate	anger	0.409	тартуу
contradict	anger	0.409	карама-каршы келет
inept	anger	0.409	жөндөмсүз
supremacy	anger	0.409	үстөмдүк
sneak	anger	0.409	жашыруун
disappoint	anger	0.409	көңүл калтыруу
blockade	anger	0.409	блокада
detainee	anger	0.409	кармалган
cantwin	anger	0.409	cantwin
squelch	anger	0.409	басуу
lying	anger	0.408	калп айтуу
rail	anger	0.406	темир жол
forsaken	anger	0.406	ташталган
cacophony	anger	0.406	какофония
antipathy	anger	0.406	антипатия
wop	anger	0.406	воп
badger	anger	0.406	борсук
tremor	anger	0.406	титирөө
inequality	anger	0.406	теңсиздик
delusion	anger	0.406	адашуу
unthinkable	anger	0.406	ойго келбеген
onerous	anger	0.406	түйшүктүү
wrongdoing	anger	0.406	туура эмес иш
nuisance	anger	0.406	түйшүк
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	эпидемия
arguments	anger	0.404	аргументтер
affront	anger	0.403	кордоо
traumatic	anger	0.402	травматикалык
sodding	anger	0.400	содоо
libel	anger	0.400	жалаа жабуу
annoys	anger	0.400	кыжырдантат
soslow	anger	0.398	абдан жай
watchout	anger	0.398	Абайла
frenetic	anger	0.397	жинди
remiss	anger	0.397	кечирүү
barge	anger	0.396	баржа
sue	anger	0.394	сотко
keyed	anger	0.394	ачкычтуу
actionable	anger	0.394	аракетке жарамдуу
extinguish	anger	0.394	өчүрүү
fraud	anger	0.394	алдамчылык
untoward	anger	0.394	жагымсыз
illegal	anger	0.394	мыйзамсыз
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	конфискациялоо
howl	anger	0.394	улу
whatsthepoint	anger	0.394	кандай пункт
rabble	anger	0.394	тополоң
unfriendly	anger	0.394	достук эмес
disrespect	anger	0.394	сыйлабастык
dangit	anger	0.394	дангит
brimstone	anger	0.392	күкүрт
dissolution	anger	0.391	эритүү
rigged	anger	0.391	бурмаланган
grrrrr	anger	0.391	grrrr
earthquake	anger	0.391	жер титирөө
argh	anger	0.391	argh
pique	anger	0.391	пике
recklessness	anger	0.391	бейкапардык
disagree	anger	0.389	макул эмес
lawsuit	anger	0.386	доо
disused	anger	0.382	колдонулбай калган
despair	anger	0.382	үмүтсүздүк
immorality	anger	0.382	адепсиздик
coerce	anger	0.379	мажбурлоо
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	тийүү
pokes	anger	0.379	тиштери
falsification	anger	0.379	бурмалоо
rifle	anger	0.379	мылтык
sizzle	anger	0.379	кычыратуу
incurable	anger	0.379	айыккыс
difficulty	anger	0.379	кыйынчылык
sore	anger	0.379	оору
picket	anger	0.378	пикет
concussion	anger	0.377	контузия
stuckup	anger	0.375	тыгылып калуу
militia	anger	0.375	милиция
rawr	anger	0.375	чийки
faulty	anger	0.375	бузук
sly	anger	0.375	куу
disillusionment	anger	0.375	көңүл калуу
petpeeve	anger	0.375	петпив
pitfall	anger	0.375	тузак
infantile	anger	0.375	балалык
pessimism	anger	0.375	пессимизм
remand	anger	0.375	камоо
cannon	anger	0.375	замбирек
vindicate	anger	0.371	актоо
inhibit	anger	0.371	бөгөт коюу
distressing	anger	0.371	кайгылуу
nepotism	anger	0.371	непотизм
schizophrenia	anger	0.369	шизофрения
skewed	anger	0.368	кыйшайган
disreputable	anger	0.368	кадыр-барксыз
forbidding	anger	0.368	тыюу салуу
conquest	anger	0.367	басып алуу
bark	anger	0.365	кабык
leukemia	anger	0.365	лейкоз
disapprove	anger	0.364	жактырбоо
warrior	anger	0.364	жоокер
barks	anger	0.364	үрөт
retarded	anger	0.364	артта калган
unhappy	anger	0.364	бактысыз
burke	anger	0.364	Берк
challenge	anger	0.364	чакырык
belt	anger	0.364	кур
litigate	anger	0.359	соттошуу
paucity	anger	0.359	аздык
opinionated	anger	0.359	пикирдүү
disliked	anger	0.359	жактырбаган
aftermath	anger	0.359	кийин
restriction	anger	0.359	чектөө
cad	anger	0.359	кад
incompetence	anger	0.359	компетентсиздик
loudness	anger	0.359	катуулугу
broken	anger	0.359	сынган
polemic	anger	0.359	полемикалык
sectarian	anger	0.359	сектанттык
controversial	anger	0.359	талаштуу
interrupting	anger	0.358	үзгүлтүккө учуратуу
fussy	anger	0.357	ызы-чуу
wench	anger	0.353	канч
remove	anger	0.351	алып салуу
brat	anger	0.351	брат
gruff	anger	0.351	каардуу
misbehavior	anger	0.351	туура эмес жүрүм-турум
scarcity	anger	0.350	тартыштык
losing	anger	0.349	жоготуу
stigma	anger	0.348	стигма
deserted	anger	0.348	ээн калган
timewasters	anger	0.348	убакыт коротуучулар
disagreement	anger	0.348	келишпестик
defect	anger	0.348	кемчилик
hardened	anger	0.348	катууланган
lie	anger	0.348	калп
ulcer	anger	0.348	жара
retract	anger	0.348	артка тартуу
untrustworthy	anger	0.348	ишенимсиз
pest	anger	0.348	зыянкеч
disappointed	anger	0.348	көңүлү калган
bias	anger	0.345	бир тараптуулук
negation	anger	0.344	четке кагуу
bothering	anger	0.344	убара кылуу
stripped	anger	0.344	ажыратылган
antisocial	anger	0.344	антисоциалдык
pirate	anger	0.344	пират
stingy	anger	0.344	сараң
shoddy	anger	0.344	начар
unreliable	anger	0.344	ишенимсиз
shaky	anger	0.344	титиреп
misleading	anger	0.344	адаштыруучу
unsettled	anger	0.344	туруксуз
evade	anger	0.344	качуу
anxiety	anger	0.344	тынчсыздануу
disclaim	anger	0.344	баш тартуу
deterioration	anger	0.344	начарлашы
impotence	anger	0.344	алсыздык
interminable	anger	0.343	чексиз
disease	anger	0.341	оору
meddle	anger	0.341	аралашуу
warp	anger	0.340	ийүү
averse	anger	0.338	каршы
infamous	anger	0.338	атактуу
alcoholism	anger	0.338	аракечтик
row	anger	0.337	катар
staticky	anger	0.336	статикалык
illegitimate	anger	0.333	мыйзамсыз
encumbrance	anger	0.333	түйшүк
witchcraft	anger	0.333	сыйкырчылык
interrupt	anger	0.333	үзүү
scorpion	anger	0.333	чаян
ill	anger	0.333	оорулуу
sinner	anger	0.331	күнөөкөр
inconsiderate	anger	0.329	көңүлсүз
hulk	anger	0.329	hulk
prohibited	anger	0.328	тыюу салынган
dashed	anger	0.328	сызык
brrr	anger	0.328	brrr
fib	anger	0.328	фиб
disqualified	anger	0.328	дисквалификацияланган
spammers	anger	0.328	спам жасоочулар
phony	anger	0.328	жасалма
tighten	anger	0.328	бекемдөө
dislocated	anger	0.328	чыгып кеткен
scapegoat	anger	0.328	күнөө теке
victim	anger	0.328	курмандык
opponent	anger	0.328	оппонент
hiss	anger	0.328	ышкыруу
crusade	anger	0.328	крест жортуулу
grumpy	anger	0.328	ачуулуу
resisting	anger	0.328	каршылык көрсөтүү
inappropriate	anger	0.324	ылайыксыз
haye	anger	0.324	хайе
loss	anger	0.324	жоготуу
trickery	anger	0.324	куулук
eschew	anger	0.324	качуу
neglected	anger	0.324	кароосуз калган
canker	anger	0.323	рак
muff	anger	0.318	муфф
crunch	anger	0.318	кычыратуу
duplicity	anger	0.318	эки жүздүүлүк
criticism	anger	0.318	сын
queues	anger	0.318	кезектер
shriek	anger	0.316	кыйкыруу
depreciate	anger	0.315	амортизациялоо
dismissal	anger	0.312	иштен бошотуу
chaff	anger	0.312	саман
dramaqueen	anger	0.312	драма ханы
