English Word	Emotion	Emotion-Intensity-Score	Arabic Word
disruption	anger	0.469	خلل
intolerance	anger	0.469	تعصب
disobey	anger	0.469	عصى
selfishness	anger	0.469	أنانية
recidivism	anger	0.469	النكوص
subversive	anger	0.469	تخريبي
huff	anger	0.469	هف
plunder	anger	0.469	نهب
opposition	anger	0.469	معارضة
complain	anger	0.469	تذمر
perpetrator	anger	0.469	مرتكب الجريمة
simmer	anger	0.469	طبخ بنار هادئة
areyoukidding	anger	0.468	هل تمزح
mug	anger	0.467	قدح
agony	anger	0.465	سكرة
arrogant	anger	0.461	متكبر او مغرور
sux	anger	0.456	sux
vent	anger	0.456	تنفيس
elimination	anger	0.456	إزالة
picketing	anger	0.456	اعتصام
haughty	anger	0.456	متكبر
grated	anger	0.455	مبشور
flagrant	anger	0.455	صارخ
busted	anger	0.455	تم الضبط عليه
crabby	anger	0.455	متوتر
dying	anger	0.455	الموت
idiocy	anger	0.455	حماقة
impermeable	anger	0.455	غير منفذة
stubbed	anger	0.455	مصعوق
illegality	anger	0.455	غير شرعية
veto	anger	0.455	حق النقض
constraint	anger	0.455	قيد
mislead	anger	0.455	تضليل
illicit	anger	0.455	غير شرعي
troublesome	anger	0.455	مزعجة
clamor	anger	0.455	صخب
bayonet	anger	0.453	حربة
suppress	anger	0.453	كبح
intense	anger	0.453	المكثف
displeased	anger	0.453	مستاء
disapproving	anger	0.453	رافضة
hysterical	anger	0.453	هستيري
struggle	anger	0.453	صراع
godless	anger	0.453	كافر
desist	anger	0.453	الكف
usurped	anger	0.453	مغتصبة
despotism	anger	0.453	الاستبداد
disagreeing	anger	0.453	غير موافق
bad	anger	0.453	سيئ
unlawful	anger	0.451	غير قانوني
wrongly	anger	0.448	بشكل خاطئ
repellent	anger	0.442	طارد
dishonor	anger	0.441	العار
psychosis	anger	0.441	ذهان
wasted	anger	0.441	ضاع
wrongful	anger	0.441	غير شرعي
foe	anger	0.441	عدو
aversion	anger	0.440	النفور
gahhh	anger	0.439	جاههه
knuckles	anger	0.439	المفاصل
ultimatum	anger	0.439	الانذار
schism	anger	0.439	انشقاق
upset	anger	0.439	منزعج
effigy	anger	0.439	دمية
punitive	anger	0.439	عقابي
worthless	anger	0.438	عديم القيمة
separatist	anger	0.438	انفصالي
ransom	anger	0.438	فدية
deny	anger	0.438	ينكر
fugitive	anger	0.438	سريع التبخر
mucked	anger	0.438	مغمور
abandonment	anger	0.438	التخلي عن
irritation	anger	0.438	تهيج
deleterious	anger	0.438	ضار
stupidity	anger	0.438	غباء
segregate	anger	0.437	فصل
oblivion	anger	0.437	نسيان
payback	anger	0.436	تسديد
incongruous	anger	0.435	متناقض
eviction	anger	0.435	الإخلاء
collusion	anger	0.432	تواطؤ
rob	anger	0.431	روب
ravenous	anger	0.429	نهم
overrun	anger	0.429	تجاوز
infidelity	anger	0.429	خيانة
harbinger	anger	0.426	نذير
painful	anger	0.426	مؤلم
getoverit	anger	0.426	تخلص منه
martial	anger	0.426	عسكري
rejection	anger	0.426	الرفض
incredulous	anger	0.426	مرتاب
stupidrain	anger	0.426	غباء
defense	anger	0.425	دفاع
enforce	anger	0.424	فرض
commotion	anger	0.424	هياج
censor	anger	0.424	الرقيب
gonorrhea	anger	0.424	السيلان
fraudulent	anger	0.424	محتال
unsympathetic	anger	0.424	غير متعاطف
fallacious	anger	0.424	خادع
greed	anger	0.424	جشع
defraud	anger	0.424	احتيال
banger	anger	0.424	السجق
concealment	anger	0.424	إخفاء
fuss	anger	0.424	ضجة
exasperation	anger	0.424	سخط
disobedience	anger	0.424	العصيان
powerful	anger	0.424	قوي
discontent	anger	0.424	استياء
indecency	anger	0.424	بذاءة
sedition	anger	0.422	الفتنة
deportation	anger	0.422	إبعاد
cracked	anger	0.422	متصدع
bang	anger	0.422	حية
barb	anger	0.422	بارب
duel	anger	0.422	مبارزة
sarcasm	anger	0.422	سخرية
cur	anger	0.422	cur
misrepresented	anger	0.422	تحريف
annoyance	anger	0.422	إزعاج
scar	anger	0.422	ندب
nettle	anger	0.422	نبات القراص
banishment	anger	0.422	تغريب
snubbed	anger	0.422	متجاهل
penitentiary	anger	0.422	إصلاحية
penetration	anger	0.422	اختراق
blatant	anger	0.420	صارخ
force	anger	0.418	فرض
perverse	anger	0.415	المنحرف
wring	anger	0.415	نفرك
bastion	anger	0.413	معقل
grim	anger	0.413	متجهم
moody	anger	0.412	متقلب المزاج
tiff	anger	0.412	شجار
nothappy	anger	0.412	غير سعيد
surly	anger	0.412	عابس
sordid	anger	0.412	قذر
hunting	anger	0.411	الصيد
indenture	anger	0.410	الطعن
forfeit	anger	0.409	مصادرة
areyoukiddingme	anger	0.409	هل تمزح معي
reproach	anger	0.409	عتاب
sham	anger	0.409	الشام
awful	anger	0.409	مريع
compulsion	anger	0.409	إكراه
implicate	anger	0.409	تورط
contradict	anger	0.409	تناقض
inept	anger	0.409	أحمق
supremacy	anger	0.409	السيادة
sneak	anger	0.409	التسلل
disappoint	anger	0.409	يخيب
blockade	anger	0.409	حصار
detainee	anger	0.409	محتجز
cantwin	anger	0.409	كانتوين
squelch	anger	0.409	سحق
lying	anger	0.408	يكذب
rail	anger	0.406	سكة حديدية
forsaken	anger	0.406	منبوذ
cacophony	anger	0.406	نشاز
antipathy	anger	0.406	كراهية
wop	anger	0.406	ووب
badger	anger	0.406	الغرير
tremor	anger	0.406	رعشه
inequality	anger	0.406	عدم المساواة
delusion	anger	0.406	الوهم
unthinkable	anger	0.406	لا يمكن تصوره
onerous	anger	0.406	مرهق
wrongdoing	anger	0.406	إثم
nuisance	anger	0.406	إزعاج
scrapie	anger	0.406	سكرابي
epidemic	anger	0.406	وبائي
arguments	anger	0.404	الحجج
affront	anger	0.403	إهانة
traumatic	anger	0.402	مؤلم
sodding	anger	0.400	سودينغ
libel	anger	0.400	القذف
annoys	anger	0.400	يضايق
soslow	anger	0.398	بطيء جدا
watchout	anger	0.398	احذر
frenetic	anger	0.397	محموم
remiss	anger	0.397	مقصرة
barge	anger	0.396	البارجة
sue	anger	0.394	قاضى
keyed	anger	0.394	مقفول
actionable	anger	0.394	فعالة
extinguish	anger	0.394	إطفاء
fraud	anger	0.394	تزوير
untoward	anger	0.394	غير مرغوب فيه
illegal	anger	0.394	غير شرعي
nag	anger	0.394	تذمر
boxing	anger	0.394	ملاكمة
confiscate	anger	0.394	يصادر
howl	anger	0.394	عواء
whatsthepoint	anger	0.394	ما هي النقطة
rabble	anger	0.394	الرعاع
unfriendly	anger	0.394	غير ودي
disrespect	anger	0.394	عدم احترام
dangit	anger	0.394	اللعنة عليها
brimstone	anger	0.392	كبريت
dissolution	anger	0.391	تحلل
rigged	anger	0.391	مزورة
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	هزة أرضية
argh	anger	0.391	أرغ
pique	anger	0.391	أثار
recklessness	anger	0.391	تهور
disagree	anger	0.389	تعارض
lawsuit	anger	0.386	دعوى قضائية
disused	anger	0.382	مهجور
despair	anger	0.382	اليأس
immorality	anger	0.382	الفجور
coerce	anger	0.379	إكراه
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	حساس
pokes	anger	0.379	الوخزات
falsification	anger	0.379	تزوير
rifle	anger	0.379	بندقية
sizzle	anger	0.379	همسة
incurable	anger	0.379	عضال
difficulty	anger	0.379	صعوبة
sore	anger	0.379	تقرح
picket	anger	0.378	اعتصام
concussion	anger	0.377	ارتجاج في المخ
stuckup	anger	0.375	عالق في
militia	anger	0.375	ميليشيا
rawr	anger	0.375	Rawr
faulty	anger	0.375	متعطل
sly	anger	0.375	خبيث ماكر
disillusionment	anger	0.375	خيبة الأمل
petpeeve	anger	0.375	بيتبييف
pitfall	anger	0.375	مأزق
infantile	anger	0.375	طفولي
pessimism	anger	0.375	تشاؤم
remand	anger	0.375	الحبس الاحتياطي
cannon	anger	0.375	مدفع
vindicate	anger	0.371	تبرئة
inhibit	anger	0.371	تعيق
distressing	anger	0.371	مؤلم
nepotism	anger	0.371	المحسوبيات
schizophrenia	anger	0.369	انفصام فى الشخصية
skewed	anger	0.368	منحرف
disreputable	anger	0.368	سيئ السمعة
forbidding	anger	0.368	النهي
conquest	anger	0.367	غزو
bark	anger	0.365	لحاء الشجر
leukemia	anger	0.365	سرطان الدم
disapprove	anger	0.364	رفض
warrior	anger	0.364	محارب
barks	anger	0.364	ينبح
retarded	anger	0.364	متخلفا
unhappy	anger	0.364	تعيس
burke	anger	0.364	بورك
challenge	anger	0.364	تحدي
belt	anger	0.364	حزام
litigate	anger	0.359	يقاضي
paucity	anger	0.359	ندرة
opinionated	anger	0.359	عنيد
disliked	anger	0.359	لم يعجبني
aftermath	anger	0.359	ما بعد الكارثة
restriction	anger	0.359	تقييد
cad	anger	0.359	نذل - وغد
incompetence	anger	0.359	عدم الكفاءة
loudness	anger	0.359	بريق
broken	anger	0.359	مكسور
polemic	anger	0.359	هجوم لفظي
sectarian	anger	0.359	طائفي
controversial	anger	0.359	مثيرة للجدل
interrupting	anger	0.358	المقاطعة
fussy	anger	0.357	صعب
wench	anger	0.353	بغي
remove	anger	0.351	إزالة
brat	anger	0.351	شقي
gruff	anger	0.351	خشن
misbehavior	anger	0.351	سوء سلوك
scarcity	anger	0.350	نقص
losing	anger	0.349	خاسرة
stigma	anger	0.348	وصمه عار
deserted	anger	0.348	مهجور
timewasters	anger	0.348	مضيعات الوقت
disagreement	anger	0.348	الخلاف
defect	anger	0.348	خلل
hardened	anger	0.348	تصلب
lie	anger	0.348	يكذب
ulcer	anger	0.348	قرحة
retract	anger	0.348	تراجع
untrustworthy	anger	0.348	غير موثوق به
pest	anger	0.348	آفة
disappointed	anger	0.348	خائب الامل
bias	anger	0.345	تحيز
negation	anger	0.344	النفي
bothering	anger	0.344	التضايق
stripped	anger	0.344	جردت
antisocial	anger	0.344	غير اجتماعي
pirate	anger	0.344	القرصان
stingy	anger	0.344	بخيل
shoddy	anger	0.344	ردئ الصنع
unreliable	anger	0.344	غير جدير بالثقة
shaky	anger	0.344	مهتزة
misleading	anger	0.344	مضلل
unsettled	anger	0.344	غير مستقر
evade	anger	0.344	تهرب
anxiety	anger	0.344	القلق
disclaim	anger	0.344	تنصل
deterioration	anger	0.344	تدهور
impotence	anger	0.344	ضعف جنسى
interminable	anger	0.343	لا نهاية له
disease	anger	0.341	مرض
meddle	anger	0.341	تدخل
warp	anger	0.340	اعوجاج
averse	anger	0.338	كاره
infamous	anger	0.338	سيء السمعة
alcoholism	anger	0.338	إدمان الكحول
row	anger	0.337	صف
staticky	anger	0.336	ساكن
illegitimate	anger	0.333	غير شرعي
encumbrance	anger	0.333	عبء
witchcraft	anger	0.333	السحر
interrupt	anger	0.333	يقطع
scorpion	anger	0.333	برج العقرب
ill	anger	0.333	سوف
sinner	anger	0.331	كافر
inconsiderate	anger	0.329	متهور
hulk	anger	0.329	الهيكل
prohibited	anger	0.328	محظور
dashed	anger	0.328	متقطع
brrr	anger	0.328	بررر
fib	anger	0.328	فيب
disqualified	anger	0.328	غير مؤهل
spammers	anger	0.328	مرسلي البريد العشوائي
phony	anger	0.328	زائف
tighten	anger	0.328	تشديد
dislocated	anger	0.328	مخلوع
scapegoat	anger	0.328	كبش فداء
victim	anger	0.328	ضحية
opponent	anger	0.328	الخصم
hiss	anger	0.328	همسة
crusade	anger	0.328	حملة صليبية
grumpy	anger	0.328	نكد
resisting	anger	0.328	مقاومة
inappropriate	anger	0.324	غير مناسب
haye	anger	0.324	القش
loss	anger	0.324	خسارة
trickery	anger	0.324	خداع
eschew	anger	0.324	تجنب
neglected	anger	0.324	مهمل
canker	anger	0.323	آفة
muff	anger	0.318	إفشل
crunch	anger	0.318	سحق
duplicity	anger	0.318	الازدواجية
criticism	anger	0.318	نقد
queues	anger	0.318	طوابير
shriek	anger	0.316	صرخة
depreciate	anger	0.315	تستهلك
dismissal	anger	0.312	الفصل
chaff	anger	0.312	قشر
dramaqueen	anger	0.312	ملكة الدراما
poverty	anger	0.312	فقر
carelessness	anger	0.312	إهمال
deflate	anger	0.312	ينكمش
dumps	anger	0.312	مقالب
dupe	anger	0.312	مغفل
mortality	anger	0.312	معدل الوفيات
revving	anger	0.309	التسريع
disallowed	anger	0.308	غير مسموح
boisterous	anger	0.307	عاصف
thoughtless	anger	0.307	طائش
burial	anger	0.304	دفن
wince	anger	0.303	جفل
theocratic	anger	0.303	ثيوقراطي
sullen	anger	0.303	متجهم
involution	anger	0.300	الالتفاف
misuse	anger	0.297	سوء استخدام
taxed	anger	0.297	خاضع للضريبة
senseless	anger	0.297	عديم الإحساس
talons	anger	0.297	مخالب
stalemate	anger	0.297	مأزق
getyourown	anger	0.297	احصل على خاصتك
hoax	anger	0.297	خدعة
depreciated	anger	0.297	مستهلكة
depressed	anger	0.297	مكتئب
wasteful	anger	0.297	مسرف
paralysis	anger	0.295	شلل
displaced	anger	0.294	نازحين
limited	anger	0.292	محدود
disapointment	anger	0.290	خيبة أمل
orc	anger	0.289	مسخ
ridiculous	anger	0.289	سخيف
homeless	anger	0.288	بلا مأوى
spine	anger	0.288	العمود الفقري
teasing	anger	0.288	إغاظة
presumptuous	anger	0.288	متغطرس
react	anger	0.288	تتفاعل
sharpen	anger	0.288	شحذ
barrier	anger	0.287	حاجز
hoot	anger	0.287	صاح
twitchy	anger	0.287	رعشة
myopia	anger	0.283	قصر النظر
flexin	anger	0.281	فليكسين
lagging	anger	0.281	متخلفة
contraband	anger	0.281	مهربة
incompatible	anger	0.281	غير متوافق
shiver	anger	0.281	بقشعريرة
spam	anger	0.281	رسائل إلكترونية مزعجة
agh	anger	0.281	آغ
disconnects	anger	0.281	يفصل
delinquent	anger	0.281	مذنب
restitution	anger	0.281	رد
foray	anger	0.279	غزوة
troll	anger	0.279	القزم
unfairness	anger	0.279	الظلم
buffering	anger	0.279	التخزين المؤقت
noncompliance	anger	0.279	عدم الامتثال
nether	anger	0.278	السفلى
bogus	anger	0.273	زائف
immaturity	anger	0.273	عدم النضج
uncaring	anger	0.273	غير مكترث
bugaboo	anger	0.273	بوجابو
feisty	anger	0.269	المشاكس
shock	anger	0.269	صدمة
humbug	anger	0.266	هراء
notamorningperson	anger	0.266	notamorningperson
feminism	anger	0.266	النسوية
inoperative	anger	0.266	معطل
bear	anger	0.266	دب
inconvenient	anger	0.266	غير مريح
latent	anger	0.266	كامن
defendant	anger	0.266	المدعى عليه
nopoint	anger	0.266	لا جدوى
rapping	anger	0.266	موسيقى الراب
pry	anger	0.266	نقب
quandary	anger	0.266	مأزق
interrupts	anger	0.265	المقاطعات
fluctuation	anger	0.265	تقلب
exaggerate	anger	0.263	مبالغة
lose	anger	0.261	تخسر
patter	anger	0.258	طقطق
furnace	anger	0.258	فرن
stone	anger	0.258	حصاة
tease	anger	0.258	يضايق
shoplifting	anger	0.258	السرقة من المتاجر
soldier	anger	0.258	جندي
incompetent	anger	0.257	غير كفء
indoctrination	anger	0.255	التلقين
rocket	anger	0.250	صاروخ
skid	anger	0.250	انزلاق
noisy	anger	0.250	مزعج
notoriety	anger	0.250	الشهرة
cane	anger	0.250	قصب
unfollow	anger	0.250	الغاء المتابعة
tripping	anger	0.250	تنطلق
attentionseeker	anger	0.250	يطلب الاهتمام
mastery	anger	0.250	تمكن
socialist	anger	0.250	الاشتراكي
falsehood	anger	0.250	الباطل
complicate	anger	0.250	يعقد
lawyer	anger	0.250	محامي
untrue	anger	0.250	غير صحيح
nonsense	anger	0.250	كلام فارغ
pouting	anger	0.250	العبوس
witch	anger	0.242	ساحرة
detract	anger	0.242	ينتقص
obstacle	anger	0.242	عقبة
halter	anger	0.242	الرسن
fenced	anger	0.242	مسيجة
capslock	anger	0.242	caps lock
dontunderstand	anger	0.242	لا تفهم
vampire	anger	0.242	مصاص دماء
ringer	anger	0.242	المسابقة
frowning	anger	0.239	عابس
saber	anger	0.238	صابر
hunger	anger	0.235	جوع
shell	anger	0.234	الصدف
wokemeup	anger	0.234	أيقظني
recession	anger	0.234	ركود اقتصادي
failing	anger	0.234	فشل
dabbling	anger	0.234	التبليل
politics	anger	0.234	سياسة
lava	anger	0.234	حمم بركانية
rascal	anger	0.234	الوغد
imtryingtosleep	anger	0.234	احاول النوم
tariff	anger	0.234	التعريفة
undesirable	anger	0.231	غير مرغوب فيه
darkness	anger	0.227	الظلام
versus	anger	0.227	عكس
copycat	anger	0.227	مقلد
resign	anger	0.227	استقيل
soaked	anger	0.226	غارقة
unfulfilled	anger	0.225	لم تتحقق
abandoned	anger	0.222	مهجور
unattainable	anger	0.221	بعيد المنال
owing	anger	0.221	بسبب
bankruptcy	anger	0.221	إفلاس
misconception	anger	0.219	مفهوم خاطئ
tool	anger	0.219	أداة
warden	anger	0.219	حارس
compress	anger	0.219	ضغط
mosquito	anger	0.219	البعوض
whiny	anger	0.219	متذمر
somethingigetalot	anger	0.219	شيء ما
confusion	anger	0.219	ارتباك
unhelpful	anger	0.219	غير مفيد
twitching	anger	0.219	الوخز
nosey	anger	0.213	فضولي
overpriced	anger	0.212	مبالغ فيها
adder	anger	0.212	الأفعى
harry	anger	0.212	هاري
shortage	anger	0.212	نقص
melodrama	anger	0.212	ميلودراما
possession	anger	0.206	ملكية
desert	anger	0.206	صحراء
overplayed	anger	0.206	مبالغ فيها
unpaid	anger	0.203	غير مدفوع الأجر
powerless	anger	0.203	ضعيف
sentence	anger	0.203	جملة او حكم على
inefficient	anger	0.203	غير فعال
arraignment	anger	0.203	الاتهام
pout	anger	0.203	العبوس
unlucky	anger	0.203	سيئ الحظ
rook	anger	0.203	يخدع
backbone	anger	0.203	العمود الفقري
uninvited	anger	0.203	غير مدعو
court	anger	0.199	المحكمة
endless	anger	0.198	بلا نهاية
adverts	anger	0.197	الإعلانات
distracted	anger	0.197	مشتت الذهن
delay	anger	0.197	تأخير
misstatement	anger	0.197	تحريف
misunderstanding	anger	0.195	سوء فهم
inadmissible	anger	0.191	غير مقبول
