English Word	Emotion	Emotion-Intensity-Score	Malay Word
disobey	anger	0.469	menderhaka
selfishness	anger	0.469	mementingkan diri sendiri
recidivism	anger	0.469	residivisme
subversive	anger	0.469	subversif
huff	anger	0.469	huff
plunder	anger	0.469	merompak
opposition	anger	0.469	pembangkang
complain	anger	0.469	mengeluh
perpetrator	anger	0.469	pelaku
simmer	anger	0.469	reneh
areyoukidding	anger	0.468	areyoukidding
mug	anger	0.467	mug
agony	anger	0.465	keperitan
arrogant	anger	0.461	sombong
sux	anger	0.456	sux
vent	anger	0.456	bolong
elimination	anger	0.456	penyingkiran
picketing	anger	0.456	piket
haughty	anger	0.456	bongkak
grated	anger	0.455	parut
flagrant	anger	0.455	terang-terang
busted	anger	0.455	ditumpaskan
crabby	anger	0.455	ketam
dying	anger	0.455	mati
idiocy	anger	0.455	kebodohan
impermeable	anger	0.455	tidak telap
stubbed	anger	0.455	bertikam
illegality	anger	0.455	menyalahi undang-undang
veto	anger	0.455	veto
constraint	anger	0.455	kekangan
mislead	anger	0.455	menyesatkan
illicit	anger	0.455	haram
troublesome	anger	0.455	menyusahkan
clamor	anger	0.455	keriuhan
bayonet	anger	0.453	bayonet
suppress	anger	0.453	menindas
intense	anger	0.453	tegang
displeased	anger	0.453	tak puas hati
disapproving	anger	0.453	tidak bersetuju
hysterical	anger	0.453	histeria
struggle	anger	0.453	perjuangan
godless	anger	0.453	tidak bertuhan
desist	anger	0.453	berhenti
usurped	anger	0.453	dirampas
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	tidak bersetuju
bad	anger	0.453	teruk
unlawful	anger	0.451	menyalahi undang-undang
wrongly	anger	0.448	secara salah
repellent	anger	0.442	penghalau
dishonor	anger	0.441	penghinaan
psychosis	anger	0.441	psikosis
wasted	anger	0.441	membazir
wrongful	anger	0.441	salah
foe	anger	0.441	musuh
aversion	anger	0.440	keengganan
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	buku jari
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	perpecahan
upset	anger	0.439	kecewa
effigy	anger	0.439	patung
punitive	anger	0.439	menghukum
worthless	anger	0.438	tidak bernilai
separatist	anger	0.438	pemisah
ransom	anger	0.438	wang tebusan
deny	anger	0.438	menafikan
fugitive	anger	0.438	pelarian
mucked	anger	0.438	dikotori
abandonment	anger	0.438	pengabaian
irritation	anger	0.438	kerengsaan
deleterious	anger	0.438	merosakkan
stupidity	anger	0.438	kebodohan
segregate	anger	0.437	mengasingkan
oblivion	anger	0.437	kelupaan
payback	anger	0.436	bayaran balik
incongruous	anger	0.435	tidak selaras
eviction	anger	0.435	pengusiran
collusion	anger	0.432	pakatan sulit
rob	anger	0.431	merompak
ravenous	anger	0.429	rakus
overrun	anger	0.429	ditakluki
infidelity	anger	0.429	kafir
harbinger	anger	0.426	petanda
painful	anger	0.426	pedih
getoverit	anger	0.426	selesaikannya
martial	anger	0.426	mempertahankan diri
rejection	anger	0.426	penolakan
incredulous	anger	0.426	tak percaya
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	pertahanan
enforce	anger	0.424	menguatkuasakan
commotion	anger	0.424	kekecohan
censor	anger	0.424	menapis
gonorrhea	anger	0.424	gonorea
fraudulent	anger	0.424	menipu
unsympathetic	anger	0.424	tidak bersimpati
fallacious	anger	0.424	keliru
greed	anger	0.424	ketamakan
defraud	anger	0.424	menipu
banger	anger	0.424	banger
concealment	anger	0.424	penyembunyian
fuss	anger	0.424	kecoh
exasperation	anger	0.424	geram
disobedience	anger	0.424	kemaksiatan
powerful	anger	0.424	berkuasa
discontent	anger	0.424	rasa tidak puas hati
indecency	anger	0.424	tidak senonoh
sedition	anger	0.422	hasutan
deportation	anger	0.422	pengusiran
cracked	anger	0.422	retak
bang	anger	0.422	bang
barb	anger	0.422	barb
duel	anger	0.422	pertarungan
sarcasm	anger	0.422	sindiran
cur	anger	0.422	cur
misrepresented	anger	0.422	salah nyata
annoyance	anger	0.422	kegusaran
scar	anger	0.422	parut
nettle	anger	0.422	jelatang
banishment	anger	0.422	buang negeri
snubbed	anger	0.422	dihina
penitentiary	anger	0.422	penjara
penetration	anger	0.422	penembusan
blatant	anger	0.420	terang-terangan
force	anger	0.418	memaksa
perverse	anger	0.415	songsang
wring	anger	0.415	memerah
bastion	anger	0.413	benteng
grim	anger	0.413	suram
moody	anger	0.412	murung
tiff	anger	0.412	tiff
nothappy	anger	0.412	tidak gembira
surly	anger	0.412	bermuka masam
sordid	anger	0.412	keji
hunting	anger	0.411	memburu
indenture	anger	0.410	inden
forfeit	anger	0.409	rugi
areyoukiddingme	anger	0.409	areyoukiddingme
reproach	anger	0.409	celaan
sham	anger	0.409	sham
awful	anger	0.409	dahsyat
compulsion	anger	0.409	paksaan
implicate	anger	0.409	mengaitkan
contradict	anger	0.409	bercanggah
inept	anger	0.409	tidak cekap
supremacy	anger	0.409	ketuanan
sneak	anger	0.409	menyelinap
disappoint	anger	0.409	mengecewakan
blockade	anger	0.409	sekatan
detainee	anger	0.409	tahanan
cantwin	anger	0.409	cantwin
squelch	anger	0.409	memadamkan
lying	anger	0.408	berbohong
rail	anger	0.406	kereta api
forsaken	anger	0.406	ditinggalkan
cacophony	anger	0.406	hiruk-pikuk
antipathy	anger	0.406	antipati
wop	anger	0.406	wop
badger	anger	0.406	luak
tremor	anger	0.406	gegaran
inequality	anger	0.406	ketidaksamaan
delusion	anger	0.406	khayalan
unthinkable	anger	0.406	tak terfikir
onerous	anger	0.406	membebankan
wrongdoing	anger	0.406	salah laku
nuisance	anger	0.406	gangguan
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemik
arguments	anger	0.404	hujah
affront	anger	0.403	menghina
traumatic	anger	0.402	traumatik
sodding	anger	0.400	menyiram
libel	anger	0.400	fitnah
annoys	anger	0.400	mengganggu
soslow	anger	0.398	sangat perlahan
watchout	anger	0.398	berhati-hati
frenetic	anger	0.397	gelojoh
remiss	anger	0.397	lalai
barge	anger	0.396	tongkang
sue	anger	0.394	saman
keyed	anger	0.394	dikunci
actionable	anger	0.394	boleh diambil tindakan
extinguish	anger	0.394	memadamkan
fraud	anger	0.394	penipuan
untoward	anger	0.394	tidak diingini
illegal	anger	0.394	haram
nag	anger	0.394	mengomel
boxing	anger	0.394	bertinju
confiscate	anger	0.394	rampas
howl	anger	0.394	melolong
whatsthepoint	anger	0.394	apa gunanya
rabble	anger	0.394	mengarut
unfriendly	anger	0.394	tidak mesra
disrespect	anger	0.394	tidak hormat
dangit	anger	0.394	dangit
brimstone	anger	0.392	belerang
dissolution	anger	0.391	pembubaran
rigged	anger	0.391	dicurangi
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	gempa bumi
argh	anger	0.391	argh
pique	anger	0.391	pique
recklessness	anger	0.391	kecuaian
disagree	anger	0.389	tidak bersetuju
lawsuit	anger	0.386	tuntutan mahkamah
disused	anger	0.382	tidak digunakan
despair	anger	0.382	putus asa
immorality	anger	0.382	maksiat
coerce	anger	0.379	paksaan
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	sensitif
pokes	anger	0.379	mencucuk
falsification	anger	0.379	pemalsuan
rifle	anger	0.379	senapang
sizzle	anger	0.379	mendesis
incurable	anger	0.379	tidak boleh diubati
difficulty	anger	0.379	kesukaran
sore	anger	0.379	pedih
picket	anger	0.378	piket
concussion	anger	0.377	gegaran
stuckup	anger	0.375	tersekat
militia	anger	0.375	militia
rawr	anger	0.375	rawr
faulty	anger	0.375	rosak
sly	anger	0.375	licik
disillusionment	anger	0.375	kekecewaan
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	perangkap
infantile	anger	0.375	kekanak-kanakan
pessimism	anger	0.375	pesimisme
remand	anger	0.375	reman
cannon	anger	0.375	meriam
vindicate	anger	0.371	membela kebenaran
inhibit	anger	0.371	menghalang
distressing	anger	0.371	menyusahkan
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	skizofrenia
skewed	anger	0.368	senget
disreputable	anger	0.368	terhina
forbidding	anger	0.368	melarang
conquest	anger	0.367	penaklukan
bark	anger	0.365	kulit kayu
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	tidak bersetuju
warrior	anger	0.364	pahlawan
barks	anger	0.364	menyalak
retarded	anger	0.364	terencat
unhappy	anger	0.364	tidak berpuas hati
burke	anger	0.364	burke
challenge	anger	0.364	cabaran
belt	anger	0.364	tali pinggang
litigate	anger	0.359	mengadili
paucity	anger	0.359	kekurangan
opinionated	anger	0.359	berpendirian
disliked	anger	0.359	tidak suka
aftermath	anger	0.359	akibatnya
restriction	anger	0.359	sekatan
cad	anger	0.359	cad
incompetence	anger	0.359	ketidakcekapan
loudness	anger	0.359	kenyaringan
broken	anger	0.359	rosak
polemic	anger	0.359	polemik
sectarian	anger	0.359	berpuak-puak
controversial	anger	0.359	kontroversi
interrupting	anger	0.358	mencelah
fussy	anger	0.357	cerewet
wench	anger	0.353	perempuan perempuan
remove	anger	0.351	keluarkan
brat	anger	0.351	anak nakal
gruff	anger	0.351	kasar
misbehavior	anger	0.351	salah laku
scarcity	anger	0.350	kekurangan
losing	anger	0.349	kalah
stigma	anger	0.348	stigma
deserted	anger	0.348	terbiar
timewasters	anger	0.348	pembazir masa
disagreement	anger	0.348	perselisihan faham
defect	anger	0.348	kecacatan
hardened	anger	0.348	mengeras
lie	anger	0.348	berbohong
ulcer	anger	0.348	ulser
retract	anger	0.348	tarik balik
untrustworthy	anger	0.348	tidak boleh dipercayai
pest	anger	0.348	perosak
disappointed	anger	0.348	kecewa
bias	anger	0.345	berat sebelah
negation	anger	0.344	Penafian
bothering	anger	0.344	menyusahkan
stripped	anger	0.344	dibogelkan
antisocial	anger	0.344	antisosial
pirate	anger	0.344	lanun
stingy	anger	0.344	kedekut
shoddy	anger	0.344	kurang baik
unreliable	anger	0.344	tidak boleh dipercayai
shaky	anger	0.344	goyah
misleading	anger	0.344	mengelirukan
unsettled	anger	0.344	tidak selesai
evade	anger	0.344	mengelak
anxiety	anger	0.344	kebimbangan
disclaim	anger	0.344	menafikan
deterioration	anger	0.344	kemerosotan
impotence	anger	0.344	mati pucuk
interminable	anger	0.343	tidak berkesudahan
disease	anger	0.341	penyakit
meddle	anger	0.341	campur tangan
warp	anger	0.340	meledingkan
averse	anger	0.338	enggan
infamous	anger	0.338	tidak terkenal
alcoholism	anger	0.338	alkoholisme
row	anger	0.337	barisan
staticky	anger	0.336	statik
illegitimate	anger	0.333	haram
encumbrance	anger	0.333	bebanan
witchcraft	anger	0.333	ilmu sihir
interrupt	anger	0.333	menyampuk
scorpion	anger	0.333	kala jengking
ill	anger	0.333	sakit
sinner	anger	0.331	pendosa
inconsiderate	anger	0.329	tidak bertimbang rasa
hulk	anger	0.329	hulk
prohibited	anger	0.328	dilarang
dashed	anger	0.328	putus-putus
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	hilang kelayakan
spammers	anger	0.328	spammer
phony	anger	0.328	palsu
tighten	anger	0.328	ketatkan
dislocated	anger	0.328	terkehel
scapegoat	anger	0.328	kambing hitam
victim	anger	0.328	mangsa
opponent	anger	0.328	lawan
hiss	anger	0.328	desisan
crusade	anger	0.328	perang salib
grumpy	anger	0.328	pemarah
resisting	anger	0.328	menentang
inappropriate	anger	0.324	tidak sesuai
haye	anger	0.324	haye
loss	anger	0.324	kerugian
trickery	anger	0.324	tipu helah
eschew	anger	0.324	elakkan diri
neglected	anger	0.324	diabaikan
canker	anger	0.323	sariawan
muff	anger	0.318	muff
crunch	anger	0.318	rangup
duplicity	anger	0.318	perduaan
criticism	anger	0.318	kritikan
queues	anger	0.318	beratur
shriek	anger	0.316	menjerit
depreciate	anger	0.315	susut nilai
dismissal	anger	0.312	pemecatan
chaff	anger	0.312	sekam
dramaqueen	anger	0.312	dramaqueen
poverty	anger	0.312	kemiskinan
carelessness	anger	0.312	kecuaian
deflate	anger	0.312	mengempiskan
dumps	anger	0.312	tempat pembuangan sampah
dupe	anger	0.312	menipu
mortality	anger	0.312	kematian
revving	anger	0.309	revving
disallowed	anger	0.308	tidak dibenarkan
boisterous	anger	0.307	riuh rendah
thoughtless	anger	0.307	tidak berfikir panjang
burial	anger	0.304	pengebumian
wince	anger	0.303	tersentak
theocratic	anger	0.303	teokratik
sullen	anger	0.303	merajuk
involution	anger	0.300	involusi
misuse	anger	0.297	salah guna
taxed	anger	0.297	dikenakan cukai
senseless	anger	0.297	tak masuk akal
talons	anger	0.297	cakar
stalemate	anger	0.297	kebuntuan
getyourown	anger	0.297	get yourown
hoax	anger	0.297	penipuan
depreciated	anger	0.297	susut nilai
depressed	anger	0.297	tertekan
wasteful	anger	0.297	membazir
paralysis	anger	0.295	lumpuh
displaced	anger	0.294	berpindah
limited	anger	0.292	terhad
disapointment	anger	0.290	kekecewaan
orc	anger	0.289	orc
ridiculous	anger	0.289	mengarut
homeless	anger	0.288	gelandangan
spine	anger	0.288	tulang belakang
teasing	anger	0.288	mengusik
presumptuous	anger	0.288	sombong
react	anger	0.288	bertindak
sharpen	anger	0.288	mengasah
barrier	anger	0.287	penghalang
hoot	anger	0.287	hoot
twitchy	anger	0.287	berkedut
myopia	anger	0.283	rabun
flexin	anger	0.281	lentur
lagging	anger	0.281	ketinggalan
contraband	anger	0.281	seludup
incompatible	anger	0.281	tidak serasi
shiver	anger	0.281	menggigil
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	terputus sambungan
delinquent	anger	0.281	delinkuen
restitution	anger	0.281	pengembalian
foray	anger	0.279	perampasan
troll	anger	0.279	troll
unfairness	anger	0.279	ketidakadilan
buffering	anger	0.279	penimbalan
noncompliance	anger	0.279	ketidakpatuhan
nether	anger	0.278	bawah
bogus	anger	0.273	palsu
immaturity	anger	0.273	ketidakmatangan
uncaring	anger	0.273	tidak mengambil berat
bugaboo	anger	0.273	bugaboo
feisty	anger	0.269	penuh semangat
shock	anger	0.269	terkejut
humbug	anger	0.266	humbug
notamorningperson	anger	0.266	notmorningperson
feminism	anger	0.266	feminisme
inoperative	anger	0.266	tidak berfungsi
bear	anger	0.266	beruang
inconvenient	anger	0.266	menyusahkan
latent	anger	0.266	terpendam
defendant	anger	0.266	defendan
nopoint	anger	0.266	nopoint
rapping	anger	0.266	rap
pry	anger	0.266	mengungkit
quandary	anger	0.266	kebingungan
interrupts	anger	0.265	menyampuk
fluctuation	anger	0.265	turun naik
exaggerate	anger	0.263	berlebih-lebihan
lose	anger	0.261	kalah
patter	anger	0.258	dentuman
furnace	anger	0.258	relau
stone	anger	0.258	batu
tease	anger	0.258	mengusik
shoplifting	anger	0.258	mencuri
soldier	anger	0.258	askar
incompetent	anger	0.257	tidak cekap
indoctrination	anger	0.255	indoktrinasi
rocket	anger	0.250	roket
skid	anger	0.250	tergelincir
noisy	anger	0.250	bising
notoriety	anger	0.250	kemasyhuran
cane	anger	0.250	rotan
unfollow	anger	0.250	nyahikut
tripping	anger	0.250	tersadung
attentionseeker	anger	0.250	pencari perhatian
mastery	anger	0.250	penguasaan
socialist	anger	0.250	sosialis
falsehood	anger	0.250	kepalsuan
complicate	anger	0.250	merumitkan
lawyer	anger	0.250	peguam
untrue	anger	0.250	tidak benar
nonsense	anger	0.250	mengarut
pouting	anger	0.250	mencebik
witch	anger	0.242	ahli sihir
detract	anger	0.242	mengurangkan
obstacle	anger	0.242	halangan
halter	anger	0.242	halter
fenced	anger	0.242	berpagar
capslock	anger	0.242	Caps Lock
dontunderstand	anger	0.242	tak faham
vampire	anger	0.242	Pontianak
ringer	anger	0.242	dering
frowning	anger	0.239	berkerut dahi
saber	anger	0.238	pedang
hunger	anger	0.235	kelaparan
shell	anger	0.234	cangkerang
wokemeup	anger	0.234	kejutkan saya
recession	anger	0.234	kemelesetan ekonomi
failing	anger	0.234	gagal
dabbling	anger	0.234	berkecimpung
politics	anger	0.234	politik
lava	anger	0.234	lahar
rascal	anger	0.234	bajingan
imtryingtosleep	anger	0.234	imtryingtonsleep
tariff	anger	0.234	tarif
undesirable	anger	0.231	tidak diingini
darkness	anger	0.227	kegelapan
versus	anger	0.227	lawan
copycat	anger	0.227	peniru
resign	anger	0.227	letak jawatan
soaked	anger	0.226	basah kuyup
unfulfilled	anger	0.225	tidak dipenuhi
abandoned	anger	0.222	terbengkalai
unattainable	anger	0.221	tidak dapat dicapai
owing	anger	0.221	terhutang
bankruptcy	anger	0.221	kebankrapan
misconception	anger	0.219	salah faham
tool	anger	0.219	alat
warden	anger	0.219	warden
compress	anger	0.219	memampatkan
mosquito	anger	0.219	nyamuk
whiny	anger	0.219	merengek
somethingigetalot	anger	0.219	somethingigetalot
confusion	anger	0.219	kekeliruan
unhelpful	anger	0.219	tidak membantu
twitching	anger	0.219	berkedut
nosey	anger	0.213	bising
overpriced	anger	0.212	terlalu mahal
adder	anger	0.212	penambah
harry	anger	0.212	harry
shortage	anger	0.212	kekurangan
melodrama	anger	0.212	melodrama
possession	anger	0.206	milikan
desert	anger	0.206	padang pasir
overplayed	anger	0.206	terlebih main
unpaid	anger	0.203	tak bergaji
powerless	anger	0.203	tidak berdaya
sentence	anger	0.203	ayat
inefficient	anger	0.203	tidak cekap
arraignment	anger	0.203	perbicaraan
pout	anger	0.203	merengus
unlucky	anger	0.203	malang
rook	anger	0.203	benteng
backbone	anger	0.203	tulang belakang
uninvited	anger	0.203	tanpa diundang
court	anger	0.199	mahkamah
endless	anger	0.198	tidak berkesudahan
adverts	anger	0.197	iklan
distracted	anger	0.197	terganggu
delay	anger	0.197	kelewatan
misstatement	anger	0.197	salah nyata
misunderstanding	anger	0.195	salah faham
inadmissible	anger	0.191	tidak boleh diterima
excite	anger	0.191	mengujakan
lightning	anger	0.189	kilat
preclude	anger	0.188	menghalang
mournful	anger	0.188	berduka
insecure	anger	0.188	tidak selamat
incase	anger	0.188	incase
mutter	anger	0.182	merungut
pare	anger	0.182	pare
rating	anger	0.182	penilaian
claimant	anger	0.182	penuntut
insist	anger	0.182	menegaskan
mistress	anger	0.182	perempuan simpanan
distracting	anger	0.182	mengganggu
opium	anger	0.180	candu
deserve	anger	0.176	layak
willful	anger	0.176	sengaja
treat	anger	0.175	merawat
insists	anger	0.175	bertegas
excitation	anger	0.172	keterujaan
mighty	anger	0.172	besar
liberate	anger	0.172	membebaskan
indecisive	anger	0.172	tidak pasti
hormonal	anger	0.172	hormon
peice	anger	0.172	bahagian
gibberish	anger	0.172	mengarut
misplace	anger	0.172	silap tempat
fee	anger	0.172	Bayaran
thanksalot	anger	0.172	terima kasih banyak-banyak
fleece	anger	0.172	bulu bulu
yelp	anger	0.168	menjerit
mule	anger	0.167	bagal
unequal	anger	0.167	tidak sama rata
hamstring	anger	0.167	hamstring
bargaining	anger	0.167	tawar menawar
insufficiency	anger	0.167	ketidakcukupan
insignificant	anger	0.167	tidak penting
attentionseekers	anger	0.163	pencari perhatian
coop	anger	0.156	reban
rheumatism	anger	0.156	sakit sendi
forearm	anger	0.156	lengan
indifference	anger	0.156	sikap acuh tak acuh
underpaid	anger	0.152	kurang bayar
involvement	anger	0.152	penglibatan
justthebeginning	anger	0.152	justthebeginning
disinformation	anger	0.152	salah maklumat
uncertain	anger	0.152	tidak pasti
bee	anger	0.152	lebah
attorney	anger	0.152	peguam
pretending	anger	0.152	berpura-pura
campaigning	anger	0.151	berkempen
hopelessness	anger	0.149	keputusasaan
feeling	anger	0.147	perasaan
legalized	anger	0.145	dihalalkan
caution	anger	0.145	berhati-hati
sterling	anger	0.141	sterling
morals	anger	0.141	akhlak
subsidy	anger	0.141	subsidi
obliging	anger	0.141	mewajibkan
wimpy	anger	0.140	lemah lembut
bummer	anger	0.139	mengarut
saloon	anger	0.136	saloon
blemish	anger	0.136	cela
misspell	anger	0.136	salah eja
repay	anger	0.136	bayar balik
surcharge	anger	0.136	surcaj
geez	anger	0.136	ya ampun
birch	anger	0.135	kayu birch
noob	anger	0.133	noob
honk	anger	0.133	membunyikan
orchestra	anger	0.132	orkestra
wireless	anger	0.125	tanpa wayar
competitive	anger	0.125	berdaya saing
standstill	anger	0.125	berdiri tegak
inattention	anger	0.121	kurang perhatian
reversal	anger	0.121	pembalikan
lace	anger	0.118	renda
elbow	anger	0.117	siku
instinctive	anger	0.112	naluri
chant	anger	0.111	berzikir
gnome	anger	0.109	gnome
lonely	anger	0.109	sunyi
tolerate	anger	0.106	bertolak ansur
management	anger	0.102	pengurusan
advocacy	anger	0.100	advokasi
moral	anger	0.094	akhlak
roadworks	anger	0.091	kerja jalan
honest	anger	0.087	jujur
gent	anger	0.076	lelaki
forgetful	anger	0.076	pelupa
liquor	anger	0.075	minuman keras
money	anger	0.074	wang
hood	anger	0.071	penutup
curriculum	anger	0.063	kurikulum
words	anger	0.062	perkataan
smell	anger	0.061	bau
playful	anger	0.061	suka bermain
opera	anger	0.061	opera
