English Word	Emotion	Emotion-Intensity-Score	Thai Word
jerks	anger	0.515	กระตุก
tussle	anger	0.514	แย่งชิง
bane	anger	0.511	ความหายนะ
accusation	anger	0.510	ข้อกล่าวหา
enmity	anger	0.510	ความเป็นปฏิปักษ์
repudiation	anger	0.510	การปฏิเสธ
banish	anger	0.509	ขับไล่
disfigured	anger	0.508	เสียโฉม
storm	anger	0.507	พายุ
crazy	anger	0.500	คลั่งไคล้
hammering	anger	0.500	ตอก
defy	anger	0.500	ท้า
antithesis	anger	0.500	สิ่งที่ตรงกันข้าม
scoff	anger	0.500	เยาะเย้ย
anguish	anger	0.500	ความปวดร้าว
confined	anger	0.500	ถูกคุมขัง
fear	anger	0.500	กลัว
bout	anger	0.500	การแข่งขัน
unruly	anger	0.500	ดื้อด้าน
delusional	anger	0.500	ประสาทหลอน
obstruct	anger	0.500	ขัดขวาง
possessed	anger	0.500	ครอบครอง
injustice	anger	0.500	ความอยุติธรรม
fervor	anger	0.500	ความร้อนรน
spear	anger	0.500	หอก
derision	anger	0.500	การเยาะเย้ย
intractable	anger	0.500	ยาก
reject	anger	0.500	ปฏิเสธ
dominate	anger	0.500	ครอง
ordeal	anger	0.500	ความเจ็บปวด
banished	anger	0.500	เนรเทศ
rejects	anger	0.500	ปฏิเสธ
shun	anger	0.500	ชุน
brunt	anger	0.500	รุนแรง
derogation	anger	0.500	การดูถูก
frenzied	anger	0.500	คลั่งไคล้
animus	anger	0.500	ความเกลียดชัง
suppression	anger	0.500	การปราบปราม
malpractice	anger	0.500	การทุจริตต่อหน้าที่
brazen	anger	0.500	หน้าด้าน
foaming	anger	0.500	เกิดฟอง
disrupting	anger	0.500	รบกวน
nobodycares	anger	0.500	ไม่มีใครสนใจ
patronising	anger	0.500	อุปถัมภ์
getoveryourself	anger	0.495	getoveryourself
toughness	anger	0.492	ความเหนียว
stupidpeople	anger	0.492	คนโง่
madness	anger	0.491	ความบ้าคลั่ง
sinful	anger	0.491	บาป
avarice	anger	0.490	ความโลภ
oppress	anger	0.490	กดขี่
cutting	anger	0.485	ตัด
anathema	anger	0.485	คำสาป
annoyed	anger	0.485	รำคาญ
dissident	anger	0.485	ผู้คัดค้าน
demand	anger	0.485	ความต้องการ
usurp	anger	0.485	แย่งชิง
claw	anger	0.485	กรงเล็บ
alienate	anger	0.485	โอน
infraction	anger	0.485	การละเมิด
avenger	anger	0.485	ล้างแค้น
revoke	anger	0.485	ถอน
smuggler	anger	0.485	คนลักลอบขนสินค้า
abolish	anger	0.485	ยกเลิก
fricking	anger	0.485	ขี้เล่น
stayaway	anger	0.485	อยู่ห่าง ๆ
pervert	anger	0.485	ทะลึ่ง
disservice	anger	0.485	ก่อความไม่สงบ
disobedient	anger	0.485	ไม่เชื่อฟัง
incest	anger	0.485	การร่วมประเวณีระหว่างพี่น้อง
complaint	anger	0.485	ร้องเรียน
disapproved	anger	0.485	ไม่อนุมัติ
inhuman	anger	0.485	ไร้มนุษยธรรม
mocking	anger	0.484	ซึ่งจำลอง
penalty	anger	0.484	การลงโทษ
renounce	anger	0.484	สละ
restrain	anger	0.484	ยับยั้ง
upheaval	anger	0.484	กลียุค
deceit	anger	0.484	หลอกลวง
obnoxious	anger	0.484	น่ารังเกียจ
imprisoned	anger	0.484	ติดคุก
strained	anger	0.484	เครียด
blame	anger	0.484	ตำหนิ
oust	anger	0.484	ขับไล่
litigious	anger	0.484	ดำเนินคดี
rivalry	anger	0.484	การแข่งขัน
sucker	anger	0.484	ตัวดูด
opposed	anger	0.484	ต่อต้าน
thresh	anger	0.484	นวดข้าว
disgrace	anger	0.484	ความอัปยศ
suspicious	anger	0.484	สงสัย
turbulence	anger	0.483	ความปั่นป่วน
pound	anger	0.481	ปอนด์
coldness	anger	0.477	ความหนาวเย็น
ungrateful	anger	0.472	เนรคุณ
stoopid	anger	0.471	งี่เง่า
battalion	anger	0.471	กองพัน
feudalism	anger	0.470	ศักดินา
hostage	anger	0.470	ตัวประกัน
annoying	anger	0.470	น่ารำคาญ
dispossessed	anger	0.470	ถูกยึดทรัพย์
subversion	anger	0.470	การโค่นล้ม
friction	anger	0.470	แรงเสียดทาน
jealous	anger	0.470	อิจฉา
adversity	anger	0.470	ความทุกข์ยาก
infidel	anger	0.470	นอกใจ
gall	anger	0.470	น้ำดี
accuser	anger	0.470	โจทก์
ram	anger	0.470	แกะ
armament	anger	0.470	อาวุธยุทโธปกรณ์
thump	anger	0.469	กระหน่ำ
dislike	anger	0.469	ไม่ชอบ
steal	anger	0.469	ขโมย
backoff	anger	0.469	ถอยไป
stifled	anger	0.469	ตัวแข็ง
incite	anger	0.469	ปลุกระดม
distress	anger	0.469	ทุกข์
angermanagement	anger	0.469	การจัดการความโกรธ
selfish	anger	0.469	เห็นแก่ตัว
injury	anger	0.469	บาดเจ็บ
exile	anger	0.469	พลัดถิ่น
insanity	anger	0.469	ความวิกลจริต
offense	anger	0.469	ความผิด
objection	anger	0.469	คัดค้าน
smother	anger	0.469	ปกปิด
disruption	anger	0.469	การหยุดชะงัก
intolerance	anger	0.469	แพ้
disobey	anger	0.469	ไม่เชื่อฟัง
selfishness	anger	0.469	ความเห็นแก่ตัว
recidivism	anger	0.469	การกระทำผิดซ้ำ
subversive	anger	0.469	ล้มล้าง
huff	anger	0.469	ฮึก
plunder	anger	0.469	ปล้น
opposition	anger	0.469	ฝ่ายค้าน
complain	anger	0.469	ร้องทุกข์
perpetrator	anger	0.469	ผู้กระทำผิด
simmer	anger	0.469	หลน
areyoukidding	anger	0.468	คุณกำลังล้อเล่น
mug	anger	0.467	แก้ว
agony	anger	0.465	ความเจ็บปวด
arrogant	anger	0.461	หยิ่ง
sux	anger	0.456	sux
vent	anger	0.456	ช่องระบายอากาศ
elimination	anger	0.456	การกำจัด
picketing	anger	0.456	ล้อมรั้ว
haughty	anger	0.456	หยิ่ง
grated	anger	0.455	ขูด
flagrant	anger	0.455	โจ่งแจ้ง
busted	anger	0.455	ถูกจับ
crabby	anger	0.455	ปูเป้
dying	anger	0.455	กำลังจะตาย
idiocy	anger	0.455	งี่เง่า
impermeable	anger	0.455	ซึมผ่านไม่ได้
stubbed	anger	0.455	stubbed
illegality	anger	0.455	ผิดกฎหมาย
veto	anger	0.455	ยับยั้ง
constraint	anger	0.455	ข้อจำกัด
mislead	anger	0.455	ทำให้เข้าใจผิด
illicit	anger	0.455	ผิดกฎหมาย
troublesome	anger	0.455	ลำบาก
clamor	anger	0.455	เสียงโห่ร้อง
bayonet	anger	0.453	ดาบปลายปืน
suppress	anger	0.453	ปราบปราม
intense	anger	0.453	เข้มข้น
displeased	anger	0.453	ไม่พอใจ
disapproving	anger	0.453	ไม่เห็นด้วย
hysterical	anger	0.453	ตีโพยตีพาย
struggle	anger	0.453	การต่อสู้
godless	anger	0.453	ไร้พระเจ้า
desist	anger	0.453	เลิก
usurped	anger	0.453	แย่งชิง
despotism	anger	0.453	เผด็จการ
disagreeing	anger	0.453	ไม่เห็นด้วย
bad	anger	0.453	แย่
unlawful	anger	0.451	ผิดกฎหมาย
wrongly	anger	0.448	ผิด
repellent	anger	0.442	ขับไล่
dishonor	anger	0.441	ความอัปยศ
psychosis	anger	0.441	โรคจิต
wasted	anger	0.441	เสีย
wrongful	anger	0.441	ผิด
foe	anger	0.441	ศัตรู
aversion	anger	0.440	ความเกลียดชัง
gahhh	anger	0.439	ก๊ากกก
knuckles	anger	0.439	สนับมือ
ultimatum	anger	0.439	คำขาด
schism	anger	0.439	ความแตกแยก
upset	anger	0.439	อารมณ์เสีย
effigy	anger	0.439	รูปจำลอง
punitive	anger	0.439	การลงโทษ
worthless	anger	0.438	ไร้ค่า
separatist	anger	0.438	ผู้แบ่งแยกดินแดน
ransom	anger	0.438	ค่าไถ่
deny	anger	0.438	ปฏิเสธ
fugitive	anger	0.438	ผู้ลี้ภัย
mucked	anger	0.438	โคลน
abandonment	anger	0.438	การละทิ้ง
irritation	anger	0.438	ระคายเคือง
deleterious	anger	0.438	อันตราย
stupidity	anger	0.438	ความโง่เขลา
segregate	anger	0.437	แยก
oblivion	anger	0.437	การลืมเลือน
payback	anger	0.436	คืนทุน
incongruous	anger	0.435	ไม่เข้ากัน
eviction	anger	0.435	ขับไล่
collusion	anger	0.432	การสมรู้ร่วมคิด
rob	anger	0.431	ปล้น
ravenous	anger	0.429	หิวมาก
overrun	anger	0.429	บุกรุก
infidelity	anger	0.429	ความไม่ซื่อสัตย์
harbinger	anger	0.426	ลางสังหรณ์
painful	anger	0.426	เจ็บปวด
getoverit	anger	0.426	ได้รับมากกว่านั้น
martial	anger	0.426	การต่อสู้
rejection	anger	0.426	การปฏิเสธ
incredulous	anger	0.426	เหลือเชื่อ
stupidrain	anger	0.426	โง่เขลา
defense	anger	0.425	ป้องกัน
enforce	anger	0.424	บังคับใช้
commotion	anger	0.424	ความโกลาหล
censor	anger	0.424	เซ็นเซอร์
gonorrhea	anger	0.424	โรคหนองใน
fraudulent	anger	0.424	หลอกลวง
unsympathetic	anger	0.424	ไม่เห็นอกเห็นใจ
fallacious	anger	0.424	ผิดพลาด
greed	anger	0.424	ความโลภ
defraud	anger	0.424	โกง
banger	anger	0.424	บังเกอร์
concealment	anger	0.424	การปกปิด
fuss	anger	0.424	เอะอะ
exasperation	anger	0.424	โกรธเคือง
disobedience	anger	0.424	ไม่เชื่อฟัง
powerful	anger	0.424	ทรงพลัง
discontent	anger	0.424	ไม่พอใจ
indecency	anger	0.424	ความไม่เหมาะสม
sedition	anger	0.422	ปลุกระดม
deportation	anger	0.422	การเนรเทศ
cracked	anger	0.422	แตก
bang	anger	0.422	ปัง
barb	anger	0.422	barb
duel	anger	0.422	ดวล
sarcasm	anger	0.422	การเสียดสี
cur	anger	0.422	cur
misrepresented	anger	0.422	บิดเบือนความจริง
annoyance	anger	0.422	ความน่ารำคาญ
scar	anger	0.422	แผลเป็น
nettle	anger	0.422	ตำแย
banishment	anger	0.422	การเนรเทศ
snubbed	anger	0.422	ดูถูก
penitentiary	anger	0.422	เรือนจำ
penetration	anger	0.422	การเจาะ
blatant	anger	0.420	โจ่งแจ้ง
force	anger	0.418	บังคับ
perverse	anger	0.415	วิปริต
wring	anger	0.415	บีบ
bastion	anger	0.413	ป้อมปราการ
grim	anger	0.413	น่ากลัว
moody	anger	0.412	เจ้าอารมณ์
tiff	anger	0.412	tiff
nothappy	anger	0.412	ไม่ได้มีความสุข
surly	anger	0.412	โกรธ
sordid	anger	0.412	ต่ำต้อย
hunting	anger	0.411	การล่าสัตว์
indenture	anger	0.410	ตราสารหนี้
forfeit	anger	0.409	ริบ
areyoukiddingme	anger	0.409	คุณกำลังล้อเล่น
reproach	anger	0.409	ประณาม
sham	anger	0.409	sham
awful	anger	0.409	แย่มาก
compulsion	anger	0.409	บังคับ
implicate	anger	0.409	เกี่ยวข้อง
contradict	anger	0.409	ขัดแย้ง
inept	anger	0.409	ไม่เหมาะสม
supremacy	anger	0.409	อำนาจสูงสุด
sneak	anger	0.409	แอบดู
disappoint	anger	0.409	ผิดหวัง
blockade	anger	0.409	การปิดล้อม
detainee	anger	0.409	ผู้ถูกคุมขัง
cantwin	anger	0.409	cantwin
squelch	anger	0.409	squelch
lying	anger	0.408	โกหก
rail	anger	0.406	รถไฟ
forsaken	anger	0.406	ถูกทอดทิ้ง
cacophony	anger	0.406	เสียงขรม
antipathy	anger	0.406	ความเกลียดชัง
wop	anger	0.406	wop
badger	anger	0.406	แบดเจอร์
tremor	anger	0.406	ตัวสั่น
inequality	anger	0.406	ความไม่เท่าเทียมกัน
delusion	anger	0.406	ความลวง
unthinkable	anger	0.406	คิดไม่ถึง
onerous	anger	0.406	ลำบาก
wrongdoing	anger	0.406	ทำผิด
nuisance	anger	0.406	รำคาญ
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	การระบาด
arguments	anger	0.404	ข้อโต้แย้ง
affront	anger	0.403	ดูหมิ่น
traumatic	anger	0.402	บาดแผล
sodding	anger	0.400	sodding
libel	anger	0.400	หมิ่นประมาท
annoys	anger	0.400	รำคาญ
soslow	anger	0.398	ช้ามาก
watchout	anger	0.398	ระวัง
frenetic	anger	0.397	คลั่งไคล้
remiss	anger	0.397	สะเพร่า
barge	anger	0.396	เรือ
sue	anger	0.394	ฟ้อง
keyed	anger	0.394	คีย์
actionable	anger	0.394	ดำเนินการได้
