English Word	Emotion	Emotion-Intensity-Score	Sindhi Word
brunt	anger	0.500	ڌڪ
derogation	anger	0.500	توهين
frenzied	anger	0.500	جنوني
animus	anger	0.500	دشمني
suppression	anger	0.500	دٻائڻ
malpractice	anger	0.500	بدڪاري
brazen	anger	0.500	بهادر
foaming	anger	0.500	فومنگ
disrupting	anger	0.500	خلل وجهڻ
nobodycares	anger	0.500	ڪنھن کي بہ خيال ناھي
patronising	anger	0.500	سرپرستي ڪرڻ
getoveryourself	anger	0.495	پاڻ کي حاصل ڪرڻ
toughness	anger	0.492	سختي
stupidpeople	anger	0.492	بيوقوف ماڻهو
madness	anger	0.491	جنون
sinful	anger	0.491	گنهگار
avarice	anger	0.490	لالچ
oppress	anger	0.490	ظلم ڪرڻ
cutting	anger	0.485	ڪٽڻ
anathema	anger	0.485	اناٿما
annoyed	anger	0.485	ناراض
dissident	anger	0.485	اختلاف ڪندڙ
demand	anger	0.485	مطالبو
usurp	anger	0.485	قبضو ڪرڻ
claw	anger	0.485	پنجو
alienate	anger	0.485	ڌار ڪرڻ
infraction	anger	0.485	ڀڃڪڙي
avenger	anger	0.485	بدلو وٺندڙ
revoke	anger	0.485	رد ڪرڻ
smuggler	anger	0.485	سمگلر
abolish	anger	0.485	ختم ڪرڻ
fricking	anger	0.485	ڇڪڻ
stayaway	anger	0.485	پري ٿي
pervert	anger	0.485	خراب ڪرڻ
disservice	anger	0.485	خدمت ڪرڻ
disobedient	anger	0.485	نافرمان
incest	anger	0.485	بي عزتي
complaint	anger	0.485	شڪايت
disapproved	anger	0.485	نامنظور
inhuman	anger	0.485	غير انساني
mocking	anger	0.484	ٺٺولي ڪرڻ
penalty	anger	0.484	ڏنڊ
renounce	anger	0.484	ڇڏي ڏيڻ
restrain	anger	0.484	روڪڻ
upheaval	anger	0.484	اٿل پٿل
deceit	anger	0.484	ٺڳي
obnoxious	anger	0.484	ناپسنديده
imprisoned	anger	0.484	قيد ڪيو ويو
strained	anger	0.484	تنگ ٿيل
blame	anger	0.484	الزام
oust	anger	0.484	ٻاھر ڪڍڻ
litigious	anger	0.484	قانوني
rivalry	anger	0.484	رقابت
sucker	anger	0.484	چوسڻ وارو
opposed	anger	0.484	مخالفت ڪئي
thresh	anger	0.484	تختي
disgrace	anger	0.484	بي عزتي
suspicious	anger	0.484	شڪي
turbulence	anger	0.483	ڇڪتاڻ
pound	anger	0.481	پائونڊ
coldness	anger	0.477	ٿڌ
ungrateful	anger	0.472	بي شڪر
stoopid	anger	0.471	بيوقوف
battalion	anger	0.471	بٽالين
feudalism	anger	0.470	جاگيرداري
hostage	anger	0.470	يرغمال
annoying	anger	0.470	پريشان ڪندڙ
dispossessed	anger	0.470	خارج ٿيل
subversion	anger	0.470	بغاوت
friction	anger	0.470	رگڙ
jealous	anger	0.470	حسد ڪندڙ
adversity	anger	0.470	مشڪلات
infidel	anger	0.470	ڪافر
gall	anger	0.470	گل
accuser	anger	0.470	الزام لڳائيندڙ
ram	anger	0.470	رام
armament	anger	0.470	هٿيار
thump	anger	0.469	ڌڪ
dislike	anger	0.469	ناپسند ڪرڻ
steal	anger	0.469	چوري ڪرڻ
backoff	anger	0.469	پوئتي هٽڻ
stifled	anger	0.469	دٻجي ويو
incite	anger	0.469	ڀڙڪائڻ
distress	anger	0.469	تڪليف
angermanagement	anger	0.469	ڪاوڙ جو انتظام
selfish	anger	0.469	خود غرض
injury	anger	0.469	زخم
exile	anger	0.469	جلاوطني
insanity	anger	0.469	جنون
offense	anger	0.469	ڏوهه
objection	anger	0.469	اعتراض
smother	anger	0.469	ڌمڪائڻ
disruption	anger	0.469	خلل
intolerance	anger	0.469	عدم برداشت
disobey	anger	0.469	نافرماني ڪرڻ
selfishness	anger	0.469	خود غرضي
recidivism	anger	0.469	recidivism
subversive	anger	0.469	تخريبي
huff	anger	0.469	هف
plunder	anger	0.469	ڦرلٽ
opposition	anger	0.469	مخالفت
complain	anger	0.469	شڪايت
perpetrator	anger	0.469	مجرم
simmer	anger	0.469	سياري ڪرڻ
areyoukidding	anger	0.468	ڇا توهان مذاق ڪري رهيا آهيو
mug	anger	0.467	مگ
agony	anger	0.465	اذيت
arrogant	anger	0.461	وڏائي ڪندڙ
sux	anger	0.456	sux
vent	anger	0.456	وينٽ
elimination	anger	0.456	ختم ڪرڻ
picketing	anger	0.456	پڪيٽنگ
haughty	anger	0.456	مغرور
grated	anger	0.455	ڇڪيل
flagrant	anger	0.455	چمڪندڙ
busted	anger	0.455	ٽوڙيو ويو
crabby	anger	0.455	ڪڪڙ
dying	anger	0.455	مرڻ
idiocy	anger	0.455	بيوقوفي
impermeable	anger	0.455	ناقابل تسخير
stubbed	anger	0.455	ڇڪيل
illegality	anger	0.455	غير قانوني
veto	anger	0.455	ويٽو
constraint	anger	0.455	پابندي
mislead	anger	0.455	گمراهه ڪرڻ
illicit	anger	0.455	غير قانوني
troublesome	anger	0.455	مشڪل
clamor	anger	0.455	گوڙ
bayonet	anger	0.453	سنگين
suppress	anger	0.453	دٻائڻ
intense	anger	0.453	شديد
displeased	anger	0.453	ناراض
disapproving	anger	0.453	ناپسند ڪرڻ
hysterical	anger	0.453	هيسٽريڪل
struggle	anger	0.453	جدوجهد
godless	anger	0.453	بي خدا
desist	anger	0.453	باز اچڻ
usurped	anger	0.453	غصب ٿيل
despotism	anger	0.453	استبداد
disagreeing	anger	0.453	اختلاف ڪرڻ
bad	anger	0.453	خراب
unlawful	anger	0.451	غير قانوني
wrongly	anger	0.448	غلط طور تي
repellent	anger	0.442	ڀڃڻ وارو
dishonor	anger	0.441	بي عزتي
psychosis	anger	0.441	نفسيات
wasted	anger	0.441	ضايع ڪرڻ
wrongful	anger	0.441	غلط
foe	anger	0.441	دشمن
aversion	anger	0.440	نفرت
gahhh	anger	0.439	گاهه
knuckles	anger	0.439	ڪنڌ
ultimatum	anger	0.439	الٽيميٽم
schism	anger	0.439	تڪرار
upset	anger	0.439	پريشان
effigy	anger	0.439	مجسمو
punitive	anger	0.439	سزا ڏيندڙ
worthless	anger	0.438	بي قدر
separatist	anger	0.438	عليحدگي پسند
ransom	anger	0.438	تاوان
deny	anger	0.438	انڪار ڪرڻ
fugitive	anger	0.438	ڀڄڻ وارو
mucked	anger	0.438	مسخ ٿيل
abandonment	anger	0.438	ڇڏڻ
irritation	anger	0.438	جلن
deleterious	anger	0.438	نقصانڪار
stupidity	anger	0.438	بيوقوفي
segregate	anger	0.437	الڳ ڪرڻ
oblivion	anger	0.437	وسارڻ
payback	anger	0.436	واپسي
incongruous	anger	0.435	بي ترتيب
eviction	anger	0.435	بي دخل ڪرڻ
collusion	anger	0.432	ميلاپ
rob	anger	0.431	ڦر
ravenous	anger	0.429	وحشي
overrun	anger	0.429	ختم ٿيڻ
infidelity	anger	0.429	بي وفائي
harbinger	anger	0.426	هاربنجر
painful	anger	0.426	دردناڪ
getoverit	anger	0.426	حاصل ڪرڻ
martial	anger	0.426	مارشل
rejection	anger	0.426	رد ڪرڻ
incredulous	anger	0.426	ناقابل يقين
stupidrain	anger	0.426	بيوقوف
defense	anger	0.425	دفاع
enforce	anger	0.424	نافذ ڪرڻ
commotion	anger	0.424	هڙتال
censor	anger	0.424	سينسر
gonorrhea	anger	0.424	سوزاڪ
fraudulent	anger	0.424	فريب ڪندڙ
unsympathetic	anger	0.424	بي رحم
fallacious	anger	0.424	ڪوڙو
greed	anger	0.424	لالچ
defraud	anger	0.424	ٺڳي ڪرڻ
banger	anger	0.424	ڌاڙيل
concealment	anger	0.424	لڪائڻ
fuss	anger	0.424	جهيڙو
exasperation	anger	0.424	ڪاوڙ
disobedience	anger	0.424	نافرماني
powerful	anger	0.424	طاقتور
discontent	anger	0.424	مايوسي
indecency	anger	0.424	بي حيائي
sedition	anger	0.422	بغاوت
deportation	anger	0.422	جلاوطني
cracked	anger	0.422	ڦاٽل
bang	anger	0.422	ڌماڪو
barb	anger	0.422	بارب
duel	anger	0.422	تڪرار
sarcasm	anger	0.422	طنز
cur	anger	0.422	ڪر
misrepresented	anger	0.422	غلط بيان ڪيل
annoyance	anger	0.422	ناراضگي
scar	anger	0.422	داغ
nettle	anger	0.422	نيل
banishment	anger	0.422	نيڪالي
snubbed	anger	0.422	ڇڪيل
penitentiary	anger	0.422	توفيق وارو
penetration	anger	0.422	دخول
blatant	anger	0.420	واضح
force	anger	0.418	زور
perverse	anger	0.415	بگڙيل
wring	anger	0.415	ڇڪڻ
bastion	anger	0.413	قلعو
grim	anger	0.413	گندو
moody	anger	0.412	مزاج
tiff	anger	0.412	جھڳڙو
nothappy	anger	0.412	ناخوش
surly	anger	0.412	سريلي
sordid	anger	0.412	خراب
hunting	anger	0.411	شڪار ڪرڻ
indenture	anger	0.410	معاوضو
forfeit	anger	0.409	ضبط ڪرڻ
areyoukiddingme	anger	0.409	ڇا ٿون مون سان مذاق ٿو ڪرين
reproach	anger	0.409	ملامت
sham	anger	0.409	شرم
awful	anger	0.409	خوفناڪ
compulsion	anger	0.409	مجبوري
implicate	anger	0.409	شامل ڪرڻ
contradict	anger	0.409	تضاد
inept	anger	0.409	نااهل
supremacy	anger	0.409	بالادستي
sneak	anger	0.409	چپ ڪرڻ
disappoint	anger	0.409	مايوس ڪرڻ
blockade	anger	0.409	بندش
detainee	anger	0.409	قيدي
cantwin	anger	0.409	ڪينٽين
squelch	anger	0.409	ڇڪڻ
lying	anger	0.408	ڪوڙ ڳالهائڻ
rail	anger	0.406	ريل
forsaken	anger	0.406	ڇڏيل
cacophony	anger	0.406	ڪيڪوفوني
antipathy	anger	0.406	ضد
wop	anger	0.406	wop
badger	anger	0.406	بيجر
tremor	anger	0.406	زلزلو
inequality	anger	0.406	عدم مساوات
delusion	anger	0.406	وهم
unthinkable	anger	0.406	ناقابل تصور
onerous	anger	0.406	سخت
wrongdoing	anger	0.406	غلط ڪم
nuisance	anger	0.406	تڪليف
scrapie	anger	0.406	اسڪراپي
epidemic	anger	0.406	‍‍وچڙندڙ
arguments	anger	0.404	دليل
affront	anger	0.403	مخالفت
traumatic	anger	0.402	صدمي وارو
sodding	anger	0.400	سوڊنگ
libel	anger	0.400	بدنام ڪرڻ
annoys	anger	0.400	ناراض ڪري ٿو
soslow	anger	0.398	تمام آهستي
watchout	anger	0.398	محتاط رهو
frenetic	anger	0.397	جنوني
remiss	anger	0.397	ياد ڪرڻ
barge	anger	0.396	بارج
sue	anger	0.394	مقدمو
keyed	anger	0.394	چاٻي
actionable	anger	0.394	قابل عمل
extinguish	anger	0.394	وسائڻ
fraud	anger	0.394	فريب
untoward	anger	0.394	اڻ وڻندڙ
illegal	anger	0.394	غير قانوني
nag	anger	0.394	ناگ
boxing	anger	0.394	باڪسنگ
confiscate	anger	0.394	ضبط ڪرڻ
howl	anger	0.394	رڙ
whatsthepoint	anger	0.394	ڇا نقطو
rabble	anger	0.394	ريبل
unfriendly	anger	0.394	غير دوستانه
disrespect	anger	0.394	بي عزتي
dangit	anger	0.394	ڏند
brimstone	anger	0.392	گندم
dissolution	anger	0.391	ٽوڙڻ
rigged	anger	0.391	ڌاڙيل
grrrrr	anger	0.391	گررر
earthquake	anger	0.391	زلزلو
argh	anger	0.391	ارھ
pique	anger	0.391	پڪو
recklessness	anger	0.391	لاپرواهي
disagree	anger	0.389	اختلاف ڪرڻ
lawsuit	anger	0.386	مقدمو
disused	anger	0.382	استعمال ٿيل
despair	anger	0.382	مايوسي
immorality	anger	0.382	بي حيائي
coerce	anger	0.379	جبر
firstworldprobs	anger	0.379	پهرين دنيا جا مسئلا
touchy	anger	0.379	ڇڪڻ وارو
pokes	anger	0.379	ڇڪڻ
falsification	anger	0.379	ڪوڙ ڪرڻ
rifle	anger	0.379	رائفل
sizzle	anger	0.379	ٻرڻ
incurable	anger	0.379	لاعلاج
difficulty	anger	0.379	مشڪل
sore	anger	0.379	زخم
picket	anger	0.378	پڪيٽ
concussion	anger	0.377	ڌڪ لڳڻ
stuckup	anger	0.375	ڦاسي پيو
militia	anger	0.375	مليشيا
rawr	anger	0.375	خام
faulty	anger	0.375	ناقص
sly	anger	0.375	چالاڪ
disillusionment	anger	0.375	مايوسي
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	نقصان
infantile	anger	0.375	ٻارڙي
pessimism	anger	0.375	مايوسي
remand	anger	0.375	ريمانڊ
cannon	anger	0.375	تپ
vindicate	anger	0.371	ثابت ڪرڻ
inhibit	anger	0.371	روڪڻ
distressing	anger	0.371	ڏکوئيندڙ
nepotism	anger	0.371	اقربا پروري
schizophrenia	anger	0.369	schizophrenia
skewed	anger	0.368	ڇڪيل
disreputable	anger	0.368	نامناسب
forbidding	anger	0.368	منع ڪرڻ
conquest	anger	0.367	فتح
bark	anger	0.365	ڇڪ
leukemia	anger	0.365	ليوڪيميا
disapprove	anger	0.364	رد ڪرڻ
warrior	anger	0.364	جنگجو
barks	anger	0.364	ڇڪڻ
retarded	anger	0.364	پوئتي پيل
unhappy	anger	0.364	ناخوش
burke	anger	0.364	برڪ
challenge	anger	0.364	چيلنج
belt	anger	0.364	پٽي
litigate	anger	0.359	مقدمو ڪرڻ
paucity	anger	0.359	گهٽتائي
opinionated	anger	0.359	خيال ڪيل
disliked	anger	0.359	ناپسند
aftermath	anger	0.359	بعد ۾
restriction	anger	0.359	پابندي
cad	anger	0.359	ڪيڊ
incompetence	anger	0.359	نااهلي
loudness	anger	0.359	زور
broken	anger	0.359	ٽٽل
polemic	anger	0.359	تڪراري
sectarian	anger	0.359	فرقيوار
controversial	anger	0.359	تڪراري
interrupting	anger	0.358	مداخلت ڪرڻ
fussy	anger	0.357	ڦورو
wench	anger	0.353	وينچ
remove	anger	0.351	هٽائڻ
brat	anger	0.351	ڇوڪرو
gruff	anger	0.351	ڪاوڙ
misbehavior	anger	0.351	بدانتظامي
scarcity	anger	0.350	گهٽتائي
losing	anger	0.349	وڃائڻ
stigma	anger	0.348	داغ
deserted	anger	0.348	ويران
timewasters	anger	0.348	وقت ضايع ڪندڙ
disagreement	anger	0.348	اختلاف
defect	anger	0.348	عيب
hardened	anger	0.348	سخت
lie	anger	0.348	ڪوڙ
ulcer	anger	0.348	السر
retract	anger	0.348	واپس وٺڻ
untrustworthy	anger	0.348	ناقابل اعتبار
pest	anger	0.348	آفت
disappointed	anger	0.348	مايوس
bias	anger	0.345	تعصب
negation	anger	0.344	انڪار
bothering	anger	0.344	تڪليف ڏيندڙ
stripped	anger	0.344	ڇڪيل
antisocial	anger	0.344	سماجي ضد
pirate	anger	0.344	قزاق
stingy	anger	0.344	بخيل
shoddy	anger	0.344	ناقص
unreliable	anger	0.344	ناقابل اعتبار
shaky	anger	0.344	لرزش
misleading	anger	0.344	گمراهه ڪندڙ
unsettled	anger	0.344	بي ترتيب
evade	anger	0.344	ڀڄڻ
anxiety	anger	0.344	پريشاني
disclaim	anger	0.344	رد ڪرڻ
deterioration	anger	0.344	خراب ٿيڻ
impotence	anger	0.344	ڪمزوري
interminable	anger	0.343	لاتعداد
disease	anger	0.341	بيماري
meddle	anger	0.341	مداخلت
warp	anger	0.340	وارپ
averse	anger	0.338	مخالف
infamous	anger	0.338	بدنام
alcoholism	anger	0.338	شراب نوشي
row	anger	0.337	قطار
staticky	anger	0.336	جامد
illegitimate	anger	0.333	ناجائز
encumbrance	anger	0.333	تڪليف
witchcraft	anger	0.333	جادوگري
interrupt	anger	0.333	مداخلت ڪرڻ
scorpion	anger	0.333	وڇوڙو
ill	anger	0.333	بيمار
sinner	anger	0.331	گنهگار
inconsiderate	anger	0.329	بي پرواهه
hulk	anger	0.329	هلڪ
prohibited	anger	0.328	منع ٿيل
dashed	anger	0.328	ڇڪيل
brrr	anger	0.328	brrr
fib	anger	0.328	fib
disqualified	anger	0.328	نااهل
spammers	anger	0.328	اسپامر
phony	anger	0.328	جعلي
tighten	anger	0.328	تنگ ڪرڻ
dislocated	anger	0.328	بي دخل ٿيل
scapegoat	anger	0.328	قرباني جو ٻڪرو
victim	anger	0.328	شڪار
opponent	anger	0.328	مخالف
hiss	anger	0.328	هيس
crusade	anger	0.328	صليبي جنگ
grumpy	anger	0.328	بدمزاج
resisting	anger	0.328	مزاحمت ڪرڻ
inappropriate	anger	0.324	نامناسب
haye	anger	0.324	هاءِ
loss	anger	0.324	نقصان
trickery	anger	0.324	ٺڳي
eschew	anger	0.324	پاسو ڪرڻ
neglected	anger	0.324	نظرانداز ٿيل
canker	anger	0.323	ڪينسر
muff	anger	0.318	مف
crunch	anger	0.318	بحران
duplicity	anger	0.318	ٻيڻو
criticism	anger	0.318	تنقيد
queues	anger	0.318	قطارون
shriek	anger	0.316	رڙ
depreciate	anger	0.315	قدر ڪرڻ
dismissal	anger	0.312	برطرفي
chaff	anger	0.312	ٿلهو
dramaqueen	anger	0.312	ڊرامي راڻي
poverty	anger	0.312	غربت
carelessness	anger	0.312	لاپرواهي
deflate	anger	0.312	خراب ڪرڻ
dumps	anger	0.312	ڊمپ
dupe	anger	0.312	ٺڳي
mortality	anger	0.312	موت
revving	anger	0.309	ٻيهر ڪرڻ
disallowed	anger	0.308	منع ٿيل
boisterous	anger	0.307	وڏائي ڪندڙ
thoughtless	anger	0.307	بي فڪر
burial	anger	0.304	دفن ڪرڻ
wince	anger	0.303	ونس
theocratic	anger	0.303	نظرياتي
sullen	anger	0.303	اداس
involution	anger	0.300	داخل ٿيڻ
misuse	anger	0.297	غلط استعمال
taxed	anger	0.297	ٽيڪس لڳل
senseless	anger	0.297	بي حس
talons	anger	0.297	ٽالون
stalemate	anger	0.297	تعطل
getyourown	anger	0.297	پنهنجو حاصل ڪريو
hoax	anger	0.297	ٺڳي
depreciated	anger	0.297	قدر ڪيو ويو
depressed	anger	0.297	اداس
wasteful	anger	0.297	فضول
paralysis	anger	0.295	فالج
displaced	anger	0.294	بي گھر ٿيل
limited	anger	0.292	محدود
disapointment	anger	0.290	مايوسي
orc	anger	0.289	orc
ridiculous	anger	0.289	مسخري
homeless	anger	0.288	بي گهر
spine	anger	0.288	اسپائن
teasing	anger	0.288	ڇڪڻ
presumptuous	anger	0.288	مغرور
react	anger	0.288	رد عمل
sharpen	anger	0.288	تيز ڪرڻ
barrier	anger	0.287	رڪاوٽ
hoot	anger	0.287	ڇنڊڇاڻ
twitchy	anger	0.287	چمڪدار
myopia	anger	0.283	myopia
flexin	anger	0.281	لچڪدار
lagging	anger	0.281	دير ٿيڻ
contraband	anger	0.281	ممنوع
incompatible	anger	0.281	غير مطابقت
shiver	anger	0.281	ڌڙڪڻ
spam	anger	0.281	اسپام
agh	anger	0.281	آھ
disconnects	anger	0.281	ڳنڍي ٿو
delinquent	anger	0.281	مجرم
restitution	anger	0.281	واپسي
foray	anger	0.279	ڊوڙ
troll	anger	0.279	ٽرول
unfairness	anger	0.279	بي انصافي
buffering	anger	0.279	بفرنگ
noncompliance	anger	0.279	عدم تعميل
nether	anger	0.278	نه
bogus	anger	0.273	ڪوڙو
immaturity	anger	0.273	ناپختگي
uncaring	anger	0.273	بي پرواهه
bugaboo	anger	0.273	بگابو
feisty	anger	0.269	ڀوائتو
shock	anger	0.269	جھٽڪو
humbug	anger	0.266	هومبگ
notamorningperson	anger	0.266	يادگار شخص
feminism	anger	0.266	فيمينزم
inoperative	anger	0.266	غير فعال
bear	anger	0.266	کڻ
inconvenient	anger	0.266	تڪليف ڏيندڙ
latent	anger	0.266	پوشيده
defendant	anger	0.266	مدعي
nopoint	anger	0.266	ڪو نقطو
rapping	anger	0.266	ريپنگ
pry	anger	0.266	پري
quandary	anger	0.266	تڪرار
interrupts	anger	0.265	مداخلت ڪري ٿو
fluctuation	anger	0.265	ڦيرڦار
exaggerate	anger	0.263	مبالغو ڪرڻ
lose	anger	0.261	وڃائڻ
patter	anger	0.258	پيٽر
furnace	anger	0.258	فرنس
stone	anger	0.258	پٿر
tease	anger	0.258	ڇڪڻ
shoplifting	anger	0.258	دڪان کڻڻ
soldier	anger	0.258	سپاهي
incompetent	anger	0.257	نااهل
indoctrination	anger	0.255	indicrination
rocket	anger	0.250	راڪيٽ
skid	anger	0.250	ڇڪڻ
noisy	anger	0.250	شور ڪندڙ
notoriety	anger	0.250	بدنامي
cane	anger	0.250	ڪمند
unfollow	anger	0.250	پيروي نه ڪريو
tripping	anger	0.250	ڇڪڻ
attentionseeker	anger	0.250	ڌيان طلب ڪندڙ
mastery	anger	0.250	مهارت
socialist	anger	0.250	سوشلسٽ
falsehood	anger	0.250	ڪوڙ
complicate	anger	0.250	پيچيده
lawyer	anger	0.250	وڪيل
untrue	anger	0.250	ڪوڙو
nonsense	anger	0.250	بکواس
pouting	anger	0.250	ڇڪڻ
witch	anger	0.242	جادوگري
detract	anger	0.242	گھٽائڻ
obstacle	anger	0.242	رڪاوٽ
halter	anger	0.242	ڇڪڻ
fenced	anger	0.242	باهه لڳل
capslock	anger	0.242	ڪيپس لاک
dontunderstand	anger	0.242	نٿا سمجھو
vampire	anger	0.242	ويمپائر
ringer	anger	0.242	رِنگر
frowning	anger	0.239	ڪاوڙ ڪرڻ
saber	anger	0.238	صابر
hunger	anger	0.235	بک
shell	anger	0.234	خول
wokemeup	anger	0.234	جاڳڻ
recession	anger	0.234	کساد بازاري
failing	anger	0.234	ناڪام ٿيڻ
dabbling	anger	0.234	ڇڪڻ
politics	anger	0.234	سياست
lava	anger	0.234	لاوا
rascal	anger	0.234	بدمعاش
imtryingtosleep	anger	0.234	سمهڻ جي ڪوشش
tariff	anger	0.234	ٽيرف
undesirable	anger	0.231	ناپسنديده
darkness	anger	0.227	اوندهه
versus	anger	0.227	بمقابله
copycat	anger	0.227	ڪاپي ڪيٽ
resign	anger	0.227	استعيفيٰ ڏيڻ
soaked	anger	0.226	ٻرندڙ
unfulfilled	anger	0.225	اڻپورو
abandoned	anger	0.222	ڇڏيل
unattainable	anger	0.221	ناقابل حاصل
owing	anger	0.221	سبب
bankruptcy	anger	0.221	ديوال
misconception	anger	0.219	غلط فهمي
tool	anger	0.219	اوزار
warden	anger	0.219	وارڊن
compress	anger	0.219	دٻائڻ
mosquito	anger	0.219	مڇر
whiny	anger	0.219	ڪاوڙيل
somethingigetalot	anger	0.219	تمام گهڻو ڪجهه
confusion	anger	0.219	مونجهارو
unhelpful	anger	0.219	غير مددگار
twitching	anger	0.219	ڇڪڻ
nosey	anger	0.213	نازڪ
overpriced	anger	0.212	وڌيڪ قيمتي
adder	anger	0.212	شامل ڪندڙ
harry	anger	0.212	هيري
shortage	anger	0.212	گهٽتائي
melodrama	anger	0.212	ميلو ڊراما
possession	anger	0.206	قبضو
