English Word	Emotion	Emotion-Intensity-Score	Indonesian Word
selfishness	anger	0.469	egoisme
recidivism	anger	0.469	kepulangan sakit
subversive	anger	0.469	subversif
huff	anger	0.469	huff
plunder	anger	0.469	menjarah
opposition	anger	0.469	berlawanan
complain	anger	0.469	mengeluh
perpetrator	anger	0.469	pelaku
simmer	anger	0.469	membara
areyoukidding	anger	0.468	Apakah kamu sedang bercanda
mug	anger	0.467	cangkir
agony	anger	0.465	rasa sakit
arrogant	anger	0.461	arogan
sux	anger	0.456	sux
vent	anger	0.456	lubang angin
elimination	anger	0.456	eliminasi
picketing	anger	0.456	piket
haughty	anger	0.456	angkuh
grated	anger	0.455	parut
flagrant	anger	0.455	menyolok
busted	anger	0.455	ditangkap basah
crabby	anger	0.455	pemarah
dying	anger	0.455	sekarat
idiocy	anger	0.455	kebodohan
impermeable	anger	0.455	kedap
stubbed	anger	0.455	tersandung
illegality	anger	0.455	ketidaksahan
veto	anger	0.455	memveto
constraint	anger	0.455	paksaan
mislead	anger	0.455	menyesatkan
illicit	anger	0.455	dilarang
troublesome	anger	0.455	sulit
clamor	anger	0.455	keributan
bayonet	anger	0.453	bayonet
suppress	anger	0.453	menekan
intense	anger	0.453	intens
displeased	anger	0.453	tidak senang
disapproving	anger	0.453	tidak setuju
hysterical	anger	0.453	histeris
struggle	anger	0.453	berjuang
godless	anger	0.453	tak bertuhan
desist	anger	0.453	berhenti
usurped	anger	0.453	merebut
despotism	anger	0.453	despotisme
disagreeing	anger	0.453	tidak setuju
bad	anger	0.453	buruk
unlawful	anger	0.451	melanggar hukum
wrongly	anger	0.448	salah
repellent	anger	0.442	penolak
dishonor	anger	0.441	aib
psychosis	anger	0.441	psikosis
wasted	anger	0.441	sia-sia
wrongful	anger	0.441	salah
foe	anger	0.441	musuh
aversion	anger	0.440	keengganan
gahhh	anger	0.439	gahhh
knuckles	anger	0.439	buku-buku jari
ultimatum	anger	0.439	ultimatum
schism	anger	0.439	perpecahan
upset	anger	0.439	kecewa
effigy	anger	0.439	patung
punitive	anger	0.439	hukuman
worthless	anger	0.438	tidak berguna
separatist	anger	0.438	separatis
ransom	anger	0.438	tebusan
deny	anger	0.438	membantah
fugitive	anger	0.438	buronan
mucked	anger	0.438	kotor
abandonment	anger	0.438	pengabaian
irritation	anger	0.438	gangguan
deleterious	anger	0.438	merusak
stupidity	anger	0.438	kebodohan
segregate	anger	0.437	memisahkan
oblivion	anger	0.437	pelupaan
payback	anger	0.436	pengembalian
incongruous	anger	0.435	tidak sesuai
eviction	anger	0.435	pengusiran
collusion	anger	0.432	kolusi
rob	anger	0.431	rampok
ravenous	anger	0.429	sangat lapar
overrun	anger	0.429	menyerbu
infidelity	anger	0.429	ketidaksetiaan
harbinger	anger	0.426	pertanda
painful	anger	0.426	menyakitkan
getoverit	anger	0.426	lupakan saja
martial	anger	0.426	bela diri
rejection	anger	0.426	penolakan
incredulous	anger	0.426	tidak percaya
stupidrain	anger	0.426	orang bodoh
defense	anger	0.425	pertahanan
enforce	anger	0.424	melaksanakan
commotion	anger	0.424	keributan
censor	anger	0.424	sensor
gonorrhea	anger	0.424	gonorea
fraudulent	anger	0.424	curang
unsympathetic	anger	0.424	tidak simpati
fallacious	anger	0.424	keliru
greed	anger	0.424	ketamakan
defraud	anger	0.424	menipu
banger	anger	0.424	banger
concealment	anger	0.424	penyembunyian
fuss	anger	0.424	keributan
exasperation	anger	0.424	kejengkelan
disobedience	anger	0.424	pembangkangan
powerful	anger	0.424	kuat
discontent	anger	0.424	ketidakpuasan
indecency	anger	0.424	ketidaksenonohan
sedition	anger	0.422	hasutan
deportation	anger	0.422	deportasi
cracked	anger	0.422	retak
bang	anger	0.422	bang
barb	anger	0.422	duri
duel	anger	0.422	duel
sarcasm	anger	0.422	sarkasme
cur	anger	0.422	bajingan
misrepresented	anger	0.422	salah mengartikan
annoyance	anger	0.422	gangguan
scar	anger	0.422	bekas luka
nettle	anger	0.422	jelatang
banishment	anger	0.422	pembuangan
snubbed	anger	0.422	dihina
penitentiary	anger	0.422	penjara
penetration	anger	0.422	penetrasi
blatant	anger	0.420	menyolok
force	anger	0.418	memaksa
perverse	anger	0.415	jahat
wring	anger	0.415	memeras
bastion	anger	0.413	benteng pertahanan
grim	anger	0.413	suram
moody	anger	0.412	mudah marah
tiff	anger	0.412	bertengkar
nothappy	anger	0.412	tidak senang
surly	anger	0.412	bermuka masam
sordid	anger	0.412	mesum
hunting	anger	0.411	memburu
indenture	anger	0.410	perjanjian
forfeit	anger	0.409	kehilangan
areyoukiddingme	anger	0.409	Apakah kamu bercanda
reproach	anger	0.409	mencela
sham	anger	0.409	palsu
awful	anger	0.409	buruk sekali
compulsion	anger	0.409	paksaan
implicate	anger	0.409	melibatkan
contradict	anger	0.409	bertentangan
inept	anger	0.409	tidak kompeten
supremacy	anger	0.409	supremasi
sneak	anger	0.409	menyelinap
disappoint	anger	0.409	mengecewakan
blockade	anger	0.409	blokade
detainee	anger	0.409	tahanan
cantwin	anger	0.409	cantwin
squelch	anger	0.409	memadamkan
lying	anger	0.408	bohong
rail	anger	0.406	rel
forsaken	anger	0.406	ditinggalkan
cacophony	anger	0.406	hiruk pikuk
antipathy	anger	0.406	antipati
wop	anger	0.406	wow
badger	anger	0.406	luak
tremor	anger	0.406	getaran
inequality	anger	0.406	ketidaksamaan
delusion	anger	0.406	khayalan
unthinkable	anger	0.406	tak terpikirkan
onerous	anger	0.406	berat
wrongdoing	anger	0.406	pelanggaran
nuisance	anger	0.406	gangguan
scrapie	anger	0.406	scrapie
epidemic	anger	0.406	epidemi
arguments	anger	0.404	argumen
affront	anger	0.403	penghinaan
traumatic	anger	0.402	traumatis
sodding	anger	0.400	basah kuyup
libel	anger	0.400	fitnah
annoys	anger	0.400	mengganggu
soslow	anger	0.398	sangat lambat
watchout	anger	0.398	Hati-Hati
frenetic	anger	0.397	fanatik
remiss	anger	0.397	lalai
barge	anger	0.396	tongkang
sue	anger	0.394	menuntut
keyed	anger	0.394	bersemangat
actionable	anger	0.394	dapat ditindaklanjuti
extinguish	anger	0.394	memadamkan
fraud	anger	0.394	tipuan
untoward	anger	0.394	tidak diinginkan
illegal	anger	0.394	liar
nag	anger	0.394	mengomel
boxing	anger	0.394	tinju
confiscate	anger	0.394	menyita
howl	anger	0.394	melolong
whatsthepoint	anger	0.394	apa gunanya
rabble	anger	0.394	rakyat jelata
unfriendly	anger	0.394	tidak ramah
disrespect	anger	0.394	tidak hormat
dangit	anger	0.394	dangit
brimstone	anger	0.392	belerang
dissolution	anger	0.391	pembubaran
rigged	anger	0.391	dimanipulasi
grrrrr	anger	0.391	grrrrr
earthquake	anger	0.391	gempa bumi
argh	anger	0.391	argh
pique	anger	0.391	kekesalan
recklessness	anger	0.391	kenekatan
disagree	anger	0.389	tidak setuju
lawsuit	anger	0.386	gugatan
disused	anger	0.382	bekas
despair	anger	0.382	putus asa
immorality	anger	0.382	amoralitas
coerce	anger	0.379	memaksa
firstworldprobs	anger	0.379	masalah dunia pertama
touchy	anger	0.379	mudah tersinggung
pokes	anger	0.379	menusuk
falsification	anger	0.379	pemalsuan
rifle	anger	0.379	senapan
sizzle	anger	0.379	mendesis
incurable	anger	0.379	tak tersembuhkan
difficulty	anger	0.379	kesulitan
sore	anger	0.379	sakit
picket	anger	0.378	piket
concussion	anger	0.377	gegar
stuckup	anger	0.375	tersangkut
militia	anger	0.375	milisi
rawr	anger	0.375	mentah
faulty	anger	0.375	salah
sly	anger	0.375	licik
disillusionment	anger	0.375	kekecewaan
petpeeve	anger	0.375	petpeeve
pitfall	anger	0.375	batu sandungan
infantile	anger	0.375	kekanak-kanakan
pessimism	anger	0.375	pesimisme
remand	anger	0.375	mengembalikan ke penjara
cannon	anger	0.375	meriam
vindicate	anger	0.371	membersihkan nama baik
inhibit	anger	0.371	menghalangi
distressing	anger	0.371	menyedihkan
nepotism	anger	0.371	nepotisme
schizophrenia	anger	0.369	skizofrenia
skewed	anger	0.368	miring
disreputable	anger	0.368	jelek
forbidding	anger	0.368	mengejuntukan
conquest	anger	0.367	penaklukan
bark	anger	0.365	kulit pohon
leukemia	anger	0.365	leukemia
disapprove	anger	0.364	tidak setuju
warrior	anger	0.364	pejuang
barks	anger	0.364	menggonggong
retarded	anger	0.364	terbelakang
unhappy	anger	0.364	tidak bahagia
burke	anger	0.364	menutup perkara
challenge	anger	0.364	tantangan
belt	anger	0.364	sabuk
litigate	anger	0.359	mengajukan perkara
paucity	anger	0.359	kekurangan
opinionated	anger	0.359	dogmatis
disliked	anger	0.359	tidak disukai
aftermath	anger	0.359	akibat
restriction	anger	0.359	larangan
cad	anger	0.359	cad
incompetence	anger	0.359	ketidakmampuan
loudness	anger	0.359	kekerasan
broken	anger	0.359	rusak
polemic	anger	0.359	polemik
sectarian	anger	0.359	sektarian
controversial	anger	0.359	kontroversial
interrupting	anger	0.358	mengganggu
fussy	anger	0.357	cerewet
wench	anger	0.353	dara
remove	anger	0.351	menghapus
brat	anger	0.351	anak nakal
gruff	anger	0.351	kasar
misbehavior	anger	0.351	kelakuan buruk
scarcity	anger	0.350	kelangkaan
losing	anger	0.349	kekalahan
stigma	anger	0.348	stigma
deserted	anger	0.348	sepi
timewasters	anger	0.348	pembuang waktu
disagreement	anger	0.348	pertentangan
defect	anger	0.348	cacat
hardened	anger	0.348	mengeras
lie	anger	0.348	berbohong
ulcer	anger	0.348	maag
retract	anger	0.348	menarik
untrustworthy	anger	0.348	tidak dapat dipercaya
pest	anger	0.348	hama
disappointed	anger	0.348	kecewa
bias	anger	0.345	bias
negation	anger	0.344	penyangkalan
bothering	anger	0.344	mengganggu
stripped	anger	0.344	dilucuti
antisocial	anger	0.344	antisosial
pirate	anger	0.344	bajak laut
stingy	anger	0.344	pelit
shoddy	anger	0.344	jelek
unreliable	anger	0.344	tidak bisa diandalkan
shaky	anger	0.344	goyah
misleading	anger	0.344	menyesatkan
unsettled	anger	0.344	gelisah
evade	anger	0.344	menghindari
anxiety	anger	0.344	kecemasan
disclaim	anger	0.344	melepaskan
deterioration	anger	0.344	kemerosotan
impotence	anger	0.344	ketidakmampuan
interminable	anger	0.343	tak berkesudahan
disease	anger	0.341	penyakit
meddle	anger	0.341	mencampuri
warp	anger	0.340	melengkung
averse	anger	0.338	enggan
infamous	anger	0.338	terkenal jahat
alcoholism	anger	0.338	alkoholisme
row	anger	0.337	baris
staticky	anger	0.336	statis
illegitimate	anger	0.333	Palsu
encumbrance	anger	0.333	beban
witchcraft	anger	0.333	sihir
interrupt	anger	0.333	mengganggu
scorpion	anger	0.333	kalajengking
ill	anger	0.333	Saya akan
sinner	anger	0.331	pendosa
inconsiderate	anger	0.329	tidak pengertian
hulk	anger	0.329	raksasa
prohibited	anger	0.328	dilarang
dashed	anger	0.328	putus asa
brrr	anger	0.328	brr
fib	anger	0.328	bikinan
disqualified	anger	0.328	didiskualifikasi
spammers	anger	0.328	spammer
phony	anger	0.328	palsu
tighten	anger	0.328	mengencangkan
dislocated	anger	0.328	terkilir
scapegoat	anger	0.328	kambing hitam
victim	anger	0.328	korban
opponent	anger	0.328	lawan
hiss	anger	0.328	mendesis
crusade	anger	0.328	perang salib
grumpy	anger	0.328	pemarah
resisting	anger	0.328	menolak
inappropriate	anger	0.324	tidak pantas
haye	anger	0.324	haye
loss	anger	0.324	kehilangan
trickery	anger	0.324	tipu daya
eschew	anger	0.324	menjauhkan diri
neglected	anger	0.324	ditelantarkan
canker	anger	0.323	karat
muff	anger	0.318	sarung tangan bulu
crunch	anger	0.318	kegentingan
duplicity	anger	0.318	bermuka dua
criticism	anger	0.318	kritik
queues	anger	0.318	antrian
shriek	anger	0.316	menjerit
depreciate	anger	0.315	terdepresiasi
dismissal	anger	0.312	pemecatan
chaff	anger	0.312	sekam
dramaqueen	anger	0.312	Ratu Drama
poverty	anger	0.312	kemiskinan
carelessness	anger	0.312	kecerobohan
deflate	anger	0.312	menurunkan
dumps	anger	0.312	kesedihan
dupe	anger	0.312	menipu
mortality	anger	0.312	kematian
revving	anger	0.309	menghidupkan kembali
disallowed	anger	0.308	tidak diizinkan
boisterous	anger	0.307	riuh
thoughtless	anger	0.307	tanpa berpikir
burial	anger	0.304	pemakaman
wince	anger	0.303	menggerenyet
theocratic	anger	0.303	teokratis
sullen	anger	0.303	cemberut
involution	anger	0.300	kerumitan
misuse	anger	0.297	penyalahgunaan
taxed	anger	0.297	dikenakan pajak
senseless	anger	0.297	bodoh
talons	anger	0.297	cakar
stalemate	anger	0.297	jalan buntu
getyourown	anger	0.297	dapatkan milikmu sendiri
hoax	anger	0.297	kebohongan
depreciated	anger	0.297	disusutkan
depressed	anger	0.297	murung
wasteful	anger	0.297	boros
paralysis	anger	0.295	kelumpuhan
displaced	anger	0.294	terlantar
limited	anger	0.292	terbatas
disapointment	anger	0.290	kekecewaan
orc	anger	0.289	orc
ridiculous	anger	0.289	konyol
homeless	anger	0.288	tunawisma
spine	anger	0.288	tulang belakang
teasing	anger	0.288	menggoda
presumptuous	anger	0.288	lancang
react	anger	0.288	reaksi
sharpen	anger	0.288	mengasah
barrier	anger	0.287	penghalang
hoot	anger	0.287	tiupan
twitchy	anger	0.287	gugup
myopia	anger	0.283	lamur
flexin	anger	0.281	melenturkan
lagging	anger	0.281	tertinggal
contraband	anger	0.281	barang selundupan
incompatible	anger	0.281	tidak kompatibel
shiver	anger	0.281	menggigil
spam	anger	0.281	spam
agh	anger	0.281	agh
disconnects	anger	0.281	terputus
delinquent	anger	0.281	nakal
restitution	anger	0.281	restitusi
foray	anger	0.279	perampokan
troll	anger	0.279	troll
unfairness	anger	0.279	ketidakadilan
buffering	anger	0.279	penyangga
noncompliance	anger	0.279	ketidakpatuhan
nether	anger	0.278	bawah
bogus	anger	0.273	palsu
immaturity	anger	0.273	ketidakdewasaan
uncaring	anger	0.273	tidak peduli
bugaboo	anger	0.273	momok
feisty	anger	0.269	penuh semangat
shock	anger	0.269	terkejut
humbug	anger	0.266	omong kosong
notamorningperson	anger	0.266	notamningperson
feminism	anger	0.266	feminisme
inoperative	anger	0.266	yg tdk berlaku
bear	anger	0.266	beruang
inconvenient	anger	0.266	tidak nyaman
latent	anger	0.266	terpendam
defendant	anger	0.266	terdakwa
nopoint	anger	0.266	Tidak ada manfaat
rapping	anger	0.266	nge-rap
pry	anger	0.266	membongkar
quandary	anger	0.266	kebingungan
interrupts	anger	0.265	menyela
fluctuation	anger	0.265	fluktuasi
exaggerate	anger	0.263	berlebihan
lose	anger	0.261	kehilangan
patter	anger	0.258	rintik
furnace	anger	0.258	perapian
stone	anger	0.258	batu
tease	anger	0.258	menggoda
shoplifting	anger	0.258	mengutil
soldier	anger	0.258	tentara
incompetent	anger	0.257	tidak kompeten
indoctrination	anger	0.255	indoktrinasi
rocket	anger	0.250	roket
skid	anger	0.250	selip
noisy	anger	0.250	berisik
notoriety	anger	0.250	kemasyhuran
cane	anger	0.250	tebu
unfollow	anger	0.250	berhenti mengikuti
tripping	anger	0.250	tersandung
attentionseeker	anger	0.250	pencari perhatian
mastery	anger	0.250	penguasaan
socialist	anger	0.250	sosialis
falsehood	anger	0.250	dusta
complicate	anger	0.250	menyulitkan
lawyer	anger	0.250	pengacara
untrue	anger	0.250	tidak benar
nonsense	anger	0.250	omong kosong
pouting	anger	0.250	cemberut
witch	anger	0.242	penyihir
detract	anger	0.242	mengurangi
obstacle	anger	0.242	kendala
halter	anger	0.242	halter
fenced	anger	0.242	berpagar
capslock	anger	0.242	kunci huruf kapital
dontunderstand	anger	0.242	tidak mengerti
vampire	anger	0.242	vampir
ringer	anger	0.242	dering
frowning	anger	0.239	mengerutkan kening
saber	anger	0.238	pedang
hunger	anger	0.235	kelaparan
shell	anger	0.234	kerang
wokemeup	anger	0.234	bangunkan aku
recession	anger	0.234	resesi
failing	anger	0.234	kegagalan
dabbling	anger	0.234	mencoba-coba
politics	anger	0.234	politik
lava	anger	0.234	lahar
rascal	anger	0.234	bajingan
imtryingtosleep	anger	0.234	aku mencoba untuk tidur
tariff	anger	0.234	tarif
undesirable	anger	0.231	tidak diinginkan
darkness	anger	0.227	kegelapan
versus	anger	0.227	melawan
copycat	anger	0.227	peniru
resign	anger	0.227	berhenti
soaked	anger	0.226	basah kuyup
unfulfilled	anger	0.225	tidak terpenuhi
abandoned	anger	0.222	ditinggalkan
unattainable	anger	0.221	tak terjangkau
owing	anger	0.221	yg berhutang
bankruptcy	anger	0.221	kebangkrutan
misconception	anger	0.219	kesalahpahaman
tool	anger	0.219	alat
warden	anger	0.219	sipir
compress	anger	0.219	kompres
mosquito	anger	0.219	nyamuk
whiny	anger	0.219	cengeng
somethingigetalot	anger	0.219	sesuatuigetalot
confusion	anger	0.219	kebingungan
unhelpful	anger	0.219	tidak membantu
twitching	anger	0.219	berkedut
nosey	anger	0.213	yg ingin tahu
overpriced	anger	0.212	terlalu mahal
adder	anger	0.212	penambah
harry	anger	0.212	harry
shortage	anger	0.212	kekurangan
melodrama	anger	0.212	sandiwara sensasi
possession	anger	0.206	milik
desert	anger	0.206	gurun
overplayed	anger	0.206	berlebihan
unpaid	anger	0.203	belum dibayar
powerless	anger	0.203	tak berdaya
sentence	anger	0.203	kalimat
inefficient	anger	0.203	tidak efisien
arraignment	anger	0.203	dakwaan
pout	anger	0.203	merengut
unlucky	anger	0.203	sial
rook	anger	0.203	benteng
backbone	anger	0.203	tulang punggung
uninvited	anger	0.203	tidak diundang
court	anger	0.199	pengadilan
endless	anger	0.198	tak berujung
adverts	anger	0.197	iklan
distracted	anger	0.197	terganggu
delay	anger	0.197	menunda
misstatement	anger	0.197	salah saji
misunderstanding	anger	0.195	salah paham
inadmissible	anger	0.191	tidak dapat diterima
excite	anger	0.191	merangsang
lightning	anger	0.189	petir
preclude	anger	0.188	menghalangi
mournful	anger	0.188	sedih
insecure	anger	0.188	merasa tidak aman
incase	anger	0.188	dalam hal
mutter	anger	0.182	bergumam
pare	anger	0.182	mengurangi
rating	anger	0.182	peringkat
claimant	anger	0.182	penuntut
insist	anger	0.182	bersikeras
mistress	anger	0.182	nyonya
distracting	anger	0.182	mengganggu
opium	anger	0.180	candu
deserve	anger	0.176	layak
willful	anger	0.176	disengaja
treat	anger	0.175	merawat
insists	anger	0.175	bersikeras
excitation	anger	0.172	perangsangan
mighty	anger	0.172	kuat
liberate	anger	0.172	membebaskan
indecisive	anger	0.172	ragu
hormonal	anger	0.172	hormonal
peice	anger	0.172	bagian
gibberish	anger	0.172	omong kosong
misplace	anger	0.172	salah menaruhkan
fee	anger	0.172	biaya
thanksalot	anger	0.172	Terima kasih banyak
fleece	anger	0.172	bulu domba
yelp	anger	0.168	menyalak
mule	anger	0.167	bagal
unequal	anger	0.167	tidak setara
hamstring	anger	0.167	melumpuhkan
bargaining	anger	0.167	tawar-menawar
insufficiency	anger	0.167	ketidakcukupan
insignificant	anger	0.167	tidak penting
attentionseekers	anger	0.163	pencari perhatian
coop	anger	0.156	mengurung
rheumatism	anger	0.156	reumatik
forearm	anger	0.156	lengan bawah
indifference	anger	0.156	pengabaian
underpaid	anger	0.152	kurang bayar
involvement	anger	0.152	keterlibatan
justthebeginning	anger	0.152	hanya awal
disinformation	anger	0.152	disinformasi
uncertain	anger	0.152	tidak pasti
bee	anger	0.152	lebah
attorney	anger	0.152	pengacara
pretending	anger	0.152	berpura-pura
campaigning	anger	0.151	berkampanye
hopelessness	anger	0.149	keputusasan
feeling	anger	0.147	merasa
legalized	anger	0.145	dilegalkan
caution	anger	0.145	peringatan
sterling	anger	0.141	sterling
morals	anger	0.141	moral
subsidy	anger	0.141	subsidi
obliging	anger	0.141	mewajibkan
wimpy	anger	0.140	lemah
bummer	anger	0.139	kekecewaan
saloon	anger	0.136	bar
blemish	anger	0.136	cacat
misspell	anger	0.136	salah eja
repay	anger	0.136	membayar kembali
surcharge	anger	0.136	biaya tambahan
geez	anger	0.136	astaga
birch	anger	0.135	Birch
noob	anger	0.133	cupu
honk	anger	0.133	membunyikan
orchestra	anger	0.132	orkestra
wireless	anger	0.125	nirkabel
competitive	anger	0.125	kompetitif
standstill	anger	0.125	terhenti
inattention	anger	0.121	kekurangan perhatian
reversal	anger	0.121	kemunduran
lace	anger	0.118	renda
elbow	anger	0.117	siku
instinctive	anger	0.112	naluriah
chant	anger	0.111	nyanyian
gnome	anger	0.109	jembalang
lonely	anger	0.109	kesepian
tolerate	anger	0.106	mentolerir
management	anger	0.102	pengelolaan
advocacy	anger	0.100	pembelaan
moral	anger	0.094	moral
roadworks	anger	0.091	perbaikan jalan
honest	anger	0.087	jujur
gent	anger	0.076	pria
forgetful	anger	0.076	pelupa
liquor	anger	0.075	minuman keras
money	anger	0.074	uang
hood	anger	0.071	jilbab
curriculum	anger	0.063	kurikulum
words	anger	0.062	kata-kata
smell	anger	0.061	bau
playful	anger	0.061	ceria
opera	anger	0.061	opera
