English Word	Emotion	Emotion-Intensity-Score	Ukrainian Word
constraint	anger	0.455	обмеження
mislead	anger	0.455	вводити в оману
illicit	anger	0.455	незаконний
troublesome	anger	0.455	клопітка
clamor	anger	0.455	шум
bayonet	anger	0.453	багнет
suppress	anger	0.453	придушити
intense	anger	0.453	інтенсивний
displeased	anger	0.453	незадоволений
disapproving	anger	0.453	несхвально
hysterical	anger	0.453	істеричний
struggle	anger	0.453	боротьба
godless	anger	0.453	безбожний
desist	anger	0.453	припинити
usurped	anger	0.453	узурпований
despotism	anger	0.453	деспотизм
disagreeing	anger	0.453	не погоджуючись
bad	anger	0.453	погано
unlawful	anger	0.451	незаконний
wrongly	anger	0.448	неправильно
repellent	anger	0.442	репелент
dishonor	anger	0.441	безчестя
psychosis	anger	0.441	психоз
wasted	anger	0.441	витрачено
wrongful	anger	0.441	протиправний
foe	anger	0.441	ворог
aversion	anger	0.440	відраза
gahhh	anger	0.439	гаххх
knuckles	anger	0.439	кісточки пальців
ultimatum	anger	0.439	ультиматум
schism	anger	0.439	розкол
upset	anger	0.439	засмучений
effigy	anger	0.439	опудало
punitive	anger	0.439	каральний
worthless	anger	0.438	нічого не варто
separatist	anger	0.438	сепаратист
ransom	anger	0.438	викуп
deny	anger	0.438	заперечувати
fugitive	anger	0.438	втікач
mucked	anger	0.438	викинуто
abandonment	anger	0.438	занедбаність
irritation	anger	0.438	роздратування
deleterious	anger	0.438	шкідливий
stupidity	anger	0.438	дурість
segregate	anger	0.437	відокремити
oblivion	anger	0.437	забуття
payback	anger	0.436	окупність
incongruous	anger	0.435	невідповідний
eviction	anger	0.435	виселення
collusion	anger	0.432	змова
rob	anger	0.431	грабувати
ravenous	anger	0.429	ненажерливий
overrun	anger	0.429	перевиконання
infidelity	anger	0.429	невірність
harbinger	anger	0.426	провісник
painful	anger	0.426	хворобливий
getoverit	anger	0.426	закінчуй з цим
martial	anger	0.426	бойовий
rejection	anger	0.426	відмова
incredulous	anger	0.426	недовірливий
stupidrain	anger	0.426	дурний злив
defense	anger	0.425	захист
enforce	anger	0.424	примушувати
commotion	anger	0.424	метушня
censor	anger	0.424	цензор
gonorrhea	anger	0.424	гонорея
fraudulent	anger	0.424	шахрайський
unsympathetic	anger	0.424	несимпатичний
fallacious	anger	0.424	помилковий
greed	anger	0.424	жадібність
defraud	anger	0.424	обманювати
banger	anger	0.424	стукач
concealment	anger	0.424	приховування
fuss	anger	0.424	метушня
exasperation	anger	0.424	роздратування
disobedience	anger	0.424	непокора
powerful	anger	0.424	потужний
discontent	anger	0.424	невдоволення
indecency	anger	0.424	непристойність
sedition	anger	0.422	крамола
deportation	anger	0.422	депортація
cracked	anger	0.422	тріснутий
bang	anger	0.422	чубчик
barb	anger	0.422	борідка
duel	anger	0.422	дуель
sarcasm	anger	0.422	сарказм
cur	anger	0.422	cur
misrepresented	anger	0.422	неправильно представлені
annoyance	anger	0.422	роздратування
scar	anger	0.422	шрам
nettle	anger	0.422	кропива
banishment	anger	0.422	вигнання
snubbed	anger	0.422	зневажливий
penitentiary	anger	0.422	пенітенціарний заклад
penetration	anger	0.422	проникнення
blatant	anger	0.420	кричущий
force	anger	0.418	сила
perverse	anger	0.415	збочений
wring	anger	0.415	віджати
bastion	anger	0.413	бастіон
grim	anger	0.413	похмурий
moody	anger	0.412	примхливий
tiff	anger	0.412	тифф
nothappy	anger	0.412	не щасливий
surly	anger	0.412	похмурий
sordid	anger	0.412	мерзенний
hunting	anger	0.411	полювання
indenture	anger	0.410	договір
forfeit	anger	0.409	неустойка
areyoukiddingme	anger	0.409	ти мене жартуєш?
reproach	anger	0.409	докор
sham	anger	0.409	бутафорія
awful	anger	0.409	жахливо
compulsion	anger	0.409	примус
implicate	anger	0.409	замішати
contradict	anger	0.409	суперечити
inept	anger	0.409	невмілий
supremacy	anger	0.409	зверхність
sneak	anger	0.409	підкрастися
disappoint	anger	0.409	розчарувати
blockade	anger	0.409	блокування
detainee	anger	0.409	затриманий
cantwin	anger	0.409	cantwin
squelch	anger	0.409	шумозаглушення
lying	anger	0.408	лежачи
rail	anger	0.406	залізниця
forsaken	anger	0.406	покинутий
cacophony	anger	0.406	какофонія
antipathy	anger	0.406	антипатія
wop	anger	0.406	вап
badger	anger	0.406	борсук
tremor	anger	0.406	тремор
inequality	anger	0.406	нерівність
delusion	anger	0.406	марення
unthinkable	anger	0.406	немислиме
onerous	anger	0.406	обтяжливий
wrongdoing	anger	0.406	протиправні дії
nuisance	anger	0.406	неприємність
scrapie	anger	0.406	скрепі
epidemic	anger	0.406	епідемія
arguments	anger	0.404	аргументи
affront	anger	0.403	образа
traumatic	anger	0.402	травматичний
sodding	anger	0.400	дернина
libel	anger	0.400	наклеп
annoys	anger	0.400	дратує
soslow	anger	0.398	так повільно
watchout	anger	0.398	Стережись
frenetic	anger	0.397	шалений
remiss	anger	0.397	недопустимість
barge	anger	0.396	баржа
sue	anger	0.394	судитися
keyed	anger	0.394	з ключем
actionable	anger	0.394	дієві
extinguish	anger	0.394	гасити
fraud	anger	0.394	шахрайство
untoward	anger	0.394	неприємний
illegal	anger	0.394	незаконний
nag	anger	0.394	наг
boxing	anger	0.394	бокс
confiscate	anger	0.394	конфіскувати
howl	anger	0.394	виття
whatsthepoint	anger	0.394	в чому справа
rabble	anger	0.394	набої
unfriendly	anger	0.394	непривітний
disrespect	anger	0.394	неповага
dangit	anger	0.394	дангіт
brimstone	anger	0.392	сірка
dissolution	anger	0.391	розчинення
rigged	anger	0.391	сфальсифікований
grrrrr	anger	0.391	гррррр
earthquake	anger	0.391	землетрус
argh	anger	0.391	argh
pique	anger	0.391	піке
recklessness	anger	0.391	безрозсудність
disagree	anger	0.389	не згоден
lawsuit	anger	0.386	позов
disused	anger	0.382	вийшли з ужитку
despair	anger	0.382	відчай
immorality	anger	0.382	аморальність
coerce	anger	0.379	примушувати
firstworldprobs	anger	0.379	firstworldprobs
touchy	anger	0.379	образливий
pokes	anger	0.379	тикає
falsification	anger	0.379	фальсифікація
rifle	anger	0.379	гвинтівка
sizzle	anger	0.379	шипіти
incurable	anger	0.379	невиліковний
difficulty	anger	0.379	труднощі
sore	anger	0.379	болить
picket	anger	0.378	пікет
concussion	anger	0.377	струс мозку
stuckup	anger	0.375	застряг
militia	anger	0.375	міліція
rawr	anger	0.375	rawr
faulty	anger	0.375	несправний
sly	anger	0.375	лукавий
disillusionment	anger	0.375	розчарування
petpeeve	anger	0.375	мозоль
pitfall	anger	0.375	підводний камінь
infantile	anger	0.375	інфантильний
pessimism	anger	0.375	песимізм
remand	anger	0.375	запобіжний захід
cannon	anger	0.375	гармати
vindicate	anger	0.371	виправдовувати
inhibit	anger	0.371	гальмувати
distressing	anger	0.371	засмучує
nepotism	anger	0.371	кумівство
schizophrenia	anger	0.369	шизофренія
skewed	anger	0.368	перекошений
disreputable	anger	0.368	поганий
forbidding	anger	0.368	забороняючий
conquest	anger	0.367	завоювання
bark	anger	0.365	кора
leukemia	anger	0.365	лейкемія
disapprove	anger	0.364	не схвалюють
warrior	anger	0.364	воїн
barks	anger	0.364	гавкає
retarded	anger	0.364	відсталий
unhappy	anger	0.364	нещасний
burke	anger	0.364	Берк
challenge	anger	0.364	виклик
belt	anger	0.364	ремінь
litigate	anger	0.359	судитися
paucity	anger	0.359	мізерність
opinionated	anger	0.359	самовпевнений
disliked	anger	0.359	не сподобався
aftermath	anger	0.359	наслідки
restriction	anger	0.359	обмеження
cad	anger	0.359	кад
incompetence	anger	0.359	некомпетентність
loudness	anger	0.359	гучність
broken	anger	0.359	зламаний
polemic	anger	0.359	полемічний
sectarian	anger	0.359	сектантський
controversial	anger	0.359	суперечливий
interrupting	anger	0.358	перериваючи
fussy	anger	0.357	метушливий
wench	anger	0.353	дівка
remove	anger	0.351	видалити
brat	anger	0.351	нахаба
gruff	anger	0.351	грубий
misbehavior	anger	0.351	погана поведінка
scarcity	anger	0.350	дефіцит
losing	anger	0.349	програшний
stigma	anger	0.348	клеймо
deserted	anger	0.348	безлюдний
timewasters	anger	0.348	марнотрати часу
disagreement	anger	0.348	незгода
defect	anger	0.348	дефект
hardened	anger	0.348	загартований
lie	anger	0.348	брехня
ulcer	anger	0.348	виразка
retract	anger	0.348	втягуватися
untrustworthy	anger	0.348	не заслуговує довіри
pest	anger	0.348	шкідник
disappointed	anger	0.348	розчарований
bias	anger	0.345	упередженість
negation	anger	0.344	заперечення
bothering	anger	0.344	турбувати
stripped	anger	0.344	оголений
antisocial	anger	0.344	антисоціальний
pirate	anger	0.344	пірат
stingy	anger	0.344	скупий
shoddy	anger	0.344	поганий
unreliable	anger	0.344	ненадійний
shaky	anger	0.344	хиткий
misleading	anger	0.344	вводить в оману
unsettled	anger	0.344	неврегульований
evade	anger	0.344	ухилятися
anxiety	anger	0.344	занепокоєння
disclaim	anger	0.344	відмовитися від відповідальності
deterioration	anger	0.344	погіршення
impotence	anger	0.344	імпотенція
interminable	anger	0.343	нескінченний
disease	anger	0.341	захворювання
meddle	anger	0.341	втручатися
warp	anger	0.340	викривлення
averse	anger	0.338	несприятливий
infamous	anger	0.338	сумно відомий
alcoholism	anger	0.338	алкоголізм
row	anger	0.337	рядок
