English Word	Emotion	Emotion-Intensity-Score	Khmer Word
badness	anger	0.536	ភាពអាក្រក់
ridicule	anger	0.534	ចំអក
incendiary	anger	0.533	ភ្លើងឆេះ
flares	anger	0.532	អណ្តាតភ្លើង
twofaced	anger	0.531	មុខពីរ
reckless	anger	0.531	មិនប្រុងប្រយ័ត្ន
communism	anger	0.531	កុម្មុយនិស្ត
allegation	anger	0.531	ការចោទប្រកាន់
prejudicial	anger	0.531	ការរើសអើង
whip	anger	0.531	រំពាត់
unbridled	anger	0.531	មិន​រឹង​ទទឹង
degeneracy	anger	0.531	degeneracy
intruder	anger	0.531	អ្នកឈ្លានពាន
belittle	anger	0.531	ថោកទាប
confinement	anger	0.531	ការបង្ខាំង
dispute	anger	0.531	ជម្លោះ
exacerbation	anger	0.531	ភាពធ្ងន់ធ្ងរ
uprising	anger	0.531	ការបះបោរ
unjust	anger	0.530	អយុត្តិធម៌
unjustifiable	anger	0.530	មិនសមហេតុផល
perversion	anger	0.530	ការបង្វែរ
bigoted	anger	0.530	ធំ
fiesty	anger	0.530	សាហាវ
offender	anger	0.530	ជនល្មើស
dictatorial	anger	0.530	ផ្តាច់ការ
hassle	anger	0.530	រំខាន
dissonance	anger	0.530	ភាពមិនស៊ីសង្វាក់គ្នា។
tackled	anger	0.530	ដោះស្រាយ
renegade	anger	0.529	បដិសេធ
cantstandit	anger	0.529	មិនអាចទ្រាំបាន។
trespass	anger	0.529	ការបំពាន
hot	anger	0.529	ក្តៅ
prison	anger	0.529	គុក
suicide	anger	0.521	អត្តឃាត
annoy	anger	0.520	រំខាន
leavemealone	anger	0.517	ទុក​អោយ​ខ្ញុំ​នៅ​ម្នាក់ឯង​បាន​ហើយ
cretins	anger	0.516	cretins
depravity	anger	0.516	ភាពថោកទាប
idiotic	anger	0.516	ឆ្កួត
dishonest	anger	0.516	មិនស្មោះត្រង់
distrust	anger	0.516	ការមិនទុកចិត្ត
broil	anger	0.516	សាច់ក្រក
grrr	anger	0.516	grrr
criticize	anger	0.516	រិះគន់
inimical	anger	0.516	អនិច្ចា
tortious	anger	0.516	ធ្វើទារុណកម្ម
prisoner	anger	0.516	អ្នកទោស
treason	anger	0.516	ការក្បត់ជាតិ
divorce	anger	0.516	ការលែងលះ
venting	anger	0.516	ខ្យល់
duress	anger	0.516	ការបៀតបៀន
disrespectful	anger	0.516	មិនគោរព
poaching	anger	0.515	ការបរបាញ់
scold	anger	0.515	ស្តីបន្ទោស
poachers	anger	0.515	អ្នកប្រមាញ់
pow	anger	0.515	ប៉ូវ
hangry	anger	0.515	ឃ្លាន
argumentation	anger	0.515	អំណះអំណាង
frustrating	anger	0.515	ខកចិត្ត
unkind	anger	0.515	គ្មានមេត្តា
roar	anger	0.515	សម្រែក
coercion	anger	0.515	ការបង្ខិតបង្ខំ
unforgiving	anger	0.515	មិនអត់ទោស
grump	anger	0.515	រអ៊ូរទាំ
bile	anger	0.515	ទឹកប្រមាត់
unleash	anger	0.515	បញ្ចេញ
chaos	anger	0.515	ភាពវឹកវរ
victimized	anger	0.515	រងគ្រោះ
jerks	anger	0.515	កន្ត្រាក់
tussle	anger	0.514	ការប៉ះទង្គិច
bane	anger	0.511	បម្រាម
accusation	anger	0.510	ការចោទប្រកាន់
enmity	anger	0.510	សត្រូវ
repudiation	anger	0.510	ការបដិសេធ
banish	anger	0.509	បណ្តេញចេញ
disfigured	anger	0.508	ខូចទ្រង់ទ្រាយ
storm	anger	0.507	ព្យុះ
crazy	anger	0.500	ឆ្កួត
hammering	anger	0.500	ញញួរ
defy	anger	0.500	ប្រឆាំង
antithesis	anger	0.500	ប្រឆាំង
scoff	anger	0.500	ចំអក
anguish	anger	0.500	ទុក្ខព្រួយ
confined	anger	0.500	បង្ខាំង
fear	anger	0.500	ការភ័យខ្លាច
bout	anger	0.500	ការប្រកួត
unruly	anger	0.500	ទុច្ចរិត
delusional	anger	0.500	វង្វេង
obstruct	anger	0.500	រារាំង
possessed	anger	0.500	កាន់កាប់
injustice	anger	0.500	អយុត្តិធម៌
fervor	anger	0.500	ភាពក្លៀវក្លា
spear	anger	0.500	លំពែង
derision	anger	0.500	ការមើលងាយ
intractable	anger	0.500	មិនអាចប្រកែកបាន។
reject	anger	0.500	បដិសេធ
dominate	anger	0.500	ត្រួតត្រា
ordeal	anger	0.500	ទុក្ខព្រួយ
banished	anger	0.500	បណ្តេញចេញ
rejects	anger	0.500	បដិសេធ
shun	anger	0.500	គេច
brunt	anger	0.500	ធ្ងន់ធ្ងរ
derogation	anger	0.500	ការបង្ខូចកេរ្តិ៍ឈ្មោះ
frenzied	anger	0.500	ឆ្កួត
animus	anger	0.500	សត្វ
suppression	anger	0.500	ការបង្ក្រាប
malpractice	anger	0.500	ការប្រព្រឹត្តមិនត្រឹមត្រូវ
brazen	anger	0.500	ក្លាហាន
foaming	anger	0.500	ពពុះ
disrupting	anger	0.500	រំខាន
nobodycares	anger	0.500	គ្មាន​អ្នក​ខ្វល់
patronising	anger	0.500	ឧបត្ថម្ភ
getoveryourself	anger	0.495	ទទួល​បាន​លើ​ខ្លួន​អ្នក​ផ្ទាល់
toughness	anger	0.492	ភាពរឹង
stupidpeople	anger	0.492	មនុស្ស​ដែល​ឆ្កួត
madness	anger	0.491	ឆ្កួត
sinful	anger	0.491	បាប
avarice	anger	0.490	ភាពច្របូកច្របល់
oppress	anger	0.490	សង្កត់សង្កិន
cutting	anger	0.485	កាត់
anathema	anger	0.485	ភាពស្លេកស្លាំង
annoyed	anger	0.485	រំខាន
dissident	anger	0.485	អ្នកប្រឆាំង
demand	anger	0.485	ទាមទារ
usurp	anger	0.485	ឆក់យក
claw	anger	0.485	ក្រញ៉ាំ
alienate	anger	0.485	ផ្តាច់ខ្លួន
infraction	anger	0.485	ការបំពាន
avenger	anger	0.485	សងសឹក
revoke	anger	0.485	ដកហូត
smuggler	anger	0.485	អ្នករត់ពន្ធ
abolish	anger	0.485	លុបចោល
fricking	anger	0.485	fricking
stayaway	anger	0.485	នៅឱ្យឆ្ងាយ
pervert	anger	0.485	បង្ខូច
disservice	anger	0.485	សេវា
disobedient	anger	0.485	មិនស្តាប់បង្គាប់
incest	anger	0.485	incest
complaint	anger	0.485	បណ្តឹង
disapproved	anger	0.485	មិនយល់ព្រម
inhuman	anger	0.485	អមនុស្សធម៌
mocking	anger	0.484	ការចំអក
penalty	anger	0.484	ពិន័យ
renounce	anger	0.484	បោះបង់
restrain	anger	0.484	ឃាត់
upheaval	anger	0.484	ចលាចល
deceit	anger	0.484	ការបោកបញ្ឆោត
obnoxious	anger	0.484	គួរឱ្យស្អប់ខ្ពើម
imprisoned	anger	0.484	ជាប់គុក
strained	anger	0.484	តានតឹង
blame	anger	0.484	ស្តី​បន្ទោស
oust	anger	0.484	បណ្តេញចេញ
litigious	anger	0.484	វិវាទ
rivalry	anger	0.484	ការប្រកួតប្រជែង
sucker	anger	0.484	ជញ្ជក់
opposed	anger	0.484	ប្រឆាំង
thresh	anger	0.484	ស្មៅ
disgrace	anger	0.484	អាម៉ាស់
suspicious	anger	0.484	គួរឱ្យសង្ស័យ
turbulence	anger	0.483	ភាពច្របូកច្របល់
pound	anger	0.481	ផោន
coldness	anger	0.477	ភាពត្រជាក់
ungrateful	anger	0.472	កតញ្ញូ
stoopid	anger	0.471	ឆោតល្ងង់
battalion	anger	0.471	កងវរសេនាតូច
feudalism	anger	0.470	សក្តិភូមិ
hostage	anger	0.470	ចំណាប់ខ្មាំង
annoying	anger	0.470	រំខាន
dispossessed	anger	0.470	ត្រូវបានដកហូត
subversion	anger	0.470	វិទ្ធង្សនា
friction	anger	0.470	ការកកិត
jealous	anger	0.470	ច្រណែន
adversity	anger	0.470	ទុក្ខលំបាក
infidel	anger	0.470	មិនស្មោះត្រង់
gall	anger	0.470	ទឹកប្រមាត់
accuser	anger	0.470	អ្នកចោទប្រកាន់
ram	anger	0.470	អង្គ​ចងចាំ
armament	anger	0.470	គ្រឿងសព្វាវុធ
thump	anger	0.469	មេដៃ
dislike	anger	0.469	មិនចូលចិត្ត
steal	anger	0.469	លួច
backoff	anger	0.469	ដកខ្លួន
stifled	anger	0.469	ជាប់គាំង
incite	anger	0.469	ញុះញង់
distress	anger	0.469	ទុក្ខព្រួយ
angermanagement	anger	0.469	ការគ្រប់គ្រង​កំហឹង
selfish	anger	0.469	អាត្មានិយម
injury	anger	0.469	របួស
exile	anger	0.469	និរទេសខ្លួន
insanity	anger	0.469	វិកលចរិត
offense	anger	0.469	បទល្មើស
objection	anger	0.469	ការជំទាស់
smother	anger	0.469	ញញឹម
disruption	anger	0.469	ការរំខាន
intolerance	anger	0.469	ការមិនអត់ឱន
disobey	anger	0.469	មិនស្តាប់បង្គាប់
selfishness	anger	0.469	ភាពអាត្មានិយម
recidivism	anger	0.469	ភាពខុសប្រក្រតី
subversive	anger	0.469	វិទ្ធង្សនា
huff	anger	0.469	ហប់
plunder	anger	0.469	ប្លន់
opposition	anger	0.469	ការប្រឆាំង
complain	anger	0.469	ត្អូញត្អែរ
perpetrator	anger	0.469	ជនល្មើស
simmer	anger	0.469	ដាំឱ្យពុះ
areyoukidding	anger	0.468	តើ​អ្នក​កំពុងតែ​លេងសើច​ឬ
mug	anger	0.467	កែវ
agony	anger	0.465	ការឈឺចាប់
arrogant	anger	0.461	ក្រអឺតក្រទម
sux	anger	0.456	ស៊ូ
vent	anger	0.456	ខ្យល់
elimination	anger	0.456	ការលុបបំបាត់
picketing	anger	0.456	ការរើសយក
haughty	anger	0.456	ក្រអឺតក្រទម
grated	anger	0.455	ដឹងគុណ
flagrant	anger	0.455	លេចធ្លោ
busted	anger	0.455	ចាប់បាន
crabby	anger	0.455	ក្តាម
dying	anger	0.455	ស្លាប់
idiocy	anger	0.455	ល្ងង់ខ្លៅ
impermeable	anger	0.455	មិនជ្រាបទឹក។
stubbed	anger	0.455	stubbed
illegality	anger	0.455	ខុសច្បាប់
veto	anger	0.455	វេតូ
constraint	anger	0.455	ឧបសគ្គ
mislead	anger	0.455	បំភាន់
illicit	anger	0.455	ខុសច្បាប់
troublesome	anger	0.455	មានបញ្ហា
clamor	anger	0.455	ការស្រែកថ្ងូរ
bayonet	anger	0.453	បាយ័ន
suppress	anger	0.453	បង្ក្រាប
intense	anger	0.453	ខ្លាំង
displeased	anger	0.453	មិនពេញចិត្ត
disapproving	anger	0.453	មិនយល់ព្រម
hysterical	anger	0.453	ហួសចិត្ត
struggle	anger	0.453	ការតស៊ូ
godless	anger	0.453	គ្មានព្រះ
desist	anger	0.453	បោះបង់
usurped	anger	0.453	ឆក់យក
despotism	anger	0.453	despotism
disagreeing	anger	0.453	មិនយល់ស្រប
bad	anger	0.453	អាក្រក់
unlawful	anger	0.451	ខុសច្បាប់
wrongly	anger	0.448	ខុស
repellent	anger	0.442	ការពារ
dishonor	anger	0.441	កេរ្តិ៍ឈ្មោះ
psychosis	anger	0.441	វិកលចរិក
wasted	anger	0.441	ខ្ជះខ្ជាយ
wrongful	anger	0.441	ខុស
foe	anger	0.441	សត្រូវ
aversion	anger	0.440	ការមិនចូលចិត្ត
gahhh	anger	0.439	ហ្កាហ
knuckles	anger	0.439	កដៃ
ultimatum	anger	0.439	ឱសានវាទ
schism	anger	0.439	វិបល្លាស
upset	anger	0.439	តូចចិត្ត
effigy	anger	0.439	effigy
punitive	anger	0.439	ការដាក់ទណ្ឌកម្ម
worthless	anger	0.438	គ្មានតម្លៃ
separatist	anger	0.438	អ្នកបំបែកខ្លួន
ransom	anger	0.438	ថ្លៃលោះ
deny	anger	0.438	បដិសេធ
fugitive	anger	0.438	រត់គេចខ្លួន
mucked	anger	0.438	mucked
abandonment	anger	0.438	ការបោះបង់ចោល
irritation	anger	0.438	រមាស់
deleterious	anger	0.438	អាក្រក់
stupidity	anger	0.438	ភាពល្ងង់ខ្លៅ
segregate	anger	0.437	បំបែក
oblivion	anger	0.437	ការភ្លេចភ្លាំង
payback	anger	0.436	សងត្រលប់
incongruous	anger	0.435	មិន​ស្រប​គ្នា។
eviction	anger	0.435	ការបណ្តេញចេញ
collusion	anger	0.432	ការឃុបឃិត
rob	anger	0.431	ប្លន់
ravenous	anger	0.429	ក្អែក
overrun	anger	0.429	ហួសហេតុ
infidelity	anger	0.429	ភាពមិនស្មោះត្រង់
harbinger	anger	0.426	harbinger
painful	anger	0.426	ឈឺចាប់
getoverit	anger	0.426	ទទួល​បាន​លើ​វា
martial	anger	0.426	ក្បាច់គុន
rejection	anger	0.426	ការបដិសេធ
incredulous	anger	0.426	មិនគួរឱ្យជឿ
stupidrain	anger	0.426	stupidrain
defense	anger	0.425	ការពារ
enforce	anger	0.424	អនុវត្ត
commotion	anger	0.424	ភាពចលាចល។
censor	anger	0.424	ចាប់ពិរុទ្ធ
gonorrhea	anger	0.424	ជំងឺប្រមេះទឹកបាយ
fraudulent	anger	0.424	ក្លែងបន្លំ
unsympathetic	anger	0.424	មិនអាណិតអាសូរ
fallacious	anger	0.424	ភូតភរ
greed	anger	0.424	លោភលន់
defraud	anger	0.424	បន្លំ
banger	anger	0.424	banger
concealment	anger	0.424	ការលាក់បាំង
fuss	anger	0.424	ច្របូកច្របល់
exasperation	anger	0.424	កំហឹង
disobedience	anger	0.424	ការមិនស្តាប់បង្គាប់
powerful	anger	0.424	ខ្លាំង
discontent	anger	0.424	ការមិនសប្បាយចិត្ត
indecency	anger	0.424	ភាពមិនសមរម្យ
sedition	anger	0.422	ការបះបោរ
deportation	anger	0.422	ការនិរទេស
cracked	anger	0.422	បំបែក
bang	anger	0.422	បន្ទុះ
barb	anger	0.422	barb
duel	anger	0.422	duel
sarcasm	anger	0.422	តិះដៀល
cur	anger	0.422	cur
misrepresented	anger	0.422	បកស្រាយខុស
annoyance	anger	0.422	ការរំខាន
scar	anger	0.422	ស្លាកស្នាម
nettle	anger	0.422	nettle
banishment	anger	0.422	ការបណ្តេញចេញ
snubbed	anger	0.422	snubbed
penitentiary	anger	0.422	ការកាត់ទោស
penetration	anger	0.422	ការជ្រៀតចូល
blatant	anger	0.420	ប្រមាថ
force	anger	0.418	កម្លាំង
perverse	anger	0.415	ខុស
wring	anger	0.415	វាយ
bastion	anger	0.413	បន្ទាយ
grim	anger	0.413	ក្រៀមក្រំ
moody	anger	0.412	អារម្មណ៍
tiff	anger	0.412	ទិព្វ
nothappy	anger	0.412	មិន​សប្បាយ
surly	anger	0.412	ហួសចិត្ត
sordid	anger	0.412	សោកសៅ
hunting	anger	0.411	ការបរបាញ់
indenture	anger	0.410	ការធានា
forfeit	anger	0.409	បោះបង់ចោល
areyoukiddingme	anger	0.409	តើ​អ្នក​លេង​សើច​នឹង​ខ្ញុំ​ឬ
